;BDP;CSP;CVP;EDU;EVP;FDP;FGA;GLP;GPS;LPS;Lega;MCR;EàG;SD;SP;SVP;Übrige;@blank;@invalid;@abstension
St. Margrethen;69;;1651;124;82;1817;;387;580;;;;;56;1622;4132;86;0;8;1641
Thal;108;;2768;557;256;2573;;1372;1309;;;;;44;2143;6467;200;1;9;2608
Widnau;98;;5706;105;96;3470;;1907;2173;;;;;108;2474;8709;183;0;17;3534
Altstätten;95;;9147;329;509;3415;;1829;3225;;;;;46;3063;11186;344;10;1;4166
Eichberg;17;;933;95;80;665;;376;372;;;;;66;360;2485;105;0;4;536
Marbach (SG);16;;1659;56;46;910;;352;1068;;;;;3;683;2465;75;1;1;753
Oberriet (SG);162;;8769;264;208;2876;;1248;1315;;;;;66;1200;12797;145;1;47;3375
Rebstein;34;;2587;51;84;1472;;661;961;;;;;9;1519;4337;83;0;8;1604
Rüthi (SG);14;;2725;26;33;836;;463;461;;;;;4;326;2765;29;0;13;784
Buchs (SG);203;;3075;468;1122;5447;;1756;2529;;;;;45;4753;8200;344;2;28;4024
Gams;60;;3491;81;303;1652;;617;852;;;;;10;762;3715;68;1;16;1176
Grabs;208;;2666;310;1299;4687;;1713;2268;;;;;35;2934;6593;284;4;25;2697
Sennwald;24;;1965;166;562;2685;;873;985;;;;;47;1376;5595;194;0;15;1965
Sevelen;46;;1151;318;536;2256;;510;805;;;;;41;1533;4152;78;4;18;1562
Wartau;127;;1271;61;266;4339;;1362;1146;;;;;35;1670;4822;130;0;1;1699
Bad Ragaz;234;;3554;92;166;2885;;1652;1659;;;;;86;1471;5315;238;3;20;2220
Flums;175;;2930;98;104;1159;;898;725;;;;;69;1023;5550;79;0;18;2048
Mels;192;;9205;150;197;3285;;1904;1553;;;;;46;1778;10069;227;1;35;3282
Pfäfers;102;;1879;5;31;666;;471;267;;;;;8;449;2479;22;0;4;565
Quarten;124;;2144;39;37;1017;;557;643;;;;;68;666;4463;173;1;13;1192
Sargans;100;;4588;32;186;2529;;1901;1900;;;;;73;2694;5332;210;1;25;2075
Vilters-Wangs;147;;3878;97;105;2658;;1685;1163;;;;;27;1539;6205;185;2;24;1770
Walenstadt;265;;4107;57;174;2363;;1504;1457;;;;;40;1950;5577;168;2;21;2229
Amden;54;;1590;128;139;581;;442;683;;;;;49;320;2600;101;0;10;785
Benken (SG);56;;2291;187;40;1018;;544;731;;;;;41;456;4388;161;0;8;1211
Kaltbrunn;166;;2446;543;111;1523;;604;1037;;;;;20;762;5977;202;0;12;1960
Schänis;136;;2520;203;168;1316;;828;998;;;;;29;866;5281;117;0;20;1614
Weesen;90;;955;82;59;736;;669;829;;;;;16;585;1738;83;0;5;732
Schmerikon;82;;1438;68;121;1901;;706;1404;;;;;35;1007;3603;53;0;11;1430
Uznach;123;;3282;154;144;2978;;1267;2229;;;;;40;1993;4871;119;1;22;2347
Rapperswil-Jona;493;;12294;598;1073;16293;;9610;17063;;;;;166;12243;24107;774;11;122;10274
Gommiswald;80;;3456;255;106;2465;;1040;1890;;;;;53;1100;7908;121;2;28;2127
Eschenbach (SG);328;;5836;277;229;3515;;1945;2766;;;;;105;1754;13287;352;6;50;3905
Ebnat-Kappel;108;;2265;384;700;2727;;837;1800;;;;;59;2708;8010;232;0;31;1765
Wildhaus-Alt St. Johann;34;;2238;151;163;1859;;548;518;;;;;2;1237;3848;134;2;21;909
Nesslau;48;;2357;177;323;2421;;591;1136;;;;;1;1448;7326;105;0;22;1346
Hemberg;75;;776;99;51;489;;308;245;;;;;56;282;1756;32;0;2;289
Lichtensteig;30;;1449;3;33;903;;312;854;;;;;23;909;1893;81;0;5;727
Oberhelfenschwil;35;;1414;82;127;674;;198;449;;;;;21;527;1951;11;0;2;440
Neckertal;106;;2418;268;443;1876;;539;1409;;;;;71;1392;6017;182;0;16;1638
Wattwil;218;;4529;473;467;3943;;1554;2841;;;;;103;3726;10525;299;0;30;3027
Kirchberg (SG);231;;7005;327;254;3077;;1231;2115;;;;;63;2225;9735;257;0;24;2890
Lütisburg;34;;1288;188;56;965;;214;543;;;;;27;454;2343;115;0;8;517
Mosnang;14;;5352;103;149;918;;484;762;;;;;32;581;5216;94;0;9;926
Bütschwil-Ganterschwil;93;;5016;400;206;2024;;478;1064;;;;;38;1383;7810;114;0;8;1771
Degersheim;42;;2997;223;383;1773;;872;1527;;;;;31;1796;3718;116;0;15;1390
Flawil;329;;5206;233;476;4904;;1881;3217;;;;;63;4055;7330;306;1;35;3622
Jonschwil;101;;2999;165;185;2011;;825;866;;;;;82;1173;5010;176;2;17;1418
Oberuzwil;192;;3848;191;543;3570;;1497;2318;;;;;60;2396;5941;220;1;22;2346
Uzwil;320;;7063;346;468;4809;;2113;3043;;;;;57;4233;11384;367;8;45;4717
Niederbüren;43;;1823;130;65;965;;271;237;;;;;3;316;2666;79;1;3;489
Niederhelfenschwil;36;;2995;37;259;1811;;671;832;;;;;43;737;4385;202;4;10;1176
Oberbüren;108;;3165;45;142;2049;;629;977;;;;;48;1128;6253;117;0;28;1854
Zuzwil (SG);173;;3551;193;275;3709;;1324;1568;;;;;18;1883;6809;443;5;23;1674
Wil (SG);500;;12188;680;2062;12705;;4895;9334;;;;;168;12155;21151;1055;1;92;7810
Andwil (SG);27;;2213;36;97;1525;;601;510;;;;;18;754;2433;76;6;5;710
Gaiserwald;207;;6244;184;461;7204;;2413;2318;;;;;50;3293;8143;184;3;32;3114
Gossau (SG);386;;12813;325;641;7569;;4145;3974;;;;;127;6434;18453;405;2;64;7281
Waldkirch;94;;3352;165;117;2584;;808;781;;;;;73;654;5836;107;3;20;1193
Vaz/Obervaz;296;;694;;;1133;;301;166;;;;;;355;1209;;0;45;976
Lantsch/Lenz;93;;207;;;133;;49;23;;;;;;74;320;;0;3;206
Schmitten (GR);33;;88;;;33;;14;7;;;;;;31;149;;0;5;106
Albula/Alvra;165;;545;;;158;;124;69;;;;;;286;525;;1;2;607
Surses;285;;1021;;;481;;233;213;;;;;;446;727;;0;14;1078
Bergün Filisur;176;;152;;;288;;160;88;;;;;;282;456;;2;5;328
Brusio;107;;175;;;120;;60;7;;;;;;323;887;;0;16;527
Poschiavo;247;;1144;;;624;;433;129;;;;;;1048;2038;;5;34;1640
Falera;25;;562;;;89;;97;23;;;;;;78;363;;0;12;194
Laax;146;;766;;;395;;224;124;;;;;;276;883;;1;9;700
Sagogn;112;;394;;;100;;107;118;;;;;;197;299;;0;13;268
Schluein;33;;272;;;22;;76;23;;;;;;39;211;;0;3;258
Vals;261;;714;;;93;;48;65;;;;;;108;257;;0;3;411
Lumnezia;217;;2217;;;83;;133;177;;;;;;237;889;;0;28;886
Ilanz/Glion;515;;2623;;;367;;493;300;;;;;;814;2003;;0;84;1908
Fürstenau;96;;46;;;94;;43;31;;;;;;105;203;;0;5;129
Rothenbrunnen;74;;41;;;43;;46;39;;;;;;112;210;;0;2;106
Scharans;147;;140;;;160;;178;134;;;;;;365;458;;0;6;328
Sils im Domleschg;200;;88;;;181;;83;46;;;;;;187;503;;0;15;380
Cazis;404;;540;;;200;;224;206;;;;;;423;1004;;0;13;963
Flerden;124;;67;;;58;;49;29;;;;;;42;128;;0;1;76
Masein;137;;63;;;119;;80;52;;;;;;270;279;;1;1;165
Thusis;405;;453;;;532;;207;241;;;;;;592;1061;;2;24;1206
Tschappina;128;;24;;;21;;36;38;;;;;;26;80;;0;0;35
Urmein;144;;38;;;39;;17;18;;;;;;28;93;;0;1;42
Safiental;612;;153;;;84;;114;142;;;;;;242;576;;0;6;358
Domleschg;427;;379;;;508;;446;355;;;;;;1038;994;;0;5;789
Avers;111;;32;;;29;;35;5;;;;;;56;111;;2;0;73
Sufers;99;;10;;;32;;14;8;;;;;;25;72;;0;0;47
Andeer;265;;179;;;244;;117;83;;;;;;238;404;;1;6;355
Casti-Wergenstein;21;;11;;;13;;16;5;;;;;;23;51;;0;0;12
Donat;146;;30;;;61;;25;14;;;;;;48;109;;0;1;74
Lohn (GR);25;;14;;;22;;5;23;;;;;;38;19;;0;0;11
Mathon;61;;6;;;12;;3;14;;;;;;7;31;;0;0;23
Rongellen;12;;12;;;4;;2;0;;;;;;31;14;;0;2;22
Zillis-Reischen;155;;49;;;108;;46;14;;;;;;74;197;;0;0;155
Ferrera;31;;16;;;9;;3;1;;;;;;13;57;;0;2;36
Rheinwald;258;;118;;;189;;47;38;;;;;;157;285;;0;8;244
Bonaduz;386;;1021;;;551;;620;282;;;;;;785;1337;;2;24;1384
Domat/Ems;502;;2215;;;1022;;670;356;;;;;;1781;3170;;2;55;3123
Rhäzüns;131;;364;;;187;;199;115;;;;;;382;586;;0;13;581
Felsberg;719;;440;;;457;;423;193;;;;;;693;1122;;2;15;958
Flims;336;;444;;;812;;410;338;;;;;;649;1247;;1;12;1044
Tamins;190;;192;;;341;;140;124;;;;;;464;514;;0;3;466
Trin;218;;237;;;510;;279;215;;;;;;672;466;;0;4;525
Zernez;486;;201;;;245;;174;209;;;;;;363;898;;1;28;522
Samnaun;53;;116;;;140;;21;10;;;;;;17;447;;0;3;346
Scuol;988;;490;;;928;;459;780;;;;;;1480;1662;;2;14;1859
Valsot;211;;106;;;145;;89;123;;;;;;276;388;;0;5;412
Bever;69;;56;;;185;;65;54;;;;;;297;292;;0;3;244
Celerina/Schlarigna;285;;134;;;529;;106;87;;;;;;280;530;;0;7;571
Madulain;42;;23;;;47;;12;29;;;;;;65;102;;1;2;67
Pontresina;350;;181;;;746;;188;132;;;;;;347;684;;0;9;682
La Punt-Chamues-ch;114;;49;;;134;;60;52;;;;;;107;333;;0;4;289
Samedan;470;;272;;;838;;295;265;;;;;;697;1054;;3;18;1127
St. Moritz;452;;499;;;1852;;297;249;;;;;;483;1597;;2;41;1471
S-chanf;295;;50;;;133;;69;37;;;;;;158;328;;0;7;258
Sils im Engadin/Segl;120;;47;;;351;;71;37;;;;;;151;201;;0;0;238
Silvaplana;95;;69;;;459;;79;41;;;;;;101;311;;0;1;424
Zuoz;281;;95;;;331;;98;119;;;;;;267;550;;0;3;354
Bregaglia;323;;90;;;700;;174;98;;;;;;298;603;;0;27;723
Buseno;1;;131;;;30;;6;2;;;;;;14;36;;0;0;29
Castaneda;10;;82;;;33;;22;49;;;;;;58;149;;0;2;152
Rossa;51;;37;;;30;;2;18;;;;;;40;122;;3;0;96
Santa Maria in Calanca;1;;20;;;4;;4;19;;;;;;35;107;;0;0;50
Lostallo;37;;86;;;429;;27;45;;;;;;163;258;;0;7;352
Mesocco;118;;188;;;286;;19;99;;;;;;346;494;;5;7;631
Soazza;25;;32;;;135;;9;15;;;;;;67;184;;1;2;146
Cama;17;;64;;;119;;13;2;;;;;;35;158;;2;1;282
Grono;31;;76;;;358;;23;67;;;;;;219;447;;4;10;574
Roveredo (GR);37;;207;;;427;;50;123;;;;;;716;1057;;25;5;1052
San Vittore;34;;85;;;137;;12;44;;;;;;252;362;;2;5;385
Calanca;42;;45;;;41;;7;25;;;;;;60;90;;1;0;130
Val Müstair;347;;522;;;213;;147;131;;;;;;327;893;;3;14;695
Davos;1112;;1042;;;2257;;1313;625;;;;;;3037;4383;;2;81;3973
Fideris;93;;43;;;155;;197;54;;;;;;142;387;;0;2;260
Furna;58;;9;;;8;;2;4;;;;;;29;265;;0;2;79
Jenaz;248;;74;;;279;;170;66;;;;;;119;756;;0;6;527
Klosters-Serneus;874;;261;;;884;;574;361;;;;;;713;2793;;3;56;1772
Conters im Prättigau;32;;17;;;57;;28;18;;;;;;29;199;;1;2;86
Küblis;124;;35;;;86;;105;52;;;;;;106;600;;0;2;368
Luzein;305;;103;;;244;;163;126;;;;;;232;1410;;0;14;701
Chur;3454;;7328;;;6820;;5622;3268;;;;;;13117;11971;;17;249;14275
Churwalden;214;;368;;;444;;278;188;;;;;;468;831;;0;19;807
Arosa;426;;366;;;700;;408;267;;;;;;373;1534;;2;22;1298
Maladers;56;;40;;;59;;75;55;;;;;;115;328;;1;2;270
Tschiertschen-Praden;91;;36;;;73;;27;41;;;;;;27;185;;0;0;147
Haldenstein;203;;176;;;316;;353;167;;;;;;543;545;;0;2;349
Trimmis;291;;690;;;409;;467;162;;;;;;769;2306;;1;24;1345
Untervaz;173;;496;;;224;;214;164;;;;;;817;1304;;0;17;1132
Zizers;411;;831;;;554;;377;221;;;;;;715;1465;;0;25;1478
Fläsch;119;;83;;;252;;189;90;;;;;;166;482;;0;5;351
Jenins;141;;105;;;284;;161;83;;;;;;270;610;;0;6;345
Maienfeld;472;;434;;;1057;;597;303;;;;;;614;1638;;7;8;1239
Malans;321;;302;;;960;;523;347;;;;;;1079;1089;;1;16;864
Landquart;763;;1288;;;1055;;1061;534;;;;;;1826;3486;;2;66;3823
Grüsch;392;;166;;;371;;374;207;;;;;;446;1528;;0;3;859
Schiers;267;;189;;;381;;293;168;;;;;;648;1477;;0;19;1155
Seewis im Prättigau;236;;138;;;215;;202;127;;;;;;309;775;;0;9;629
Breil/Brigels;229;;1418;;;126;;120;113;;;;;;210;832;;0;10;774
Disentis/Mustér;117;;2323;;;100;;156;139;;;;;;182;462;;0;37;800
Medel (Lucmagn);24;;387;;;27;;38;34;;;;;;52;60;;2;8;200
Sumvitg;93;;1893;;;64;;78;91;;;;;;118;379;;0;42;407
Tujetsch;74;;1194;;;77;;82;62;;;;;;154;435;;1;39;508
Trun;92;;1363;;;42;;74;106;;;;;;92;481;;0;3;516
Obersaxen Mundaun;159;;1046;;;83;;99;63;;;;;;125;677;;1;9;468
Aarau;3286;;7326;815;4689;21588;;14046;18999;;;;;;34203;21157;3310;9;53;6205
Biberstein;366;;571;10;388;2177;;943;1364;;;;;;2037;2419;551;0;7;503
Buchs (AG);708;;2327;136;2164;4522;;2458;2941;;;;;;5832;8018;800;0;33;2268
Densbüren;157;;200;26;74;392;;224;340;;;;;;480;1853;84;0;2;304
Erlinsbach (AG);731;;1906;177;673;4690;;2082;2182;;;;;;4222;7888;550;0;0;1318
Gränichen;1132;;1824;596;2198;4834;;2353;2914;;;;;;5851;11819;950;2;34;2872
Hirschthal;217;;345;157;456;1491;;447;539;;;;;;910;3141;192;0;9;632
Küttigen;1109;;2093;280;1870;6484;;3927;4614;;;;;;7838;8386;1053;2;22;1912
Muhen;753;;907;309;1010;2823;;1107;963;;;;;;2714;7605;505;0;18;1511
Oberentfelden;1132;;2019;625;1359;4516;;2040;2478;;;;;;5064;9505;1041;2;24;2920
Suhr;1053;;2216;396;2554;6079;;3493;5176;;;;;;9689;9168;752;6;36;2969
Unterentfelden;650;;1291;221;1244;3340;;1578;1650;;;;;;3347;4934;489;0;17;1233
Baden;2220;;9491;269;2510;14967;;13695;15582;;;;;;24612;14877;2744;5;90;5504
Bellikon;489;;969;32;250;1414;;1113;737;;;;;;1111;3261;263;0;7;556
Bergdietikon;492;;757;105;330;2043;;1547;976;;;;;;1436;5167;174;0;11;1037
Birmenstorf (AG);562;;3382;68;382;1763;;1003;1216;;;;;;1404;4118;391;1;1;1018
Ennetbaden;414;;2045;33;591;3892;;2812;3270;;;;;;6566;2467;470;0;9;756
Fislisbach;1149;;2999;115;982;3220;;2147;1565;;;;;;3772;5986;554;3;28;1909
Freienwil;303;;641;128;349;1160;;538;911;;;;;;1120;1325;76;0;4;301
Gebenstorf;738;;2602;26;882;3179;;2246;2391;;;;;;4030;6067;561;4;32;1832
Killwangen;244;;1052;34;222;747;;725;720;;;;;;1148;2301;305;0;0;722
Künten;369;;1026;25;146;728;;730;741;;;;;;977;3467;270;0;7;663
Mägenwil;259;;1224;67;215;1314;;560;476;;;;;;1010;2832;161;1;11;761
Mellingen;816;;2368;122;565;2786;;2060;1653;;;;;;2645;6373;463;0;21;1809
Neuenhof;488;;3126;158;599;2005;;1530;1429;;;;;;3521;6392;698;5;23;2503
Niederrohrdorf;2468;;2311;104;618;3716;;2093;1623;;;;;;2945;5325;453;2;22;1289
Oberrohrdorf;1458;;3261;99;506;4723;;2478;1653;;;;;;2739;5963;814;2;12;1302
Obersiggenthal;980;;4790;147;1264;5761;;3329;4352;;;;;;7834;8967;882;0;44;2409
Remetschwil;900;;1317;119;340;2026;;1308;781;;;;;;857;3466;295;0;8;679
Spreitenbach;478;;1984;97;475;1923;;1519;1406;;;;;;3728;6605;512;2;30;3502
Stetten (AG);494;;1052;34;326;1186;;618;624;;;;;;1130;3121;225;1;10;791
Turgi;217;;818;55;149;1316;;861;1613;;;;;;2904;2182;238;0;10;856
Untersiggenthal;682;;3742;145;875;4824;;2651;4034;;;;;;5628;8708;781;6;35;2127
Wettingen;2228;;13206;290;5288;11774;;11152;10520;;;;;;18637;21780;2501;6;79;6280
Wohlenschwil;361;;1167;3;383;678;;797;699;;;;;;946;2104;165;0;4;558
Würenlingen;515;;3328;196;377;2931;;1084;1333;;;;;;2567;8270;298;0;21;1504
Würenlos;1350;;4147;334;1113;4408;;2858;2335;;;;;;3909;9338;906;0;22;2231
Ehrendingen;764;;3116;355;1001;3136;;2303;2316;;;;;;3248;7259;573;4;38;1646
Arni (AG);325;;833;46;139;1524;;1242;1124;;;;;;1114;3000;262;2;9;671
Berikon;741;;2967;248;464;3187;;2355;1946;;;;;;3002;7365;348;2;29;1691
Bremgarten (AG);868;;4483;115;714;4095;;3688;4012;;;;;;7241;10003;755;0;29;2929
Büttikon;88;;361;24;171;451;;298;215;;;;;;268;2054;62;1;7;393
Dottikon;367;;1496;230;195;1856;;736;743;;;;;;1833;4884;382;0;11;1181
Eggenwil;220;;417;57;127;643;;523;629;;;;;;867;1915;157;0;0;329
Fischbach-Göslikon;179;;758;42;64;816;;348;457;;;;;;776;3077;147;0;6;629
Hägglingen;396;;1620;114;251;1390;;1014;1047;;;;;;1639;4593;303;1;11;893
Jonen;190;;1232;18;186;1433;;1443;1232;;;;;;1360;3264;257;0;1;783
Niederwil (AG);489;;2558;4;315;1584;;883;712;;;;;;1422;5092;168;0;7;1033
Oberlunkhofen;217;;1560;55;169;1860;;913;1119;;;;;;1253;3883;332;0;12;704
Oberwil-Lieli;327;;1229;122;172;2360;;1716;1077;;;;;;1446;6285;212;0;9;747
Rudolfstetten-Friedlisberg;520;;1829;124;205;1893;;1716;1442;;;;;;2536;5427;363;2;14;1595
Sarmenstorf;470;;1475;43;365;1910;;940;875;;;;;;1503;5722;274;0;11;1115
Tägerig;309;;825;119;207;776;;627;439;;;;;;1045;2988;173;0;5;450
Uezwil;81;;323;52;59;200;;99;127;;;;;;194;1267;52;1;1;196
Unterlunkhofen;282;;839;99;49;771;;704;745;;;;;;825;3020;171;0;9;586
Villmergen;760;;2842;132;619;3221;;1333;1323;;;;;;2876;9887;719;1;24;2568
Widen;589;;2010;122;305;3686;;1799;1675;;;;;;3113;6798;366;0;26;1235
Wohlen (AG);1281;;7594;228;1389;8478;;4213;4643;;;;;;9520;16942;1211;9;41;4855
Zufikon;614;;2419;168;379;2884;;2185;1855;;;;;;3055;7259;642;0;20;1562
Islisberg;45;;494;48;76;298;;375;359;;;;;;362;1436;39;0;3;202
Auenstein;334;;465;16;569;1631;;1060;742;;;;;;1339;3045;249;0;3;568
Birr;328;;639;119;677;1716;;645;615;;;;;;1897;4266;401;1;9;1253
Birrhard;146;;171;17;114;533;;323;252;;;;;;308;1697;52;0;4;306
Bözen;136;;341;27;108;359;;221;181;;;;;;422;2253;161;0;6;299
Brugg;1461;;4706;417;2791;8994;;4930;8541;;;;;;11517;10797;1842;4;30;3267
Effingen;85;;221;32;91;318;;353;280;;;;;;497;1259;69;0;1;218
Elfingen;80;;139;0;37;81;;135;233;;;;;;312;484;19;0;2;131
Habsburg;72;;214;106;132;590;;305;387;;;;;;232;1002;47;0;2;133
Hausen (AG);778;;1534;307;814;2710;;1328;984;;;;;;2195;5142;410;1;16;1225
Lupfig;621;;1230;229;918;1796;;1080;1377;;;;;;2151;5705;545;0;9;1126
Mandach;87;;114;4;17;245;;66;147;;;;;;68;1133;43;0;4;118
Mönthal;91;;187;35;44;166;;158;147;;;;;;126;875;39;0;1;175
Mülligen;115;;367;69;136;635;;418;524;;;;;;973;1835;76;0;6;380
Remigen;294;;653;41;279;1213;;353;531;;;;;;816;2554;183;0;7;346
Riniken;279;;885;153;371;1133;;731;819;;;;;;1272;2444;326;0;5;423
Rüfenach;160;;451;22;322;735;;481;405;;;;;;770;1801;109;0;3;289
Schinznach-Bad;118;;475;54;204;1076;;321;370;;;;;;891;2034;276;0;7;428
Thalheim (AG);186;;237;42;484;593;;230;445;;;;;;450;2009;105;0;7;311
Veltheim (AG);203;;479;43;345;844;;481;644;;;;;;1067;2539;203;0;5;582
Villigen;487;;817;51;314;1280;;739;905;;;;;;1093;3715;239;0;8;666
Villnachern;408;;650;120;410;1251;;498;786;;;;;;976;2629;241;0;6;587
Windisch;809;;2759;163;1778;4472;;3264;5187;;;;;;8655;5961;748;2;23;2284
Bözberg;368;;743;72;464;1157;;581;959;;;;;;1151;4216;235;0;7;573
Schinznach;413;;504;57;827;2711;;796;1792;;;;;;1474;4007;311;0;14;736
Beinwil am See;607;;1002;206;798;2603;;1448;2363;;;;;;2639;5762;471;0;11;1201
Birrwil;200;;473;154;242;1121;;359;628;;;;;;845;2399;342;0;0;430
Burg (AG);68;;123;22;81;337;;132;233;;;;;;477;1215;89;1;1;375
Dürrenäsch;161;;273;277;1074;721;;123;330;;;;;;551;3314;138;0;5;432
Gontenschwil;278;;394;666;844;1137;;474;659;;;;;;865;4425;207;0;9;844
Holziken;201;;204;79;204;489;;238;173;;;;;;413;3703;166;0;6;628
Leimbach (AG);117;;156;49;149;253;;73;120;;;;;;366;880;77;0;3;194
Leutwil;151;;113;162;162;537;;250;313;;;;;;387;2353;127;0;3;288
Menziken;456;;1028;494;769;2338;;967;1172;;;;;;2296;7161;628;1;25;2134
Oberkulm;270;;473;301;636;1462;;471;657;;;;;;1526;5471;310;0;12;978
Reinach (AG);597;;931;706;1246;2770;;1109;1912;;;;;;3206;10399;464;0;44;2837
Schlossrued;103;;172;168;651;295;;197;287;;;;;;300;2113;46;0;1;359
Schmiedrued;136;;143;199;583;206;;300;497;;;;;;498;2842;110;0;2;511
Schöftland;546;;972;670;1583;3477;;1541;1669;;;;;;3178;7584;811;1;22;1648
Teufenthal (AG);267;;375;110;317;687;;398;461;;;;;;1033;2957;282;0;0;612
Unterkulm;342;;463;264;488;1559;;466;979;;;;;;1843;4886;351;0;6;1074
Zetzwil;282;;386;685;472;873;;266;494;;;;;;529;3324;138;0;3;484
Eiken;373;;979;37;177;839;;340;669;;;;;;1285;2649;270;0;11;969
Frick;665;;3565;161;714;2710;;1634;2141;;;;;;3805;6734;961;3;7;1941
Gansingen;199;;1821;68;59;383;;307;489;;;;;;653;2584;118;0;1;361
Gipf-Oberfrick;685;;2683;252;374;1912;;2103;2263;;;;;;3595;5549;620;0;12;1234
Herznach;319;;1047;36;154;768;;603;791;;;;;;519;3225;262;1;4;571
Hornussen;104;;590;65;59;154;;208;159;;;;;;458;1465;101;0;3;416
Kaisten;333;;2387;97;194;1013;;609;895;;;;;;2031;3554;335;1;5;1069
Laufenburg;266;;2810;114;212;1593;;626;1127;;;;;;2521;4431;461;0;10;1073
Münchwilen (AG);77;;361;24;25;632;;155;304;;;;;;541;1333;173;0;3;320
Oberhof;127;;344;34;36;176;;192;426;;;;;;481;1180;111;0;3;197
Oeschgen;234;;667;13;115;500;;381;366;;;;;;463;1360;98;0;3;431
Schwaderloch;23;;184;34;70;228;;78;79;;;;;;218;1434;52;0;1;277
Sisseln;99;;292;3;64;376;;520;314;;;;;;699;1958;257;0;3;674
Ueken;139;;476;2;94;237;;348;320;;;;;;440;1523;140;0;6;364
Wittnau;153;;1569;15;108;699;;582;942;;;;;;828;3027;205;0;0;456
Wölflinswil;263;;780;57;86;345;;363;563;;;;;;796;2467;119;0;2;388
Zeihen;206;;610;51;154;407;;300;712;;;;;;792;3319;179;0;10;346
Mettauertal;355;;1765;21;142;1033;;460;713;;;;;;1652;4117;165;0;5;776
Ammerswil;96;;125;2;51;346;;316;361;;;;;;572;1352;34;0;6;269
Boniswil;179;;413;98;231;842;;763;857;;;;;;1228;2949;200;0;7;533
Brunegg;110;;204;30;81;525;;161;227;;;;;;353;1296;99;0;0;335
Dintikon;332;;538;76;248;1196;;655;771;;;;;;636;3742;235;0;8;804
Egliswil;276;;492;58;488;903;;618;656;;;;;;967;3053;123;0;7;570
Fahrwangen;274;;555;20;509;782;;930;589;;;;;;1206;3175;190;0;3;867
Hallwil;180;;142;7;196;349;;259;266;;;;;;283;1842;146;0;5;360
Hendschiken;399;;247;59;201;427;;374;454;;;;;;982;2170;34;0;4;520
Holderbank (AG);193;;169;23;89;568;;140;274;;;;;;292;2285;154;0;0;481
Hunzenschwil;354;;630;91;372;1550;;827;688;;;;;;1605;5338;353;1;21;1521
Lenzburg;1463;;4274;228;1969;9332;;6537;6172;;;;;;11192;9280;1047;1;41;3199
Meisterschwanden;473;;791;86;314;3035;;1189;1226;;;;;;1765;6274;343;0;0;1103
Möriken-Wildegg;595;;1403;148;909;4039;;2045;1595;;;;;;3279;7467;463;13;0;1466
Niederlenz;602;;1098;98;467;2075;;1535;1883;;;;;;4490;5100;284;0;7;1549
Othmarsingen;529;;982;57;528;1143;;857;831;;;;;;1487;3949;368;0;8;1061
Rupperswil;989;;1465;214;955;4786;;1871;1848;;;;;;3782;8770;724;8;31;1741
Schafisheim;671;;692;193;540;1659;;1060;1436;;;;;;2412;4657;369;0;16;1071
Seengen;856;;1577;207;739;4560;;2003;2016;;;;;;2336;9928;404;0;19;1330
Seon;716;;1850;409;708;2425;;1499;2369;;;;;;3777;8051;644;1;13;1756
Staufen;805;;1626;199;925;2728;;2379;2242;;;;;;2969;5428;551;0;17;1214
Abtwil;156;;678;10;44;343;;421;253;;;;;;331;1812;41;0;3;396
Aristau;226;;887;87;167;484;;571;501;;;;;;663;2699;136;0;9;581
Auw;266;;2022;20;291;593;;468;515;;;;;;482;3039;126;0;11;776
Beinwil (Freiamt);190;;1468;57;84;743;;359;408;;;;;;337;2461;78;0;6;450
Besenbüren;161;;322;49;125;242;;282;215;;;;;;466;1259;44;1;0;236
Bettwil;128;;648;7;112;387;;242;108;;;;;;325;1545;74;0;1;225
Boswil;345;;1992;32;141;1190;;497;781;;;;;;1208;6052;172;0;0;1063
Bünzen;201;;673;140;66;468;;519;676;;;;;;545;2489;91;2;0;349
Buttwil;270;;1001;44;124;474;;463;708;;;;;;616;2158;307;0;4;469
Dietwil;120;;1232;54;95;389;;320;232;;;;;;363;2600;114;0;2;511
Geltwil;11;;293;2;8;169;;71;58;;;;;;97;505;11;0;0;79
Kallern;113;;280;35;2;136;;169;162;;;;;;138;746;112;0;2;138
Merenschwand;574;;4069;121;182;1816;;1246;1173;;;;;;1328;6303;440;0;11;1183
Mühlau;169;;937;31;84;446;;322;369;;;;;;388;2138;135;0;2;455
Muri (AG);760;;5948;148;510;3828;;2728;3916;;;;;;5512;10916;859;0;20;2886
Oberrüti;203;;1164;38;246;986;;794;340;;;;;;784;1994;157;0;1;606
Rottenschwil;173;;401;4;44;329;;352;355;;;;;;625;2244;66;0;9;355
Sins;470;;4287;120;290;2049;;1332;1314;;;;;;1311;5813;311;0;8;1637
Waltenschwil;355;;1974;45;207;1562;;1049;1034;;;;;;1774;5030;390;0;0;1172
Hellikon;53;;594;106;44;337;;202;234;;;;;;313;1809;68;0;3;363
Kaiseraugst;408;;1473;141;287;1967;;1333;1274;;;;;;4177;4708;561;0;15;2156
Magden;519;;1860;225;358;2831;;2141;1854;;;;;;3906;4971;867;0;10;1386
Möhlin;804;;3426;378;1118;3895;;3567;3953;;;;;;6207;11566;1344;2;26;4390
Mumpf;34;;414;35;60;395;;403;329;;;;;;636;1457;104;1;5;623
Obermumpf;184;;833;113;38;327;;245;473;;;;;;768;1519;156;1;2;439
