RegioNaam;@invalid;@blank;RKSP;SDAP;ARP;CHU;Liberale Staatspartij (LSP);Vrijzinnig-Democratische Bond (VDB);SGP;Middenpartij voor Stad en Land;CPN (De Visser);HGSP;Plattelandersbond;CPN (Wijnkoop);Rooms-Katholieke Volkspartij (RKVP);Revolutionair-Socialistische Partij;Federatief Verband;Christelijk-Democratische Unie;Democratische Partij;Kleine Winkeliers en Middenstanders;Nationale Boerenbond;Verbond van Nationalisten;Roomsch-Katholieke Boerenpartij (RKBP);Sociaal-Democratische Volkspartij;Algemene Welvaartspartij;Christelijke Arbeiderspartij;Lijst Van Nunen;Hoofd- en handarbeiders;Sociaal-Economische Volkspartij;Invalidenpartij;Lijst Verwey;Volkspartij;Anti-stemdwangpartij;Algemeen Belang;Neutrale Volkspartij;Lijst Siedenburg;Vrije Christelijke Partij;Internationale Volkspartij;@abs
Ouwerkerk-G1148;;;1.0;97.0;20.0;16.0;90.0;76.0;22.0;5.0;;;2.0;1.0;;1.0;1.0;;2.0;;1.0;;;;;;;;;;;;;;;;;;
Overasselt-G0271;;;1065.0;4.0;;8.0;11.0;7.0;1.0;2.0;1.0;;2.0;1.0;;;;;1.0;;;;;;;;;;;;2.0;;;;;;;;93.0
Overschie-G1149;;;469.0;546.0;366.0;916.0;247.0;95.0;88.0;45.0;16.0;30.0;28.0;12.0;11.0;23.0;24.0;;2.0;6.0;1.0;7.0;;;;;;;;;;;;;;;;;297.0
Overslag-G0697;17.0;;81.0;6.0;;6.0;14.0;1.0;6.0;;;;1.0;1.0;3.0;;;2.0;1.0;;1.0;;;;;;;;;;;;;;;;;;
Ovezande-G0698;;;460.0;4.0;13.0;93.0;6.0;6.0;4.0;2.0;;;1.0;;2.0;4.0;;;;;1.0;;;;;;;;;;;;;;;;;;31.0
Pannerden-G0272;;;561.0;21.0;3.0;2.0;;2.0;3.0;1.0;;1.0;1.0;;2.0;;;;;;;;;;;;;;;;1.0;;;;;;;;112.0
Papekop-G1151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Papendrecht-G0590;89.0;;32.0;515.0;827.0;120.0;136.0;31.0;188.0;8.0;9.0;3.0;130.0;5.0;2.0;12.0;2.0;;3.0;3.0;6.0;8.0;;;;;;;;;;;;;;;;;402.0
Peize-G0124;;;1.0;512.0;52.0;18.0;24.0;54.0;9.0;5.0;6.0;3.0;263.0;28.0;5.0;5.0;7.0;5.0;6.0;;13.0;12.0;;;;;;;;;;;;;;;;;166.0
Pernis-G1152;;;10.0;244.0;648.0;695.0;116.0;6.0;75.0;3.0;5.0;3.0;15.0;3.0;1.0;7.0;4.0;;2.0;;11.0;;;;;;;;;;;;;;;;;;165.0
Petten-G1153;;;2.0;140.0;;1.0;;14.0;;;;;;;;;2.0;;1.0;;;;;;;;;;;;;;1.0;;;;;;
Peursum-G1154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Philippine-G0699;34.0;;282.0;23.0;3.0;8.0;25.0;2.0;1.0;5.0;;;2.0;;2.0;3.0;2.0;;1.0;;;;;;;;;;;;;;;;;;;;67.0
Piershil-G0591;;;;57.0;78.0;22.0;53.0;8.0;134.0;4.0;1.0;10.0;34.0;2.0;2.0;1.0;;;1.0;;1.0;;;;;;;;;;;;;;;;;;60.0
Pijnacker-G0594;39.0;;783.0;146.0;259.0;632.0;100.0;42.0;126.0;14.0;4.0;21.0;55.0;;2.0;2.0;4.0;;;1.0;;1.0;;;;;;;1.0;;;;;;;;;;79.0
Poederoijen-G1155;;;4.0;22.0;132.0;49.0;16.0;10.0;171.0;;;17.0;5.0;2.0;;;;1.0;;1.0;;;;;;;;;;;2.0;;;;;;;;144.0
Polsbroek-G0338;17.0;;83.0;6.0;157.0;29.0;11.0;4.0;60.0;2.0;2.0;7.0;53.0;1.0;;;1.0;;2.0;;;;;;;;;;;;;;;;;;;;23.0
Poortugal-G0592;;;69.0;271.0;188.0;132.0;224.0;23.0;32.0;3.0;1.0;3.0;51.0;2.0;1.0;3.0;7.0;;2.0;2.0;3.0;1.0;;;;;;;;;;;;;;;;;879.0
Poortvliet-G0700;;;4.0;12.0;129.0;174.0;27.0;23.0;322.0;6.0;1.0;18.0;19.0;;1.0;1.0;;1.0;;;1.0;;;;;;;;;;;;;;;;;;149.0
Posterholt-G0956;;;664.0;11.0;;5.0;;6.0;;3.0;;;2.0;;;4.0;;;;;;;28.0;;;;;;;;;;;;;;;;77.0
Princenhage-G1156;;;4046.0;256.0;17.0;63.0;26.0;25.0;1.0;35.0;1.0;6.0;2.0;7.0;16.0;14.0;5.0;;10.0;2.0;2.0;3.0;3.0;;;;1.0;;;;;;;;;;;;369.0
Purmerend-G0439;68.0;;886.0;976.0;92.0;102.0;231.0;540.0;5.0;61.0;38.0;5.0;104.0;20.0;19.0;2.0;25.0;11.0;9.0;4.0;2.0;;;;;;;;;;;;2.0;;;;;;196.0
Putte-G0833;;;329.0;61.0;7.0;6.0;6.0;6.0;;3.0;;;2.0;2.0;;8.0;;;3.0;2.0;1.0;2.0;3.0;;;;;;;;;;;;;;;;98.0
Putten-G0273;96.0;;84.0;176.0;573.0;1782.0;42.0;63.0;230.0;37.0;;22.0;15.0;12.0;;7.0;4.0;7.0;4.0;1.0;;1.0;;;21.0;1.0;;;;;;;;;;;;;317.0
Puttershoek-G0593;;;31.0;167.0;265.0;267.0;135.0;15.0;36.0;6.0;1.0;;34.0;3.0;;2.0;1.0;;;;3.0;;;;;;;;;;;;;;;;;;178.0
Raalte-G0177;;;2878.0;249.0;59.0;655.0;69.0;90.0;5.0;22.0;2.0;11.0;9.0;4.0;6.0;12.0;7.0;12.0;1.0;;9.0;;;;;;;;;;;;;;;;;;265.0
Raamsdonk-G0834;;;1871.0;37.0;137.0;401.0;36.0;16.0;101.0;11.0;2.0;7.0;5.0;9.0;4.0;10.0;3.0;1.0;3.0;;1.0;;1.0;;;;;;;;;;;;;;;;646.0
Rauwerderhem-G0087;27.0;;169.0;564.0;157.0;79.0;146.0;247.0;1.0;1.0;6.0;6.0;34.0;6.0;4.0;2.0;;13.0;4.0;;2.0;;;;;;;;;;;;;;;;;;69.0
Ravenstein-G0835;;;1068.0;8.0;2.0;5.0;4.0;2.0;1.0;9.0;;;;2.0;;2.0;2.0;;1.0;;;;;;;;;;;;;;;;;;;;60.0
Reek-G1158;;;480.0;;;;;;;1.0;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;24.0
Reeuwijk-G0595;26.0;46.0;491.0;235.0;282.0;194.0;248.0;40.0;118.0;8.0;1.0;15.0;13.0;3.0;2.0;5.0;4.0;2.0;4.0;;;;;;;;;;1.0;;;;;;;;;;79.0
Renesse-G1159;1.0;9.0;;28.0;27.0;47.0;157.0;22.0;22.0;6.0;2.0;1.0;24.0;1.0;3.0;4.0;3.0;1.0;1.0;;1.0;;;;;;;;;;;;;;;;;;26.0
Renkum-G0274;149.0;174.0;1560.0;1431.0;1310.0;1050.0;1090.0;631.0;183.0;87.0;91.0;450.0;22.0;34.0;;22.0;32.0;22.0;11.0;6.0;1.0;17.0;;;25.0;2.0;;;;;;;;;;;;;378.0
Renswoude-G0339;32.0;;14.0;60.0;279.0;111.0;28.0;9.0;96.0;12.0;6.0;59.0;16.0;1.0;;;1.0;;1.0;2.0;2.0;;;1.0;;3.0;;;;;;;;;;;;;
Retranchement-G0701;4.0;11.0;9.0;128.0;27.0;43.0;80.0;35.0;4.0;;1.0;;4.0;;1.0;;1.0;2.0;1.0;;2.0;;;;;;;;;;;;;;;;;;20.0
Reusel-G0836;;;710.0;1.0;1.0;;;2.0;;3.0;;;;;6.0;;1.0;;;;;;1.0;;;;;;;;;;;;;;;;57.0
Rheden-G0275;;;1729.0;3248.0;1214.0;2447.0;1750.0;465.0;58.0;87.0;30.0;155.0;40.0;60.0;;34.0;44.0;16.0;49.0;13.0;40.0;22.0;;;18.0;3.0;;;;;;;;;;;;;1212.0
Rhenen-G0340;196.0;;27.0;1022.0;340.0;721.0;165.0;73.0;681.0;19.0;27.0;26.0;8.0;10.0;8.0;9.0;14.0;7.0;2.0;1.0;9.0;14.0;;;;4.0;;;;;;;;;;;;;302.0
Rhoon-G0596;;;141.0;112.0;260.0;363.0;52.0;17.0;35.0;2.0;;8.0;40.0;4.0;;4.0;5.0;;;1.0;6.0;;;;;;;;;;;;;;;;;;105.0
Ridderkerk-G0597;101.0;191.0;46.0;958.0;1794.0;810.0;504.0;174.0;1071.0;8.0;12.0;29.0;45.0;7.0;6.0;16.0;23.0;;3.0;9.0;16.0;8.0;;;;;;;;;;;;;;;;;383.0
Riethoven-G0837;;;305.0;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;13.0
Rietveld-G1160;;;58.0;16.0;68.0;96.0;5.0;1.0;29.0;1.0;;1.0;9.0;;1.0;8.0;1.0;1.0;1.0;;;;;;;;;;1.0;;;;;;;;;;38.0
Rijckholt-G1165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rijnsaterwoude-G0601;6.0;;102.0;8.0;24.0;49.0;11.0;13.0;26.0;3.0;;22.0;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;36.0
Rijnsburg-G0602;63.0;;48.0;22.0;805.0;656.0;3.0;4.0;31.0;4.0;6.0;38.0;6.0;;;10.0;2.0;3.0;3.0;;;;;;;;;;5.0;;;;;;;;;;96.0
Rijsbergen-G0841;;;883.0;13.0;2.0;9.0;2.0;4.0;2.0;6.0;3.0;;1.0;8.0;2.0;5.0;1.0;1.0;1.0;;1.0;;2.0;;;;1.0;;;;;;;;;;;;72.0
Rijsenburg-G1166;8.0;;54.0;1.0;56.0;36.0;;;34.0;3.0;;48.0;3.0;;;;;;;;2.0;;;;;1.0;;;;;;;;;;;;;419.0
Rijssen-G0178;62.0;63.0;478.0;319.0;893.0;241.0;107.0;42.0;1334.0;18.0;7.0;5.0;6.0;6.0;7.0;8.0;5.0;10.0;1.0;;16.0;4.0;;;;;;;;;;;;;;;;;517.0
Rijswijk-G0603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rijswijk (NB)-G0842;;;6.0;27.0;80.0;122.0;3.0;3.0;15.0;;;2.0;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;57.0
Rilland-Bath-G0702;;;120.0;36.0;139.0;336.0;61.0;59.0;157.0;3.0;;3.0;15.0;3.0;1.0;2.0;1.0;;2.0;;2.0;;;;;;;;;;;;;;;;;;
Ritthem-G1163;10.0;;3.0;8.0;75.0;189.0;3.0;3.0;20.0;1.0;;1.0;1.0;1.0;;2.0;;;;;2.0;;;;;;;;;;;;;;;;;;
Rockanje-G0598;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Roden-G0125;;;5.0;723.0;345.0;287.0;103.0;381.0;5.0;10.0;5.0;13.0;138.0;29.0;4.0;4.0;13.0;4.0;13.0;;15.0;10.0;;;;;;;;;;;;;;;;;236.0
Roermond-G0957;;;5288.0;807.0;53.0;70.0;98.0;104.0;9.0;77.0;15.0;10.0;10.0;5.0;48.0;39.0;;6.0;;;3.0;2.0;68.0;8.0;;;;;;;;;;;;;;;1038.0
Roggel-G0958;8.0;5.0;875.0;;1.0;;;;;6.0;;;;;;;;;;;;1.0;8.0;1.0;;;;;;;;;;;;;;;25.0
Rolde-G0126;;;7.0;495.0;60.0;30.0;31.0;387.0;;10.0;5.0;8.0;258.0;4.0;1.0;6.0;8.0;5.0;6.0;;9.0;9.0;;;;;;;;;;;;;;;;;145.0
Roosendaal en Nispen-G0838;;;7195.0;864.0;69.0;160.0;51.0;84.0;21.0;130.0;9.0;12.0;14.0;35.0;234.0;89.0;23.0;9.0;11.0;8.0;1.0;3.0;14.0;;;;8.0;;;;;;;;;;;;1180.0
Roosteren-G0959;5.0;5.0;247.0;6.0;1.0;;2.0;;3.0;4.0;;;1.0;1.0;3.0;3.0;;;;;;;168.0;2.0;;;;;;;;;;;;;;;36.0
Rosmalen-G0839;;;1683.0;25.0;4.0;11.0;7.0;;2.0;15.0;1.0;;2.0;;13.0;6.0;2.0;;1.0;;;1.0;1.0;;;;;;;;;;;;;;;;95.0
Rossum-G0276;12.0;9.0;201.0;110.0;44.0;68.0;59.0;24.0;7.0;4.0;1.0;8.0;50.0;3.0;1.0;1.0;4.0;;2.0;;1.0;1.0;;;;;;;;;2.0;;;;;;;;96.0
Rotterdam-G0599;;;39592.0;94393.0;31141.0;15463.0;24000.0;10681.0;5649.0;1660.0;2096.0;3092.0;302.0;9331.0;621.0;1504.0;1313.0;632.0;344.0;1891.0;59.0;301.0;;170.0;;160.0;;;298.0;;;;;417.0;342.0;;;;49452.0
Rozenburg-G0600;10.0;;3.0;38.0;389.0;542.0;102.0;17.0;26.0;1.0;1.0;3.0;32.0;2.0;;2.0;1.0;;;1.0;1.0;;;;;;;;;;;;;;;;;;51.0
Rucphen-G0840;;;2561.0;59.0;4.0;3.0;1.0;;4.0;24.0;1.0;1.0;6.0;5.0;3.0;21.0;1.0;;5.0;;3.0;;2.0;;;;1.0;;;;;;;;;;;;260.0
Ruinen-G0127;;;7.0;549.0;307.0;136.0;301.0;297.0;4.0;15.0;9.0;11.0;77.0;6.0;10.0;13.0;17.0;10.0;9.0;;23.0;14.0;;;;;;;;;;;;;;;;;303.0
Ruinerwold-G0128;;;4.0;166.0;291.0;166.0;221.0;348.0;2.0;3.0;2.0;3.0;57.0;3.0;1.0;3.0;10.0;2.0;1.0;;2.0;2.0;;;;;;;;;;;;;;;;;127.0
Ruurlo-G0278;103.0;;409.0;369.0;120.0;31.0;216.0;361.0;9.0;6.0;7.0;4.0;283.0;15.0;;10.0;6.0;14.0;2.0;5.0;2.0;4.0;;;;4.0;;;;;;;;;;;;;32.0
Ruwiel-G1164;13.0;;235.0;60.0;73.0;95.0;59.0;23.0;40.0;6.0;;6.0;1.0;;2.0;;2.0;;1.0;;;;;;;1.0;;;;;;;;;;;;;
Sambeek-G1167;;;1000.0;11.0;3.0;12.0;2.0;4.0;2.0;3.0;1.0;;1.0;;13.0;1.0;1.0;;;;;;2.0;;;;;;;;;;;;;;;;40.0
Sappemeer-G1168;203.0;;293.0;1351.0;284.0;63.0;94.0;457.0;8.0;3.0;69.0;12.0;57.0;146.0;13.0;20.0;14.0;16.0;3.0;;26.0;7.0;;;;;;;;;;;;;;;;;264.0
Sas van Gent-G0704;59.0;;528.0;321.0;17.0;25.0;124.0;21.0;1.0;8.0;1.0;2.0;1.0;3.0;12.0;13.0;6.0;1.0;4.0;;3.0;;;;;;;;;;;;;;;;;;103.0
Sassenheim-G0604;23.0;;975.0;43.0;466.0;339.0;34.0;50.0;21.0;12.0;;13.0;;1.0;1.0;4.0;;;;;;;;;;;;;;;;;;;;;;;74.0
Schaesberg-G0960;75.0;77.0;1616.0;437.0;31.0;63.0;1.0;9.0;4.0;7.0;12.0;1.0;7.0;4.0;9.0;14.0;;4.0;9.0;;1.0;4.0;30.0;19.0;;;;;;;;;;;;;;;161.0
Schagen-G0441;28.0;29.0;459.0;494.0;24.0;42.0;125.0;669.0;;36.0;8.0;8.0;7.0;9.0;2.0;6.0;22.0;5.0;17.0;4.0;2.0;;;;;;;;;;;;4.0;;;;;;160.0
Schaijk-G0843;3.0;9.0;840.0;3.0;1.0;;1.0;;;3.0;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;35.0
Schalkwijk-G1169;19.0;;533.0;10.0;19.0;33.0;3.0;6.0;5.0;1.0;;5.0;4.0;1.0;1.0;;;;;;2.0;;;;;1.0;;;;;;;;;;;;;30.0
Scheemda-G0039;42.0;;9.0;1031.0;537.0;637.0;162.0;366.0;2.0;14.0;28.0;12.0;22.0;14.0;1.0;13.0;6.0;12.0;4.0;;6.0;2.0;;;;;;;;;;;;;;;;;532.0
Schellinkhout-G0442;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schelluinen-G0605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schermerhorn-G0443;;;136.0;179.0;61.0;13.0;62.0;58.0;6.0;1.0;1.0;5.0;4.0;4.0;3.0;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;
Scherpenisse-G0705;;;5.0;99.0;27.0;33.0;103.0;22.0;287.0;2.0;;31.0;9.0;;1.0;3.0;5.0;1.0;1.0;;2.0;;;;;;;;;;;;;;;;;;
Scherpenzeel-G0279;;;8.0;95.0;163.0;321.0;89.0;12.0;81.0;8.0;;9.0;7.0;;;1.0;3.0;2.0;3.0;;;;;;3.0;;;;;;;;;;;;;;79.0
Schiebroek-G1170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schiedam-G0606;759.0;;5784.0;5898.0;1819.0;3027.0;1028.0;724.0;463.0;103.0;62.0;35.0;15.0;174.0;62.0;178.0;83.0;;23.0;24.0;16.0;18.0;;;;;;;;;;;;;;;;;1086.0
Schiermonnikoog-G0088;6.0;;8.0;39.0;94.0;47.0;71.0;144.0;;2.0;2.0;4.0;1.0;;;1.0;;2.0;1.0;;1.0;;;;;;;;;;;;;;;;;;24.0
Schijndel-G0844;;;3021.0;32.0;3.0;12.0;;4.0;6.0;22.0;;;9.0;5.0;13.0;8.0;1.0;;2.0;2.0;2.0;;5.0;;;;2.0;;;;;;;;;;;;283.0
Schimmert-G0961;;;722.0;2.0;1.0;1.0;;;;3.0;2.0;;3.0;1.0;;;;;;;;;7.0;;;;;;;;;;;;;;;;25.0
Schin op Geul-G1171;4.0;4.0;537.0;19.0;2.0;1.0;1.0;3.0;;7.0;;;;;6.0;3.0;;;2.0;;;;6.0;;;;;;;;;;;;;;;;45.0
Schinnen-G0962;5.0;16.0;1284.0;33.0;1.0;3.0;;1.0;3.0;9.0;3.0;;;2.0;1.0;3.0;;;;;;;19.0;1.0;;;;;;;;;;;;;;;43.0
Schinveld-G0963;;;842.0;34.0;9.0;2.0;;;;5.0;4.0;;1.0;1.0;;4.0;;1.0;;;;;2.0;3.0;;;;;;;;;;;;;;;53.0
Schipluiden-G0607;8.0;7.0;847.0;37.0;228.0;213.0;7.0;2.0;43.0;9.0;;12.0;8.0;;;4.0;3.0;;;1.0;;1.0;;;;;;;;;;;;;;;;;27.0
Schoondijke-G0706;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schoonebeek-G0129;52.0;;376.0;129.0;237.0;325.0;88.0;29.0;5.0;6.0;2.0;1.0;6.0;1.0;7.0;3.0;7.0;6.0;;;10.0;1.0;;;;;;;;;;;;;;;;;156.0
Schoonhoven-G0608;;;384.0;403.0;612.0;372.0;116.0;205.0;97.0;;6.0;8.0;5.0;3.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;220.0
Schoonrewoerd-G0609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schoorl-G0444;;;312.0;266.0;15.0;20.0;102.0;341.0;2.0;11.0;5.0;;12.0;9.0;4.0;4.0;9.0;3.0;6.0;1.0;1.0;;;;;;;;;;;;2.0;;;;;;51.0
Schore-G1172;;;50.0;27.0;70.0;113.0;8.0;58.0;55.0;1.0;2.0;4.0;12.0;2.0;;3.0;;;1.0;;;;;;;;;;;;;;;;;;;;
Schoterland-G1174;329.0;;197.0;2716.0;1121.0;1093.0;370.0;797.0;26.0;21.0;195.0;169.0;275.0;382.0;16.0;57.0;;70.0;55.0;;25.0;;;;;;;;;;;;;;;;;;943.0
Serooskerke (Schouwen)-G1175;;;3.0;22.0;5.0;28.0;28.0;29.0;3.0;;;;4.0;3.0;;1.0;;1.0;2.0;;5.0;;;;;;;;;;;;;;;;;;21.0
Serooskerke (Walcheren)-G1176;17.0;2.0;3.0;4.0;475.0;192.0;;17.0;51.0;3.0;;;;1.0;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;
Sevenum-G0964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
's-Graveland-G0390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
's-Gravendeel-G0517;44.0;;5.0;397.0;587.0;120.0;327.0;31.0;131.0;8.0;5.0;3.0;102.0;2.0;4.0;6.0;10.0;;4.0;3.0;6.0;2.0;;;;;;;;;;;;;;;;;561.0
's-Gravenhage-G0518;;;39410.0;54862.0;18377.0;16531.0;24811.0;15226.0;1641.0;1994.0;5227.0;8706.0;274.0;523.0;851.0;1112.0;2919.0;611.0;382.0;397.0;120.0;287.0;;225.0;315.0;;;;259.0;;;449.0;;;;;103.0;98.0;33877.0
's-Gravenmoer-G0787;;;15.0;;255.0;170.0;61.0;8.0;5.0;;2.0;1.0;5.0;1.0;2.0;5.0;;1.0;1.0;1.0;;;;;;;1.0;;;;;;;;;;;;198.0
's-Gravenpolder-G0666;;;66.0;10.0;83.0;140.0;28.0;20.0;158.0;;;3.0;3.0;;1.0;1.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;34.0
's-Gravenzande-G0519;104.0;;110.0;436.0;622.0;711.0;239.0;74.0;236.0;7.0;14.0;93.0;169.0;4.0;2.0;7.0;21.0;;;7.0;14.0;1.0;;;;;;;;;;;;;;;;;166.0
's-Heer Abtskerke-G0669;;;30.0;9.0;31.0;85.0;17.0;13.0;8.0;2.0;;;4.0;;;2.0;;2.0;;;;;;;;;;;;;;;;;;;;;8.0
's-Heer Arendskerke-G0670;;;286.0;50.0;493.0;638.0;101.0;41.0;84.0;4.0;;8.0;23.0;1.0;3.0;4.0;9.0;;;;2.0;;;;;;;;;;;;;;;;;;199.0
's-Heerenhoek-G0671;;;485.0;1.0;14.0;37.0;2.0;4.0;3.0;2.0;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;39.0
's-Hertogenbosch-G0796;;;12659.0;2237.0;259.0;335.0;174.0;380.0;57.0;183.0;15.0;19.0;10.0;18.0;249.0;156.0;109.0;;33.0;8.0;7.0;14.0;6.0;;;;12.0;;;;;;;;;;;;2501.0
Sijbekarspel-G0447;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Simpelveld-G0965;39.0;42.0;1114.0;53.0;2.0;2.0;2.0;6.0;2.0;21.0;3.0;;8.0;5.0;13.0;9.0;;1.0;3.0;;;1.0;6.0;4.0;;;;;;;;;;;;;;;45.0
Sint Annaland-G0708;32.0;27.0;8.0;68.0;75.0;142.0;88.0;45.0;526.0;4.0;1.0;30.0;24.0;1.0;;9.0;6.0;5.0;2.0;;2.0;;;;;;;;;;;;;;;;;;260.0
Sint Geertruid-G0966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sint Jansteen-G0709;77.0;;839.0;85.0;9.0;12.0;41.0;14.0;5.0;26.0;3.0;;6.0;6.0;10.0;16.0;4.0;3.0;1.0;;16.0;;;;;;;;;;;;;;;;;;120.0
Sint Kruis-G1178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sint Laurens-G1179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sint Maarten-G0445;;;88.0;145.0;107.0;4.0;5.0;242.0;2.0;5.0;2.0;;3.0;5.0;4.0;1.0;1.0;1.0;;;;;;;;;;;;;;;7.0;;;;;;
Sint Maartensdijk-G0711;;;5.0;343.0;53.0;76.0;134.0;31.0;476.0;4.0;;79.0;46.0;2.0;;5.0;4.0;;3.0;;4.0;;;;;;;;;;;;;;;;;;280.0
Sint Odiliënberg-G0967;;;457.0;;1.0;1.0;;;;2.0;;;2.0;2.0;1.0;2.0;;;;;;;17.0;;;;;;;;;;;;;;;;48.0
Sint Pancras-G0446;6.0;;25.0;115.0;118.0;181.0;21.0;127.0;16.0;3.0;1.0;3.0;18.0;5.0;1.0;1.0;2.0;;30.0;2.0;;;;;;;;;;;;;;;;;;;54.0
Sint Philipsland-G0712;;;1.0;70.0;116.0;64.0;28.0;25.0;496.0;2.0;;115.0;9.0;;;;;1.0;;;2.0;;;;;;;;;;;;;;;;;;183.0
Sint-Michielsgestel-G0845;;;1809.0;22.0;5.0;20.0;6.0;1.0;;23.0;1.0;;3.0;;32.0;8.0;3.0;;;2.0;1.0;;;;;;;;;;;;;;;;;;
Sint-Oedenrode-G0846;;;2631.0;11.0;6.0;25.0;5.0;10.0;1.0;19.0;1.0;;3.0;5.0;12.0;15.0;3.0;;;2.0;2.0;3.0;5.0;;;;1.0;;;;;;;;;;;;
Sittard-G0968;;;3762.0;391.0;17.0;49.0;48.0;38.0;2.0;36.0;17.0;3.0;8.0;11.0;45.0;7.0;;;2.0;;4.0;1.0;41.0;5.0;;;;;;;;;;;;;;;693.0
Sleen-G0130;109.0;;4.0;574.0;275.0;247.0;80.0;207.0;6.0;8.0;26.0;;411.0;3.0;4.0;17.0;10.0;31.0;3.0;;19.0;13.0;;;;;;;;;;;;;;;;;336.0
Slenaken-G0969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sliedrecht-G0610;270.0;;37.0;1458.0;1027.0;581.0;563.0;244.0;511.0;31.0;5.0;111.0;76.0;5.0;3.0;22.0;27.0;;3.0;3.0;7.0;5.0;;;;;;;;;;;;;;;;;1093.0
Slochteren-G0040;292.0;;74.0;2717.0;1098.0;355.0;704.0;364.0;18.0;16.0;65.0;42.0;445.0;48.0;13.0;28.0;23.0;51.0;32.0;;31.0;8.0;;;;;;;;;;;;;;;;;636.0
Sloten (F)-G0089;8.0;;81.0;43.0;62.0;162.0;16.0;22.0;3.0;1.0;1.0;23.0;;1.0;1.0;;;2.0;;;;;;;;;;;;;;;;;;;;;19.0
Sluis-G0713;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smallingerland-G0090;208.0;;8.0;2142.0;2597.0;615.0;66.0;1056.0;14.0;5.0;18.0;22.0;178.0;158.0;4.0;15.0;;29.0;35.0;;4.0;;;;;;;;;;;;;;;;;;512.0
Smilde-G0131;32.0;54.0;7.0;502.0;681.0;707.0;15.0;302.0;12.0;7.0;4.0;1.0;138.0;9.0;1.0;6.0;7.0;17.0;3.0;;13.0;17.0;;;;;;;;;;;;;;;;;246.0
Sneek-G0091;211.0;;934.0;2116.0;1393.0;1266.0;327.0;850.0;11.0;30.0;22.0;19.0;23.0;8.0;18.0;103.0;;37.0;16.0;;7.0;;;;;;;;;;;;;;;;;;595.0
Snelrewaard-G0341;6.0;;155.0;2.0;27.0;31.0;4.0;3.0;12.0;;;1.0;13.0;;;;;1.0;;;;;;;;;;;;;;;;;;;;;22.0
Soest-G0342;351.0;;1889.0;711.0;1093.0;598.0;526.0;561.0;105.0;137.0;25.0;46.0;17.0;15.0;24.0;6.0;39.0;60.0;286.0;4.0;11.0;11.0;;1.0;;2.0;;;;;;;;;;;;;322.0
Someren-G0847;;;1765.0;11.0;1.0;33.0;3.0;2.0;1.0;11.0;;;2.0;1.0;2.0;1.0;1.0;;1.0;;;;;;;;;;;;;;;;;;;;86.0
Sommelsdijk-G1184;;;40.0;193.0;469.0;38.0;182.0;45.0;372.0;;2.0;7.0;63.0;8.0;2.0;12.0;2.0;;1.0;3.0;1.0;2.0;;;;;;;;;;;;;;;;;330.0
Son en Breugel-G0848;;;1073.0;10.0;3.0;1.0;;;;4.0;;3.0;;;1.0;;2.0;;;;;;1.0;;;;;;;;;;;;;;;;
Spanbroek-G1186;3.0;1.0;625.0;20.0;;;21.0;82.0;;1.0;;;1.0;1.0;1.0;1.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;37.0
Spaubeek-G0970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
