RegioNaam;@invalid;@blank;KVP;PvdA;VVD;ARP;CHU;Pacifistisch-Socialistische Partij (PSP);Communistische Partij van Nederland;SGP;Gereformeerd Politiek Verbond (GPV);Protestants Christelijke Groep;Vrije Burgers;Boeren Partij;Samenwerkende Christelijke Groepering;Lijst Fokker;Lijst Groen;Wereldburgers;Christelijk-Nationale Volks Partij;Lijst Hartman;@abs
Erp-G0775;20;0;1896;20;12;0;0;2;2;0;0.0;5;0;0;0;0;0;0;0;0.0;59.0
Esch-G0776;10;0;482;17;1;0;0;1;0;0;0.0;2;0;0;0;0;0;0;0;0.0;12.0
Est en Opijnen-G0234;26;0;3;298;71;23;120;1;4;66;2.0;0;0;13;0;0;0;0;0;0.0;43.0
Etten-Leur-G0777;285;0;5966;770;121;0;0;39;43;0;0.0;256;0;0;0;17;0;0;0;0.0;339.0
Everdingen-G0508;8;0;86;101;107;107;63;5;0;146;2.0;0;4;0;0;0;0;0;0;0.0;53.0
Ewijk-G0235;44;0;1653;105;10;3;48;10;0;1;2.0;0;0;14;0;0;0;0;0;0.0;170.0
Ezinge-G0012;13;0;3;388;189;351;42;8;1;0;16.0;0;0;0;0;0;0;0;0;0.0;37.0
Ferwerderadeel-G0068;31;0;9;844;299;2112;858;111;7;6;196.0;0;0;0;0;0;0;0;0;0.0;201.0
Fijnaart en Heijningen-G0778;36;0;1154;321;52;0;0;0;7;0;0.0;987;0;0;0;32;0;0;0;0.0;169.0
Finsterwolde-G0013;143;0;5;436;208;45;62;66;897;0;7.0;0;0;0;0;0;0;0;0;0.0;121.0
Franeker-G0069;94;0;569;1760;472;1117;540;231;81;24;5.0;0;0;0;0;0;0;0;0;0.0;864.0
Franekeradeel-G0070;24;0;129;1014;249;520;603;66;12;1;30.0;0;0;0;0;0;0;0;0;0.0;109.0
Gaasterland-G0071;26;0;744;411;123;662;1277;23;13;134;1.0;0;0;0;0;0;0;0;0;0.0;150.0
Gasselte-G0115;58;0;10;1110;333;260;219;23;125;0;3.0;0;0;0;0;0;0;0;0;15.0;89.0
Geertruidenberg-G0779;122;0;1718;321;64;0;0;0;10;0;0.0;159;0;0;0;15;0;0;0;0.0;148.0
Geervliet-G0509;15;0;5;339;156;69;109;24;9;42;1.0;0;7;0;0;0;0;0;0;0.0;44.0
Geffen-G0780;37;0;1283;125;10;0;0;2;4;0;0.0;2;0;0;0;0;0;0;0;0.0;74.0
Geldermalsen-G0236;58;0;135;1696;369;280;709;44;15;377;10.0;0;0;45;0;0;0;0;0;0.0;244.0
Geldrop-G0781;309;0;6678;1683;633;0;0;101;70;0;0.0;508;0;0;0;24;0;0;0;0.0;474.0
Geleen-G0906;683;0;11139;2466;425;0;0;0;298;0;0.0;0;0;0;822;0;0;0;0;0.0;1017.0
Gemert-G0782;154;0;5378;383;91;0;0;42;17;0;0.0;104;0;0;0;0;0;0;0;0.0;207.0
Gendringen-G0237;108;0;5924;642;94;208;446;19;9;6;0.0;0;0;23;0;0;0;0;0;0.0;284.0
Gendt-G0238;20;0;2306;72;13;18;67;4;0;4;2.0;0;0;5;0;0;0;0;0;0.0;94.0
Genemuiden-G0154;25;0;3;415;56;381;420;11;4;760;23.0;0;25;0;0;0;0;0;0;0.0;370.0
Gennep-G0907;110;0;2182;314;0;0;0;0;0;0;0.0;0;0;0;73;0;0;0;0;0.0;153.0
Geulle-G0908;62;0;1027;64;17;0;0;0;3;0;0.0;0;0;0;10;0;0;0;0;0.0;93.0
Giessen-G0783;10;0;0;45;13;0;0;0;0;0;0.0;260;0;0;0;13;0;0;0;0.0;61.0
Giessenburg-G0510;25;0;4;314;203;502;185;11;4;172;17.0;0;7;0;0;0;0;0;0;0.0;139.0
Gieten-G0116;62;0;13;1342;595;104;220;14;19;0;5.0;0;0;0;0;0;0;0;0;16.0;124.0
Giethoorn-G0155;42;0;22;770;206;98;195;28;63;6;18.0;0;2;0;0;0;0;0;0;0.0;129.0
Gilze en Rijen-G0784;150;0;6252;516;139;0;0;41;18;0;0.0;162;0;0;0;8;0;0;0;0.0;269.0
Goedereede-G0511;13;0;3;178;80;137;56;3;5;112;1.0;0;5;0;0;0;0;0;0;0.0;157.0
Goes-G0664;174;0;1398;2559;901;963;1838;118;23;426;60.0;0;0;0;0;0;0;0;0;0.0;618.0
Goirle-G0785;167;0;3918;296;101;0;0;25;15;0;0.0;27;0;0;0;6;0;0;0;0.0;170.0
Goor-G0156;101;0;1071;2151;355;201;254;95;77;10;15.0;0;7;0;0;0;0;0;0;0.0;160.0
Gorinchem-G0512;333;0;1268;5810;1375;1625;846;309;118;324;36.0;0;78;0;0;0;0;0;0;0.0;780.0
Gorssel-G0239;130;0;407;2230;1447;759;1484;116;38;22;12.0;0;0;184;0;0;0;0;0;0.0;503.0
Gouda-G0513;635;0;5014;9338;2687;2617;1662;783;477;888;160.0;0;116;0;0;0;0;0;0;0.0;1323.0
Gouderak-G0514;25;0;31;441;193;251;45;14;2;169;1.0;0;8;0;0;0;0;0;0;0.0;82.0
Goudriaan-G0515;4;0;2;47;70;142;22;0;1;60;0.0;0;0;0;0;0;0;0;0;0.0;24.0
Goudswaard-G0516;8;0;6;171;95;87;47;3;5;294;2.0;0;6;0;0;0;0;0;0;0.0;95.0
Graauw en Langendam-G0665;51;0;713;44;5;7;8;1;1;1;2.0;0;0;0;0;0;0;0;0;0.0;58.0
Graft-G0389;7;0;220;252;89;3;22;59;18;0;0.0;0;1;0;0;0;0;0;0;0.0;21.0
Gramsbergen-G0157;30;0;68;842;202;736;764;10;6;1;49.0;0;26;0;0;0;0;0;0;0.0;110.0
Grathem-G0909;15;0;1001;10;0;0;0;0;2;0;0.0;0;0;0;3;0;0;0;0;0.0;31.0
Grave-G0786;89;0;2345;269;126;0;0;0;9;0;0.0;77;0;0;0;0;0;0;0;0.0;348.0
Grevenbicht-G0910;55;0;1065;132;12;0;0;0;6;0;0.0;0;0;0;45;0;0;0;0;0.0;79.0
Grijpskerk-G0016;10;0;8;317;239;1136;143;4;8;0;122.0;0;0;0;0;0;0;0;0;0.0;62.0
Grijpskerke-G1067;4;0;3;17;11;253;100;2;0;41;4.0;0;0;0;0;0;0;0;0;0.0;27.0
Groede-G0667;33;0;187;473;309;46;123;7;2;13;1.0;0;0;0;0;0;0;0;0;0.0;75.0
Groenlo-G0240;53;0;2658;343;95;24;67;5;10;7;1.0;0;0;9;0;0;0;0;0;0.0;189.0
Groesbeek-G0241;323;0;5434;885;206;103;198;46;0;10;8.0;0;0;52;0;0;0;0;0;0.0;391.0
Groningen-G0014;2928;0;6966;32387;11740;9301;6739;4478;4062;0;3669.0;0;0;0;0;0;0;0;0;0.0;6758.0
Gronsveld-G0911;49;0;1362;72;14;0;0;0;2;0;0.0;0;0;0;1;0;0;0;0;0.0;63.0
Groot-Ammers-G0520;18;0;4;202;172;342;70;10;2;185;5.0;0;9;0;0;0;0;0;0;0.0;111.0
Grootebroek-G0391;21;0;2180;142;57;2;6;38;21;2;0.0;0;6;0;0;0;0;0;0;0.0;82.0
Grootegast-G0015;88;0;17;827;347;2333;451;56;29;0;197.0;0;0;0;0;0;0;0;0;0.0;260.0
Grubbenvorst-G0912;20;0;1845;49;0;0;0;0;0;0;0.0;0;0;0;4;0;0;0;0;0.0;46.0
Gulpen-G0913;81;0;1751;221;30;0;0;0;10;0;0.0;0;0;0;16;0;0;0;0;0.0;80.0
Haaften-G0242;31;0;5;692;61;192;350;4;5;178;2.0;0;0;14;0;0;0;0;0;0.0;128.0
Haaksbergen-G0158;126;0;4948;1264;655;79;113;30;33;3;12.0;0;10;0;0;0;0;0;0;0.0;230.0
Haaren-G0788;20;0;1440;59;5;0;0;1;0;0;0.0;3;0;0;0;0;0;0;0;0.0;34.0
Haarlem-G0392;3443;0;25487;34095;10427;6298;4722;5950;3827;330;300.0;0;1673;0;0;0;221;0;0;0.0;6879.0
Haarlemmerliede en Spaarnwoude-G0393;48;0;1201;407;328;186;114;74;72;21;4.0;0;28;0;0;0;4;0;0;0.0;144.0
Haarlemmermeer-G0394;560;0;5562;6136;2381;4083;3120;950;635;385;169.0;0;196;0;0;0;26;0;0;0.0;1404.0
Haastrecht-G0521;26;0;590;313;212;170;70;26;1;71;2.0;0;4;0;0;0;0;0;0;0.0;68.0
Haelen-G0914;63;0;1741;69;0;0;0;0;16;0;0.0;0;0;0;32;0;0;0;0;0.0;121.0
Hagestein-G0522;8;0;169;51;40;27;98;2;1;116;0.0;0;1;0;0;0;0;0;0;0.0;31.0
Halsteren-G0789;210;0;2792;488;108;0;0;0;20;0;0.0;283;0;0;0;20;0;0;0;0.0;216.0
Haps-G0790;13;0;1022;26;2;0;0;0;2;0;0.0;0;0;0;0;0;0;0;0;0.0;38.0
Hardenberg-G0160;129;0;1215;2460;646;2985;2500;31;27;39;1199.0;0;95;0;0;0;0;0;0;0.0;569.0
Harderwijk-G0243;182;0;691;1834;828;1716;2710;79;34;710;67.0;0;0;112;0;0;0;0;0;0.0;806.0
Hardinxveld-G1070;171;0;46;2161;537;1041;669;108;61;1363;171.0;0;14;0;0;0;0;0;0;0.0;991.0
Haren-G0017;210;0;322;2228;2283;1386;1006;264;95;0;190.0;0;0;0;0;0;0;0;0;0.0;627.0
Harenkarspel-G0395;11;0;1403;262;110;75;10;38;15;3;4.0;0;1;0;0;0;1;0;0;0.0;75.0
Harlingen-G0072;100;0;791;2732;552;659;927;183;115;8;200.0;0;0;0;0;0;0;0;0;0.0;568.0
Harmelen-G0318;21;0;950;224;151;277;326;18;8;108;5.0;0;0;0;0;0;0;8;1;0.0;119.0
Haskerland-G0073;140;0;742;2454;396;714;1453;140;66;25;19.0;0;0;0;0;0;0;0;0;0.0;504.0
Hasselt-G0161;24;0;65;327;61;348;353;11;6;67;106.0;0;6;0;0;0;0;0;0;0.0;166.0
Hattem-G0244;86;0;201;1488;441;531;958;53;56;48;258.0;0;0;22;0;0;0;0;0;0.0;239.0
Havelte-G0117;87;0;28;1422;714;113;182;36;11;0;8.0;0;0;0;0;0;0;0;0;3.0;146.0
Hazerswoude-G0524;35;0;1267;236;109;714;560;28;6;171;5.0;0;16;0;0;0;0;0;0;0.0;157.0
Hedel-G0245;42;0;547;181;22;57;270;2;0;153;3.0;0;0;21;0;0;0;0;0;0.0;119.0
Heel en Panheel-G0915;25;0;1328;26;0;0;0;0;2;0;0.0;0;0;0;6;0;0;0;0;0.0;251.0
Heemskerk-G0396;131;0;3596;1576;306;298;327;230;70;20;14.0;0;25;0;0;0;134;0;0;0.0;312.0
Heemstede-G0397;409;0;4573;2456;3695;1262;960;485;156;47;42.0;0;374;0;0;0;18;0;0;0.0;1374.0
Heenvliet-G0525;24;0;9;340;170;50;48;28;56;18;2.0;0;1;0;0;0;0;0;0;0.0;79.0
Heer-G0916;341;0;3354;837;132;0;0;0;27;0;0.0;0;0;0;40;0;0;0;0;0.0;254.0
Heerde-G0246;127;0;99;2505;628;1227;2178;69;10;150;243.0;0;0;123;0;0;0;0;0;0.0;421.0
Heerenveen-G0074;453;0;491;6147;1763;1628;1369;1001;1344;27;123.0;0;0;0;0;0;0;0;0;0.0;1214.0
Heerewaarden-G0247;30;0;32;443;74;16;31;9;0;5;0.0;0;0;1;0;0;0;0;0;0.0;35.0
Heerhugowaard-G0398;40;0;2249;375;128;164;53;33;17;0;1.0;0;3;0;0;0;2;0;0;0.0;118.0
Heerjansdam-G0526;12;0;15;303;132;214;339;9;5;80;3.0;0;2;0;0;0;0;0;0;0.0;59.0
Heerlen-G0917;1638;0;25690;7195;778;0;0;301;1120;0;0.0;0;0;0;1441;0;0;0;0;0.0;1608.0
Heesch-G0791;64;0;2391;276;24;0;0;13;7;0;0.0;27;0;0;0;0;0;0;0;0.0;184.0
Heeswijk-G1072;11;0;1174;37;15;0;0;1;1;0;0.0;2;0;0;0;0;0;0;0;0.0;51.0
Heeze-G0793;79;0;2383;163;73;0;0;12;6;0;0.0;93;0;0;0;0;0;0;0;0.0;137.0
Hei- en Boeicop-G0527;6;0;1;52;20;129;73;2;1;133;0.0;0;0;0;0;0;0;0;0;0.0;45.0
Heiloo-G0399;138;0;3085;1836;1343;376;295;319;101;10;9.0;0;79;0;0;0;14;0;0;0.0;820.0
Heinenoord-G0528;28;0;18;387;163;235;202;6;8;166;2.0;0;12;0;0;0;0;0;0;0.0;86.0
Heinkenszand-G0672;4;0;589;108;35;122;252;4;1;36;3.0;0;0;0;0;0;0;0;0;0.0;80.0
Heino-G0162;13;0;984;311;73;72;529;7;4;3;55.0;0;0;0;0;0;0;0;0;0.0;82.0
Hekelingen-G1074;9;0;2;349;134;63;41;10;3;23;4.0;0;6;0;0;0;0;0;0;0.0;31.0
Hekendorp-G1075;10;0;154;58;49;54;75;1;1;37;1.0;0;2;0;0;0;0;0;0;0.0;31.0
Helden-G0918;67;0;4816;78;22;0;0;0;8;0;0.0;0;0;0;8;0;0;0;0;0.0;157.0
Hellendoorn-G0163;140;0;3019;2535;423;2165;3984;98;51;141;147.0;0;142;0;0;0;0;0;0;0.0;593.0
Hellevoetsluis-G0530;106;0;213;2109;725;262;210;140;50;42;1.0;0;26;0;0;0;0;0;0;0.0;331.0
Helmond-G0794;997;0;14844;4531;667;0;0;158;403;0;0.0;432;0;0;0;0;0;0;0;0.0;987.0
Helvoirt-G0795;31;0;1337;82;66;0;0;9;5;0;0.0;53;0;0;0;2;0;0;0;0.0;66.0
Hemelumer Oldeferd-G0075;19;0;88;415;135;533;1322;26;8;29;10.0;0;0;0;0;0;0;0;0;0.0;138.0
Hendrik-Ido-Ambacht-G0531;68;0;136;1532;477;883;625;66;18;789;27.0;0;13;0;0;0;0;0;0;0.0;304.0
Hengelo-G0164;847;0;12451;12546;3339;1670;2182;1227;671;94;186.0;0;42;0;0;0;0;0;0;0.0;1797.0
Hengelo-G0248;48;0;1345;702;254;516;499;31;2;24;0.0;0;0;116;0;0;0;0;0;0.0;191.0
Hennaarderadeel-G0076;16;0;137;493;196;563;1051;37;4;7;1.0;0;0;0;0;0;0;0;0;0.0;106.0
Hensbroek-G0401;7;0;302;130;50;3;3;23;11;2;0.0;0;0;0;0;0;0;0;0;0.0;33.0
Herkingen-G1078;9;0;4;58;17;133;23;1;3;253;0.0;0;1;0;0;0;0;0;0;0.0;85.0
Herten-G0919;48;0;1071;68;19;0;0;0;2;0;0.0;0;0;0;13;0;0;0;0;0.0;90.0
Herwen en Aerdt-G0249;111;0;2529;432;91;87;151;11;10;7;0.0;0;0;21;0;0;0;0;0;0.0;271.0
Herwijnen-G0250;6;0;10;407;56;218;259;4;2;77;0.0;0;0;12;0;0;0;0;0;0.0;57.0
