RegioNaam;@invalid;@blank;VVD;CDA;PvdA;D66;GL;AOV/Unie55+;SGP;GPV/RPF;SP;GL/DG;Algemeen Ouderen Verbond (AOV);Centrumdemocraten;Gereformeerd Politiek Verbond (GPV);U55;PNL;DG;Reformatorische Politieke Federatie (RPF);FNP;RPF/SGP;NB;BOF;PNG;SGP-GPV-RPF;Natuurwetpartij (NWP);Centrumpartij;ZVV;Nieuwe Communistische Partij (NCPN);OPD;BWGB;FGF;LOGO;GB;DA;LINS;BPN;PDA;KANS;SAP;@abs
Echteld-G0227;2;0;819;403;748;168;35.0;55.0;567.0;185.0;8.0;;;13.0;;;;17.0;;;;15.0;;28.0;;2.0;1.0;;;;;;;;;;;;;;2059
Edam-Volendam-G0385;13;0;2471;5383;810;485;282.0;206.0;5.0;22.0;33.0;;;86.0;;;;38.0;;;;;;;;25.0;;;4.0;;201.0;;;;;;;;;;9419
Ede-G0228;110;0;11768;8791;4116;3085;1837.0;1730.0;6812.0;4659.0;294.0;;;357.0;;;;221.0;;;;122.0;;256.0;;88.0;74.0;;;;;;;;;;;;;;27018
Eelde-G0113;7;0;1807;566;1318;741;245.0;340.0;5.0;;33.0;;;;30.0;;;;40.0;;;;;;;;;;;131.0;;;;;;;;;;;3158
Eemnes-G0317;12;0;1275;768;364;395;182.0;;56.0;117.0;32.0;;99.0;12.0;;35.0;;11.0;;;;14.0;;;;;6.0;;;;;;;;;;;;;0.0;2492
Eemsmond-G1651;23;0;1263;2061;2151;351;259.0;;;;138.0;;172.0;42.0;937.0;76.0;;110.0;;;131.0;;;;;;;;33.0;;;;;;;;;;;;4592
Eersel-G0770;6;0;1246;1941;596;450;175.0;222.0;;;92.0;;;26.0;;;;16.0;;;;;9.0;;32.0;;;;;;;;;18.0;;3.0;0.0;;;;4520
Egmond-G0357;17;0;1626;1000;776;328;215.0;155.0;2.0;35.0;41.0;;;61.0;;;;34.0;;;;;;;;16.0;;;2.0;;60.0;;;;;;;;;;4671
Eibergen-G0229;18;0;1488;3205;1403;484;259.0;141.0;8.0;53.0;126.0;;;19.0;;;;33.0;;;;2.0;;22.0;;22.0;13.0;;;;;;;;;;;;;;5082
Eijsden-G0905;34;0;979;2355;680;205;179.0;;;;52.0;;73.0;22.0;;39.0;962.0;;;;;17.0;;;;22.0;;;;;;;;;;;;;3.0;;3305
Eindhoven-G0772;151;0;15487;13661;10006;6949;3896.0;8902.0;;;2207.0;;;854.0;;;;362.0;;;;;168.0;;963.0;;;;;;;;;279.0;;33.0;0.0;;;;87773
Elburg-G0230;15;0;1977;2049;737;434;156.0;198.0;1850.0;1941.0;34.0;;;55.0;;;;30.0;;;;4.0;;27.0;;26.0;14.0;;;;;;;;;;;;;;5830
Elst-G0231;0;0;1912;1952;1010;1221;306.0;230.0;34.0;75.0;87.0;;;16.0;;;;79.0;;;;13.0;;131.0;;19.0;12.0;;;;;;;;;;;;;;7494
Emmen-G0114;64;0;6033;7983;10012;2985;1267.0;1446.0;68.0;;1190.0;;;;802.0;;;;809.0;;;;;;;;;;;254.0;;;;;;;;;;;39669
Enkhuizen-G0388;3;0;1506;1088;1228;631;436.0;289.0;115.0;235.0;96.0;;;49.0;;;;70.0;;;;;;;;0.0;;;44.0;;26.0;;;;;;;;;;6132
Enschede-G0153;164;0;12199;9345;11114;5159;2863.0;;118.0;;921.0;;1480.0;515.0;2121.0;1341.0;;438.0;994.0;;;;;;;;;;196.0;;;;257.0;;;;;;;;62493
Epe-G0232;47;0;4053;3166;2762;1134;644.0;561.0;714.0;700.0;112.0;;;82.0;;;;24.0;;;;25.0;;293.0;;42.0;32.0;;;;;;;;;;;;;;11445
Ermelo-G0233;22;0;3300;3601;754;732;329.0;346.0;775.0;1713.0;279.0;;;64.0;;;;79.0;;;;7.0;;212.0;;26.0;4.0;;;;;;;;;;;;;;7600
Esch-G0776;3;0;179;355;93;64;24.0;48.0;;;11.0;;;4.0;;;;1.0;;;;;9.0;;9.0;;;;;;;;;1.0;;1.0;0.0;;;;713
Etten-Leur-G0777;37;0;3264;3077;1813;1236;536.0;416.0;;;332.0;;;168.0;;;;25.0;;;;;34.0;;115.0;;;;;;;;;49.0;;73.0;24.0;;;;14373
Ferwerderadeel-G0068;5;0;608;1738;554;125;75.0;;;;34.0;;63.0;7.0;215.0;;;;;318.0;93.0;13.0;;;;;;;6.0;;;76.0;;;;;;;;;2568
Fijnaart en Heijningen-G0778;0;0;607;735;441;137;109.0;109.0;;;16.0;;;28.0;;;;2.0;;;;;75.0;;76.0;;;;;;;;;7.0;;2.0;3.0;;;;2571
Franekeradeel-G0070;24;0;1428;2873;1832;354;253.0;;;;94.0;;257.0;28.0;146.0;;;;;737.0;235.0;22.0;;;;;;;14.0;;;633.0;;;;;;;;;6510
Gaasterlân-Sleat-G0653;9;0;748;1858;500;163;86.0;;;;14.0;;89.0;15.0;16.0;;;;;706.0;322.0;32.0;;;;;;;10.0;;;18.0;;;;;;;;;2483
Gasselte-G0115;4;0;467;258;645;140;69.0;74.0;4.0;;22.0;;;;24.0;;;;24.0;;;;;;;;;;;101.0;;;;;;;;;;;1523
Geertruidenberg-G0779;6;0;519;483;321;204;54.0;146.0;;;44.0;;;25.0;;;;8.0;;;;;10.0;;14.0;;;;;;;;;195.0;;1.0;3.0;;;;3065
Geldermalsen-G0236;21;0;3501;1878;1531;901;308.0;240.0;1141.0;197.0;88.0;;;88.0;;;;25.0;;;;39.0;;57.0;;10.0;32.0;;;;;;;;;;;;;;7197
Geldrop-G0781;7;0;2256;2054;1300;804;344.0;783.0;;;158.0;;;97.0;;;;42.0;;;;;1078.0;;126.0;;;;;;;;;71.0;;5.0;0.0;;;;11466
Geleen-G0906;14;0;2160;3783;1547;607;1485.0;;;;188.0;;481.0;180.0;;480.0;648.0;;;;;81.0;;;;103.0;;;;;;;;;;;;;13.0;;14486
Gemert-G0782;18;0;1135;2927;876;674;219.0;230.0;;;123.0;;;49.0;;;;40.0;;;;;296.0;;12.0;;;;;;;;;22.0;;4.0;0.0;;;;7277
Gendringen-G0237;0;0;1526;3479;1502;501;183.0;323.0;8.0;37.0;56.0;;;39.0;;;;31.0;;;;4.0;;73.0;;22.0;14.0;;;;;;;;;;;;;;7657
Gendt-G0238;10;0;597;771;506;277;44.0;90.0;6.0;7.0;21.0;;;7.0;;;;15.0;;;;4.0;;45.0;;5.0;4.0;;;;;;;;;;;;;;2958
Genemuiden-G0154;5;0;299;530;311;43;18.0;;1186.0;;16.0;;29.0;14.0;62.0;10.0;;5.0;832.0;;;;;;;;;;0.0;;;;115.0;;;;;;;;2040
Gennep-G0907;10;0;1310;2109;790;525;188.0;;;;65.0;;137.0;26.0;;103.0;22.0;;;;;16.0;;;;13.0;;;;;;;;;;;;;12.0;;7381
Giessenlanden-G0689;17;0;1936;1497;1129;638;;209.0;443.0;891.0;52.0;186.0;;50.0;;;;;;;;6.0;;;;;17.0;;;;;;;;;;;5.0;;;3432
Gieten-G0116;5;0;898;276;911;300;78.0;142.0;3.0;;19.0;;;;10.0;;;;14.0;;;;;;;;;;;124.0;;;;;;;;;;;1941
Gilze en Rijen-G0784;16;0;2153;2204;1006;665;188.0;372.0;;;172.0;;;119.0;;;;29.0;;;;;880.0;;39.0;;;;;;;;;47.0;;9.0;24.0;;;;9574
Goedereede-G0511;23;0;1018;852;637;150;;74.0;1948.0;477.0;23.0;66.0;;21.0;;;;;;;;4.0;;;;;15.0;;;;;;;;;;;1.0;;;2913
Goes-G0664;50;0;3110;3265;2270;1185;902.0;;1345.0;733.0;;;501.0;110.0;;260.0;;;;;;;;;;55.0;;36.0;;;;;;;319.0;;30.0;;;;11589
Goirle-G0785;8;0;1606;1723;983;691;394.0;244.0;;;211.0;;;35.0;;;;47.0;;;;;328.0;;39.0;;;;;;;;;31.0;;15.0;2.0;;;;7800
Goor-G0156;16;0;1433;1270;1341;450;111.0;;6.0;;171.0;;71.0;46.0;33.0;56.0;;36.0;59.0;;;;;;;;;;8.0;;;;14.0;;;;;;;;4253
Gorinchem-G0512;42;0;3252;1522;2428;1424;;817.0;336.0;658.0;148.0;546.0;;114.0;;;;;;;;37.0;;;;;38.0;;;;;;;;;;;13.0;;;11359
Gorssel-G0239;5;0;2557;1645;1120;762;178.0;239.0;8.0;96.0;40.0;;;17.0;;;;51.0;;;;10.0;;20.0;;14.0;13.0;;;;;;;;;;;;;;3970
Gouda-G0513;57;0;7248;3877;4460;3103;;1705.0;1334.0;1408.0;376.0;1961.0;;382.0;;;;;;;;180.0;;;;;86.0;;;;;;;;;;;10.0;;;24153
Graafstroom-G0693;13;0;832;1625;403;189;;87.0;988.0;602.0;20.0;80.0;;21.0;;;;;;;;3.0;;;;;7.0;;;;;;;;;;;1.0;;;1813
Graft-De Rijp-G0365;5;0;1012;548;489;227;136.0;92.0;3.0;7.0;32.0;;;16.0;;;;29.0;;;;;;;;10.0;;;5.0;;88.0;;;;;;;;;;2009
Gramsbergen-G0157;9;0;458;1409;676;128;35.0;;3.0;;9.0;;46.0;15.0;150.0;12.0;;13.0;78.0;;;;;;;;;;0.0;;;;17.0;;;;;;;;1621
Grave-G0786;0;0;1215;1311;721;449;235.0;272.0;;;131.0;;;27.0;;;;8.0;;;;;12.0;;14.0;;;;;;;;;9.0;;0.0;0.0;;;;4751
Groenlo-G0240;4;0;802;1582;532;275;82.0;194.0;4.0;9.0;34.0;;;14.0;;;;9.0;;;;9.0;;11.0;;6.0;1.0;;;;;;;;;;;;;;3350
Groesbeek-G0241;20;0;1471;2221;1286;550;543.0;296.0;10.0;38.0;102.0;;;46.0;;;;30.0;;;;14.0;;45.0;;14.0;17.0;;;;;;;;;;;;;;7984
Groningen-G0014;109;0;13345;7675;17463;8311;7300.0;;;;4273.0;;2748.0;384.0;3884.0;761.0;;1583.0;;;830.0;;;;;;;;608.0;;;;;;;;;;;;71758
Grootegast-G0015;8;0;704;2157;674;197;99.0;;;;46.0;;45.0;7.0;582.0;24.0;;39.0;;;257.0;;;;;;;;8.0;;;;;;;;;;;;3529
Grubbenvorst-G0912;0;0;724;1217;376;190;39.0;;;;15.0;;79.0;35.0;;26.0;8.0;;;;;16.0;;;;10.0;;;;;;;;;;;;;8.0;;2340
Gulpen-G0913;16;0;502;1518;446;179;128.0;;;;73.0;;86.0;36.0;;93.0;159.0;;;;;18.0;;;;64.0;;;;;;;;;;;;;9.0;;2687
Haaksbergen-G0158;11;0;2503;4016;1443;782;206.0;;6.0;;82.0;;131.0;64.0;22.0;135.0;;54.0;44.0;;;;;;;;;;12.0;;;;43.0;;;;;;;;8265
Haaren-G0788;6;0;511;967;239;171;82.0;62.0;;;14.0;;;11.0;;;;14.0;;;;;7.0;;11.0;;;;;;;;;9.0;;1.0;0.0;;;;1996
Haarlem-G0392;128;0;16199;7843;11035;5614;5461.0;3983.0;155.0;1030.0;776.0;;;937.0;;;;971.0;;;;;;;;0.0;;;148.0;;84.0;;;;;;;;;;60189
Haarlemmerliede en Spaarnwoude-G0393;4;0;665;538;234;195;260.0;135.0;7.0;23.0;24.0;;;30.0;;;;61.0;;;;;;;;0.0;;;5.0;;4.0;;;;;;;;;;1863
Haarlemmermeer-G0394;70;0;14825;7202;4186;3644;2885.0;1944.0;511.0;1223.0;293.0;;;383.0;;;;475.0;;;;;;;;111.0;;;0.0;;177.0;;;;;;;;;;38225
Haelen-G0914;9;0;1119;1612;364;265;158.0;;;;21.0;;94.0;28.0;;59.0;166.0;;;;;16.0;;;;65.0;;;;;;;;;;;;;21.0;;3571
Halsteren-G0789;30;0;1264;907;633;392;151.0;231.0;;;80.0;;;76.0;;;;7.0;;;;;142.0;;34.0;;;;;;;;;29.0;;110.0;12.0;;;;6055
Hardenberg-G0160;50;0;2238;6222;2311;711;211.0;;40.0;;97.0;;309.0;89.0;3287.0;85.0;;42.0;301.0;;;;;;;;;;4.0;;;;31.0;;;;;;;;8511
Harderwijk-G0243;0;0;4120;3935;1469;1048;435.0;322.0;825.0;1779.0;140.0;;;65.0;;;;72.0;;;;19.0;;140.0;;39.0;11.0;;;;;;;;;;;;;;11959
Hardinxveld-Giessendam-G0523;13;0;1313;1113;890;348;;137.0;1891.0;1793.0;40.0;105.0;;52.0;;;;;;;;9.0;;;;;16.0;;;;;;;;;;;6.0;;;5116
Haren-G0017;19;0;3225;1859;1806;1200;547.0;;;;84.0;;438.0;29.0;535.0;76.0;;213.0;;;127.0;;;;;;;;18.0;;;;;;;;;;;;4560
Harenkarspel-G0395;16;0;1606;1660;732;437;211.0;189.0;2.0;56.0;43.0;;;41.0;;;;48.0;;;;;;;;24.0;;;14.0;;96.0;;;;;;;;;;5501
Harlingen-G0072;23;0;1287;1284;1868;378;311.0;;;;82.0;;262.0;66.0;215.0;;;;;93.0;102.0;23.0;;;;;;;15.0;;;229.0;;;;;;;;;5118
Harmelen-G0318;0;0;1156;937;273;330;153.0;;89.0;117.0;21.0;;87.0;25.0;;23.0;;13.0;;;;39.0;;;;;3.0;;;;;;;;;;;;;2.0;2641
Hasselt-G0161;5;0;490;721;484;138;44.0;;179.0;;11.0;;36.0;9.0;542.0;12.0;;10.0;473.0;;;;;;;;;;1.0;;;;11.0;;;;;;;;1913
Hattem-G0244;9;0;1147;1437;1109;407;112.0;108.0;73.0;1213.0;27.0;;;16.0;;;;33.0;;;;4.0;;10.0;;6.0;16.0;;;;;;;;;;;;;;3039
Havelte-G0117;9;0;1077;227;961;236;113.0;69.0;1.0;;8.0;;;;7.0;;;;20.0;;;;;;;;;;;208.0;;;;;;;;;;;1980
Hedel-G0245;6;0;506;430;222;134;38.0;93.0;214.0;81.0;9.0;;;12.0;;;;1.0;;;;1.0;;55.0;;1.0;3.0;;;;;;;;;;;;;;1194
Heel-G1937;11;0;681;1166;319;147;82.0;;;;27.0;;67.0;32.0;;118.0;414.0;;;;;9.0;;;;29.0;;;;;;;;;;;;;19.0;;3283
Heemskerk-G0396;39;0;3242;2935;2335;1404;756.0;859.0;24.0;180.0;173.0;;;138.0;;;;119.0;;;;;;;;67.0;;;9.0;;38.0;;;;;;;;;;13605
Heemstede-G0397;17;0;5540;2467;1415;1281;722.0;526.0;25.0;174.0;70.0;;;65.0;;;;137.0;;;;;;;;0.0;;;5.0;;60.0;;;;;;;;;;7792
Heerde-G0246;24;0;1649;2380;1608;471;136.0;180.0;389.0;1382.0;36.0;;;51.0;;;;16.0;;;;9.0;;35.0;;23.0;18.0;;;;;;;;;;;;;;5573
Heerenveen-G0074;61;0;3747;3172;4772;1349;1005.0;;;;171.0;;600.0;87.0;216.0;;;;;749.0;359.0;169.0;;;;;;;121.0;;;230.0;;;;;;;;;13618
Heerewaarden-G0247;4;0;211;57;230;50;18.0;34.0;5.0;5.0;1.0;;;6.0;;;;17.0;;;;1.0;;40.0;;0.0;1.0;;;;;;;;;;;;;;320
Heerhugowaard-G0398;24;0;4106;2884;2158;1502;565.0;491.0;17.0;219.0;170.0;;;107.0;;;;80.0;;;;;;;;71.0;;;17.0;;51.0;;;;;;;;;;15337
Heerjansdam-G0526;8;0;492;311;241;152;;35.0;50.0;59.0;18.0;51.0;;9.0;;;;;;;;5.0;;;;;5.0;;;;;;;;;;;0.0;;;1205
Heerlen-G0917;124;0;5813;7046;4333;1880;1494.0;;;;3713.0;;1831.0;416.0;;1435.0;2868.0;;;;;416.0;;;;524.0;;;;;;;;;;;;;77.0;;41455
Heeze-G0793;10;0;1109;1249;526;365;90.0;236.0;;;27.0;;;23.0;;;;20.0;;;;;51.0;;6.0;;;;;;;;;23.0;;54.0;0.0;;;;3570
Heiloo-G0399;18;0;3503;1982;1450;999;518.0;346.0;7.0;104.0;84.0;;;59.0;;;;75.0;;;;;;;;39.0;;;22.0;;282.0;;;;;;;;;;6997
Heino-G0162;5;0;738;1438;487;288;102.0;;4.0;;14.0;;61.0;17.0;141.0;26.0;;27.0;87.0;;;;;;;;;;0.0;;;;15.0;;;;;;;;2030
Helden-G0918;9;0;1283;2828;538;348;232.0;;;;64.0;;236.0;58.0;;118.0;364.0;;;;;39.0;;;;36.0;;;;;;;;;;;;;5.0;;7730
Hellendoorn-G0163;32;0;2827;8077;1990;939;458.0;;92.0;;149.0;;299.0;85.0;439.0;162.0;;61.0;675.0;;;;;;;;;;7.0;;;;81.0;;;;;;;;10357
Hellevoetsluis-G0530;12;0;4374;1028;1928;1135;;668.0;64.0;214.0;208.0;690.0;;145.0;;;;;;;;43.0;;;;;56.0;;;;;;;;;;;5.0;;;15693
Helmond-G0794;30;0;4991;5176;2712;1760;712.0;2182.0;;;1167.0;;;411.0;;;;40.0;;;;;122.0;;159.0;;;;;;;;;84.0;;67.0;0.0;;;;34047
Helvoirt-G0795;16;0;632;679;245;196;54.0;96.0;;;25.0;;;11.0;;;;11.0;;;;;10.0;;9.0;;;;;;;;;8.0;;2.0;0.0;;;;1590
Hendrik-Ido-Ambacht-G0531;11;0;2262;1428;1029;683;;309.0;1418.0;520.0;68.0;176.0;;40.0;;;;;;;;15.0;;;;;16.0;;;;;;;;;;;47.0;;;6678
Hengelo-G0164;81;0;7322;7766;6067;3001;1517.0;;33.0;;1118.0;;848.0;306.0;516.0;1126.0;;301.0;552.0;;;;;;;;;;37.0;;;;230.0;;;;;;;;27816
Hengelo-G0248;4;0;1107;1506;670;219;53.0;72.0;15.0;34.0;21.0;;;14.0;;;;7.0;;;;3.0;;9.0;;10.0;6.0;;;;;;;;;;;;;;2748
Het Bildt-G0063;8;0;689;1634;1093;173;126.0;;;;38.0;;184.0;23.0;30.0;;;;;149.0;96.0;14.0;;;;;;;12.0;;;105.0;;;;;;;;;3226
Heteren-G0251;10;0;865;1014;476;368;107.0;97.0;146.0;141.0;28.0;;;18.0;;;;26.0;;;;2.0;;62.0;;3.0;9.0;;;;;;;;;;;;;;3122
Heumen-G0252;8;0;1435;1563;795;702;296.0;204.0;3.0;17.0;62.0;;;18.0;;;;40.0;;;;14.0;;399.0;;9.0;8.0;;;;;;;;;;;;;;4758
Heusden-G0797;8;0;551;552;282;206;95.0;135.0;;;41.0;;;40.0;;;;9.0;;;;;18.0;;79.0;;;;;;;;;6.0;;0.0;1.0;;;;2369
Heythuysen-G0920;23;0;1065;2262;476;254;159.0;;;;30.0;;89.0;19.0;;96.0;125.0;;;;;16.0;;;;85.0;;;;;;;;;;;;;13.0;;4103
Hillegom-G0534;7;0;2773;1999;940;671;;420.0;69.0;118.0;67.0;374.0;;43.0;;;;;;;;14.0;;;;;11.0;;;;;;;;;;;1.0;;;7477
Hilvarenbeek-G0798;12;0;1086;1566;743;290;128.0;133.0;;;62.0;;;22.0;;;;17.0;;;;;28.0;;7.0;;;;;;;;;13.0;;4.0;0.0;;;;3490
Hilversum-G0402;54;0;11247;5071;5597;3289;1956.0;2246.0;345.0;1120.0;539.0;;;401.0;;;;262.0;;;;;;;;95.0;;;55.0;;201.0;;;;;;;;;;33571
Hoevelaken-G0253;0;0;1405;732;454;370;132.0;111.0;379.0;266.0;12.0;;;8.0;;;;40.0;;;;9.0;;9.0;;7.0;6.0;;;;;;;;;;;;;;2466
Hoeven-G0799;18;0;968;821;390;304;44.0;125.0;;;27.0;;;47.0;;;;2.0;;;;;15.0;;22.0;;;;;;;;;20.0;;17.0;9.0;;;;3625
Holten-G0165;8;0;1483;1338;895;371;69.0;;16.0;;12.0;;71.0;22.0;21.0;74.0;;13.0;77.0;;;;;;;;;;1.0;;;;97.0;;;;;;;;2262
Hontenisse-G0675;11;0;410;711;339;125;57.0;;11.0;20.0;;;111.0;31.0;;51.0;;;;;;;;;;7.0;;1463.0;;;;;;;29.0;;22.0;;;;2623
Hooge en Lage Mierde-G0801;0;0;342;802;145;87;29.0;57.0;;;15.0;;;6.0;;;;8.0;;;;;9.0;;4.0;;;;;;;;;6.0;;0.0;0.0;;;;1688
Hooge en Lage Zwaluwe-G0802;0;0;742;585;315;234;47.0;110.0;;;13.0;;;30.0;;;;5.0;;;;;31.0;;41.0;;;;;;;;;25.0;;2.0;4.0;;;;2537
Hoogeloon, Hapert en Casteren-G0800;13;0;750;1384;373;204;60.0;112.0;;;18.0;;;17.0;;;;12.0;;;;;13.0;;10.0;;;;;;;;;12.0;;2.0;0.0;;;;3284
Hoogeveen-G0118;0;0;3069;5883;3722;1245;583.0;679.0;241.0;;175.0;;;;895.0;;;;1236.0;;;;;;;;;;;607.0;;;;;;;;;;;16642
Hoogezand-Sappemeer-G0018;45;0;2848;1445;4058;1107;672.0;;;;435.0;;528.0;132.0;493.0;305.0;;107.0;;;183.0;;;;;;;;67.0;;;;;;;;;;;;13058
Hoorn-G0405;63;0;6569;3207;4219;2549;1547.0;1196.0;19.0;287.0;407.0;;;314.0;;;;199.0;;;;;;;;0.0;;;115.0;;172.0;;;;;;;;;;23436
Horst-G0923;8;0;1000;3455;594;322;117.0;;;;472.0;;118.0;34.0;;72.0;28.0;;;;;20.0;;;;24.0;;;;;;;;;;;;;5.0;;7966
Houten-G0321;0;0;3345;2604;1551;1522;859.0;;436.0;726.0;156.0;;306.0;40.0;;121.0;;42.0;;;;51.0;;;;;18.0;;;;;;;;;;;;;18.0;8793
Huijbergen-G0803;0;0;223;261;76;74;18.0;33.0;;;7.0;;;6.0;;;;0.0;;;;;15.0;;5.0;;;;;;;;;3.0;;2.0;0.0;;;;762
Huissen-G0255;18;0;1638;1636;828;782;212.0;226.0;3.0;47.0;49.0;;;17.0;;;;47.0;;;;12.0;;58.0;;10.0;9.0;;;;;;;;;;;;;;5888
Huizen-G0406;15;0;5722;2653;1866;1652;769.0;600.0;481.0;1806.0;137.0;;;129.0;;;;98.0;;;;;;;;51.0;;;13.0;;26.0;;;;;;;;;;13520
Hulst-G0677;38;0;1618;1052;1149;351;133.0;;16.0;33.0;;;115.0;92.0;;81.0;;;;;;;;;;14.0;;1730.0;;;;;;;75.0;;23.0;;;;7002
Hummelo en Keppel-G0256;5;0;749;606;518;237;33.0;74.0;10.0;15.0;30.0;;;8.0;;;;7.0;;;;3.0;;6.0;;20.0;3.0;;;;;;;;;;;;;;1152
Hunsel-G0925;13;0;443;1305;201;118;60.0;;;;22.0;;33.0;26.0;;92.0;50.0;;;;;11.0;;;;17.0;;;;;;;;;;;;;2.0;;2027
IJsselham-G0195;8;0;637;904;475;115;79.0;;13.0;;10.0;;76.0;18.0;49.0;17.0;;8.0;105.0;;;;;;;;;;1.0;;;;1.0;;;;;;;;1581
IJsselmuiden-G0191;19;0;891;1842;416;152;62.0;;1528.0;;19.0;;74.0;55.0;228.0;20.0;;17.0;1318.0;;;;;;;;;;0.0;;;;13.0;;;;;;;;2777
IJsselstein-G0353;0;0;2849;1783;1201;1003;545.0;;252.0;279.0;96.0;;192.0;30.0;;79.0;;40.0;;;;69.0;;;;;27.0;;;;;;;;;;;;;11.0;8129
Jacobswoude-G0645;8;0;1533;1461;397;404;;154.0;116.0;79.0;57.0;221.0;;29.0;;;;;;;;8.0;;;;;11.0;;;;;;;;;;;1.0;;;3589
Kampen-G0166;51;0;2435;3109;1731;755;651.0;;920.0;;178.0;;312.0;144.0;855.0;126.0;;113.0;1747.0;;;;;;;;;;21.0;;;;36.0;;;;;;;;10976
Kapelle-G0678;7;0;1179;1309;612;382;118.0;;619.0;246.0;;;111.0;33.0;;99.0;;;;;;;;;;7.0;;9.0;;;;;;;118.0;;10.0;;;;3136
Katwijk-G0537;25;0;3268;3571;1018;624;;431.0;2891.0;2200.0;116.0;394.0;;79.0;;;;;;;;53.0;;;;;33.0;;;;;;;;;;;6.0;;;14601
Kerkrade-G0928;116;0;2015;4383;3126;556;830.0;;;;747.0;;815.0;236.0;;750.0;1590.0;;;;;147.0;;;;217.0;;;;;;;;;;;;;38.0;;21658
Kerkwijk-G0257;1;0;677;543;265;100;36.0;28.0;836.0;443.0;13.0;;;10.0;;;;13.0;;;;1.0;;26.0;;3.0;5.0;;;;;;;;;;;;;;1685
Kessel-G0929;0;0;423;769;200;92;23.0;;;;1.0;;55.0;21.0;;34.0;87.0;;;;;12.0;;;;7.0;;;;;;;;;;;;;3.0;;1390
Kesteren-G0258;16;0;754;642;581;227;91.0;77.0;1855.0;189.0;26.0;;;28.0;;;;10.0;;;;4.0;;17.0;;6.0;7.0;;;;;;;;;;;;;;2441
Klundert-G0804;11;0;595;910;300;149;55.0;81.0;;;30.0;;;33.0;;;;1.0;;;;;15.0;;344.0;;;;;;;;;25.0;;11.0;1.0;;;;2569
Kollumerland en Nieuwkruisland-G0079;12;0;628;2486;709;121;97.0;;;;39.0;;90.0;27.0;141.0;;;;;520.0;410.0;31.0;;;;;;;10.0;;;45.0;;;;;;;;;3990
Korendijk-G0588;7;0;1306;697;612;279;;113.0;1016.0;165.0;24.0;95.0;;46.0;;;;;;;;17.0;;;;;24.0;;;;;;;;;;;2.0;;;3201
Krimpen aan den IJssel-G0542;14;0;3430;1486;1798;1022;;526.0;1912.0;817.0;102.0;364.0;;102.0;;;;;;;;28.0;;;;;46.0;;;;;;;;;;;14.0;;;9305
Landerd-G1685;14;0;1217;2403;703;396;129.0;204.0;;;217.0;;;36.0;;;;11.0;;;;;18.0;;10.0;;;;;;;;;8.0;;4.0;0.0;;;;5264
Landgraaf-G0882;15;0;2310;3081;2050;763;567.0;;;;1152.0;;480.0;158.0;;515.0;1395.0;;;;;179.0;;;;186.0;;;;;;;;;;;;;34.0;;17402
Landsmeer-G0415;4;0;1535;385;1041;518;238.0;190.0;10.0;64.0;54.0;;;46.0;;;;30.0;;;;;;;;9.0;;;6.0;;191.0;;;;;;;;;;3749
Langbroek-G0325;0;0;245;223;96;35;39.0;;190.0;76.0;3.0;;17.0;6.0;;10.0;;4.0;;;;0.0;;;;;0.0;;;;;;;;;;;;;0.0;588
Langedijk-G0416;13;0;2659;2026;1234;789;343.0;240.0;19.0;300.0;81.0;;;51.0;;;;63.0;;;;;;;;46.0;;;6.0;;175.0;;;;;;;;;;8381
Laren-G0417;4;0;2606;917;613;480;166.0;281.0;9.0;38.0;32.0;;;28.0;;;;26.0;;;;;;;;18.0;;;14.0;;122.0;;;;;;;;;;3936
Leek-G0022;6;0;1501;1781;1805;516;406.0;;;;100.0;;261.0;19.0;814.0;54.0;;89.0;;;189.0;;;;;;;;11.0;;;;;;;;;;;;5874
Leende-G0805;8;0;486;876;136;107;35.0;125.0;;;10.0;;;12.0;;;;2.0;;;;;133.0;;6.0;;;;;;;;;4.0;;1.0;0.0;;;;1218
Leerdam-G0545;15;0;2020;1444;1205;485;;227.0;743.0;786.0;72.0;180.0;;78.0;;;;;;;;18.0;;;;;35.0;;;;;;;;;;;2.0;;;7158
Leersum-G0326;13;0;1416;537;378;301;259.0;;240.0;143.0;19.0;;99.0;15.0;;38.0;;6.0;;;;14.0;;;;;5.0;;;;;;;;;;;;;1.0;1915
Leeuwarden-G0080;96;0;6909;6967;10025;3273;2564.0;;;;623.0;;1947.0;166.0;682.0;;;;;1054.0;799.0;293.0;;;;;;;109.0;;;416.0;;;;;;;;;32866
Leeuwarderadeel-G0081;18;0;617;1125;1151;328;145.0;;;;27.0;;80.0;15.0;53.0;;;;;683.0;105.0;19.0;;;;;;;14.0;;;1371.0;;;;;;;;;1291
Leiden-G0546;311;0;13411;5124;8888;6804;;1979.0;289.0;823.0;2358.0;5598.0;;464.0;;;;;;;;317.0;;;;;139.0;;;;;;;;;;;10.0;;;41635
Leiderdorp-G0547;9;0;3616;1737;1329;1320;;544.0;137.0;169.0;165.0;772.0;;40.0;;;;;;;;30.0;;;;;12.0;;;;;;;;;;;3.0;;;7998
Leidschendam-G0548;14;0;5374;3041;1582;1493;;621.0;64.0;193.0;617.0;660.0;;120.0;;;;;;;;39.0;;;;;48.0;;;;;;;;;;;3.0;;;12125
