RegioNaam;@invalid;@blank;RKSP;SDAP;ARP;CHU;Nationaal-Socialistische Beweging (NSB);Liberale Staatspartij;Vrijzinnig-Democratische Bond (VDB);Communistische Partij van Nederland;Staatkundig Gereformeerde Partij;Christelijk-Democratische Unie;Katholiek Democratische Partij;Revolutionair Socialistische Arbeiderspartij;Hervormd Gereformeerde Staatspartij;Overige partij(en) zonder zetel(s);Overige partij(en) met zetel(s);Plattelandersbond;@abs
Nieuw-Vossemeer-G0818;14;14;610.0;39.0;4.0;8.0;4.0;11.0;;;;;8.0;;;;;;64.0
Nigtevecht-G0337;4;9;17.0;34.0;85.0;113.0;32.0;5.0;2.0;1.0;4.0;4.0;1.0;;;;;;22.0
Nijeveen-G0121;5;7;;43.0;154.0;227.0;49.0;55.0;106.0;2.0;;22.0;;;;;36.0;3.0;39.0
Nijkerk-G0267;85;130;292.0;631.0;1303.0;1535.0;93.0;73.0;20.0;14.0;307.0;69.0;8.0;6.0;18.0;;;20.0;368.0
Nijmegen-G0268;519;1832;23117.0;5683.0;727.0;2060.0;3161.0;1114.0;496.0;703.0;66.0;79.0;1198.0;142.0;79.0;;;51.0;2848.0
Nisse-G0691;5;2;56.0;4.0;42.0;105.0;6.0;37.0;1.0;;44.0;;;;;;;;39.0
Nistelrode-G0819;8;6;1146.0;54.0;10.0;2.0;5.0;2.0;;1.0;;;15.0;;;1.0;;;122.0
Noorbeek-G0950;8;10;287.0;;;;64.0;;4.0;;;;15.0;;;4.0;;;25.0
Noordbroek-G1126;24;67;1.0;407.0;49.0;64.0;134.0;78.0;128.0;72.0;;41.0;;13.0;5.0;;14.0;;89.0
Noorddijk-G1127;13;72;5.0;384.0;131.0;69.0;200.0;70.0;61.0;14.0;;94.0;;6.0;;;39.0;;93.0
Noordeloos-G0574;2;11;;53.0;280.0;25.0;17.0;110.0;5.0;2.0;76.0;;2.0;;8.0;;;1.0;53.0
Noordgouwe-G1128;5;19;3.0;86.0;90.0;61.0;16.0;105.0;20.0;;40.0;;;;;;;;42.0
Noord-Scharwoude-G1124;4;8;305.0;210.0;116.0;8.0;57.0;32.0;191.0;20.0;2.0;2.0;35.0;12.0;;1.0;;;60.0
Noordwelle-G1129;1;1;1.0;75.0;17.0;40.0;10.0;68.0;2.0;;16.0;;;;;;;;23.0
Noordwijk-G0575;62;82;2080.0;210.0;595.0;632.0;339.0;127.0;16.0;28.0;53.0;242.0;28.0;46.0;116.0;3.0;;;766.0
Noordwijkerhout-G0576;15;27;1979.0;66.0;41.0;171.0;71.0;12.0;;8.0;10.0;16.0;28.0;1.0;3.0;;;;516.0
Nootdorp-G0577;4;6;351.0;30.0;42.0;115.0;35.0;23.0;2.0;2.0;12.0;1.0;10.0;;3.0;;;;40.0
Norg-G0120;26;51;34.0;390.0;205.0;146.0;216.0;174.0;171.0;23.0;;14.0;;8.0;;;202.0;8.0;147.0
Nuenen, Gerwen en Nederwetten-G0820;19;36;1513.0;49.0;11.0;58.0;35.0;18.0;3.0;7.0;;;51.0;;;;;;101.0
Nuland-G0821;13;3;577.0;1.0;7.0;2.0;;;2.0;;;;9.0;;;1.0;;;60.0
Numansdorp-G0578;43;60;5.0;428.0;373.0;347.0;90.0;299.0;20.0;28.0;319.0;4.0;2.0;9.0;12.0;;;;234.0
Nunhem-G1130;0;2;154.0;;;;4.0;;;;;;;;;1.0;;;11.0
Nuth-G0951;35;57;1107.0;44.0;34.0;;197.0;;8.0;2.0;;;23.0;;;25.0;;;56.0
Obbicht en Papenhoven-G0952;4;42;339.0;13.0;6.0;;152.0;;1.0;;;;5.0;;;4.0;;;34.0
Obdam-G0429;6;0;623.0;20.0;3.0;2.0;14.0;10.0;55.0;5.0;;4.0;4.0;4.0;;;;;30.0
Odijk-G1131;3;1;130.0;15.0;8.0;33.0;15.0;3.0;3.0;;16.0;2.0;1.0;1.0;;;;;16.0
Odoorn-G0122;123;428;287.0;1235.0;567.0;470.0;625.0;464.0;208.0;109.0;;315.0;13.0;247.0;;;99.0;12.0;393.0
Oeffelt-G0822;5;6;567.0;8.0;1.0;1.0;2.0;2.0;1.0;1.0;;;4.0;;;;;;45.0
Oegstgeest-G0579;30;93;790.0;287.0;620.0;716.0;377.0;334.0;174.0;27.0;90.0;46.0;28.0;9.0;75.0;3.0;;;253.0
Ohé en Laak-G0953;7;7;252.0;;2.0;;10.0;;2.0;;;;;;;4.0;;;24.0
Oijen en Teeffelen-G1150;5;7;345.0;1.0;3.0;1.0;2.0;17.0;2.0;1.0;1.0;;20.0;;;;;;30.0
Oirsbeek-G0954;8;13;630.0;9.0;9.0;;106.0;;1.0;4.0;;;8.0;;;8.0;;;37.0
Oirschot-G0823;28;12;2167.0;51.0;4.0;19.0;14.0;7.0;3.0;2.0;;;12.0;;;4.0;;;130.0
Oisterwijk-G0824;134;205;2002.0;260.0;30.0;16.0;34.0;69.0;13.0;3.0;3.0;;172.0;;;110.0;;;117.0
Oldebroek-G0269;74;188;128.0;387.0;1693.0;737.0;77.0;120.0;27.0;23.0;185.0;21.0;3.0;1.0;371.0;;;21.0;271.0
Oldehove-G0035;14;8;;211.0;537.0;78.0;90.0;81.0;111.0;5.0;;25.0;;1.0;2.0;;8.0;;58.0
Oldekerk-G0036;12;8;1.0;99.0;464.0;43.0;62.0;77.0;53.0;9.0;;39.0;;;;;2.0;;66.0
Oldemarkt-G0172;6;41;169.0;169.0;102.0;663.0;24.0;132.0;22.0;3.0;3.0;35.0;2.0;3.0;1.0;;;;132.0
Oldenzaal-G0173;76;123;2502.0;494.0;74.0;137.0;266.0;147.0;46.0;12.0;12.0;33.0;698.0;9.0;;;;10.0;209.0
Olst-G0174;43;54;677.0;897.0;89.0;175.0;167.0;187.0;439.0;7.0;19.0;18.0;26.0;11.0;;;;91.0;227.0
Ommen-G0175;46;69;294.0;301.0;1147.0;890.0;223.0;115.0;98.0;3.0;31.0;16.0;23.0;19.0;510.0;;;50.0;278.0
Onstwedde-G1250;230;216;783.0;1560.0;1578.0;981.0;484.0;104.0;478.0;98.0;;1086.0;;145.0;167.0;;7.0;;640.0
Ooltgensplaat-G1133;33;48;261.0;247.0;306.0;72.0;14.0;159.0;10.0;7.0;288.0;2.0;2.0;2.0;22.0;;;;178.0
Oost- en West-Souburg-G1135;50;109;54.0;548.0;539.0;702.0;78.0;74.0;198.0;;99.0;;;;;;;;228.0
Oost-, West- en Middelbeers-G0825;1;0;610.0;;1.0;1.0;1.0;;;;;;8.0;;;;;;6.0
Oostburg-G0692;26;40;375.0;192.0;191.0;31.0;136.0;357.0;91.0;;15.0;;;;;;9.0;;117.0
Oostdongeradeel-G0084;52;54;10.0;176.0;2107.0;1061.0;76.0;150.0;109.0;11.0;14.0;61.0;;3.0;;;;;359.0
Oosterhesselen-G0123;26;27;6.0;322.0;383.0;67.0;80.0;85.0;155.0;;8.0;25.0;;1.0;;;98.0;1.0;71.0
Oosterhout-G0826;95;152;6000.0;118.0;53.0;58.0;198.0;23.0;11.0;;5.0;;89.0;;3.0;13.0;;;467.0
Oosterland-G1136;12;31;4.0;195.0;91.0;143.0;16.0;173.0;34.0;;204.0;;;;;;;;137.0
Oosthuizen-G0430;6;13;21.0;149.0;5.0;16.0;45.0;43.0;167.0;6.0;3.0;7.0;3.0;15.0;;;;;68.0
Oostkapelle-G1137;5;4;3.0;11.0;256.0;208.0;20.0;32.0;56.0;;121.0;;;;11.0;;;;71.0
Ooststellingwerf-G0085;135;295;14.0;1697.0;1030.0;794.0;385.0;41.0;1568.0;538.0;17.0;266.0;;31.0;7.0;;;;623.0
Oostvoorne-G0581;17;99;31.0;566.0;108.0;86.0;203.0;540.0;45.0;64.0;16.0;3.0;3.0;111.0;2.0;;;;171.0
Oostzaan-G0431;52;120;17.0;626.0;247.0;39.0;122.0;218.0;179.0;286.0;57.0;41.0;8.0;92.0;;7.0;;;148.0
Ootmarsum-G0176;11;8;483.0;22.0;10.0;6.0;51.0;1.0;11.0;1.0;4.0;47.0;60.0;;;;;3.0;48.0
Ophemert-G0270;20;28;10.0;140.0;27.0;125.0;50.0;98.0;19.0;4.0;50.0;17.0;5.0;3.0;1.0;;;19.0;76.0
Oploo, Sint Anthonis en Ledeacker-G0827;11;7;1114.0;;4.0;9.0;9.0;1.0;;2.0;4.0;;;;;;;;40.0
Opmeer-G0432;0;1;153.0;40.0;3.0;;7.0;19.0;29.0;;;;1.0;;;;;;16.0
Opperdoes-G0433;2;2;1.0;62.0;237.0;107.0;22.0;42.0;23.0;1.0;20.0;13.0;1.0;8.0;;;;;42.0
Opsterland-G0086;188;352;14.0;2484.0;1614.0;589.0;226.0;306.0;1448.0;1142.0;28.0;868.0;;64.0;19.0;;;;1093.0
Oss-G0828;172;225;3489.0;807.0;76.0;79.0;260.0;131.0;233.0;25.0;7.0;;842.0;;;;;;432.0
Ossendrecht-G0829;42;79;822.0;199.0;4.0;27.0;81.0;11.0;3.0;;;;35.0;;;7.0;;;88.0
Ossenisse-G1138;9;4;257.0;2.0;1.0;3.0;5.0;1.0;;;3.0;;;;;;57.0;;42.0
Oterleek-G0434;9;11;50.0;60.0;13.0;7.0;30.0;45.0;140.0;12.0;;6.0;1.0;15.0;;;;;45.0
Ottersum-G0955;38;16;817.0;31.0;7.0;;57.0;;11.0;;;;48.0;;;3.0;;;42.0
Ottoland-G0582;3;4;;8.0;172.0;26.0;6.0;11.0;;2.0;74.0;;;;1.0;;;;36.0
Oud- en Nieuw-Gastel-G0831;68;78;2369.0;55.0;4.0;26.0;154.0;10.0;6.0;;3.0;;69.0;;;6.0;;;178.0
Oud-Alblas-G0583;9;11;;28.0;130.0;114.0;19.0;32.0;3.0;2.0;160.0;;;4.0;12.0;;;6.0;79.0
Oud-Beijerland-G0584;57;70;133.0;494.0;842.0;216.0;123.0;273.0;43.0;3.0;755.0;5.0;5.0;3.0;19.0;;;;288.0
Ouddorp-G1142;31;34;5.0;53.0;444.0;106.0;21.0;175.0;8.0;11.0;584.0;1.0;3.0;6.0;6.0;;;;453.0
Oude Niedorp-G0436;7;5;386.0;81.0;6.0;1.0;25.0;17.0;67.0;13.0;3.0;2.0;2.0;11.0;;;;;40.0
Oude Pekela-G0038;46;102;216.0;1189.0;365.0;201.0;182.0;122.0;195.0;447.0;;112.0;;12.0;6.0;;6.0;;381.0
Oude Tonge-G1143;8;51;342.0;341.0;143.0;25.0;8.0;154.0;11.0;4.0;317.0;1.0;4.0;4.0;6.0;;;;252.0
Oudelande-G0695;10;8;35.0;48.0;82.0;102.0;24.0;57.0;10.0;;31.0;;;;;;;;22.0
Oudenbosch-G0830;42;47;2133.0;137.0;24.0;43.0;17.0;7.0;9.0;;2.0;;36.0;;5.0;6.0;;;161.0
Oudendijk-G0435;5;6;6.0;63.0;6.0;4.0;16.0;14.0;101.0;5.0;1.0;1.0;4.0;30.0;;;;;33.0
Oudenhoorn-G0586;9;8;2.0;200.0;27.0;32.0;44.0;130.0;7.0;5.0;2.0;10.0;;;1.0;;;;60.0
Oudenrijn-G1144;5;11;175.0;11.0;56.0;87.0;60.0;31.0;4.0;1.0;5.0;7.0;;;;;;1.0;28.0
Ouder-Amstel-G0437;55;38;756.0;84.0;239.0;358.0;196.0;51.0;63.0;36.0;10.0;63.0;31.0;28.0;;4.0;;;147.0
Ouderkerk aan den IJssel-G0587;33;25;;73.0;369.0;29.0;129.0;174.0;6.0;4.0;541.0;2.0;1.0;;6.0;1.0;;21.0;448.0
Oudewater-G0589;20;11;709.0;117.0;209.0;155.0;96.0;70.0;7.0;2.0;78.0;1.0;5.0;1.0;3.0;1.0;;;90.0
Oudheusden-G1145;1;11;465.0;4.0;12.0;10.0;5.0;;1.0;;4.0;;1.0;;1.0;1.0;;;
Oudkarspel-G1146;7;18;189.0;317.0;39.0;3.0;73.0;26.0;156.0;133.0;2.0;1.0;24.0;9.0;;;;;66.0
Oudorp-G0438;9;20;408.0;97.0;40.0;45.0;49.0;41.0;75.0;13.0;;16.0;37.0;13.0;;1.0;;;47.0
Oud-Valkenburg-G1140;7;12;371.0;2.0;1.0;;130.0;;2.0;;;;4.0;;;8.0;;;30.0
Oud-Vossemeer-G0696;16;25;236.0;35.0;228.0;185.0;80.0;99.0;12.0;;129.0;;;;10.0;;;;112.0
Ouwerkerk-G1148;7;6;;121.0;27.0;12.0;16.0;80.0;37.0;;28.0;;;;;;;;54.0
Overasselt-G0271;13;8;1070.0;;1.0;10.0;31.0;20.0;1.0;;;;5.0;;1.0;;;;63.0
Overschie-G1149;104;166;477.0;624.0;529.0;1015.0;613.0;355.0;46.0;119.0;117.0;24.0;121.0;18.0;23.0;;;21.0;275.0
Overslag-G0697;1;12;70.0;;2.0;8.0;1.0;2.0;3.0;;1.0;;;;;;18.0;;11.0
Ovezande-G0698;4;5;496.0;;10.0;87.0;12.0;6.0;12.0;;2.0;;;;;;;;19.0
Pannerden-G0272;6;7;511.0;4.0;2.0;;33.0;;1.0;;;;1.0;;9.0;;;;75.0
Papekop-G1151;0;3;59.0;2.0;54.0;30.0;11.0;3.0;;;26.0;;;;;2.0;;;16.0
Papendrecht-G0590;25;121;17.0;544.0;637.0;218.0;81.0;76.0;23.0;13.0;346.0;4.0;5.0;25.0;3.0;;;25.0;343.0
Peize-G0124;29;64;2.0;371.0;45.0;12.0;134.0;84.0;130.0;158.0;;21.0;;6.0;;;58.0;10.0;125.0
Peursum-G1154;3;4;;13.0;83.0;21.0;3.0;38.0;3.0;;30.0;;;;12.0;;;1.0;21.0
Philippine-G0699;21;31;186.0;20.0;9.0;8.0;26.0;3.0;2.0;;4.0;;;;;;114.0;;56.0
Piershil-G0591;2;17;;74.0;51.0;47.0;18.0;52.0;1.0;5.0;133.0;2.0;4.0;1.0;1.0;;;;67.0
Pijnacker-G0594;39;51;830.0;214.0;271.0;581.0;204.0;44.0;22.0;7.0;249.0;5.0;24.0;5.0;43.0;;;69.0;147.0
Poederoijen-G1155;6;11;3.0;36.0;124.0;191.0;12.0;4.0;3.0;;121.0;;;;3.0;;;2.0;115.0
Polsbroek-G0338;2;20;72.0;10.0;184.0;12.0;28.0;11.0;6.0;;79.0;;;;;;;3.0;23.0
Poortugal-G0592;7;39;78.0;277.0;176.0;116.0;139.0;201.0;10.0;6.0;46.0;24.0;12.0;7.0;;;;;237.0
Poortvliet-G0700;12;19;1.0;5.0;113.0;91.0;109.0;36.0;13.0;;376.0;;;;13.0;;;;135.0
Posterholt-G0956;18;7;658.0;3.0;5.0;;68.0;;7.0;;;;2.0;;;18.0;;;47.0
Princenhage-G1156;134;122;4318.0;270.0;76.0;61.0;102.0;80.0;24.0;6.0;6.0;;133.0;;;8.0;;;281.0
Purmerend-G0439;48;42;751.0;683.0;116.0;32.0;245.0;133.0;753.0;128.0;17.0;34.0;130.0;132.0;;;;;215.0
Putte-G0833;48;4;492.0;38.0;1.0;11.0;13.0;3.0;;;;;9.0;;;5.0;;;13.0
Putten-G0273;55;125;68.0;429.0;435.0;1888.0;105.0;77.0;7.0;6.0;338.0;28.0;3.0;4.0;15.0;;;10.0;325.0
Puttershoek-G0593;8;23;29.0;235.0;198.0;254.0;43.0;115.0;15.0;12.0;140.0;2.0;;1.0;;;;;139.0
Raalte-G0177;62;47;3029.0;336.0;50.0;641.0;53.0;109.0;76.0;4.0;7.0;6.0;14.0;9.0;;;;22.0;275.0
Raamsdonk-G0834;29;75;1824.0;69.0;128.0;439.0;74.0;31.0;7.0;;65.0;;26.0;;5.0;11.0;;;602.0
Rauwerderhem-G0087;9;32;171.0;519.0;133.0;80.0;40.0;85.0;288.0;10.0;6.0;32.0;;2.0;3.0;;;;107.0
Ravenstein-G0835;4;8;1046.0;5.0;3.0;14.0;13.0;3.0;3.0;1.0;1.0;;10.0;;;;;;111.0
Reek-G1158;0;1;475.0;1.0;2.0;1.0;2.0;;;;;;4.0;;;;;;37.0
Reeuwijk-G0595;20;56;555.0;271.0;313.0;179.0;140.0;219.0;16.0;12.0;187.0;6.0;9.0;33.0;5.0;4.0;;6.0;118.0
Renesse-G1159;3;2;3.0;72.0;32.0;54.0;22.0;139.0;11.0;;12.0;;;;;;;;33.0
Renkum-G0274;167;351;1741.0;1647.0;1686.0;1291.0;678.0;914.0;380.0;129.0;209.0;52.0;23.0;29.0;139.0;;;16.0;740.0
Renswoude-G0339;22;32;15.0;61.0;272.0;117.0;66.0;39.0;6.0;;155.0;2.0;;2.0;;;;4.0;73.0
Retranchement-G0701;2;13;7.0;127.0;48.0;13.0;8.0;125.0;12.0;;7.0;;;;;;1.0;;28.0
Reusel-G0836;2;7;877.0;6.0;1.0;3.0;8.0;;2.0;1.0;;;12.0;;;1.0;;;14.0
Rheden-G0275;255;580;1945.0;3729.0;1395.0;2554.0;1062.0;863.0;278.0;141.0;42.0;109.0;36.0;27.0;47.0;;;74.0;878.0
Rhenen-G0340;59;132;31.0;1179.0;245.0;813.0;205.0;144.0;37.0;19.0;761.0;10.0;12.0;4.0;;;;7.0;306.0
Rhoon-G0596;18;16;124.0;115.0;198.0;332.0;100.0;37.0;6.0;11.0;36.0;2.0;16.0;2.0;1.0;;;;73.0
Ridderkerk-G0597;152;216;28.0;1123.0;1522.0;925.0;370.0;524.0;47.0;29.0;1674.0;93.0;22.0;17.0;40.0;;;;530.0
Riethoven-G0837;3;0;306.0;1.0;;;;;;;;;2.0;;;;;;14.0
Rietveld-G1160;5;1;59.0;6.0;38.0;64.0;25.0;11.0;4.0;2.0;47.0;;;;;2.0;;2.0;45.0
Rijckholt-G1165;0;10;133.0;1.0;;;16.0;;;;;;;;;3.0;;;17.0
Rijnsaterwoude-G0601;3;3;109.0;10.0;18.0;27.0;21.0;10.0;5.0;8.0;53.0;;;;18.0;;;;28.0
Rijnsburg-G0602;7;31;50.0;37.0;830.0;613.0;69.0;3.0;4.0;2.0;52.0;61.0;;5.0;173.0;;;;109.0
Rijsbergen-G0841;32;21;957.0;19.0;17.0;12.0;14.0;5.0;;;;;14.0;;;3.0;;;56.0
Rijssen-G0178;58;150;469.0;500.0;601.0;295.0;76.0;109.0;47.0;8.0;1637.0;76.0;25.0;15.0;;;;8.0;685.0
Rijswijk-G0603;146;363;2092.0;1043.0;911.0;685.0;1059.0;948.0;436.0;93.0;95.0;46.0;281.0;23.0;125.0;;;10.0;550.0
Rijswijk (NB)-G0842;2;3;;28.0;200.0;48.0;;10.0;1.0;;9.0;;1.0;;;;;;53.0
Rilland-Bath-G0702;18;9;111.0;99.0;94.0;343.0;59.0;103.0;15.0;;177.0;;;;;;;;88.0
Ritthem-G1163;3;3;1.0;8.0;66.0;226.0;5.0;2.0;2.0;;29.0;;;;;;;;18.0
Rockanje-G0598;26;56;4.0;280.0;180.0;60.0;175.0;368.0;58.0;140.0;9.0;2.0;7.0;46.0;1.0;;;;196.0
Roden-G0125;29;59;4.0;579.0;351.0;160.0;232.0;173.0;375.0;146.0;;227.0;;5.0;;;44.0;7.0;227.0
Roermond-G0957;145;455;4913.0;476.0;103.0;;893.0;;160.0;;;;138.0;;;164.0;;;542.0
Roggel-G0958;9;6;884.0;;2.0;;21.0;;;;;;;;;5.0;;;71.0
Rolde-G0126;31;47;9.0;427.0;77.0;32.0;423.0;128.0;152.0;5.0;;6.0;;7.0;;;207.0;36.0;97.0
Roosendaal en Nispen-G0838;219;411;6398.0;1078.0;46.0;159.0;937.0;45.0;33.0;;17.0;;1154.0;;;43.0;;;739.0
Roosteren-G0959;14;10;340.0;;1.0;;113.0;;2.0;;;;1.0;;;8.0;;;54.0
Rosmalen-G0839;34;65;1716.0;49.0;36.0;11.0;15.0;6.0;10.0;4.0;;;38.0;;;2.0;;;247.0
Rossum-G0276;8;22;210.0;67.0;48.0;191.0;13.0;42.0;18.0;;14.0;26.0;2.0;;3.0;;;16.0;100.0
Rotterdam-G0599;15469;17684;35314.0;92612.0;31598.0;15776.0;23740.0;19147.0;4133.0;14085.0;7675.0;1878.0;5701.0;7153.0;2675.0;850.0;;263.0;22941.0
Rozenburg-G0600;24;16;1.0;35.0;381.0;547.0;62.0;94.0;2.0;4.0;60.0;;2.0;6.0;3.0;;;2.0;106.0
Rozendaal-G0277;2;12;2.0;26.0;11.0;46.0;38.0;38.0;16.0;1.0;;2.0;;1.0;;;;7.0;23.0
Rucphen-G0840;52;57;2712.0;83.0;11.0;18.0;84.0;4.0;5.0;;1.0;;55.0;;;4.0;;;162.0
Ruinen-G0127;30;59;19.0;456.0;266.0;156.0;242.0;646.0;123.0;25.0;7.0;11.0;;10.0;;;9.0;21.0;210.0
Ruinerwold-G0128;17;16;2.0;161.0;310.0;126.0;198.0;210.0;294.0;2.0;1.0;10.0;;;;;12.0;1.0;118.0
Ruurlo-G0278;39;101;440.0;276.0;102.0;47.0;424.0;143.0;366.0;19.0;4.0;11.0;1.0;12.0;;;;111.0;136.0
Ruwiel-G1164;2;4;56.0;4.0;54.0;49.0;7.0;1.0;2.0;;82.0;;;;;;;1.0;30.0
Sambeek-G1167;5;3;1081.0;2.0;1.0;11.0;10.0;;;2.0;;;2.0;;;;;;9.0
Sappemeer-G1168;66;191;318.0;976.0;332.0;109.0;197.0;67.0;534.0;442.0;;36.0;;40.0;11.0;;86.0;;279.0
Sas van Gent-G0704;35;71;579.0;291.0;29.0;38.0;27.0;90.0;37.0;;14.0;;;;;;83.0;;107.0
Sassenheim-G0604;12;25;1113.0;111.0;514.0;312.0;118.0;48.0;23.0;2.0;68.0;16.0;18.0;1.0;7.0;;;;99.0
Schaesberg-G0960;98;124;1488.0;292.0;125.0;;241.0;;16.0;52.0;;;44.0;5.0;;265.0;;;91.0
Schagen-G0441;21;67;552.0;536.0;42.0;43.0;186.0;149.0;463.0;32.0;1.0;2.0;12.0;19.0;;3.0;;;309.0
Schaijk-G0843;8;15;839.0;9.0;8.0;1.0;3.0;5.0;;1.0;;;2.0;;;;;;63.0
Schalkwijk-G1169;4;4;542.0;4.0;23.0;28.0;12.0;4.0;2.0;2.0;14.0;2.0;4.0;1.0;;;;1.0;50.0
Scheemda-G0039;25;126;12.0;849.0;586.0;632.0;332.0;127.0;404.0;139.0;;97.0;;8.0;13.0;;20.0;;256.0
Schellinkhout-G0442;6;5;21.0;24.0;6.0;10.0;37.0;79.0;91.0;5.0;3.0;2.0;;5.0;;;;;25.0
Schelluinen-G0605;5;19;;56.0;37.0;2.0;6.0;24.0;3.0;1.0;52.0;;;1.0;;;;5.0;23.0
Schermerhorn-G0443;3;17;145.0;100.0;63.0;8.0;34.0;12.0;111.0;7.0;3.0;10.0;4.0;17.0;;;;;41.0
Scherpenisse-G0705;11;14;;74.0;67.0;35.0;30.0;79.0;10.0;;308.0;;;;15.0;;;;143.0
Scherpenzeel-G0279;12;18;;129.0;185.0;284.0;72.0;45.0;;2.0;101.0;3.0;5.0;2.0;1.0;;;13.0;93.0
Schiebroek-G1170;40;226;413.0;434.0;334.0;301.0;595.0;292.0;108.0;43.0;58.0;34.0;59.0;21.0;24.0;3.0;;2.0;152.0
Schiedam-G0606;591;1090;6600.0;7240.0;2865.0;3230.0;1678.0;1937.0;411.0;1227.0;702.0;110.0;921.0;258.0;84.0;;;17.0;1612.0
Schiermonnikoog-G0088;3;9;5.0;51.0;93.0;52.0;23.0;50.0;76.0;3.0;1.0;;;;;;;;45.0
Schijndel-G0844;21;52;3217.0;128.0;42.0;9.0;28.0;2.0;2.0;;3.0;;23.0;;;4.0;;;276.0
Schimmert-G0961;8;4;706.0;2.0;2.0;;48.0;;1.0;;;;4.0;;;7.0;;;19.0
Schin op Geul-G1171;15;14;521.0;3.0;2.0;;69.0;;3.0;2.0;;;8.0;;;11.0;;;30.0
Schinnen-G0962;28;37;1279.0;13.0;15.0;;186.0;;3.0;;;;7.0;1.0;;16.0;;;83.0
Schinveld-G0963;34;30;839.0;15.0;17.0;;59.0;;6.0;4.0;;;1.0;2.0;;89.0;;;47.0
Schipluiden-G0607;11;15;915.0;31.0;258.0;233.0;31.0;10.0;5.0;6.0;40.0;;5.0;1.0;16.0;;;7.0;79.0
Schoondijke-G0706;31;43;110.0;113.0;205.0;36.0;63.0;284.0;81.0;;17.0;;;;;;16.0;;78.0
Schoonebeek-G0129;24;36;395.0;134.0;280.0;272.0;75.0;98.0;23.0;;5.0;10.0;61.0;10.0;;;22.0;2.0;126.0
Schoonhoven-G0608;20;61;352.0;477.0;523.0;241.0;170.0;85.0;123.0;4.0;193.0;8.0;15.0;;11.0;1.0;;1.0;140.0
Schoonrewoerd-G0609;4;15;4.0;34.0;150.0;39.0;12.0;25.0;1.0;1.0;146.0;1.0;1.0;;1.0;;;2.0;66.0
Schoorl-G0444;16;38;352.0;292.0;15.0;23.0;74.0;75.0;312.0;25.0;2.0;9.0;3.0;27.0;;;;;88.0
Schore-G1172;9;10;37.0;36.0;73.0;116.0;41.0;26.0;55.0;;48.0;;;;;;;;45.0
Serooskerke (Schouwen)-G1175;5;2;;46.0;14.0;20.0;7.0;31.0;6.0;;3.0;;;;;;;;10.0
Serooskerke (Walcheren)-G1176;5;4;1.0;1.0;500.0;205.0;6.0;3.0;6.0;;83.0;;;;1.0;;;;76.0
Sevenum-G0964;7;5;1287.0;11.0;2.0;;7.0;;;;;;4.0;;;5.0;;;44.0
's-Graveland-G0390;9;37;125.0;66.0;121.0;240.0;23.0;44.0;22.0;7.0;35.0;12.0;6.0;2.0;;2.0;;;74.0
's-Gravendeel-G0517;45;55;8.0;492.0;497.0;431.0;105.0;288.0;51.0;9.0;225.0;17.0;2.0;5.0;14.0;;;;217.0
's-Gravenhage-G0518;5659;11863;39157.0;63921.0;22152.0;16771.0;27138.0;21306.0;8117.0;10295.0;2349.0;1258.0;4080.0;1496.0;7733.0;;;;18182.0
's-Gravenmoer-G0787;7;9;18.0;;252.0;174.0;15.0;39.0;2.0;;7.0;;7.0;;1.0;6.0;;;183.0
's-Gravenpolder-G0666;5;13;63.0;3.0;76.0;153.0;9.0;36.0;6.0;;176.0;;;;;;;;81.0
's-Gravenzande-G0519;68;71;144.0;562.0;792.0;909.0;218.0;239.0;40.0;29.0;276.0;3.0;6.0;3.0;40.0;;;28.0;193.0
's-Heer Abtskerke-G0669;4;1;24.0;4.0;26.0;81.0;12.0;31.0;6.0;;6.0;;;;;;;;17.0
's-Heer Arendskerke-G0670;26;19;317.0;74.0;531.0;639.0;67.0;175.0;22.0;;95.0;;;;;;;;138.0
's-Heerenhoek-G0671;13;2;527.0;;10.0;28.0;4.0;3.0;1.0;;5.0;;;;;;;;25.0
's-Hertogenbosch-G0796;248;1288;12699.0;2108.0;412.0;358.0;963.0;207.0;300.0;80.0;42.0;;353.0;;;142.0;;;1661.0
Sijbekarspel-G0447;6;4;216.0;98.0;5.0;7.0;38.0;112.0;128.0;3.0;;3.0;;7.0;;;;;53.0
Simpelveld-G0965;42;36;1004.0;7.0;25.0;;261.0;;4.0;6.0;;;67.0;;;24.0;;;67.0
Sint Annaland-G0708;18;46;11.0;112.0;114.0;67.0;135.0;68.0;13.0;;560.0;;;;24.0;;;;279.0
Sint Geertruid-G0966;2;6;388.0;;1.0;;17.0;;;;;;;;;4.0;;;17.0
Sint Jansteen-G0709;47;39;877.0;64.0;12.0;14.0;38.0;5.0;24.0;;15.0;;;;;;251.0;;90.0
Sint Kruis-G1178;4;2;131.0;15.0;20.0;2.0;3.0;28.0;28.0;;;;;;;;17.0;;8.0
Sint Laurens-G1179;6;10;10.0;11.0;279.0;189.0;40.0;23.0;31.0;;80.0;;;;2.0;;;;41.0
Sint Maarten-G0445;4;15;103.0;199.0;112.0;;12.0;17.0;163.0;14.0;;2.0;2.0;16.0;;;;;45.0
Sint Maartensdijk-G0711;22;45;5.0;257.0;217.0;36.0;75.0;123.0;21.0;;394.0;;;;69.0;;;;282.0
