RegioNaam;@invalid;@blank;KVP;PvdA;VVD;ARP;CHU;Boeren Partij;D66;Communistische Partij van Nederland;Pacifistisch-Socialistische Partij (PSP);SGP;Gereformeerd Politiek Verbond (GPV);Noodraad;Christen-Democratische Unie;Partij voor Ongehuwden;Landsbelangen;Liberale Volkspartij;Lijst Voogd;Lijst van Breukelen-Grein;Lijst-Machiela;Lijst-Germeaux;Partij van het Recht;CNVP;Lijst-Rodemond;@abs
Mijnsheerenland-G0564;20;;16.0;295;208;351.0;267.0;35;38.0;5.0;23.0;101.0;;1.0;2.0;6.0;1.0;;;;;;;;;36.0
Mill en Sint Hubert-G0815;123;;3490.0;242;108;57.0;23.0;336;69.0;20.0;24.0;;3.0;48.0;8.0;17.0;6.0;2.0;9.0;;;;;;;163.0
Millingen aan de Rijn-G0265;143;;1494.0;296;73;50.0;18.0;164;97.0;40.0;23.0;2.0;4.0;30.0;12.0;14.0;7.0;2.0;3.0;;;;;;;235.0
Moergestel-G0816;70;;1666.0;126;153;39.0;10.0;117;54.0;15.0;17.0;3.0;2.0;20.0;8.0;3.0;11.0;2.0;1.0;;1.0;;;;;69.0
Moerkapelle-G0560;12;;9.0;178;62;199.0;102.0;8;9.0;4.0;5.0;183.0;4.0;2.0;;7.0;2.0;1.0;;1.0;;;;;;35.0
Molenaarsgraaf-G0561;13;;2.0;47;36;138.0;29.0;14;4.0;7.0;1.0;115.0;6.0;1.0;3.0;;1.0;;;;;;;;;23.0
Monnickendam-G0423;34;;576.0;608;301;279.0;390.0;132;211.0;153.0;87.0;3.0;1.0;15.0;21.0;13.0;7.0;8.0;;;;;;;;147.0
Monster-G0562;124;;3622.0;1030;671;1026.0;778.0;545;198.0;38.0;63.0;606.0;114.0;35.0;88.0;23.0;9.0;7.0;3.0;;;;;;;509.0
Montfoort-G0335;21;;826.0;102;72;90.0;102.0;39;16.0;7.0;14.0;70.0;1.0;7.0;4.0;6.0;;;;;1.0;;;;;39.0
Montfort-G0943;122;;962.0;46;25;9.0;1.0;160;14.0;16.0;6.0;2.0;1.0;16.0;1.0;20.0;1.0;2.0;1.0;1.0;;;;;;53.0
Mook en Middelaar-G0944;63;;1251.0;140;153;51.0;19.0;227;85.0;11.0;22.0;;2.0;14.0;8.0;10.0;4.0;2.0;;2.0;;;;;;90.0
Moordrecht-G0563;69;;229.0;788;388;454.0;187.0;80;142.0;21.0;64.0;233.0;26.0;4.0;12.0;16.0;2.0;3.0;4.0;;;;;;;107.0
Muiden-G0424;58;;448.0;583;325;344.0;480.0;71;186.0;65.0;92.0;28.0;5.0;20.0;27.0;17.0;4.0;3.0;2.0;;;;;;;123.0
Munstergeleen-G0945;82;;1152.0;234;74;19.0;10.0;100;80.0;23.0;14.0;;1.0;16.0;12.0;3.0;18.0;1.0;;8.0;;4.0;;;;63.0
Muntendam-G0029;87;;36.0;1104;152;98.0;175.0;122;44.0;261.0;68.0;;7.0;12.0;8.0;8.0;6.0;2.0;;;;;;;;94.0
Naaldwijk-G0565;169;;3462.0;1466;1095;2200.0;1529.0;558;233.0;37.0;60.0;135.0;25.0;41.0;60.0;32.0;2.0;10.0;6.0;;;;;;;349.0
Naarden-G0425;190;;1480.0;1744;2790;897.0;606.0;385;686.0;130.0;308.0;124.0;39.0;48.0;211.0;70.0;23.0;7.0;2.0;;;;;;;438.0
Nederhorst den Berg-G0426;43;;546.0;323;198;277.0;299.0;77;56.0;77.0;37.0;14.0;11.0;8.0;19.0;4.0;4.0;2.0;;;;;;;;90.0
Nederweert-G0946;259;;4470.0;174;113;62.0;27.0;553;40.0;22.0;26.0;2.0;5.0;36.0;11.0;15.0;9.0;7.0;2.0;1.0;;2.0;;;;127.0
Neede-G0266;85;;1200.0;2181;647;384.0;404.0;306;120.0;43.0;102.0;4.0;51.0;15.0;11.0;12.0;11.0;7.0;1.0;;;;;;;163.0
Neer-G0947;62;;1232.0;42;55;25.0;5.0;124;16.0;14.0;5.0;;1.0;13.0;1.0;7.0;3.0;1.0;;1.0;;;;;;40.0
Nibbixwoud-G0427;12;;711.0;131;134;19.0;10.0;28;14.0;7.0;22.0;;;1.0;7.0;5.0;1.0;;;;;;;;;41.0
Nieuw-Beijerland-G0566;16;;9.0;337;96;137.0;61.0;23;7.0;6.0;10.0;329.0;;;3.0;3.0;;;1.0;;;;;;;92.0
Nieuwe Niedorp-G0428;16;;327.0;383;129;54.0;14.0;77;37.0;26.0;114.0;;;6.0;1.0;8.0;12.0;;1.0;;;;;;;49.0
Nieuwe Pekela-G0030;115;;194.0;871;216;546.0;410.0;202;44.0;349.0;95.0;25.0;13.0;10.0;16.0;11.0;6.0;5.0;;;;;;;;169.0
Nieuwenhagen-G0948;348;;1993.0;558;171;53.0;56.0;290;236.0;257.0;105.0;5.0;7.0;64.0;367.0;24.0;50.0;11.0;11.0;129.0;;2.0;;;;128.0
Nieuwerkerk aan den IJssel-G0567;75;;298.0;1119;563;458.0;653.0;234;133.0;35.0;84.0;386.0;19.0;19.0;17.0;17.0;3.0;5.0;1.0;1.0;;;;;;220.0
Nieuweschans-G0031;39;;7.0;391;119;47.0;53.0;11;15.0;403.0;47.0;5.0;1.0;5.0;2.0;6.0;4.0;;;;;;;;;49.0
Nieuw-Ginneken-G0817;112;;2676.0;185;310;87.0;33.0;302;161.0;9.0;32.0;8.0;3.0;43.0;15.0;20.0;11.0;7.0;;;3.0;;;;;123.0
Nieuwkoop-G0569;51;;1431.0;418;459;291.0;336.0;146;206.0;37.0;46.0;102.0;3.0;11.0;31.0;10.0;3.0;2.0;2.0;2.0;;;;;;127.0
Nieuwland-G0570;5;;1.0;85;30;111.0;29.0;10;2.0;3.0;1.0;71.0;6.0;1.0;2.0;1.0;;;;;;;;;;27.0
Nieuw-Lekkerland-G0571;61;;38.0;855;165;504.0;310.0;60;42.0;26.0;48.0;821.0;50.0;8.0;7.0;8.0;;1.0;3.0;;;;;;;181.0
Nieuwleusen-G0170;54;;21.0;450;236;460.0;1030.0;536;35.0;10.0;14.0;116.0;93.0;6.0;17.0;9.0;10.0;;4.0;;;;;;;101.0
Nieuwolda-G0032;27;;15.0;460;151;156.0;118.0;34;7.0;34.0;21.0;2.0;6.0;6.0;1.0;2.0;2.0;2.0;;;;;;;;50.0
Nieuwpoort-G0572;12;;11.0;142;68;190.0;75.0;15;11.0;1.0;6.0;91.0;14.0;3.0;3.0;2.0;;;2.0;;;;;;;37.0
Nieuwstadt-G0949;49;;732.0;87;13;10.0;7.0;83;23.0;16.0;11.0;;;10.0;3.0;5.0;;;3.0;5.0;;1.0;;;;30.0
Nieuwveen-G0573;31;;608.0;126;105;198.0;190.0;44;26.0;11.0;11.0;30.0;5.0;3.0;8.0;8.0;1.0;;;2.0;;;;;;63.0
Nieuwvliet-G0690;9;;2.0;109;91;13.0;24.0;12;2.0;1.0;2.0;3.0;;;;;;;;;;;;;;17.0
Nieuw-Vossemeer-G0818;48;;634.0;85;35;14.0;18.0;107;16.0;11.0;6.0;1.0;3.0;17.0;10.0;5.0;7.0;1.0;3.0;;20.0;;;;;36.0
Nigtevecht-G0337;18;;41.0;123;71;98.0;144.0;25;25.0;7.0;20.0;4.0;7.0;;7.0;4.0;3.0;1.0;;;;;;;;22.0
Nijeveen-G0121;25;;8.0;249;149;258.0;250.0;78;14.0;5.0;8.0;3.0;9.0;;3.0;;9.0;2.0;;;;;;;;43.0
Nijkerk-G0267;177;;610.0;2120;340;1787.0;2456.0;657;109.0;34.0;42.0;689.0;98.0;35.0;67.0;19.0;8.0;6.0;8.0;;;;;;;317.0
Nijmegen-G0268;2573;;36109.0;13731;6216;3066.0;2204.0;5136;5949.0;1686.0;1857.0;168.0;153.0;719.0;456.0;576.0;179.0;185.0;68.0;;;;;;;4151.0
Nisse-G0691;0;;53.0;52;24;31.0;90.0;29;2.0;1.0;2.0;55.0;3.0;1.0;;1.0;;;;;;;;;;36.0
Nistelrode-G0819;68;;1958.0;155;70;50.0;11.0;192;51.0;10.0;7.0;1.0;1.0;25.0;3.0;11.0;8.0;5.0;5.0;;;;;;;68.0
Noorbeek-G0950;11;;430.0;22;14;6.0;2.0;38;6.0;5.0;3.0;;;4.0;3.0;3.0;2.0;1.0;;1.0;;11.0;;;;11.0
Noorddijk-G1127;78;;35.0;739;331;168.0;119.0;203;74.0;86.0;81.0;1.0;78.0;13.0;7.0;8.0;21.0;3.0;;;;;;;;117.0
Noordeloos-G0574;5;;3.0;100;83;286.0;82.0;32;7.0;1.0;1.0;128.0;2.0;;;2.0;;;;;;;;;;25.0
Noordoostpolder-G0171;139;;2794.0;2720;1353;3128.0;2121.0;570;371.0;79.0;173.0;292.0;411.0;34.0;71.0;28.0;14.0;8.0;5.0;;;;;;;404.0
Noordwijk-G0575;196;;3467.0;1112;1098;1170.0;944.0;507;454.0;103.0;425.0;115.0;37.0;58.0;87.0;100.0;16.0;11.0;8.0;4.0;;;;;;1644.0
Noordwijkerhout-G0576;102;;3963.0;311;601;181.0;288.0;268;251.0;39.0;64.0;11.0;7.0;63.0;33.0;43.0;10.0;8.0;5.0;3.0;;;;;;661.0
Nootdorp-G0577;30;;1137.0;178;206;127.0;198.0;126;61.0;4.0;18.0;13.0;8.0;11.0;15.0;19.0;2.0;;;3.0;;;;;;63.0
Norg-G0120;82;;63.0;1052;655;402.0;223.0;391;69.0;29.0;36.0;7.0;24.0;10.0;9.0;13.0;8.0;;;;;;;;;128.0
Nuenen, Gerwen en Nederwetten-G0820;98;;2868.0;386;396;125.0;95.0;225;285.0;31.0;56.0;2.0;9.0;35.0;34.0;16.0;16.0;3.0;5.0;;;;;;;148.0
Nuland-G0821;40;;1267.0;109;29;25.0;4.0;83;25.0;6.0;2.0;2.0;3.0;23.0;7.0;;7.0;2.0;1.0;;;;;;;60.0
Numansdorp-G0578;55;;29.0;1174;250;560.0;349.0;60;36.0;15.0;36.0;291.0;9.0;9.0;10.0;11.0;1.0;2.0;;;;;;;;133.0
Nuth-G0951;156;;2463.0;471;118;50.0;40.0;185;84.0;70.0;37.0;4.0;6.0;42.0;9.0;19.0;20.0;8.0;5.0;46.0;;4.0;;;;121.0
Obbicht en Papenhoven-G0952;44;;709.0;132;42;15.0;13.0;93;29.0;16.0;7.0;1.0;;9.0;3.0;3.0;6.0;1.0;2.0;9.0;;2.0;;;;99.0
Obdam-G0429;15;;1191.0;45;48;23.0;8.0;50;19.0;1.0;8.0;;;3.0;7.0;7.0;3.0;;;;;;;;;44.0
Odoorn-G0122;364;;337.0;2946;1025;558.0;738.0;444;107.0;274.0;118.0;10.0;108.0;33.0;26.0;26.0;30.0;10.0;;;;;;;;283.0
Oeffelt-G0822;27;;730.0;50;32;27.0;11.0;67;15.0;4.0;2.0;;3.0;10.0;;4.0;2.0;;;;;;;;;43.0
Oegstgeest-G0579;88;;1429.0;974;1947;956.0;951.0;129;630.0;53.0;173.0;70.0;82.0;20.0;51.0;45.0;2.0;25.0;1.0;1.0;;;;;;885.0
Ohé en Laak-G0953;25;;304.0;16;4;4.0;3.0;30;7.0;;4.0;;;;1.0;1.0;;;;;;1.0;;;;17.0
Oirsbeek-G0954;69;;1321.0;168;90;40.0;15.0;107;47.0;18.0;10.0;;;10.0;12.0;8.0;6.0;5.0;1.0;6.0;;3.0;;;;54.0
Oirschot-G0823;133;;3327.0;278;249;111.0;49.0;281;168.0;24.0;32.0;3.0;13.0;17.0;264.0;25.0;14.0;8.0;2.0;;;;;;;
Oisterwijk-G0824;247;;3570.0;717;613;208.0;64.0;456;293.0;79.0;116.0;5.0;13.0;156.0;59.0;40.0;26.0;14.0;42.0;;5.0;;;;;281.0
Oldebroek-G0269;215;;372.0;1886;427;1730.0;1897.0;609;179.0;54.0;86.0;1212.0;597.0;20.0;60.0;18.0;36.0;6.0;6.0;;;;;;;61.0
Oldehove-G0035;16;;12.0;281;140;480.0;88.0;28;14.0;7.0;3.0;1.0;137.0;2.0;1.0;4.0;1.0;2.0;;;;;;;;36.0
Oldekerk-G0036;14;;13.0;191;145;532.0;110.0;70;8.0;3.0;12.0;1.0;52.0;2.0;4.0;4.0;2.0;;;;;;;;;30.0
Oldemarkt-G0172;20;;220.0;388;68;135.0;668.0;105;14.0;13.0;10.0;5.0;12.0;3.0;24.0;4.0;2.0;1.0;1.0;;;;;;;69.0
Oldenzaal-G0173;257;;7738.0;1070;729;253.0;368.0;649;379.0;113.0;148.0;7.0;73.0;85.0;41.0;49.0;11.0;6.0;15.0;;;;;;;491.0
Olst-G0174;89;;1359.0;1543;650;169.0;414.0;235;112.0;61.0;59.0;34.0;12.0;11.0;25.0;13.0;4.0;7.0;1.0;;;;;;;145.0
Ommen-G0175;76;;701.0;885;491;1838.0;2149.0;614;106.0;9.0;38.0;78.0;514.0;17.0;28.0;14.0;9.0;8.0;1.0;;;;;;;251.0
Onstwedde-G1250;551;;1698.0;4009;837;2652.0;2806.0;641;227.0;753.0;363.0;72.0;424.0;100.0;110.0;51.0;26.0;23.0;;;;;;;;753.0
Oost-, West- en Middelbeers-G0825;25;;1348.0;58;63;7.0;6.0;58;33.0;3.0;9.0;6.0;3.0;8.0;21.0;5.0;6.0;3.0;;;;;;;;25.0
Oostburg-G0692;100;;606.0;633;438;171.0;132.0;68;54.0;8.0;24.0;46.0;9.0;7.0;12.0;10.0;3.0;1.0;1.0;;;;;;;150.0
Oostdongeradeel-G0084;57;;26.0;264;159;2359.0;1006.0;59;16.0;10.0;26.0;21.0;24.0;6.0;5.0;3.0;1.0;1.0;;;9.0;;;;;115.0
Oosterbroek-G0033;144;;65.0;1141;384;181.0;185.0;217;63.0;170.0;184.0;2.0;69.0;30.0;18.0;10.0;2.0;6.0;;;;;;;;168.0
Oosterhesselen-G0123;90;;19.0;776;352;453.0;231.0;85;35.0;46.0;19.0;7.0;77.0;9.0;2.0;10.0;1.0;;;;;;;;;70.0
Oosterhout-G0826;647;;8964.0;1540;1053;405.0;183.0;1050;707.0;173.0;138.0;25.0;35.0;246.0;104.0;106.0;76.0;33.0;17.0;;16.0;;;;;590.0
Oostflakkee-G0580;84;;981.0;1313;315;628.0;454.0;84;28.0;31.0;23.0;597.0;13.0;12.0;11.0;5.0;2.0;2.0;7.0;;;;;;;265.0
Oosthuizen-G0430;24;;91.0;359;177;57.0;30.0;56;45.0;34.0;52.0;1.0;;6.0;6.0;6.0;21.0;1.0;;;;;;;;52.0
Ooststellingwerf-G0085;361;;230.0;4051;939;1832.0;1177.0;679;172.0;519.0;626.0;26.0;146.0;63.0;26.0;30.0;22.0;14.0;18.0;;3.0;;;;;553.0
Oostvoorne-G0581;103;;106.0;1165;996;391.0;196.0;122;112.0;72.0;118.0;29.0;3.0;11.0;13.0;17.0;6.0;5.0;3.0;;;;;;;181.0
Oostzaan-G0431;77;;84.0;975;302;186.0;153.0;112;93.0;563.0;131.0;18.0;15.0;9.0;10.0;13.0;1.0;4.0;3.0;;;;;;;135.0
Ootmarsum-G0176;11;;1242.0;48;133;11.0;61.0;52;47.0;;16.0;;3.0;3.0;1.0;1.0;1.0;1.0;;;;;;;;43.0
Ophemert-G0270;21;;14.0;337;69;66.0;143.0;106;18.0;2.0;8.0;30.0;1.0;;6.0;1.0;3.0;;1.0;;;;;;;40.0
Oploo, Sint Anthonis en Ledeacker-G0827;45;;2721.0;83;62;47.0;19.0;132;48.0;7.0;8.0;;2.0;8.0;6.0;10.0;3.0;2.0;1.0;;;;;;;99.0
Opmeer-G0432;21;;1383.0;190;82;24.0;14.0;43;30.0;9.0;24.0;;1.0;4.0;8.0;12.0;;5.0;;;;;;;;53.0
Opperdoes-G0433;9;;3.0;81;34;322.0;139.0;57;9.0;5.0;8.0;64.0;15.0;3.0;5.0;2.0;1.0;;;;;;;;;18.0
Opsterland-G0086;418;;192.0;4351;1111;2144.0;893.0;763;353.0;651.0;1031.0;57.0;426.0;47.0;20.0;57.0;23.0;17.0;9.0;;6.0;;;;;753.0
Oss-G0828;770;;9407.0;2481;1449;582.0;224.0;1914;1652.0;266.0;249.0;20.0;35.0;251.0;117.0;141.0;79.0;34.0;24.0;;;;;;;701.0
Ossendrecht-G0829;175;;1355.0;337;166;87.0;52.0;166;79.0;30.0;36.0;6.0;7.0;48.0;27.0;24.0;9.0;5.0;2.0;;15.0;;;;;162.0
Oterleek-G0434;9;;61.0;217;98;41.0;20.0;31;13.0;12.0;47.0;1.0;;3.0;1.0;2.0;3.0;1.0;;;;;;;;27.0
Ottersum-G0955;100;;1386.0;83;51;29.0;5.0;232;24.0;15.0;20.0;;1.0;10.0;5.0;8.0;3.0;1.0;;1.0;;6.0;;;;102.0
Ottoland-G0582;4;;2.0;30;22;161.0;62.0;18;2.0;;1.0;61.0;2.0;1.0;3.0;;;;1.0;;;;;;;33.0
Oud- en Nieuw-Gastel-G0831;205;;2954.0;294;180;63.0;68.0;376;79.0;30.0;26.0;2.0;5.0;59.0;18.0;21.0;9.0;14.0;6.0;;8.0;;;;;137.0
Oud-Alblas-G0583;23;;7.0;120;40;245.0;135.0;27;9.0;5.0;7.0;204.0;2.0;2.0;1.0;;;;1.0;;;;;;;43.0
Oud-Beijerland-G0584;97;;173.0;1360;559;1260.0;431.0;69;103.0;35.0;85.0;786.0;22.0;14.0;16.0;18.0;1.0;4.0;;;;;;;;305.0
Oude Niedorp-G0436;6;;682.0;93;48;19.0;5.0;39;15.0;5.0;16.0;;2.0;6.0;3.0;9.0;1.0;;;;;;;;;28.0
Oude Pekela-G0038;159;;319.0;1908;287;377.0;294.0;144;74.0;933.0;204.0;5.0;12.0;26.0;20.0;15.0;7.0;6.0;;;;;;;;291.0
Oudelande-G0695;11;;37.0;109;41;65.0;123.0;23;7.0;1.0;1.0;17.0;;1.0;1.0;4.0;;;;;;;;;;23.0
Oudenbosch-G0830;187;;3001.0;320;243;88.0;57.0;359;106.0;29.0;56.0;4.0;7.0;57.0;31.0;21.0;7.0;10.0;2.0;;6.0;;;;;167.0
Oudendijk-G0435;1;;22.0;127;46;8.0;9.0;15;8.0;15.0;6.0;2.0;;1.0;;2.0;;;;;;;;;;14.0
Oudenhoorn-G0586;30;;6.0;266;109;56.0;42.0;52;7.0;9.0;7.0;10.0;2.0;;4.0;4.0;;3.0;1.0;;;;;;;30.0
Ouder-Amstel-G0437;89;;1298.0;597;418;444.0;518.0;183;227.0;69.0;138.0;45.0;11.0;27.0;44.0;28.0;59.0;3.0;3.0;;;;;;;151.0
Ouderkerk aan den IJssel-G0587;32;;13.0;540;289;455.0;103.0;68;19.0;12.0;16.0;681.0;15.0;8.0;4.0;4.0;1.0;;;1.0;;;;;;261.0
Oudewater-G0589;50;;1059.0;245;182;283.0;259.0;74;50.0;5.0;14.0;102.0;4.0;13.0;6.0;11.0;;1.0;;1.0;;;;;;73.0
Oudorp-G0438;39;;744.0;381;158;99.0;76.0;57;95.0;65.0;79.0;4.0;7.0;15.0;11.0;13.0;6.0;2.0;1.0;;;;;;;64.0
Oud-Vossemeer-G0696;39;;313.0;222;139;173.0;193.0;24;7.0;5.0;3.0;139.0;1.0;9.0;8.0;4.0;;;;;;;;;;49.0
Overasselt-G0271;26;;1337.0;33;21;33.0;13.0;118;30.0;4.0;7.0;1.0;2.0;5.0;2.0;5.0;;1.0;2.0;;;;;;;34.0
Overslag-G0697;9;;60.0;10;4;;4.0;25;;1.0;;2.0;;;;1.0;;;;;;;;;;4.0
Ovezande-G0698;18;;569.0;34;33;8.0;69.0;49;7.0;1.0;4.0;2.0;;1.0;2.0;3.0;1.0;;;;;;;;;11.0
Pannerden-G0272;13;;750.0;35;19;6.0;7.0;91;6.0;7.0;11.0;2.0;;10.0;2.0;5.0;;2.0;1.0;;;;;;;56.0
Papendrecht-G0590;196;;570.0;2515;978;1511.0;695.0;135;490.0;118.0;315.0;621.0;40.0;44.0;50.0;37.0;7.0;14.0;2.0;;;;;;;578.0
Peize-G0124;80;;35.0;809;313;50.0;70.0;422;34.0;69.0;51.0;2.0;9.0;3.0;9.0;15.0;23.0;3.0;;;;;;;;114.0
Philippine-G0699;26;;444.0;74;42;9.0;13.0;45;11.0;8.0;8.0;5.0;3.0;5.0;2.0;8.0;;;;;;;;;;33.0
Piershil-G0591;11;;4.0;195;68;73.0;71.0;18;8.0;5.0;4.0;109.0;1.0;;;1.0;;;2.0;;;;;;;32.0
Pijnacker-G0594;91;;1767.0;772;605;723.0;1259.0;267;216.0;37.0;72.0;289.0;48.0;17.0;52.0;12.0;3.0;6.0;2.0;;;;;;;239.0
Polsbroek-G0338;12;;108.0;39;38;126.0;99.0;79;1.0;;1.0;66.0;;1.0;6.0;;;;5.0;;;;;;;16.0
Poortugal-G0592;183;;527.0;2417;559;750.0;541.0;134;464.0;271.0;291.0;128.0;23.0;43.0;35.0;26.0;11.0;11.0;7.0;;;;;;;1049.0
Poortvliet-G0700;20;;5.0;113;56;110.0;247.0;44;5.0;3.0;7.0;343.0;6.0;9.0;1.0;5.0;1.0;;1.0;;;;;;;61.0
Posterholt-G0956;131;;1342.0;90;30;14.0;8.0;135;28.0;14.0;10.0;;1.0;14.0;4.0;12.0;3.0;6.0;8.0;2.0;;2.0;;;;91.0
Prinsenbeek-G0832;124;;2261.0;162;157;73.0;17.0;224;82.0;21.0;17.0;3.0;3.0;30.0;13.0;15.0;24.0;3.0;3.0;;13.0;;;;;60.0
Purmerend-G0439;124;;1719.0;2574;1392;628.0;380.0;269;662.0;746.0;458.0;21.0;28.0;48.0;51.0;58.0;22.0;17.0;5.0;;;;;;;447.0
Putte-G0833;108;;544.0;132;91;22.0;22.0;115;43.0;8.0;11.0;3.0;4.0;25.0;14.0;26.0;7.0;8.0;3.0;;11.0;;;;;70.0
Putten-G0273;197;;198.0;1177;588;997.0;2415.0;1101;139.0;80.0;79.0;925.0;61.0;19.0;66.0;25.0;8.0;5.0;6.0;;;;;;;350.0
Puttershoek-G0593;49;;56.0;792;183;281.0;326.0;24;23.0;7.0;32.0;155.0;2.0;4.0;5.0;11.0;2.0;2.0;;;;;;;;109.0
Raalte-G0177;81;;6297.0;650;239;163.0;888.0;527;119.0;21.0;35.0;6.0;22.0;26.0;23.0;19.0;7.0;2.0;3.0;;;;;;;233.0
Raamsdonk-G0834;157;;2748.0;345;225;275.0;400.0;237;159.0;89.0;32.0;96.0;15.0;54.0;38.0;31.0;13.0;7.0;1.0;;41.0;;;;;351.0
Rauwerderhem-G0087;20;;191.0;588;169;203.0;91.0;33;51.0;5.0;73.0;;4.0;9.0;3.0;6.0;1.0;4.0;2.0;;1.0;;;;;67.0
Ravenstein-G0835;77;;2494.0;233;106;75.0;38.0;261;109.0;30.0;17.0;1.0;;32.0;15.0;12.0;6.0;7.0;2.0;;;;;;;127.0
Reeuwijk-G0595;75;;804.0;669;577;527.0;263.0;124;213.0;32.0;70.0;170.0;20.0;15.0;8.0;13.0;3.0;2.0;4.0;;;;;;;156.0
Renkum-G0274;401;;3497.0;4289;3046;2577.0;2435.0;680;670.0;186.0;343.0;305.0;127.0;75.0;167.0;85.0;21.0;35.0;6.0;;;;;;;1170.0
Renswoude-G0339;22;;19.0;143;70;161.0;404.0;176;19.0;2.0;4.0;126.0;1.0;4.0;6.0;2.0;4.0;1.0;2.0;;;;;;;48.0
Retranchement-G0701;16;;9.0;140;84;30.0;37.0;9;4.0;1.0;2.0;;5.0;1.0;1.0;3.0;;1.0;1.0;;;;;;;13.0
Reusel-G0836;76;;2123.0;95;117;45.0;14.0;111;78.0;8.0;28.0;1.0;6.0;10.0;8.0;29.0;6.0;1.0;;;;;;;;36.0
Rheden-G0275;575;;4349.0;9306;3505;2553.0;3317.0;894;1111.0;311.0;408.0;135.0;169.0;107.0;169.0;86.0;22.0;34.0;5.0;;;;;;;1691.0
Rhenen-G0340;222;;357.0;2610;801;687.0;1477.0;424;169.0;56.0;120.0;940.0;35.0;35.0;31.0;25.0;20.0;10.0;8.0;;2.0;;;;;285.0
Rhoon-G0596;39;;370.0;546;517;518.0;625.0;64;145.0;33.0;35.0;83.0;7.0;12.0;16.0;9.0;5.0;5.0;;;;;;;;223.0
Ridderkerk-G0597;426;;966.0;6384;1747;3620.0;2477.0;254;764.0;325.0;421.0;2238.0;175.0;107.0;95.0;65.0;21.0;14.0;12.0;;;;;;;1061.0
Riethoven-G0837;13;;612.0;19;79;9.0;3.0;40;42.0;;9.0;;1.0;4.0;4.0;7.0;1.0;1.0;1.0;;;;;;;20.0
Rijnsaterwoude-G0601;7;;144.0;55;23;56.0;76.0;22;9.0;3.0;3.0;46.0;;1.0;2.0;;;;;;;;;;;16.0
Rijnsburg-G0602;51;;142.0;292;94;1992.0;1210.0;112;72.0;9.0;18.0;172.0;183.0;12.0;19.0;6.0;1.0;;1.0;;;;;;;120.0
Rijsbergen-G0841;94;;1592.0;74;85;52.0;14.0;208;51.0;12.0;7.0;1.0;1.0;18.0;8.0;6.0;6.0;3.0;3.0;;1.0;;;;;97.0
Rijssen-G0178;92;;788.0;1442;220;1137.0;983.0;386;61.0;28.0;42.0;3459.0;39.0;1.0;17.0;28.0;7.0;5.0;33.0;;;;;;;489.0
Rijswijk-G0603;477;;5661.0;5235;6014;2723.0;2457.0;594;2193.0;317.0;750.0;236.0;125.0;86.0;165.0;205.0;43.0;63.0;14.0;;;;;;;1402.0
Rijswijk (NB)-G0842;5;;4.0;131;11;178.0;203.0;18;7.0;1.0;3.0;34.0;4.0;5.0;1.0;;;;1.0;;;;;;;24.0
Rilland-Bath-G0702;45;;202.0;350;178;162.0;320.0;51;64.0;2.0;18.0;165.0;16.0;15.0;16.0;2.0;4.0;3.0;1.0;;;;;;;68.0
Rockanje-G0598;105;;33.0;696;501;337.0;125.0;198;47.0;90.0;76.0;21.0;3.0;16.0;10.0;16.0;9.0;4.0;3.0;;;;;;;175.0
Roden-G0125;152;;115.0;2001;933;927.0;500.0;645;240.0;135.0;168.0;10.0;102.0;20.0;27.0;36.0;40.0;10.0;;;;;;;;261.0
Roermond-G0957;1307;;10732.0;1911;1412;500.0;206.0;1210;743.0;261.0;197.0;21.0;10.0;224.0;86.0;162.0;100.0;43.0;25.0;83.0;;27.0;;;;986.0
Roggel-G0958;65;;1399.0;40;34;18.0;8.0;124;27.0;2.0;6.0;;2.0;6.0;5.0;5.0;4.0;2.0;5.0;3.0;;1.0;;;;24.0
Rolde-G0126;75;;59.0;1054;902;173.0;131.0;190;77.0;11.0;44.0;4.0;15.0;7.0;5.0;16.0;11.0;6.0;;;;;;;;122.0
Roosendaal en Nispen-G0838;1321;;13006.0;2666;1990;735.0;386.0;2110;1109.0;299.0;315.0;32.0;47.0;343.0;208.0;198.0;100.0;61.0;19.0;;58.0;;;;;937.0
Roosteren-G0959;34;;485.0;53;12;7.0;4.0;43;5.0;7.0;6.0;;2.0;3.0;1.0;3.0;3.0;6.0;;1.0;;2.0;;;;39.0
Rosmalen-G0839;244;;4323.0;484;463;189.0;64.0;415;334.0;26.0;60.0;4.0;13.0;62.0;45.0;42.0;67.0;12.0;9.0;;;;;;;768.0
Rossum-G0276;27;;447.0;422;74;96.0;239.0;54;14.0;13.0;11.0;17.0;1.0;5.0;1.0;3.0;1.0;;;;;;;;;54.0
Rotterdam-G0599;14492;;49852.0;167189;42381;38286.0;25414.0;9830;20303.0;23975.0;19149.0;7592.0;2486.0;2884.0;2086.0;2888.0;626.0;917.0;291.0;;;;1070.0;264.0;;33313.0
Rozenburg-G0600;84;;295.0;1126;420;761.0;822.0;78;306.0;101.0;121.0;71.0;80.0;24.0;33.0;19.0;6.0;9.0;6.0;;;;;;;157.0
Rozendaal-G0277;7;;57.0;135;277;84.0;110.0;17;59.0;2.0;12.0;2.0;5.0;;4.0;3.0;;1.0;;;;;;;;35.0
