RegioNaam;@invalid;@blank;KVP;PvdA;VVD;ARP;CHU;Communistische Partij van Nederland;SGP;Pacifistisch-Socialistische Partij (PSP);Gereformeerd Politiek Verbond (GPV);Boeren Partij;Bruggroep;Partij voor Landbouw en Middenstand;Positief Christelijk Nationale Unie;@abs
Lochem-G0262;111;;399.0;1981;1071.0;274.0;379.0;134.0;6.0;152.0;6.0;46.0;49.0;;;222.0
Loenen-G0329;20;;339.0;371;331.0;254.0;295.0;2.0;102.0;14.0;27.0;23.0;4.0;;0.0;67.0
Loenersloot-G1105;7;;112.0;40;14.0;65.0;75.0;;52.0;2.0;1.0;5.0;;;0.0;19.0
Loon op Zand-G0809;168;;6508.0;428;81.0;78.0;117.0;12.0;123.0;11.0;9.0;;;;;0.0
Loosdrecht-G0330;69;;266.0;702;1038.0;489.0;436.0;39.0;156.0;113.0;61.0;54.0;17.0;;3.0;1464.0
Lopik-G0331;34;;613.0;487;112.0;592.0;350.0;9.0;328.0;4.0;13.0;27.0;4.0;;0.0;119.0
Loppersum-G0024;27;;12.0;676;333.0;753.0;165.0;10.0;1.0;18.0;124.0;3.0;2.0;;;51.0
Losser-G0168;161;;6066.0;1193;234.0;60.0;599.0;367.0;7.0;9.0;5.0;18.0;25.0;;;230.0
Luyksgestel-G0810;12;;704.0;49;2.0;5.0;;;1.0;;1.0;;;7.0;;2.0
Maarheeze-G0811;25;;1983.0;88;7.0;6.0;5.0;2.0;1.0;2.0;;;;9.0;;7.0
Maarn-G0332;35;;169.0;501;342.0;200.0;343.0;13.0;131.0;18.0;1.0;62.0;;;1.0;128.0
Maarssen-G0333;116;;1409.0;1615;533.0;885.0;1171.0;25.0;169.0;54.0;10.0;42.0;21.0;;3.0;216.0
Maartensdijk-G0334;64;;258.0;840;568.0;663.0;503.0;12.0;470.0;69.0;23.0;49.0;7.0;;0.0;277.0
Maasbracht-G0933;38;;1877.0;104;51.0;72.0;132.0;1.0;2.0;2.0;3.0;;3.0;;;425.0
Maasbree-G0934;46;;2993.0;96;14.0;8.0;;1.0;;2.0;1.0;;3.0;;;65.0
Maasdam-G0554;29;;6.0;373;165.0;157.0;205.0;;115.0;3.0;;12.0;4.0;;;45.0
Maasdriel-G0263;48;;2409.0;219;34.0;54.0;154.0;3.0;23.0;1.0;1.0;13.0;2.0;;;80.0
Maasland-G0555;11;;366.0;94;106.0;731.0;681.0;;39.0;3.0;11.0;5.0;;;;41.0
Maasniel-G1110;166;;2794.0;424;129.0;38.0;23.0;8.0;48.0;5.0;2.0;;5.0;;;78.0
Maassluis-G0556;86;;498.0;2403;461.0;1780.0;1270.0;30.0;186.0;108.0;37.0;11.0;13.0;;;318.0
Maastricht-G0935;1888;;29170.0;13117;2733.0;310.0;221.0;431.0;27.0;171.0;77.0;;82.0;;;2038.0
Made en Drimmelen-G0812;70;;2753.0;325;93.0;87.0;102.0;11.0;15.0;11.0;1.0;;;;;214.0
Margraten-G0936;27;;899.0;25;10.0;1.0;1.0;1.0;;1.0;;;;;;28.0
Markelo-G0169;61;;200.0;1242;942.0;266.0;598.0;3.0;22.0;6.0;5.0;303.0;7.0;;;175.0
Marken-G0419;5;;3.0;165;16.0;287.0;350.0;1.0;13.0;2.0;;;2.0;;;41.0
Marum-G0025;69;;18.0;1500;775.0;1083.0;162.0;67.0;3.0;114.0;41.0;65.0;15.0;;;166.0
Maurik-G0264;31;;141.0;1399;362.0;206.0;425.0;10.0;75.0;9.0;2.0;31.0;2.0;;;128.0
Medemblik-G0420;26;;1068.0;698;135.0;215.0;150.0;53.0;21.0;24.0;2.0;;7.0;;;81.0
Meeden-G0026;40;;4.0;572;136.0;258.0;34.0;26.0;1.0;10.0;25.0;4.0;9.0;;;23.0
Meerkerk-G0557;10;;10.0;384;178.0;380.0;113.0;2.0;113.0;2.0;1.0;2.0;2.0;;;30.0
Meerlo-G0937;12;;1485.0;24;6.0;2.0;2.0;;;1.0;;;;;;15.0
Meerssen-G0938;165;;3430.0;537;108.0;18.0;4.0;7.0;1.0;11.0;1.0;;5.0;;;47.0
Megen, Haren en Macharen-G0813;6;;1033.0;80;3.0;5.0;;1.0;;3.0;;;;3.0;;14.0
Meijel-G0941;19;;1553.0;63;;3.0;2.0;;;;1.0;;;;;21.0
Melick en Herkenbosch-G0939;53;;1474.0;127;17.0;9.0;;10.0;;1.0;2.0;;1.0;;;54.0
Meliskerke-G1112;2;;;5;6.0;115.0;33.0;1.0;206.0;1.0;1.0;1.0;;;;44.0
Melissant-G1113;19;;21.0;298;61.0;174.0;147.0;1.0;306.0;5.0;2.0;6.0;1.0;;;83.0
Menaldumadeel-G0083;54;;327.0;2697;795.0;1316.0;800.0;15.0;13.0;102.0;11.0;;16.0;;;184.0
Meppel-G0119;184;;350.0;4305;1434.0;1463.0;1756.0;46.0;39.0;126.0;73.0;32.0;15.0;;;395.0
Merkelbeek-G0940;17;;804.0;56;5.0;1.0;;1.0;;1.0;;;1.0;;;12.0
Mheer-G0942;9;;551.0;30;9.0;3.0;;;;;;;1.0;;;21.0
Middelburg-G0687;237;;1063.0;4950;1778.0;2328.0;1781.0;51.0;837.0;117.0;71.0;42.0;;;;684.0
Middelharnis-G0559;26;;89.0;881;407.0;642.0;136.0;5.0;667.0;11.0;9.0;16.0;4.0;;;215.0
Middelie-G0421;2;;4.0;210;88.0;6.0;9.0;1.0;;5.0;;;1.0;;;18.0
Middelstum-G0027;8;;9.0;366;170.0;731.0;98.0;16.0;1.0;5.0;105.0;6.0;1.0;;;26.0
Midwolda-G0028;57;;10.0;907;221.0;685.0;575.0;100.0;14.0;8.0;3.0;12.0;21.0;;;119.0
Midwoud-G0422;7;;29.0;389;203.0;6.0;8.0;8.0;3.0;26.0;;;3.0;;;22.0
Mierlo-G0814;129;;3463.0;471;85.0;33.0;10.0;31.0;1.0;2.0;3.0;;;18.0;;37.0
Mijdrecht-G0336;40;;1453.0;438;140.0;571.0;500.0;11.0;143.0;32.0;36.0;21.0;2.0;;3.0;85.0
Mijnsheerenland-G0564;7;;3.0;278;174.0;350.0;202.0;1.0;85.0;2.0;;10.0;;;;52.0
Mill en Sint Hubert-G0815;52;;3263.0;194;59.0;34.0;16.0;;1.0;9.0;3.0;;;6.0;;
Millingen aan de Rijn-G0265;110;;1499.0;336;19.0;20.0;3.0;3.0;2.0;1.0;1.0;5.0;;;;197.0
Moergestel-G0816;22;;1626.0;85;10.0;5.0;5.0;2.0;;1.0;;;;;;28.0
Moerkapelle-G0560;3;;2.0;166;47.0;172.0;80.0;;139.0;;2.0;;;;;36.0
Molenaarsgraaf-G0561;5;;;55;37.0;123.0;26.0;;100.0;1.0;2.0;3.0;1.0;;;17.0
Monnickendam-G0423;36;;458.0;510;190.0;177.0;390.0;45.0;2.0;61.0;1.0;;12.0;;;61.0
Monster-G0562;73;;3616.0;975;544.0;911.0;596.0;10.0;656.0;18.0;83.0;14.0;1.0;;;270.0
Montfoort-G0335;18;;925.0;120;43.0;70.0;76.0;1.0;84.0;;;2.0;3.0;;0.0;46.0
Montfort-G0943;57;;994.0;95;4.0;1.0;2.0;3.0;;1.0;;;1.0;;;15.0
Mook en Middelaar-G0944;39;;1215.0;93;83.0;10.0;4.0;1.0;3.0;10.0;5.0;;2.0;;;29.0
Moordrecht-G0563;35;;218.0;712;259.0;334.0;82.0;3.0;222.0;12.0;;8.0;;;;67.0
Muiden-G0424;39;;419.0;636;241.0;299.0;467.0;19.0;25.0;43.0;4.0;11.0;12.0;;;73.0
Munstergeleen-G0945;39;;982.0;182;23.0;3.0;5.0;3.0;;3.0;2.0;;2.0;;;26.0
Muntendam-G0029;52;;33.0;1372;212.0;98.0;159.0;151.0;1.0;12.0;7.0;15.0;7.0;;;107.0
Naaldwijk-G0565;54;;3212.0;1448;999.0;1849.0;1373.0;7.0;157.0;23.0;6.0;18.0;11.0;;;232.0
Naarden-G0425;149;;1510.0;1924;2665.0;830.0;445.0;42.0;90.0;196.0;24.0;117.0;24.0;;;399.0
Nederhorst den Berg-G0426;20;;498.0;286;63.0;253.0;275.0;52.0;10.0;29.0;10.0;15.0;11.0;;;61.0
Nederweert-G0946;95;;4371.0;184;29.0;7.0;5.0;2.0;;4.0;2.0;;;;;56.0
Neede-G0266;64;;961.0;2262;639.0;319.0;343.0;27.0;;31.0;49.0;40.0;12.0;;;100.0
Neer-G0947;25;;1254.0;66;5.0;2.0;1.0;1.0;1.0;;;;;;;
Nibbixwoud-G0427;3;;589.0;131;103.0;10.0;9.0;7.0;;7.0;;;;;;47.0
Nieuw- en Sint Joosland-G1117;8;;2.0;197;77.0;95.0;207.0;3.0;83.0;2.0;2.0;4.0;;;;43.0
Nieuw-Beijerland-G0566;15;;7.0;385;101.0;87.0;35.0;1.0;301.0;;1.0;3.0;;;;88.0
Nieuwe Niedorp-G0428;15;;285.0;449;165.0;15.0;8.0;21.0;;129.0;;;2.0;;;45.0
Nieuwe Pekela-G0030;79;;227.0;1089;341.0;539.0;376.0;277.0;23.0;17.0;2.0;16.0;28.0;;;284.0
Nieuwe Tonge-G1119;29;;4.0;476;115.0;247.0;27.0;3.0;295.0;1.0;;5.0;1.0;;;73.0
Nieuwenhagen-G0948;197;;2621.0;909;51.0;41.0;25.0;78.0;3.0;12.0;5.0;;9.0;;;122.0
Nieuwenhoorn-G1121;25;;22.0;644;320.0;63.0;59.0;14.0;6.0;1.0;;6.0;2.0;;;46.0
Nieuwer-Amstel-G1249;317;;4938.0;4460;5020.0;2384.0;1856.0;161.0;95.0;537.0;95.0;179.0;62.0;;;839.0
Nieuwerkerk-G1122;12;;4.0;234;127.0;169.0;116.0;;240.0;;;7.0;;;;74.0
Nieuwerkerk aan den IJssel-G0567;55;;201.0;969;378.0;343.0;431.0;10.0;315.0;15.0;8.0;31.0;5.0;;;166.0
Nieuweschans-G0031;50;;14.0;494;149.0;35.0;67.0;217.0;1.0;2.0;3.0;6.0;64.0;;;53.0
Nieuw-Ginneken-G0817;60;;2971.0;288;111.0;19.0;27.0;3.0;3.0;10.0;1.0;;;;;60.0
Nieuw-Helvoet-G1118;26;;27.0;888;340.0;96.0;50.0;3.0;8.0;6.0;;7.0;1.0;;;45.0
Nieuwkoop-G0569;32;;1218.0;277;259.0;191.0;313.0;5.0;89.0;13.0;1.0;22.0;2.0;;;54.0
Nieuwland-G0570;1;;;90;47.0;121.0;22.0;1.0;62.0;;7.0;3.0;;;;14.0
Nieuw-Lekkerland-G0571;40;;21.0;836;167.0;461.0;241.0;11.0;745.0;16.0;39.0;23.0;6.0;;;152.0
Nieuwleusen-G0170;38;;15.0;480;297.0;394.0;1038.0;2.0;128.0;5.0;50.0;72.0;4.0;;;144.0
Nieuwolda-G0032;20;;6.0;513;190.0;171.0;146.0;13.0;;2.0;;2.0;4.0;;;55.0
Nieuwpoort-G0572;4;;;127;72.0;145.0;29.0;;84.0;3.0;3.0;7.0;;;;35.0
Nieuwstadt-G0949;31;;766.0;78;1.0;1.0;4.0;5.0;;1.0;;;1.0;;;16.0
Nieuwveen-G0573;25;;523.0;144;53.0;220.0;218.0;1.0;32.0;6.0;;;7.0;;;34.0
Nieuwvliet-G0690;9;;;129;104.0;16.0;32.0;1.0;2.0;;;6.0;;;;14.0
Nieuw-Vossemeer-G0818;21;;741.0;56;24.0;7.0;24.0;4.0;;1.0;3.0;;;;;37.0
Nigtevecht-G0337;11;;37.0;132;52.0;93.0;167.0;2.0;4.0;6.0;9.0;6.0;4.0;;0.0;17.0
Nijeveen-G0121;15;;;198;184.0;248.0;249.0;1.0;;5.0;5.0;6.0;4.0;;;38.0
Nijkerk-G0267;90;;539.0;2000;317.0;1699.0;2237.0;18.0;649.0;30.0;55.0;64.0;9.0;;;250.0
Nijmegen-G0268;1878;;39626.0;16374;5169.0;1518.0;1787.0;566.0;118.0;353.0;73.0;320.0;245.0;;;2731.0
Nisse-G0691;4;;66.0;82;32.0;29.0;73.0;1.0;62.0;1.0;4.0;4.0;;;;28.0
Nistelrode-G0819;13;;1959.0;80;5.0;13.0;2.0;;;2.0;;;;2.0;;26.0
Noorbeek-G0950;7;;423.0;16;13.0;1.0;;;;;;;1.0;;;13.0
Noordbroek-G1126;68;;15.0;611;284.0;22.0;42.0;84.0;3.0;19.0;2.0;14.0;18.0;;;85.0
Noorddijk-G1127;79;;28.0;768;451.0;120.0;100.0;32.0;2.0;41.0;58.0;26.0;10.0;;;86.0
Noordeloos-G0574;5;;;139;102.0;284.0;43.0;;104.0;;3.0;14.0;1.0;;;27.0
Noordgouwe-G1128;5;;3.0;217;113.0;64.0;57.0;;27.0;2.0;;4.0;;;;20.0
Noordoostelijke Polder-G1404;73;;2920.0;2876;1158.0;2398.0;1825.0;41.0;249.0;92.0;256.0;24.0;14.0;;;90.0
