RegioNaam;@invalid;@blank;KVP;PvdA;VVD;ARP;CHU;Pacifistisch-Socialistische Partij (PSP);Communistische Partij van Nederland;SGP;Boeren Partij;Gereformeerd Politiek Verbond (GPV);Partij Economisch Appel;Liberale Staatspartij;"Liberale Unie ""Veilig Verkeer""";Nieuw-Democratische Partij;CNVP;Lijst Grol;Volksreferendum;@abs
Philippine-G0699;26;;452.0;52;17.0;6.0;19.0;1.0;1.0;3.0;19;1.0;2.0;;2.0;1.0;1.0;;;36.0
Piershil-G0591;6;;3.0;185;67.0;51.0;77.0;2.0;2.0;114.0;17;;1.0;1.0;;2.0;;;;34.0
Pijnacker-G0594;54;;1814.0;737;557.0;548.0;1189.0;85.0;17.0;292.0;96;45.0;12.0;10.0;6.0;11.0;3.0;;;153.0
Polsbroek-G0338;8;;102.0;47;28.0;138.0;85.0;3.0;;81.0;39;1.0;1.0;5.0;;;;;;14.0
Poortugal-G0592;106;;513.0;2204;516.0;540.0;465.0;230.0;93.0;128.0;72;17.0;37.0;7.0;4.0;8.0;5.0;;;920.0
Poortvliet-G0700;13;;5.0;148;45.0;88.0;204.0;;4.0;370.0;26;1.0;1.0;2.0;1.0;1.0;;;;71.0
Posterholt-G0956;77;;1380.0;95;13.0;2.0;6.0;4.0;12.0;;18;;6.0;1.0;5.0;;;;;52.0
Prinsenbeek-G0832;77;;2150.0;153;37.0;8.0;8.0;11.0;2.0;2.0;62;;19.0;3.0;6.0;3.0;;;;62.0
Purmerend-G0439;95;;1760.0;2431;976.0;337.0;283.0;333.0;465.0;13.0;114;14.0;46.0;19.0;27.0;19.0;;;;371.0
Putte-G0833;107;;638.0;195;46.0;8.0;17.0;23.0;8.0;1.0;57;2.0;14.0;1.0;11.0;4.0;;;;56.0
Putten-G0273;169;;220.0;1411;438.0;804.0;2230.0;72.0;53.0;1033.0;531;28.0;27.0;25.0;11.0;8.0;;;;253.0
Puttershoek-G0593;37;;51.0;770;175.0;237.0;334.0;22.0;7.0;144.0;14;;8.0;5.0;;1.0;2.0;;;111.0
Raalte-G0177;48;;5679.0;694;127.0;67.0;841.0;8.0;15.0;7.0;455;8.0;4.0;3.0;6.0;5.0;;;;187.0
Raamsdonk-G0834;140;;3090.0;332;111.0;174.0;457.0;12.0;21.0;97.0;50;4.0;30.0;2.0;8.0;8.0;;;;359.0
Rauwerderhem-G0087;28;;187.0;635;180.0;167.0;103.0;52.0;5.0;1.0;35;4.0;4.0;1.0;;4.0;;;;51.0
Ravenstein-G0835;64;;2688.0;216;31.0;5.0;14.0;8.0;7.0;;69;1.0;9.0;;6.0;2.0;;;;41.0
Reeuwijk-G0595;55;;947.0;775;563.0;436.0;225.0;63.0;29.0;226.0;48;8.0;10.0;7.0;6.0;3.0;3.0;;;131.0
Renkum-G0274;336;;3651.0;4446;2824.0;2139.0;2354.0;323.0;136.0;368.0;291;87.0;131.0;108.0;47.0;33.0;;;;1187.0
Renswoude-G0339;15;;21.0;177;60.0;155.0;338.0;4.0;2.0;122.0;73;;2.0;4.0;2.0;1.0;;;;48.0
Retranchement-G0701;7;;5.0;163;75.0;22.0;38.0;10.0;;1.0;10;;1.0;1.0;;;;;;19.0
Reusel-G0836;27;;2038.0;50;8.0;3.0;7.0;5.0;3.0;;52;;5.0;1.0;3.0;;;;;29.0
Rheden-G0275;510;;4485.0;9340;3260.0;2043.0;3434.0;426.0;186.0;152.0;340;99.0;158.0;123.0;31.0;45.0;;;;1093.0
Rhenen-G0340;172;;412.0;2796;630.0;493.0;1391.0;138.0;31.0;983.0;184;22.0;38.0;24.0;9.0;16.0;7.0;;;313.0
Rhoon-G0596;53;;367.0;572;470.0;417.0;651.0;49.0;14.0;90.0;34;6.0;19.0;7.0;1.0;2.0;;;;170.0
Ridderkerk-G0597;248;;692.0;5607;1169.0;2919.0;2239.0;253.0;147.0;2198.0;71;98.0;55.0;25.0;6.0;11.0;12.0;;;776.0
Riethoven-G0837;6;;605.0;17;44.0;5.0;2.0;5.0;;1.0;18;;6.0;;3.0;;;;;13.0
Rietveld-G1160;9;;89.0;43;20.0;41.0;98.0;;;22.0;19;;;;;1.0;;;;16.0
Rijnsaterwoude-G0601;6;;164.0;51;21.0;58.0;60.0;2.0;;51.0;4;;;;;1.0;;;;17.0
Rijnsburg-G0602;28;;99.0;301;74.0;1589.0;1023.0;7.0;1.0;153.0;75;128.0;5.0;;2.0;1.0;1.0;;;75.0
Rijsbergen-G0841;48;;1764.0;70;42.0;21.0;9.0;2.0;5.0;;50;;29.0;1.0;;2.0;;;;32.0
Rijssen-G0178;83;;783.0;1313;183.0;890.0;708.0;26.0;19.0;3217.0;374;19.0;8.0;13.0;3.0;4.0;;;;551.0
Rijswijk-G0603;390;;6183.0;5202;5338.0;2158.0;2140.0;621.0;179.0;245.0;179;80.0;204.0;150.0;18.0;53.0;6.0;;;1331.0
Rijswijk (NB)-G0842;6;;1.0;104;4.0;124.0;187.0;;;31.0;19;;;;;;;;;23.0
Rilland-Bath-G0702;29;;237.0;422;181.0;122.0;353.0;12.0;2.0;193.0;31;2.0;8.0;9.0;2.0;;1.0;;;73.0
Ritthem-G1163;1;;3.0;39;12.0;53.0;144.0;;;42.0;13;1.0;1.0;2.0;;1.0;1.0;;;8.0
Rockanje-G0598;103;;32.0;808;514.0;269.0;139.0;80.0;68.0;17.0;108;3.0;11.0;6.0;;1.0;3.0;;;125.0
Roden-G0125;171;;93.0;1798;758.0;698.0;366.0;170.0;109.0;13.0;417;69.0;21.0;14.0;7.0;7.0;;;;202.0
Roermond-G0957;1012;;12264.0;2228;714.0;179.0;148.0;104.0;101.0;18.0;342;22.0;235.0;57.0;69.0;41.0;;;;868.0
Roggel-G0958;54;;1412.0;31;6.0;;2.0;1.0;1.0;1.0;38;1.0;1.0;;3.0;;;;;30.0
Rolde-G0126;56;;55.0;1089;881.0;60.0;74.0;30.0;10.0;3.0;144;7.0;6.0;1.0;1.0;1.0;;;;112.0
Roosendaal en Nispen-G0838;1155;;14848.0;2943;851.0;221.0;341.0;148.0;101.0;47.0;465;26.0;185.0;59.0;141.0;50.0;;;;842.0
Roosteren-G0959;23;;545.0;35;2.0;2.0;2.0;1.0;;1.0;24;1.0;2.0;;2.0;4.0;;;;34.0
Rosmalen-G0839;188;;4198.0;417;130.0;35.0;45.0;28.0;16.0;7.0;91;6.0;26.0;4.0;16.0;8.0;;;;320.0
Rossum-G0276;19;;437.0;432;66.0;49.0;246.0;2.0;2.0;19.0;29;;1.0;3.0;2.0;;1.0;;;62.0
Rotterdam-G0599;11869;;61197.0;186423;45534.0;34211.0;26710.0;20637.0;16556.0;8590.0;3734;2021.0;1720.0;1397.0;455.0;1186.0;;;;30272.0
Rozenburg-G0600;50;;100.0;606;255.0;509.0;780.0;46.0;20.0;59.0;19;69.0;6.0;2.0;;;4.0;;;33.0
Rozendaal-G0277;8;;57.0;139;183.0;50.0;114.0;14.0;;3.0;12;;7.0;9.0;1.0;2.0;;;;26.0
Rucphen-G0840;410;;5877.0;783;81.0;38.0;38.0;33.0;33.0;45.0;288;7.0;61.0;17.0;39.0;14.0;;;;253.0
Ruinen-G0127;100;;56.0;1339;900.0;377.0;274.0;29.0;8.0;9.0;207;8.0;11.0;16.0;4.0;9.0;;;;127.0
Ruinerwold-G0128;37;;9.0;543;552.0;312.0;129.0;4.0;1.0;2.0;99;37.0;5.0;4.0;1.0;2.0;;;;41.0
Ruurlo-G0278;95;;807.0;1016;716.0;126.0;176.0;17.0;2.0;7.0;257;4.0;6.0;11.0;5.0;4.0;3.0;;;112.0
Ruwiel-G1164;1;;51.0;20;16.0;79.0;60.0;8.0;4.0;91.0;26;8.0;4.0;;;1.0;;;;30.0
Sas van Gent-G0704;80;;1262.0;688;206.0;21.0;51.0;26.0;12.0;13.0;45;4.0;18.0;7.0;5.0;;2.0;;;87.0
Sassenheim-G0604;62;;2353.0;513;415.0;981.0;576.0;40.0;13.0;65.0;78;6.0;17.0;20.0;7.0;2.0;;;;124.0
Schaesberg-G0960;384;;4874.0;1387;124.0;76.0;130.0;46.0;175.0;8.0;132;12.0;56.0;11.0;30.0;5.0;;;;216.0
Schagen-G0441;38;;802.0;979;553.0;111.0;86.0;136.0;51.0;3.0;73;4.0;9.0;5.0;8.0;3.0;;;;139.0
Schaijk-G0843;29;;2011.0;70;8.0;4.0;4.0;4.0;2.0;;72;1.0;2.0;;3.0;2.0;;;;44.0
Scheemda-G0039;162;;65.0;1791;364.0;592.0;681.0;118.0;344.0;22.0;56;27.0;10.0;7.0;1.0;8.0;;;;202.0
Schellinkhout-G0442;3;;20.0;132;90.0;8.0;12.0;25.0;1.0;;13;;1.0;1.0;1.0;;;;;4.0
Schelluinen-G0605;3;;4.0;132;52.0;45.0;24.0;6.0;1.0;60.0;23;2.0;;5.0;;1.0;;;;14.0
Schermerhorn-G0443;3;;253.0;175;28.0;95.0;24.0;8.0;8.0;4.0;32;;;;;;;;;11.0
Scherpenisse-G0705;14;;4.0;184;68.0;29.0;85.0;7.0;1.0;279.0;26;4.0;4.0;1.0;1.0;4.0;1.0;;;95.0
Scherpenzeel-G0279;28;;32.0;640;194.0;261.0;640.0;10.0;6.0;290.0;50;3.0;7.0;5.0;2.0;1.0;;;;93.0
Schiedam-G0606;991;;11439.0;17533;3674.0;3327.0;3765.0;1665.0;1506.0;682.0;309;417.0;190.0;131.0;34.0;72.0;22.0;;;2038.0
Schiermonnikoog-G0088;10;;7.0;136;68.0;155.0;49.0;16.0;6.0;1.0;6;8.0;22.0;2.0;;1.0;;;;
Schijndel-G0844;146;;5808.0;529;65.0;19.0;21.0;26.0;15.0;1.0;236;7.0;23.0;6.0;8.0;7.0;;;;198.0
Schimmert-G0961;24;;1153.0;29;7.0;1.0;1.0;;1.0;;59;3.0;5.0;;5.0;;;;;16.0
Schinnen-G0962;114;;2269.0;202;18.0;6.0;8.0;15.0;18.0;2.0;92;9.0;12.0;;7.0;3.0;;;;85.0
Schinveld-G0963;75;;1856.0;162;24.0;13.0;12.0;1.0;22.0;5.0;59;3.0;12.0;1.0;5.0;6.0;;;;41.0
Schipluiden-G0607;23;;1698.0;161;96.0;455.0;466.0;20.0;7.0;54.0;54;10.0;3.0;8.0;1.0;;1.0;;;87.0
Schoondijke-G0706;32;;226.0;386;213.0;182.0;81.0;5.0;4.0;27.0;13;7.0;2.0;7.0;;2.0;3.0;;;33.0
Schoonebeek-G0129;48;;1197.0;614;167.0;465.0;700.0;16.0;15.0;5.0;70;7.0;10.0;2.0;;3.0;;;;72.0
Schoonhoven-G0608;69;;606.0;1094;365.0;668.0;331.0;43.0;8.0;274.0;41;6.0;16.0;14.0;3.0;9.0;4.0;;;153.0
Schoonrewoerd-G0609;11;;4.0;94;29.0;170.0;93.0;3.0;1.0;162.0;29;;1.0;2.0;1.0;1.0;;;;29.0
Schoorl-G0444;25;;681.0;766;412.0;48.0;43.0;156.0;47.0;2.0;55;;17.0;10.0;7.0;2.0;;;;76.0
Serooskerke (Walcheren)-G1176;7;;;17;17.0;478.0;204.0;1.0;;106.0;7;25.0;1.0;3.0;1.0;1.0;1.0;;;40.0
Sevenum-G0964;19;;2198.0;28;6.0;4.0;1.0;;2.0;;58;2.0;3.0;;2.0;;;;;63.0
's-Graveland-G0390;35;;177.0;176;122.0;173.0;186.0;33.0;16.0;53.0;36;9.0;11.0;5.0;6.0;1.0;;1.0;;77.0
's-Gravendeel-G0517;51;;15.0;1149;338.0;623.0;644.0;18.0;5.0;283.0;34;4.0;6.0;3.0;3.0;4.0;3.0;;;123.0
's-Gravenhage-G0518;9880;;70991.0;112343;64430.0;26326.0;25101.0;14387.0;9175.0;4588.0;3781;1033.0;3227.0;2381.0;2260.0;993.0;304.0;;;24180.0
's-Gravenmoer-G0787;11;;47.0;64;25.0;387.0;211.0;2.0;5.0;21.0;28;3.0;1.0;1.0;2.0;1.0;;;;39.0
's-Gravenpolder-G0666;5;;68.0;67;20.0;97.0;214.0;20.0;4.0;285.0;13;1.0;2.0;1.0;;2.0;;;;34.0
's-Gravenzande-G0519;78;;465.0;1214;628.0;1208.0;1351.0;57.0;15.0;397.0;86;17.0;13.0;14.0;3.0;3.0;1.0;;;123.0
's-Heer Abtskerke-G0669;2;;34.0;24;23.0;8.0;105.0;2.0;;15.0;15;;1.0;;1.0;;;;;11.0
's-Heer Arendskerke-G0670;54;;520.0;384;155.0;541.0;748.0;13.0;4.0;179.0;53;5.0;6.0;9.0;2.0;2.0;2.0;;;90.0
's-Heerenhoek-G0671;11;;735.0;17;12.0;9.0;8.0;3.0;;;31;;3.0;;;;1.0;;;19.0
's-Hertogenbosch-G0796;1069;;23699.0;7917;1799.0;592.0;561.0;475.0;326.0;54.0;571;94.0;377.0;91.0;202.0;136.0;;;;2152.0
Sijbekarspel-G0447;5;;317.0;205;111.0;8.0;6.0;32.0;1.0;;21;;;2.0;;2.0;;;;20.0
Simpelveld-G0965;140;;2150.0;191;40.0;9.0;10.0;7.0;27.0;;64;1.0;28.0;5.0;12.0;1.0;;;;34.0
Sint Annaland-G0708;48;;11.0;337;121.0;114.0;131.0;17.0;3.0;675.0;38;3.0;3.0;2.0;3.0;2.0;3.0;;;203.0
Sint Geertruid-G0966;7;;508.0;18;4.0;;;;;;59;;2.0;;1.0;;;;;4.0
Sint Jansteen-G0709;126;;1277.0;249;43.0;7.0;15.0;4.0;11.0;3.0;139;2.0;8.0;3.0;7.0;5.0;2.0;;;102.0
Sint Laurens-G1179;7;;14.0;109;75.0;332.0;243.0;9.0;5.0;106.0;9;12.0;2.0;6.0;;;1.0;;;36.0
Sint Maarten-G0445;9;;173.0;213;52.0;137.0;2.0;46.0;21.0;;47;5.0;5.0;;4.0;1.0;;;;18.0
Sint Maartensdijk-G0711;37;;14.0;605;179.0;55.0;205.0;12.0;5.0;396.0;22;1.0;1.0;;2.0;6.0;1.0;;;138.0
Sint Odiliënberg-G0967;46;;777.0;50;11.0;1.0;5.0;2.0;7.0;1.0;54;;6.0;2.0;;2.0;;;;33.0
Sint Pancras-G0446;12;;52.0;270;120.0;204.0;234.0;32.0;17.0;26.0;39;6.0;7.0;6.0;6.0;3.0;;;;74.0
Sint Philipsland-G0712;6;;3.0;164;53.0;130.0;177.0;2.0;5.0;661.0;4;2.0;1.0;1.0;;;;;;105.0
Sint-Michielsgestel-G0845;150;;3303.0;352;164.0;18.0;50.0;22.0;22.0;4.0;141;5.0;21.0;12.0;16.0;9.0;;;;173.0
Sint-Oedenrode-G0846;87;;4819.0;321;97.0;12.0;38.0;23.0;32.0;3.0;118;3.0;20.0;14.0;7.0;5.0;;;;162.0
Sittard-G0968;757;;10641.0;2339;555.0;190.0;150.0;78.0;140.0;17.0;339;20.0;130.0;38.0;48.0;40.0;;;;597.0
Sleen-G0130;156;;48.0;1678;745.0;460.0;358.0;47.0;169.0;8.0;134;9.0;2.0;5.0;4.0;3.0;;;;143.0
Slenaken-G0969;9;;201.0;51;11.0;14.0;22.0;14.0;;1.0;40;;;2.0;;;;;;
Sliedrecht-G0610;188;;147.0;3956;796.0;1066.0;1058.0;248.0;118.0;1770.0;79;88.0;29.0;19.0;2.0;7.0;9.0;;;651.0
Slochteren-G0040;389;;145.0;3175;1192.0;1025.0;799.0;301.0;111.0;20.0;265;511.0;17.0;20.0;4.0;9.0;;;;414.0
Sloten (F)-G0089;2;;60.0;91;11.0;87.0;129.0;7.0;2.0;9.0;14;;;4.0;;;;;;
Sluis-G0713;51;;670.0;314;124.0;29.0;114.0;11.0;7.0;10.0;53;2.0;19.0;5.0;5.0;3.0;1.0;;;56.0
Smallingerland-G0090;253;;415.0;5850;926.0;4378.0;1292.0;584.0;518.0;95.0;347;558.0;38.0;27.0;3.0;12.0;;;;443.0
Smilde-G0131;59;;22.0;1327;285.0;1017.0;865.0;41.0;23.0;8.0;89;85.0;6.0;8.0;3.0;7.0;;;;94.0
Sneek-G0091;311;;1563.0;3825;998.0;2239.0;1897.0;385.0;313.0;67.0;131;42.0;35.0;26.0;9.0;14.0;;;;637.0
Snelrewaard-G0341;2;;195.0;12;12.0;36.0;38.0;1.0;1.0;32.0;14;;2.0;;;;;;;4.0
Soest-G0342;440;;4742.0;3372;2588.0;1899.0;1304.0;415.0;132.0;281.0;373;44.0;130.0;85.0;55.0;43.0;8.0;;;864.0
Someren-G0847;120;;4770.0;165;31.0;20.0;59.0;5.0;9.0;2.0;158;2.0;19.0;4.0;8.0;7.0;;;;166.0
Sommelsdijk-G1184;48;;29.0;599;183.0;465.0;103.0;8.0;5.0;521.0;107;2.0;;2.0;;1.0;3.0;;;135.0
Son en Breugel-G0848;59;;2657.0;296;430.0;61.0;57.0;26.0;5.0;3.0;65;4.0;16.0;15.0;7.0;;;;;120.0
Spaubeek-G0970;51;;983.0;52;15.0;4.0;4.0;5.0;6.0;2.0;32;2.0;3.0;;7.0;2.0;;;;23.0
Spijkenisse-G0612;105;;472.0;2033;568.0;604.0;581.0;196.0;47.0;117.0;42;5.0;13.0;10.0;2.0;5.0;3.0;;;239.0
Sprang-Capelle-G0849;106;;184.0;611;140.0;828.0;766.0;28.0;16.0;453.0;288;11.0;16.0;6.0;3.0;7.0;;;;157.0
Stad aan 't Haringvliet-G1188;9;;3.0;188;90.0;213.0;78.0;3.0;3.0;117.0;16;;;1.0;;;;;;59.0
Stad Delden-G0179;24;;1488.0;458;330.0;116.0;146.0;39.0;4.0;4.0;42;5.0;6.0;3.0;2.0;4.0;;;;106.0
Standdaarbuiten-G0850;9;;1083.0;16;8.0;8.0;19.0;;;;17;;1.0;;;1.0;;;;43.0
Staphorst-G0180;72;;15.0;583;393.0;961.0;501.0;11.0;16.0;1503.0;478;332.0;11.0;8.0;7.0;3.0;;;;197.0
Stavenisse-G0714;29;;5.0;185;64.0;43.0;63.0;5.0;;380.0;19;1.0;1.0;;1.0;;;;;157.0
Stavoren-G0092;5;;3.0;98;23.0;136.0;215.0;10.0;;1.0;11;;1.0;;;;;;;44.0
Stedum-G0041;20;;10.0;281;112.0;437.0;288.0;10.0;9.0;3.0;10;46.0;3.0;1.0;;2.0;;;;36.0
Steenbergen-G0851;317;;4674.0;566;227.0;53.0;146.0;33.0;30.0;26.0;233;4.0;60.0;7.0;28.0;16.0;;;;209.0
Steenderen-G0280;28;;1050.0;347;139.0;256.0;387.0;4.0;;12.0;67;;2.0;2.0;1.0;;;;;48.0
Steenwijk-G0181;123;;370.0;2575;660.0;700.0;1045.0;97.0;92.0;46.0;92;117.0;12.0;14.0;6.0;7.0;;;;208.0
Steenwijkerwold-G0182;64;;695.0;1476;288.0;302.0;1076.0;31.0;42.0;21.0;224;77.0;2.0;2.0;5.0;4.0;;;;153.0
Stein-G0971;188;;3279.0;491;48.0;20.0;44.0;15.0;38.0;3.0;112;5.0;32.0;2.0;19.0;4.0;;;;173.0
Stellendam-G1195;23;;7.0;363;63.0;267.0;175.0;3.0;3.0;178.0;25;1.0;3.0;2.0;;;1.0;;;68.0
Stevensweert-G0972;23;;661.0;46;7.0;2.0;8.0;;5.0;;32;2.0;1.0;1.0;2.0;3.0;;;;13.0
Stiphout-G1196;37;;1032.0;90;49.0;7.0;8.0;4.0;1.0;;20;1.0;12.0;6.0;1.0;;;;;36.0
Stolwijk-G0615;39;;16.0;629;408.0;216.0;70.0;49.0;5.0;303.0;89;;2.0;3.0;1.0;1.0;;;;71.0
Stoutenburg-G0343;15;;851.0;73;11.0;44.0;122.0;1.0;1.0;65.0;10;2.0;;;;;;;;22.0
Stramproy-G0973;17;;1273.0;44;8.0;2.0;4.0;1.0;3.0;;24;2.0;3.0;1.0;3.0;;;;;29.0
Streefkerk-G0616;19;;9.0;214;97.0;218.0;156.0;3.0;3.0;223.0;41;1.0;2.0;;;1.0;;;;64.0
Strijen-G0617;55;;22.0;1140;422.0;365.0;531.0;79.0;19.0;315.0;79;3.0;22.0;4.0;1.0;4.0;3.0;;;178.0
Susteren-G0974;145;;2518.0;177;30.0;13.0;8.0;3.0;20.0;3.0;100;3.0;20.0;1.0;6.0;2.0;;;;131.0
Swalmen-G0975;228;;3068.0;212;48.0;22.0;12.0;16.0;20.0;4.0;83;7.0;47.0;1.0;9.0;9.0;;;;150.0
't Zandt-G0054;28;;14.0;680;239.0;435.0;203.0;17.0;14.0;7.0;31;19.0;5.0;4.0;1.0;;;;;44.0
Tegelen-G0976;333;;6976.0;665;125.0;31.0;23.0;21.0;30.0;4.0;78;5.0;47.0;14.0;26.0;19.0;;;;313.0
Ten Boer-G0009;63;;13.0;835;286.0;896.0;215.0;61.0;44.0;4.0;68;265.0;11.0;4.0;2.0;3.0;;;;103.0
Ter Aar-G0480;24;;1611.0;87;55.0;255.0;362.0;9.0;2.0;83.0;65;5.0;6.0;2.0;3.0;2.0;2.0;;;59.0
Terheijden-G0853;82;;2198.0;183;40.0;11.0;14.0;13.0;5.0;4.0;64;1.0;18.0;1.0;3.0;5.0;;;;74.0
Termunten-G0042;67;;25.0;954;273.0;594.0;196.0;53.0;265.0;13.0;28;10.0;3.0;3.0;;3.0;;;;470.0
Terneuzen-G0715;236;;2102.0;3088;732.0;696.0;1301.0;94.0;47.0;656.0;84;145.0;34.0;17.0;9.0;17.0;6.0;;;628.0
Terschelling-G0093;41;;68.0;986;430.0;208.0;406.0;56.0;12.0;7.0;69;6.0;36.0;4.0;2.0;4.0;;;;122.0
Teteringen-G0854;23;;1098.0;100;51.0;6.0;19.0;1.0;5.0;;22;;15.0;7.0;2.0;2.0;;;;50.0
Texel-G0448;58;;1338.0;1958;893.0;510.0;548.0;161.0;62.0;24.0;195;9.0;16.0;9.0;6.0;5.0;;;;227.0
Tholen-G0716;33;;140.0;339;192.0;197.0;412.0;10.0;6.0;533.0;26;5.0;9.0;2.0;3.0;1.0;2.0;;;169.0
Thorn-G0977;49;;1080.0;34;10.0;2.0;3.0;1.0;5.0;1.0;23;;1.0;;;;;;;22.0
Tiel-G0281;226;;2766.0;4895;1130.0;392.0;728.0;135.0;88.0;56.0;171;40.0;33.0;64.0;15.0;26.0;6.0;;;302.0
Tienhoven (ZH)-G0618;2;;5.0;50;4.0;94.0;49.0;1.0;;27.0;9;1.0;;4.0;;;;;;6.0
Tietjerksteradeel-G0094;172;;164.0;3277;796.0;3639.0;2305.0;344.0;63.0;139.0;392;117.0;24.0;19.0;3.0;8.0;;;;639.0
Tilburg-G0855;2740;;49363.0;13852;2862.0;637.0;550.0;526.0;528.0;109.0;1438;64.0;601.0;163.0;374.0;203.0;;;;2200.0
Tubbergen-G0183;38;;6441.0;258;57.0;31.0;323.0;10.0;3.0;7.0;368;4.0;1.0;;3.0;2.0;;;;71.0
Tudderen-G1204;73;;494.0;99;5.0;6.0;11.0;1.0;3.0;;6;;5.0;;3.0;;;;;61.0
Twisk-G0449;6;;6.0;214;133.0;23.0;11.0;21.0;8.0;5.0;29;;2.0;1.0;;;;;;11.0
Ubach over Worms-G0978;364;;3163.0;873;57.0;57.0;56.0;31.0;243.0;3.0;99;5.0;34.0;7.0;39.0;7.0;;;;192.0
Ubbergen-G0282;68;;3369.0;251;193.0;44.0;105.0;17.0;11.0;5.0;115;6.0;9.0;7.0;9.0;16.0;2.0;;;183.0
Uden-G0856;171;;6419.0;657;276.0;82.0;109.0;23.0;18.0;3.0;171;6.0;45.0;14.0;16.0;21.0;;;;184.0
Udenhout-G0857;30;;2483.0;116;28.0;4.0;;1.0;2.0;1.0;37;;5.0;1.0;10.0;4.0;;;;71.0
Uitgeest-G0450;60;;1585.0;649;231.0;44.0;61.0;92.0;212.0;7.0;86;6.0;5.0;3.0;12.0;4.0;;;;90.0
Uithoorn-G0451;80;;2591.0;1048;475.0;429.0;507.0;127.0;29.0;25.0;93;6.0;27.0;8.0;19.0;10.0;;3.0;;125.0
Uithuizen-G0043;43;;386.0;831;335.0;573.0;353.0;38.0;115.0;12.0;23;107.0;4.0;1.0;;3.0;;;;38.0
Uithuizermeeden-G0044;42;;23.0;654;254.0;761.0;752.0;21.0;19.0;18.0;40;365.0;6.0;9.0;;3.0;;;;97.0
Ulestraten-G0979;15;;756.0;34;15.0;1.0;1.0;7.0;3.0;;41;1.0;3.0;2.0;2.0;1.0;;;;23.0
Ulrum-G0045;33;;27.0;516;186.0;821.0;183.0;41.0;15.0;32.0;20;292.0;8.0;2.0;3.0;4.0;;;;77.0
Urk-G0184;16;;5.0;53;13.0;1489.0;206.0;9.0;5.0;658.0;10;163.0;1.0;1.0;1.0;3.0;;;;264.0
Urmond-G0980;110;;1537.0;221;22.0;14.0;23.0;1.0;10.0;1.0;39;1.0;9.0;1.0;7.0;3.0;;;;63.0
Ursem-G0452;1;;654.0;95;11.0;;9.0;7.0;9.0;;64;2.0;;1.0;1.0;1.0;;;;13.0
Usquert-G0046;14;;22.0;688;165.0;39.0;50.0;17.0;8.0;4.0;13;10.0;;3.0;;3.0;;;;50.0
Utingeradeel-G0095;41;;33.0;1448;400.0;308.0;436.0;208.0;16.0;41.0;59;3.0;8.0;2.0;2.0;6.0;;;;117.0
Utrecht-G0344;3405;;40205.0;50051;15327.0;11559.0;10046.0;4891.0;2708.0;1616.0;1650;640.0;914.0;617.0;478.0;364.0;84.0;;;6983.0
Vaals-G0981;393;;3651.0;451;75.0;10.0;55.0;27.0;182.0;11.0;173;4.0;44.0;7.0;16.0;10.0;;;;273.0
Valburg-G0283;48;;1551.0;779;203.0;410.0;693.0;21.0;27.0;327.0;180;6.0;5.0;5.0;7.0;3.0;6.0;;;198.0
Valkenburg (ZH)-G0619;15;;83.0;137;119.0;212.0;308.0;16.0;7.0;67.0;17;34.0;2.0;2.0;;;1.0;;;42.0
Valkenburg-Houthem-G0982;248;;5033.0;478;272.0;40.0;54.0;22.0;38.0;4.0;259;5.0;116.0;16.0;18.0;13.0;;;;80.0
Valkenswaard-G0858;379;;7109.0;1351;338.0;96.0;83.0;127.0;24.0;20.0;190;9.0;70.0;14.0;42.0;23.0;;;;320.0
Varik-G0284;6;;150.0;307;29.0;10.0;141.0;7.0;1.0;23.0;38;1.0;2.0;1.0;2.0;;;;;25.0
Veen-G0859;20;;2.0;129;15.0;71.0;138.0;3.0;5.0;229.0;26;5.0;2.0;2.0;1.0;;;;;90.0
Veendam-G0047;368;;637.0;5062;1325.0;784.0;762.0;310.0;308.0;22.0;156;73.0;28.0;25.0;4.0;35.0;;;;497.0
Veenendaal-G0345;265;;592.0;3214;613.0;2757.0;3597.0;119.0;69.0;1620.0;215;62.0;54.0;25.0;16.0;11.0;7.0;;;478.0
Veere-G0717;18;;10.0;118;56.0;204.0;98.0;4.0;5.0;74.0;6;16.0;;4.0;1.0;;;;;18.0
Veghel-G0860;154;;6108.0;417;125.0;40.0;37.0;36.0;18.0;3.0;117;2.0;39.0;9.0;24.0;14.0;;;;181.0
Veldhoven-G0861;242;;7444.0;1083;472.0;230.0;226.0;83.0;35.0;9.0;108;6.0;55.0;6.0;29.0;4.0;;;;230.0
Velsen-G0453;762;;8182.0;11781;4243.0;3187.0;2544.0;2190.0;1556.0;255.0;664;167.0;287.0;105.0;158.0;59.0;;25.0;;1799.0
Venhuizen-G0454;31;;1050.0;416;165.0;24.0;32.0;88.0;15.0;5.0;37;;4.0;1.0;3.0;;;;;37.0
Venlo-G0983;1288;;22223.0;3372;924.0;296.0;232.0;104.0;190.0;28.0;346;23.0;200.0;79.0;94.0;72.0;;;;1162.0
Venray-G0984;201;;8780.0;387;84.0;42.0;27.0;25.0;15.0;6.0;171;4.0;48.0;8.0;13.0;13.0;;;;1574.0
Vessem, Wintelre en Knegsel-G0862;12;;1282.0;42;46.0;5.0;11.0;7.0;;;23;;5.0;4.0;1.0;;;;;28.0
Vianen-G0620;43;;669.0;881;186.0;334.0;427.0;58.0;11.0;162.0;52;14.0;8.0;8.0;2.0;2.0;2.0;;;137.0
