RegioNaam;@invalid;@blank;KVP;PvdA;ARP;CHU;VVD;Communistische Partij van Nederland;SGP;Overig;Lijst Welter;@abs
Goes-G0664;0;;1070.0;2007;1019.0;1532.0;592.0;78.0;260.0;241.0;62.0;565.0
Goirle-G0785;0;;2734.0;178;19.0;13.0;19.0;28.0;;29.0;95.0;292.0
Goor-G0156;0;;703.0;1462;116.0;149.0;287.0;251.0;4.0;3.0;14.0;107.0
Gorinchem-G0512;0;;954.0;3665;1551.0;423.0;1208.0;380.0;148.0;42.0;53.0;781.0
Gorssel-G0239;0;;366.0;1908;1044.0;1213.0;1020.0;254.0;18.0;62.0;27.0;236.0
Gouda-G0513;0;;4264.0;6547;3114.0;1120.0;1986.0;1551.0;736.0;204.0;180.0;1736.0
Gouderak-G0514;0;;25.0;328;320.0;40.0;159.0;5.0;180.0;6.0;;102.0
Goudriaan-G0515;0;;;32;187.0;18.0;67.0;1.0;42.0;;;18.0
Goudswaard-G0516;0;;2.0;110;142.0;52.0;84.0;3.0;325.0;7.0;;72.0
Graauw en Langendam-G0665;0;;826.0;18;11.0;3.0;6.0;1.0;1.0;2.0;18.0;184.0
Graft-G0389;0;;181.0;246;18.0;20.0;58.0;121.0;1.0;4.0;;26.0
Gramsbergen-G0157;0;;68.0;651;785.0;775.0;157.0;8.0;10.0;14.0;1.0;198.0
Grathem-G0909;0;;820.0;15;2.0;;1.0;3.0;;2.0;13.0;28.0
Grave-G0786;0;;1852.0;91;39.0;24.0;42.0;14.0;4.0;5.0;37.0;246.0
Grevenbicht-G0910;0;;843.0;106;4.0;39.0;2.0;21.0;;4.0;14.0;124.0
Grijpskerk-G0016;0;;9.0;306;1280.0;160.0;249.0;9.0;1.0;16.0;1.0;101.0
Grijpskerke-G1067;0;;6.0;27;290.0;107.0;;1.0;58.0;7.0;;5.0
Groede-G0667;0;;219.0;535;135.0;136.0;318.0;18.0;10.0;46.0;5.0;162.0
Groenlo-G0240;0;;2059.0;286;23.0;62.0;80.0;12.0;1.0;4.0;15.0;68.0
Groesbeek-G0241;0;;4333.0;481;100.0;175.0;89.0;67.0;5.0;46.0;89.0;101.0
Groningen-G0014;0;;5966.0;24639;11443.0;6813.0;8107.0;8634.0;194.0;2741.0;462.0;9681.0
Gronsveld-G0911;0;;1048.0;11;1.0;;1.0;3.0;;2.0;24.0;
Groot-Ammers-G0520;0;;6.0;146;331.0;40.0;155.0;;190.0;1.0;;99.0
Grootebroek-G0391;0;;1937.0;174;10.0;4.0;30.0;68.0;1.0;1.0;13.0;51.0
Grootegast-G0015;0;;12.0;688;2471.0;467.0;191.0;123.0;20.0;28.0;6.0;389.0
Grubbenvorst-G0912;0;;1463.0;13;4.0;;2.0;2.0;;3.0;16.0;48.0
Gulpen-G0913;0;;1501.0;57;5.0;4.0;16.0;19.0;1.0;10.0;47.0;144.0
Haaften-G0242;0;;8.0;628;255.0;308.0;38.0;3.0;236.0;12.0;;127.0
Haaksbergen-G0158;0;;3789.0;938;87.0;65.0;477.0;79.0;9.0;15.0;26.0;252.0
Haamstede-G1068;0;;16.0;270;223.0;260.0;198.0;10.0;55.0;11.0;2.0;
Haaren-G0788;0;;1202.0;31;6.0;2.0;1.0;1.0;3.0;1.0;11.0;58.0
Haarlem-G0392;0;;22830.0;27718;7963.0;3790.0;8209.0;9329.0;265.0;2204.0;1844.0;10599.0
Haarlemmerliede en Spaarnwoude-G0393;0;;998.0;223;175.0;98.0;153.0;123.0;17.0;18.0;23.0;138.0
Haarlemmermeer-G0394;0;;4163.0;3588;4132.0;3059.0;927.0;1319.0;324.0;223.0;218.0;1306.0
Haarzuilens-G1069;0;;226.0;4;13.0;9.0;2.0;;4.0;;5.0;
Haastrecht-G0521;0;;506.0;250;208.0;70.0;128.0;22.0;65.0;7.0;5.0;90.0
Haelen-G0914;0;;1381.0;29;1.0;;;9.0;1.0;;37.0;49.0
Hagestein-G0522;0;;147.0;30;54.0;84.0;46.0;1.0;72.0;1.0;4.0;48.0
Halsteren-G0789;0;;2733.0;405;110.0;74.0;92.0;39.0;7.0;30.0;51.0;413.0
Haps-G0790;0;;847.0;7;;;;1.0;;1.0;6.0;18.0
Hardenberg-G0160;0;;1052.0;2209;3621.0;1970.0;478.0;66.0;18.0;27.0;7.0;560.0
Harderwijk-G0243;0;;292.0;831;1613.0;2303.0;252.0;114.0;639.0;30.0;16.0;69.0
Hardinxveld-G1070;0;;22.0;1276;724.0;145.0;279.0;135.0;992.0;32.0;1.0;738.0
Haren-G0017;0;;118.0;1618;1481.0;1117.0;1351.0;251.0;14.0;271.0;44.0;784.0
Harenkarspel-G0395;0;;1138.0;323;109.0;3.0;85.0;83.0;;5.0;;106.0
Harlingen-G0072;0;;844.0;1993;873.0;1031.0;428.0;532.0;9.0;73.0;14.0;155.0
Harmelen-G0318;0;;559.0;77;321.0;209.0;11.0;4.0;72.0;9.0;42.0;66.0
Haskerland-G0073;0;;591.0;1895;719.0;1387.0;313.0;213.0;19.0;112.0;10.0;795.0
Hasselt-G0161;0;;55.0;235;503.0;289.0;55.0;7.0;62.0;1.0;;83.0
Hattem-G0244;0;;55.0;1123;668.0;677.0;273.0;162.0;28.0;20.0;8.0;188.0
Havelte-G0117;0;;42.0;1282;119.0;165.0;464.0;24.0;3.0;40.0;1.0;191.0
Hazerswoude-G0524;0;;1001.0;83;723.0;525.0;59.0;16.0;141.0;3.0;12.0;157.0
Hedel-G0245;0;;385.0;81;157.0;67.0;11.0;10.0;161.0;7.0;2.0;69.0
Heel en Panheel-G0915;0;;1357.0;15;3.0;;4.0;6.0;;2.0;10.0;28.0
Heemskerk-G0396;0;;2078.0;243;41.0;100.0;61.0;116.0;5.0;17.0;4.0;85.0
Heemstede-G0397;0;;3495.0;1962;1788.0;772.0;2704.0;376.0;37.0;407.0;735.0;1573.0
Heenvliet-G0525;0;;3.0;174;83.0;32.0;226.0;127.0;11.0;8.0;;83.0
Heer-G0916;0;;2139.0;567;19.0;3.0;36.0;67.0;1.0;25.0;114.0;395.0
Heerde-G0246;0;;49.0;1931;1211.0;1860.0;525.0;47.0;82.0;35.0;8.0;495.0
Heerenveen-G0074;0;;431.0;4628;1689.0;1163.0;1380.0;2360.0;20.0;425.0;21.0;1686.0
Heerewaarden-G0247;0;;11.0;348;18.0;17.0;107.0;8.0;6.0;1.0;;71.0
Heerhugowaard-G0398;0;;1853.0;462;204.0;42.0;93.0;64.0;1.0;8.0;15.0;115.0
Heerjansdam-G0526;0;;4.0;189;187.0;217.0;56.0;23.0;43.0;1.0;;65.0
Heerlen-G0917;0;;17831.0;3612;542.0;502.0;314.0;2094.0;27.0;228.0;997.0;2247.0
Heesch-G0791;0;;1621.0;55;4.0;16.0;10.0;5.0;;4.0;6.0;123.0
Heeswijk-G1072;0;;941.0;5;;;1.0;2.0;;;7.0;30.0
Heeze-G0793;0;;1727.0;83;17.0;67.0;17.0;5.0;2.0;3.0;20.0;44.0
Hei- en Boeicop-G0527;0;;2.0;23;136.0;34.0;32.0;1.0;157.0;2.0;;36.0
Heiloo-G0399;0;;2264.0;1424;289.0;156.0;566.0;319.0;8.0;56.0;56.0;350.0
Heinenoord-G0528;0;;12.0;279;314.0;202.0;137.0;14.0;160.0;12.0;1.0;128.0
Heinkenszand-G0672;0;;521.0;77;155.0;248.0;40.0;2.0;54.0;10.0;22.0;74.0
Heino-G0162;0;;836.0;263;115.0;431.0;62.0;7.0;3.0;7.0;6.0;80.0
Hekelingen-G1074;0;;2.0;279;94.0;22.0;130.0;13.0;18.0;7.0;1.0;44.0
Hekendorp-G1075;0;;109.0;32;67.0;81.0;27.0;1.0;43.0;1.0;1.0;34.0
Helden-G0918;0;;3836.0;24;2.0;7.0;11.0;1.0;2.0;4.0;41.0;103.0
Hellendoorn-G0163;0;;1962.0;1754;2010.0;2811.0;401.0;137.0;119.0;50.0;13.0;250.0
Hellevoetsluis-G0530;0;;37.0;272;58.0;56.0;112.0;10.0;9.0;5.0;;19.0
Helmond-G0794;0;;12536.0;1970;158.0;119.0;203.0;746.0;10.0;110.0;212.0;1450.0
Helvoirt-G0795;0;;1133.0;54;3.0;33.0;6.0;;1.0;3.0;45.0;87.0
Hemelumer Oldeferd-G0075;0;;99.0;499;606.0;1414.0;65.0;23.0;34.0;34.0;;249.0
Hemmen-G1076;0;;8.0;13;23.0;41.0;7.0;;31.0;1.0;;4.0
Hendrik-Ido-Ambacht-G0531;0;;19.0;749;692.0;408.0;251.0;40.0;667.0;9.0;;200.0
Hengelo-G0248;0;;996.0;515;684.0;414.0;176.0;24.0;53.0;15.0;5.0;188.0
Hengelo-G0164;0;;8677.0;8571;1475.0;1283.0;2232.0;2569.0;60.0;138.0;125.0;1951.0
Hennaarderadeel-G0076;0;;120.0;644;536.0;1058.0;159.0;18.0;21.0;23.0;;190.0
Hensbroek-G0401;0;;273.0;153;9.0;8.0;21.0;42.0;2.0;1.0;1.0;34.0
Herkingen-G1078;0;;4.0;26;195.0;24.0;17.0;2.0;229.0;2.0;;70.0
Herten-G0919;0;;816.0;14;4.0;5.0;4.0;6.0;;;19.0;48.0
Herwen en Aerdt-G0249;0;;2102.0;293;88.0;188.0;50.0;8.0;7.0;15.0;42.0;236.0
Herwijnen-G0250;0;;6.0;299;298.0;217.0;66.0;3.0;78.0;1.0;;87.0
Het Bildt-G0063;0;;21.0;1557;1650.0;777.0;426.0;417.0;3.0;136.0;3.0;464.0
Heteren-G0251;0;;1195.0;178;266.0;310.0;51.0;37.0;272.0;7.0;11.0;
Heukelum-G0533;0;;9.0;408;227.0;142.0;148.0;8.0;23.0;3.0;1.0;71.0
Heumen-G0252;0;;1235.0;48;14.0;22.0;16.0;3.0;1.0;5.0;15.0;76.0
Heusden-G0797;0;;929.0;200;114.0;175.0;46.0;10.0;52.0;6.0;20.0;108.0
Heythuysen-G0920;0;;1467.0;13;4.0;5.0;3.0;2.0;1.0;3.0;23.0;42.0
Hillegom-G0534;0;;3322.0;938;694.0;908.0;269.0;82.0;70.0;31.0;219.0;331.0
Hilvarenbeek-G0798;0;;2021.0;246;27.0;40.0;74.0;30.0;1.0;13.0;21.0;120.0
Hilversum-G0402;0;;9423.0;11608;8168.0;3876.0;5764.0;3998.0;734.0;944.0;754.0;5349.0
Hindeloopen-G0077;0;;13.0;236;84.0;145.0;9.0;21.0;1.0;9.0;1.0;41.0
Hoedekenskerke-G0673;0;;406.0;52;55.0;165.0;25.0;14.0;102.0;3.0;33.0;10.0
Hoek-G0674;0;;42.0;374;243.0;333.0;232.0;13.0;302.0;15.0;2.0;159.0
Hoenkoop-G0319;0;;135.0;14;68.0;39.0;11.0;;21.0;1.0;3.0;11.0
Hoensbroek-G0921;0;;4609.0;983;106.0;116.0;21.0;834.0;4.0;36.0;144.0;689.0
Hoevelaken-G0253;0;;50.0;182;119.0;294.0;29.0;4.0;206.0;10.0;1.0;60.0
Hoeven-G0799;0;;2060.0;124;18.0;8.0;5.0;19.0;1.0;9.0;21.0;203.0
Holten-G0165;0;;70.0;639;443.0;1188.0;388.0;38.0;16.0;25.0;12.0;50.0
Hontenisse-G0675;0;;2455.0;93;33.0;95.0;35.0;12.0;14.0;21.0;66.0;428.0
Hoofdplaat-G0676;0;;523.0;17;17.0;53.0;2.0;5.0;8.0;9.0;10.0;37.0
Hoogblokland-G0535;0;;4.0;140;170.0;10.0;131.0;1.0;26.0;2.0;;32.0
Hooge en Lage Mierde-G0801;0;;1131.0;24;10.0;7.0;4.0;1.0;1.0;1.0;4.0;35.0
Hooge en Lage Zwaluwe-G0802;0;;1105.0;185;154.0;780.0;51.0;15.0;24.0;6.0;2.0;131.0
Hoogeloon, Hapert en Casteren-G0800;0;;1439.0;18;1.0;42.0;1.0;1.0;;;4.0;28.0
Hoogeveen-G0118;0;;92.0;1724;4029.0;1999.0;398.0;397.0;167.0;45.0;15.0;1295.0
Hoogezand-G1083;0;;544.0;2995;608.0;332.0;906.0;1182.0;12.0;278.0;21.0;874.0
Hoogkarspel-G0403;0;;832.0;257;16.0;7.0;66.0;22.0;;2.0;;77.0
Hoogkerk-G1084;0;;55.0;776;829.0;339.0;159.0;161.0;3.0;59.0;4.0;206.0
Hoogland-G0320;0;;1449.0;69;92.0;210.0;25.0;16.0;65.0;11.0;12.0;83.0
Hoogwoud-G0404;0;;611.0;338;28.0;8.0;165.0;87.0;1.0;8.0;1.0;98.0
Hoorn-G0405;0;;2513.0;2569;437.0;221.0;767.0;669.0;19.0;79.0;53.0;697.0
Hoornaar-G0536;0;;;103;203.0;8.0;84.0;4.0;21.0;1.0;;35.0
Horn-G0922;0;;1191.0;20;2.0;2.0;2.0;10.0;1.0;11.0;21.0;
Horssen-G0254;0;;475.0;8;1.0;58.0;2.0;;1.0;1.0;3.0;32.0
Horst-G0923;0;;4240.0;46;3.0;4.0;3.0;19.0;;4.0;98.0;142.0
Houten-G0321;0;;881.0;83;144.0;66.0;25.0;11.0;126.0;8.0;41.0;71.0
Huijbergen-G0803;0;;376.0;11;5.0;;1.0;7.0;1.0;;4.0;7.0
Huissen-G0255;0;;2857.0;100;26.0;117.0;19.0;9.0;2.0;8.0;50.0;124.0
Huizen-G0406;0;;108.0;1032;2458.0;1208.0;386.0;146.0;474.0;112.0;30.0;591.0
Hulsberg-G0924;0;;862.0;36;5.0;2.0;2.0;22.0;;4.0;23.0;69.0
Hulst-G0677;0;;1683.0;140;21.0;53.0;47.0;27.0;7.0;36.0;193.0;230.0
Hummelo en Keppel-G0256;0;;354.0;659;348.0;229.0;313.0;32.0;13.0;25.0;5.0;75.0
Hunsel-G0925;0;;1353.0;8;5.0;3.0;1.0;1.0;;2.0;12.0;48.0
Hurwenen-G1089;0;;104.0;95;25.0;54.0;11.0;6.0;10.0;;4.0;23.0
Idaarderadeel-G0078;0;;225.0;2382;270.0;165.0;355.0;317.0;4.0;120.0;5.0;51.0
IJlst-G0102;0;;8.0;197;259.0;265.0;21.0;7.0;1.0;8.0;1.0;49.0
IJsselmuiden-G0191;0;;416.0;302;767.0;730.0;100.0;7.0;1111.0;5.0;9.0;270.0
IJsselstein-G0353;0;;1400.0;254;213.0;397.0;27.0;10.0;245.0;13.0;20.0;169.0
IJzendijke-G0730;0;;836.0;254;124.0;53.0;87.0;33.0;11.0;23.0;57.0;103.0
Ilpendam-G0407;0;;278.0;414;112.0;129.0;75.0;276.0;8.0;24.0;1.0;72.0
Itteren-G0926;0;;281.0;11;;;;;;1.0;7.0;25.0
Jabeek-G0927;0;;297.0;11;1.0;1.0;;1.0;;3.0;3.0;9.0
Jisp-G0408;0;;29.0;197;12.0;8.0;72.0;94.0;1.0;4.0;;40.0
Jutphaas-G0322;0;;1864.0;1574;737.0;456.0;131.0;228.0;157.0;93.0;73.0;459.0
Kamerik-G0323;0;;356.0;40;205.0;241.0;8.0;;192.0;1.0;21.0;91.0
Kampen-G0166;0;;1171.0;2820;3288.0;2596.0;443.0;138.0;1353.0;81.0;31.0;1187.0
Kantens-G0020;0;;21.0;471;366.0;165.0;192.0;30.0;2.0;28.0;2.0;77.0
Kapelle-G0678;0;;39.0;428;457.0;801.0;265.0;16.0;244.0;26.0;15.0;104.0
Kattendijke-G0679;0;;3.0;315;54.0;209.0;48.0;3.0;21.0;14.0;2.0;38.0
Katwijk-G0537;0;;543.0;1040;1566.0;5229.0;234.0;57.0;731.0;30.0;50.0;594.0
Katwoude-G0409;0;;18.0;33;25.0;42.0;19.0;3.0;;4.0;;2.0
Kedichem-G0538;0;;11.0;233;140.0;25.0;185.0;11.0;16.0;6.0;;56.0
Kerkrade-G0928;0;;13382.0;1681;133.0;177.0;82.0;1487.0;16.0;73.0;451.0;2034.0
Kerkwerve-G1095;0;;4.0;92;166.0;84.0;37.0;7.0;36.0;2.0;;21.0
Kerkwijk-G0257;0;;7.0;171;385.0;58.0;14.0;3.0;82.0;3.0;;68.0
Kessel-G0929;0;;975.0;6;;2.0;3.0;1.0;;2.0;13.0;56.0
Kesteren-G0258;0;;27.0;621;742.0;86.0;98.0;31.0;823.0;11.0;;174.0
Klaaswaal-G0539;0;;10.0;393;254.0;203.0;174.0;19.0;143.0;22.0;;129.0
Klimmen-G0930;0;;1073.0;19;3.0;2.0;2.0;10.0;;3.0;28.0;81.0
Kloetinge-G0680;0;;56.0;255;153.0;398.0;92.0;3.0;60.0;30.0;9.0;86.0
Kloosterburen-G0021;0;;498.0;274;306.0;11.0;97.0;7.0;3.0;38.0;17.0;85.0
Klundert-G0804;0;;765.0;100;841.0;489.0;36.0;51.0;117.0;12.0;15.0;56.0
Kockengen-G0324;0;;254.0;13;196.0;80.0;14.0;2.0;154.0;1.0;10.0;23.0
Koedijk-G0410;0;;322.0;430;63.0;33.0;123.0;121.0;4.0;26.0;6.0;77.0
Koewacht-G0681;0;;926.0;94;14.0;7.0;20.0;8.0;1.0;14.0;50.0;159.0
Kollumerland en Nieuwkruisland-G0079;0;;17.0;655;2453.0;1500.0;258.0;61.0;131.0;15.0;4.0;436.0
Koog aan de Zaan-G0411;0;;416.0;1522;404.0;99.0;363.0;1092.0;26.0;55.0;14.0;406.0
Kortenhoef-G1097;0;;262.0;246;146.0;260.0;57.0;45.0;98.0;16.0;18.0;102.0
Kortgene-G0682;0;;10.0;845;358.0;537.0;249.0;14.0;162.0;58.0;3.0;267.0
Koudekerk aan den Rijn-G0540;0;;91.0;81;314.0;327.0;24.0;2.0;25.0;4.0;1.0;82.0
Koudekerke-G1098;0;;51.0;289;513.0;439.0;49.0;70.0;83.0;33.0;11.0;
Krabbendijke-G0684;0;;6.0;212;230.0;349.0;61.0;4.0;549.0;19.0;2.0;189.0
Krimpen aan de Lek-G0541;0;;15.0;810;501.0;67.0;209.0;97.0;154.0;11.0;4.0;178.0
Krimpen aan den IJssel-G0542;0;;33.0;1358;400.0;365.0;238.0;177.0;673.0;10.0;1.0;351.0
Krommenie-G0413;0;;930.0;991;314.0;72.0;178.0;1231.0;4.0;28.0;2.0;249.0
Kruiningen-G0685;0;;389.0;655;294.0;448.0;368.0;18.0;328.0;35.0;13.0;217.0
Kuinre-G0167;0;;52.0;199;44.0;126.0;15.0;11.0;;1.0;;35.0
Kwadijk-G0414;0;;9.0;145;10.0;10.0;76.0;16.0;;3.0;2.0;16.0
Landsmeer-G0415;0;;107.0;725;413.0;192.0;173.0;492.0;16.0;67.0;6.0;207.0
Langbroek-G0325;0;;141.0;100;218.0;132.0;11.0;8.0;173.0;;2.0;40.0
Lange Ruige Weide-G1101;0;;15.0;10;165.0;100.0;10.0;1.0;86.0;;;37.0
Langedijk-G0416;0;;1252.0;1300;819.0;324.0;333.0;333.0;22.0;22.0;6.0;314.0
Langerak-G0543;0;;2.0;72;221.0;20.0;61.0;1.0;121.0;1.0;;47.0
Laren-G0417;0;;2429.0;808;642.0;299.0;728.0;389.0;36.0;143.0;154.0;609.0
Laren (Gld.)-G0259;0;;77.0;915;401.0;685.0;1446.0;66.0;7.0;35.0;7.0;286.0
Leek-G0022;0;;31.0;1477;1545.0;414.0;621.0;142.0;8.0;86.0;7.0;444.0
Leende-G0805;0;;1081.0;25;11.0;6.0;4.0;5.0;;1.0;18.0;55.0
Leens-G0023;0;;215.0;581;883.0;60.0;328.0;44.0;2.0;90.0;8.0;165.0
Leerbroek-G0544;0;;1.0;25;184.0;62.0;24.0;2.0;142.0;;;90.0
Leerdam-G0545;0;;221.0;1565;1660.0;601.0;325.0;169.0;593.0;38.0;8.0;340.0
Leersum-G0326;0;;26.0;427;362.0;309.0;214.0;34.0;191.0;32.0;5.0;67.0
Leeuwarden-G0080;0;;4155.0;16980;7168.0;3638.0;3544.0;2933.0;130.0;2005.0;94.0;5085.0
Leeuwarderadeel-G0081;0;;19.0;1362;694.0;174.0;320.0;84.0;;80.0;3.0;282.0
Leiden-G0546;0;;9620.0;16283;5117.0;6275.0;3223.0;3868.0;491.0;810.0;545.0;4699.0
Leiderdorp-G0547;0;;332.0;350;754.0;521.0;94.0;27.0;65.0;8.0;5.0;183.0
Leidschendam-G0548;0;;3075.0;496;388.0;519.0;289.0;83.0;30.0;73.0;117.0;304.0
Leimuiden-G0549;0;;552.0;81;244.0;171.0;32.0;6.0;15.0;3.0;1.0;55.0
Lekkerkerk-G0550;0;;15.0;1152;387.0;79.0;644.0;73.0;342.0;28.0;;211.0
Lemsterland-G0082;0;;288.0;1201;909.0;1031.0;121.0;533.0;76.0;65.0;7.0;294.0
Leusden-G0327;0;;496.0;291;287.0;304.0;99.0;11.0;143.0;23.0;11.0;22.0
Lexmond-G0551;0;;3.0;225;358.0;163.0;75.0;7.0;139.0;1.0;1.0;90.0
Lichtenvoorde-G0260;0;;3676.0;232;103.0;273.0;29.0;2.0;;2.0;66.0;168.0
Liempde-G0806;0;;1030.0;20;2.0;;;4.0;1.0;;7.0;42.0
Lienden-G0261;0;;38.0;1028;453.0;356.0;216.0;21.0;392.0;27.0;3.0;299.0
Lieshout-G0807;0;;1334.0;44;4.0;8.0;2.0;1.0;;;4.0;74.0
Limbricht-G0931;0;;1174.0;29;1.0;;2.0;5.0;;;31.0;67.0
Limmen-G0418;0;;1181.0;71;15.0;6.0;54.0;77.0;;4.0;30.0;52.0
Linne-G0932;0;;954.0;26;2.0;4.0;2.0;3.0;;5.0;25.0;48.0
Linschoten-G0328;0;;258.0;40;191.0;187.0;44.0;14.0;217.0;7.0;10.0;98.0
Lisse-G0553;0;;2759.0;437;645.0;702.0;136.0;29.0;344.0;15.0;125.0;278.0
Lith-G0808;0;;1450.0;59;13.0;21.0;9.0;3.0;;2.0;12.0;114.0
Lochem-G0262;0;;251.0;1397;265.0;334.0;844.0;573.0;9.0;99.0;32.0;178.0
Loenen-G0329;0;;202.0;118;196.0;208.0;79.0;17.0;80.0;15.0;13.0;41.0
Loenersloot-G1105;0;;80.0;20;75.0;72.0;5.0;3.0;37.0;3.0;;27.0
Loon op Zand-G0809;0;;5429.0;159;78.0;85.0;24.0;19.0;181.0;14.0;38.0;265.0
Loosdrecht-G0330;0;;149.0;362;586.0;502.0;245.0;146.0;233.0;20.0;14.0;136.0
Lopik-G0331;0;;518.0;347;548.0;308.0;45.0;25.0;358.0;15.0;5.0;166.0
Loppersum-G0024;0;;6.0;484;977.0;186.0;288.0;34.0;1.0;107.0;3.0;147.0
Losser-G0168;0;;6684.0;830;125.0;650.0;201.0;591.0;2.0;22.0;39.0;348.0
Luyksgestel-G0810;0;;623.0;7;5.0;5.0;2.0;1.0;;;;39.0
Maarheeze-G0811;0;;1592.0;26;7.0;5.0;3.0;4.0;2.0;3.0;23.0;82.0
Maarn-G0332;0;;106.0;367;187.0;302.0;130.0;45.0;139.0;23.0;17.0;2.0
Maarssen-G0333;0;;627.0;536;442.0;371.0;96.0;126.0;82.0;42.0;41.0;261.0
Maarsseveen-G1108;0;;226.0;194;246.0;360.0;32.0;52.0;46.0;17.0;13.0;120.0
Maartensdijk-G0334;0;;1034.0;1400;1306.0;730.0;801.0;189.0;400.0;120.0;233.0;810.0
Maasbracht-G0933;0;;1167.0;22;20.0;7.0;7.0;13.0;1.0;4.0;19.0;200.0
Maasbree-G0934;0;;2547.0;4;8.0;;1.0;3.0;;4.0;67.0;145.0
Maasdam-G0554;0;;3.0;306;224.0;161.0;165.0;10.0;86.0;4.0;;73.0
Maasdriel-G0263;0;;1864.0;72;45.0;173.0;9.0;7.0;32.0;5.0;7.0;127.0
Maasland-G0555;0;;299.0;57;671.0;627.0;32.0;4.0;23.0;1.0;4.0;59.0
Maasniel-G1110;0;;2346.0;150;20.0;26.0;20.0;17.0;4.0;14.0;54.0;221.0
Maassluis-G0556;0;;374.0;1739;1880.0;1170.0;146.0;67.0;82.0;39.0;15.0;481.0
Maastricht-G0935;0;;22936.0;7670;345.0;161.0;568.0;1902.0;59.0;826.0;2041.0;4374.0
Made en Drimmelen-G0812;0;;2341.0;164;95.0;110.0;56.0;15.0;2.0;23.0;18.0;307.0
Margraten-G0936;0;;693.0;9;2.0;;2.0;3.0;;6.0;19.0;40.0
Markelo-G0169;0;;190.0;1023;690.0;488.0;744.0;68.0;25.0;31.0;3.0;316.0
Marken-G0419;0;;1.0;39;257.0;423.0;12.0;2.0;2.0;7.0;;125.0
Marum-G0025;0;;23.0;1232;1181.0;194.0;522.0;275.0;7.0;129.0;6.0;342.0
Maurik-G0264;0;;144.0;1016;421.0;359.0;304.0;40.0;87.0;10.0;6.0;258.0
Medemblik-G0420;0;;983.0;527;287.0;171.0;113.0;188.0;15.0;21.0;10.0;165.0
Meeden-G0026;0;;8.0;414;301.0;39.0;141.0;120.0;3.0;47.0;;101.0
Meerkerk-G0557;0;;6.0;312;408.0;61.0;193.0;11.0;85.0;4.0;1.0;77.0
Meerlo-G0937;0;;1362.0;12;3.0;;2.0;1.0;;2.0;10.0;31.0
Meerssen-G0938;0;;2982.0;205;23.0;8.0;29.0;37.0;;9.0;134.0;192.0
Megen, Haren en Macharen-G0813;0;;994.0;14;4.0;;1.0;1.0;;2.0;8.0;53.0
Meijel-G0941;0;;1345.0;6;;;;2.0;1.0;;17.0;25.0
Melick en Herkenbosch-G0939;0;;1129.0;30;6.0;4.0;1.0;3.0;;2.0;21.0;104.0
Meliskerke-G1112;0;;1.0;6;123.0;23.0;;;185.0;2.0;;37.0
Melissant-G1113;0;;30.0;220;306.0;127.0;34.0;2.0;285.0;7.0;;151.0
Menaldumadeel-G0083;0;;272.0;2583;1424.0;856.0;457.0;281.0;11.0;220.0;14.0;467.0
Meppel-G0119;0;;249.0;3169;1449.0;1846.0;919.0;236.0;65.0;84.0;19.0;815.0
Merkelbeek-G0940;0;;728.0;15;1.0;;;11.0;1.0;1.0;8.0;48.0
Mheer-G0942;0;;466.0;9;1.0;4.0;7.0;2.0;;3.0;8.0;30.0
Middelburg-G0687;0;;854.0;4521;2566.0;1652.0;936.0;356.0;763.0;446.0;59.0;760.0
Middelharnis-G0559;0;;111.0;678;780.0;138.0;363.0;22.0;597.0;23.0;12.0;319.0
Middelie-G0421;0;;3.0;218;5.0;5.0;62.0;16.0;;7.0;;23.0
Middelstum-G0027;0;;3.0;327;840.0;133.0;121.0;39.0;4.0;24.0;2.0;99.0
Midwolda-G0028;0;;15.0;626;753.0;688.0;214.0;171.0;12.0;38.0;3.0;204.0
Midwoud-G0422;0;;39.0;388;11.0;6.0;151.0;66.0;;11.0;2.0;48.0
Mierlo-G0814;0;;2895.0;174;12.0;8.0;17.0;43.0;2.0;9.0;9.0;202.0
Mijdrecht-G0336;0;;986.0;269;511.0;486.0;54.0;21.0;79.0;12.0;34.0;141.0
Mijnsheerenland-G0564;0;;6.0;194;425.0;192.0;160.0;2.0;84.0;3.0;;68.0
Mill en Sint Hubert-G0815;0;;2808.0;43;11.0;4.0;4.0;8.0;;2.0;23.0;160.0
Millingen aan de Rijn-G0265;0;;1448.0;153;4.0;7.0;10.0;23.0;2.0;6.0;30.0;246.0
Moergestel-G0816;0;;1371.0;38;1.0;;7.0;4.0;;4.0;12.0;51.0
Moerkapelle-G0560;0;;;106;223.0;40.0;31.0;;96.0;3.0;;33.0
Molenaarsgraaf-G0561;0;;;40;143.0;29.0;19.0;2.0;75.0;;1.0;38.0
Monnickendam-G0423;0;;339.0;267;204.0;422.0;142.0;107.0;2.0;31.0;7.0;89.0
Monster-G0562;0;;2706.0;605;1029.0;567.0;148.0;34.0;620.0;26.0;467.0;260.0
Montfoort-G0335;0;;763.0;48;97.0;97.0;9.0;1.0;70.0;4.0;51.0;74.0
Montfort-G0943;0;;784.0;19;2.0;;1.0;5.0;;;4.0;30.0
Mook en Middelaar-G0944;0;;907.0;53;8.0;1.0;8.0;8.0;1.0;4.0;29.0;40.0
Moordrecht-G0563;0;;160.0;515;349.0;82.0;219.0;9.0;212.0;10.0;;142.0
