RegioNaam;@invalid;@blank;RKSP;SDAP;ARP;CHU;Liberale Staatspartij (LSP);Vrijzinnig-Democratische Bond (VDB);Communistische Partij van Nederland;SGP;Revolutionair-Socialistische Partij (RSP);Plattelandersbond;Rooms-Katholieke Volkspartij (RKVP);Christelijk-Democratische Unie;HGSP;VNH;Onafhankelijk Socialistische Partij;Katholiek Democratische Bond;Algemeen Nederlandse Fascistenbond;Democratische Partij;Nationaal Verbond Plicht, Orde, Recht;Nederlandse Christelijke Arbeiderspartij;Limburgsche Federatie;Verbond van Nationalisten;Roomsch-Katholieke Arbeiderspartij (RKAP);Recht en Vrijheid;Marktkooplieden;Lijst Wolswinkel;Onafhankelijke Zakenlui;Nationaal-Socialistische Partij;Nederlandsche Fascisten Unie;Lijst Jacobs;RK Bouwvakarbeiders;Handeldrijvende Middenstand;Volkswelvaartspartij;Bond van Belastingbetalers;Lijst Eijking;Nieuwe Socialistische Partij;Lijst Engels;Hoofd- en handarbeiders;Nationaal Verbond voor Arbeidersbelangen;Lijst Bongers;Lijst De Wit;Voor Algemeen Welzijn;Zuiderzee Partij;Algemeene Nederlandse Huurdersbond;Oranjefascisten;Universeele Partij;Nationale Werkliedenpartij;Anti-crisis Partij;Proletarische Groep;Centrale Democratische Arbeiderspartij;Lijst Triesscheijn;Opbouw en Verbroedering;Algemeene Arbeidersbond;Lijst Groothuis;@abs
Beugen en Rijkevoort-G1021;1;9;962.0;2.0;2.0;3.0;1.0;;1.0;;;3.0;7.0;;;;;;;2.0;;;;2.0;;;1.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0
Beuningen-G0209;11;21;1257.0;30.0;9.0;15.0;50.0;3.0;2.0;7.0;;14.0;45.0;;;4.0;;;;3.0;;;;1.0;;;;3.0;;1.0;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;59.0
Beusichem-G0210;10;11;26.0;228.0;75.0;46.0;66.0;58.0;7.0;58.0;3.0;77.0;1.0;135.0;4.0;;2.0;1.0;4.0;4.0;;;;4.0;;;;10.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;64.0
Beverwijk-G0375;69;109;1912.0;826.0;208.0;284.0;161.0;453.0;206.0;14.0;88.0;52.0;38.0;28.0;4.0;18.0;22.0;10.0;;5.0;2.0;7.0;;3.0;;;;;8.0;4.0;6.0;;;;;;315.0;;;3.0;;;;;;;;;;;;;;;;;190.0
Bierum-G0008;6;32;;199.0;847.0;504.0;92.0;124.0;34.0;2.0;4.0;5.0;;47.0;163.0;1.0;3.0;;6.0;14.0;2.0;;;7.0;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;179.0
Biervliet-G0652;22;34;338.0;269.0;47.0;93.0;150.0;25.0;8.0;51.0;1.0;4.0;1.0;4.0;;2.0;8.0;2.0;3.0;3.0;;;;3.0;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78.0
Biggekerke-G1022;5;0;1.0;12.0;179.0;131.0;12.0;3.0;3.0;93.0;1.0;4.0;;;;3.0;1.0;1.0;;3.0;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.0
Bingelrade-G0894;2;2;231.0;2.0;;2.0;;;;2.0;;1.0;2.0;;;;;1.0;;1.0;;;7.0;1.0;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;5.0
Bladel en Netersel-G0754;1;0;1005.0;1.0;7.0;45.0;1.0;1.0;1.0;;;;5.0;;;;;1.0;1.0;1.0;;;;;;;;;;2.0;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;23.0
Blankenham-G0145;1;4;12.0;29.0;11.0;66.0;67.0;33.0;;;2.0;2.0;;12.0;;;;;;;1.0;;;;;;;1.0;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;24.0
Blaricum-G0376;11;64;556.0;116.0;105.0;90.0;231.0;98.0;56.0;14.0;12.0;3.0;50.0;2.0;7.0;56.0;28.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98.0
Bleiswijk-G0495;18;4;259.0;40.0;176.0;223.0;89.0;10.0;;102.0;;20.0;1.0;;4.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.0
Bleskensgraaf en Hofwegen-G0496;7;9;1.0;48.0;198.0;20.0;33.0;16.0;1.0;110.0;1.0;37.0;1.0;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102.0
Bloemendaal-G0377;39;116;1577.0;826.0;884.0;681.0;1601.0;509.0;42.0;8.0;12.0;7.0;44.0;82.0;45.0;218.0;9.0;9.0;;24.0;23.0;4.0;;;;;;;7.0;1.0;1.0;;;;;;10.0;;;;;;;;;;;;;;;;;;;;474.0
Blokker-G0378;4;11;807.0;87.0;13.0;11.0;112.0;97.0;7.0;;4.0;114.0;4.0;3.0;;;2.0;2.0;;5.0;2.0;;;;;;;;;;;;;;;;1.0;;;;;;1.0;;;;;;;;;;;;;;44.0
Blokzijl-G0146;4;7;;94.0;143.0;104.0;22.0;58.0;;17.0;;1.0;1.0;38.0;6.0;;1.0;1.0;;3.0;1.0;;;;;1.0;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;34.0
Bocholtz-G0895;51;65;792.0;88.0;8.0;3.0;3.0;5.0;20.0;7.0;2.0;3.0;32.0;1.0;;2.0;2.0;84.0;3.0;4.0;2.0;;87.0;;;;;;;;;10.0;;;;;;;;;;1.0;;;;;;;;;;;;;;;39.0
Bodegraven-G0497;19;47;593.0;161.0;1124.0;407.0;144.0;41.0;13.0;253.0;8.0;98.0;10.0;14.0;18.0;9.0;25.0;1.0;64.0;1.0;2.0;;;1.0;1.0;3.0;;1.0;;;;;;;;1.0;;;;1.0;;;;;;;;;;;;;;;;;164.0
Boekel-G0755;5;6;1405.0;3.0;1.0;1.0;1.0;;2.0;;1.0;2.0;6.0;;;;1.0;5.0;;;;1.0;;;;;5.0;;;9.0;;;;;;;;;17.0;;;;;;;;;;;;;;;;;;176.0
Bolsward-G0064;28;113;1034.0;699.0;524.0;464.0;188.0;244.0;37.0;3.0;1.0;2.0;71.0;20.0;24.0;8.0;48.0;5.0;3.0;13.0;1.0;2.0;;4.0;;2.0;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;227.0
Borculo-G0211;38;56;254.0;731.0;422.0;298.0;472.0;236.0;33.0;1.0;21.0;287.0;1.0;12.0;6.0;;3.0;3.0;7.0;9.0;24.0;2.0;;;7.0;2.0;;3.0;;2.0;;;;;;2.0;;;;;;;;;;;1.0;;;;;;;;;;61.0
Borger-G0108;59;79;66.0;1576.0;743.0;622.0;517.0;294.0;39.0;5.0;11.0;294.0;7.0;77.0;5.0;2.0;22.0;;8.0;36.0;2.0;;;6.0;11.0;4.0;;9.0;;;;;;;;;;;;;;;;;;;;;;;7.0;;;;;;242.0
Borgharen-G0896;16;21;322.0;104.0;;1.0;;2.0;2.0;1.0;;;9.0;;;;;8.0;;2.0;;;18.0;;;1.0;;;;;;1.0;;;;;;;;;;2.0;;;;;;;;;;;;;;;2.0
Borkel en Schaft-G1026;0;1;323.0;3.0;;2.0;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Born-G0897;14;23;941.0;58.0;2.0;8.0;1.0;6.0;19.0;8.0;2.0;6.0;15.0;3.0;;3.0;1.0;16.0;;2.0;;4.0;29.0;;;;;;;;;41.0;;;;;;;;;;1.0;;;;;;;;;;;;;;;36.0
Borne-G0147;52;70;2374.0;452.0;120.0;269.0;129.0;71.0;169.0;33.0;8.0;12.0;40.0;461.0;;2.0;6.0;18.0;;2.0;2.0;2.0;;2.0;;3.0;;2.0;;;14.0;;;;;;;;;;;;;;;;;;;;;;;;;;162.0
Borssele-G1254;7;8;96.0;56.0;68.0;144.0;49.0;38.0;3.0;143.0;1.0;21.0;;2.0;;2.0;1.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75.0
Boschkapelle-G1027;7;6;456.0;2.0;10.0;11.0;;;;13.0;;10.0;1.0;1.0;;;;1.0;3.0;;1.0;;;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.0
Boskoop-G0499;37;64;721.0;367.0;900.0;477.0;494.0;153.0;24.0;217.0;8.0;15.0;3.0;13.0;15.0;28.0;35.0;4.0;12.0;1.0;12.0;1.0;;1.0;1.0;3.0;;;;;;;;;;4.0;;;;1.0;;;;;;;;;;;;;;;;;180.0
Bovenkarspel-G0379;5;10;890.0;154.0;32.0;8.0;40.0;86.0;2.0;2.0;2.0;17.0;46.0;3.0;2.0;;2.0;16.0;1.0;1.0;;;;2.0;;;;;;;;;;;;;2.0;;;;;;;;4.0;;;;;;;;;;;;72.0
Boxmeer-G0756;8;33;1433.0;35.0;5.0;37.0;15.0;11.0;67.0;;;1.0;44.0;;;1.0;1.0;10.0;;3.0;;3.0;;;3.0;;;;;3.0;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;73.0
Boxtel-G0757;106;114;3694.0;305.0;12.0;65.0;17.0;26.0;12.0;77.0;2.0;12.0;103.0;4.0;2.0;11.0;2.0;23.0;22.0;12.0;4.0;14.0;;1.0;9.0;2.0;55.0;2.0;;;;;20.0;;;;;;;;;;;;;;;;;;;;;;;;286.0
Brakel-G0212;13;28;2.0;161.0;44.0;67.0;53.0;3.0;4.0;372.0;1.0;48.0;2.0;;8.0;4.0;5.0;1.0;3.0;;;;;1.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95.0
Brandwijk-G0500;3;3;1.0;34.0;214.0;32.0;51.0;3.0;;74.0;;10.0;;;1.0;;;;;3.0;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.0
Breda-G0758;525;638;12856.0;3883.0;523.0;596.0;844.0;483.0;159.0;200.0;17.0;16.0;219.0;53.0;50.0;244.0;20.0;226.0;221.0;58.0;14.0;24.0;;52.0;437.0;9.0;52.0;13.0;;;;;197.0;;;;;;;;;;;;;;;;;;;;;;;;933.0
Breskens-G0655;32;60;67.0;488.0;220.0;220.0;207.0;106.0;6.0;54.0;1.0;15.0;4.0;;7.0;4.0;13.0;7.0;;3.0;3.0;;;3.0;;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;140.0
Breukelen-Nijenrode-G1028;16;16;386.0;76.0;300.0;390.0;66.0;26.0;1.0;114.0;5.0;39.0;14.0;11.0;18.0;7.0;;1.0;3.0;;1.0;2.0;;;3.0;2.0;;1.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;35.0
Breukelen-Sint Pieters-G1029;4;7;73.0;52.0;104.0;118.0;18.0;8.0;1.0;35.0;1.0;6.0;2.0;3.0;6.0;3.0;;;3.0;;5.0;1.0;;1.0;2.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0
Brielle-G0501;18;42;114.0;424.0;229.0;391.0;358.0;140.0;21.0;6.0;7.0;38.0;4.0;2.0;3.0;10.0;3.0;1.0;17.0;1.0;7.0;;;;3.0;2.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;131.0
Broek in Waterland-G0380;4;19;23.0;158.0;112.0;149.0;102.0;147.0;8.0;13.0;10.0;93.0;2.0;12.0;3.0;1.0;2.0;3.0;1.0;6.0;12.0;;;1.0;;;;;;3.0;;;;;;;4.0;;;;;;3.0;;2.0;;;;;;;;;;;;59.0
Broek op Langendijk-G1031;4;10;9.0;145.0;488.0;261.0;10.0;113.0;7.0;27.0;13.0;17.0;;10.0;6.0;3.0;1.0;;1.0;1.0;;;;1.0;;;;;;;;;;;;;1.0;;;;;;1.0;;;;;;;;;;;;;;70.0
Broekhuizen-G0898;5;4;396.0;4.0;;1.0;;;;;;1.0;1.0;1.0;;;;4.0;;;;;1.0;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;19.0
Broeksittard-G1032;9;9;290.0;17.0;2.0;;;;;1.0;;;4.0;1.0;;;1.0;5.0;;;;;3.0;;;;;;;;;17.0;;;;;;;;;;1.0;;;;;;;;;;;;;;;12.0
Brouwershaven-G0656;11;8;1.0;249.0;155.0;17.0;167.0;39.0;1.0;16.0;1.0;5.0;1.0;;2.0;1.0;5.0;2.0;1.0;1.0;1.0;;;2.0;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.0
Bruinisse-G0657;33;41;3.0;112.0;264.0;131.0;233.0;15.0;4.0;262.0;3.0;32.0;2.0;9.0;49.0;10.0;12.0;1.0;4.0;1.0;4.0;;;2.0;;15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;211.0
Brummen-G0213;82;133;288.0;1500.0;697.0;656.0;744.0;222.0;19.0;8.0;8.0;199.0;5.0;9.0;11.0;33.0;21.0;8.0;9.0;13.0;1.0;1.0;;;8.0;6.0;;6.0;;3.0;;;;;;3.0;;;;;;;;1.0;;;7.0;;;;;;;;;;302.0
Brunssum-G0899;104;189;2613.0;1015.0;202.0;192.0;11.0;14.0;113.0;15.0;7.0;;86.0;18.0;7.0;20.0;45.0;45.0;15.0;21.0;2.0;2.0;28.0;4.0;;3.0;;;;;;23.0;;;;;;;;;;5.0;;;;;;;;;;;;;;;155.0
Budel-G0759;2;18;1772.0;20.0;9.0;7.0;3.0;9.0;5.0;1.0;;1.0;3.0;;;2.0;;8.0;6.0;;1.0;3.0;;;;;1.0;1.0;;8.0;;;;;;;;;6.0;;;;;;;;;;;;;;;;;;36.0
Buggenum-G1033;0;18;348.0;1.0;;;;;1.0;1.0;1.0;1.0;6.0;;;1.0;;2.0;;2.0;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.0
Bunde-G0900;13;12;462.0;24.0;5.0;3.0;;2.0;1.0;5.0;1.0;1.0;4.0;;1.0;2.0;1.0;30.0;4.0;4.0;;;55.0;;;;;;;;;11.0;;;;;;;;;;;;;;;;;;;;;;;;;26.0
Bunnik-G0312;3;22;406.0;76.0;89.0;52.0;23.0;40.0;3.0;53.0;1.0;18.0;4.0;1.0;21.0;10.0;;1.0;4.0;1.0;;1.0;;;;;;2.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;60.0
Bunschoten-G0313;23;22;6.0;10.0;1921.0;37.0;3.0;4.0;;25.0;10.0;8.0;;26.0;3.0;3.0;;;2.0;2.0;;6.0;;3.0;;;;3.0;;;;;;;;;;;;;;;;;15.0;;1.0;;;;;;;;;;108.0
Buren-G0214;14;18;59.0;158.0;65.0;110.0;150.0;33.0;1.0;110.0;2.0;41.0;;149.0;4.0;5.0;5.0;2.0;5.0;1.0;1.0;;;3.0;;;;2.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;53.0
Burgh-G1035;7;11;2.0;73.0;27.0;96.0;73.0;20.0;;15.0;;4.0;;1.0;;5.0;3.0;2.0;1.0;1.0;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.0
Bussum-G0381;196;431;3353.0;1702.0;1705.0;1298.0;1958.0;620.0;165.0;122.0;146.0;11.0;263.0;111.0;39.0;547.0;112.0;18.0;;16.0;;123.0;;16.0;;;;2.0;22.0;5.0;11.0;;;;;;2.0;;;1.0;;;3.0;;;;;;;;;;;;;;700.0
Buurmalsen-G0215;17;29;44.0;213.0;99.0;230.0;102.0;40.0;1.0;124.0;1.0;33.0;1.0;30.0;6.0;5.0;1.0;1.0;9.0;3.0;;;;1.0;;;;;;3.0;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;69.0
Cadier en Keer-G0901;2;1;296.0;13.0;2.0;;;;;1.0;;3.0;6.0;;;1.0;;1.0;1.0;;;;138.0;;;2.0;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;74.0
Cadzand-G0658;13;3;10.0;158.0;88.0;52.0;99.0;38.0;2.0;5.0;1.0;10.0;;;1.0;6.0;1.0;;1.0;1.0;;;;2.0;;14.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53.0
Callantsoog-G0382;8;9;46.0;226.0;11.0;6.0;12.0;119.0;6.0;;4.0;13.0;5.0;16.0;;2.0;2.0;1.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;1.0;;1.0;;;;;;;;;;;;46.0
Capelle aan den IJssel-G0502;79;175;54.0;870.0;705.0;380.0;379.0;28.0;15.0;811.0;6.0;86.0;3.0;8.0;37.0;29.0;30.0;;29.0;11.0;6.0;2.0;;3.0;4.0;5.0;;5.0;;;;;;;;11.0;;;;3.0;;;;;;;;;;;;;;;;;342.0
Castricum-G0383;9;35;1354.0;351.0;92.0;86.0;42.0;88.0;14.0;2.0;11.0;30.0;12.0;13.0;4.0;;41.0;6.0;;2.0;;;;4.0;;;;;;1.0;;;;;;;36.0;;;;;;2.0;;;;;;;;;;;;;;69.0
Chaam-G0760;2;7;728.0;5.0;14.0;35.0;;13.0;4.0;2.0;;2.0;8.0;1.0;9.0;;;;;3.0;;;;1.0;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;15.0
Clinge-G0659;31;28;756.0;63.0;1.0;3.0;1.0;;2.0;9.0;1.0;2.0;2.0;2.0;;2.0;1.0;2.0;1.0;8.0;3.0;;;300.0;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125.0
Coevorden-G0109;30;42;506.0;709.0;412.0;423.0;523.0;198.0;14.0;8.0;6.0;21.0;68.0;28.0;5.0;17.0;23.0;;2.0;6.0;5.0;;;4.0;7.0;21.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;142.0
Colijnsplaat-G1038;14;23;10.0;88.0;224.0;327.0;155.0;27.0;5.0;49.0;2.0;11.0;1.0;1.0;4.0;3.0;5.0;3.0;1.0;5.0;;;;1.0;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87.0
Cothen-G0314;9;2;315.0;5.0;12.0;13.0;8.0;;1.0;59.0;;2.0;;;;;;;;1.0;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;14.0
Cuijk en Sint Agatha-G0761;8;35;1522.0;49.0;25.0;20.0;12.0;9.0;14.0;;1.0;2.0;66.0;;;1.0;;16.0;10.0;3.0;1.0;5.0;;2.0;;1.0;1.0;1.0;;4.0;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;74.0
Culemborg-G0216;40;95;1731.0;910.0;257.0;262.0;557.0;125.0;195.0;75.0;181.0;17.0;21.0;70.0;15.0;2.0;6.0;31.0;11.0;10.0;6.0;;;2.0;;;;3.0;;1.0;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;192.0
Dalen-G0110;28;28;133.0;418.0;103.0;108.0;795.0;105.0;8.0;2.0;;85.0;17.0;9.0;4.0;3.0;3.0;;6.0;5.0;1.0;;;3.0;5.0;21.0;;4.0;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;92.0
Dalfsen-G0148;24;21;1042.0;340.0;507.0;1350.0;45.0;108.0;6.0;39.0;3.0;25.0;9.0;4.0;12.0;4.0;4.0;5.0;;3.0;1.0;2.0;;5.0;;8.0;;1.0;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;141.0
Dantumadeel-G0065;88;164;62.0;925.0;2116.0;1173.0;368.0;212.0;53.0;381.0;6.0;24.0;8.0;478.0;35.0;7.0;48.0;2.0;2.0;22.0;2.0;73.0;;18.0;;7.0;;;;;;;;;;;;;;;;;;7.0;;;;;;;;;;;;;407.0
De Bilt-G0310;66;174;703.0;1011.0;1150.0;706.0;1001.0;391.0;25.0;380.0;16.0;52.0;16.0;72.0;58.0;178.0;17.0;10.0;50.0;15.0;19.0;65.0;;4.0;1.0;2.0;;7.0;;;4.0;;;;2.0;3.0;;;;;;;;;;;1.0;;;;;;;;;;395.0
De Lier-G0552;3;5;139.0;70.0;464.0;391.0;77.0;3.0;;24.0;;11.0;;;6.0;;1.0;;2.0;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.0
De Rijp-G0440;1;9;241.0;216.0;26.0;10.0;28.0;96.0;25.0;4.0;4.0;11.0;3.0;16.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51.0
De Werken en Sleeuwijk-G1222;19;24;13.0;180.0;829.0;294.0;34.0;7.0;2.0;139.0;2.0;11.0;;;2.0;2.0;3.0;;30.0;5.0;1.0;1.0;;3.0;3.0;1.0;2.0;;;2.0;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;163.0
De Wijk-G0135;24;47;5.0;209.0;414.0;221.0;217.0;429.0;4.0;2.0;1.0;88.0;2.0;15.0;3.0;1.0;4.0;;;3.0;1.0;;;7.0;3.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;75.0
Deil-G0217;6;37;241.0;172.0;101.0;228.0;57.0;33.0;3.0;56.0;2.0;150.0;2.0;27.0;9.0;1.0;;;3.0;9.0;3.0;;;2.0;;;;1.0;;1.0;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;101.0
Delft-G0503;226;885;6825.0;6070.0;3292.0;2011.0;1524.0;507.0;1027.0;1058.0;44.0;38.0;25.0;55.0;198.0;97.0;259.0;525.0;130.0;30.0;45.0;13.0;;;22.0;10.0;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1059.0
Delfzijl-G0010;69;151;110.0;1265.0;901.0;476.0;222.0;554.0;513.0;4.0;195.0;39.0;7.0;32.0;20.0;17.0;20.0;5.0;17.0;72.0;11.0;2.0;;11.0;;32.0;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;451.0
Den Bommel-G1024;6;14;187.0;69.0;228.0;19.0;105.0;9.0;1.0;147.0;1.0;4.0;;7.0;6.0;2.0;2.0;;8.0;1.0;1.0;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92.0
Den Dungen-G0768;4;1;797.0;;;1.0;;;;1.0;;;6.0;;;1.0;1.0;2.0;;1.0;;;;;;;9.0;;;3.0;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;50.0
Den Ham-G0159;53;79;200.0;301.0;1065.0;893.0;59.0;70.0;6.0;34.0;39.0;27.0;4.0;79.0;43.0;1.0;6.0;2.0;;6.0;1.0;2.0;;21.0;;3.0;;1.0;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;196.0
Den Helder-G0400;232;818;1835.0;5088.0;2428.0;727.0;599.0;2306.0;157.0;100.0;63.0;78.0;44.0;90.0;26.0;1080.0;21.0;36.0;20.0;34.0;149.0;;;22.0;;11.0;;;;14.0;;;;;;;29.0;;;;;;28.0;;11.0;;;;;;;;;;;;1242.0
Denekamp-G0149;14;38;1954.0;99.0;102.0;112.0;30.0;24.0;37.0;17.0;3.0;6.0;159.0;22.0;4.0;12.0;7.0;6.0;;2.0;;3.0;;2.0;;3.0;;2.0;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;107.0
Deurne en Liessel-G1041;18;20;4474.0;22.0;19.0;97.0;3.0;;2.0;10.0;1.0;9.0;9.0;;;;2.0;46.0;4.0;8.0;;12.0;;;3.0;;3.0;1.0;;18.0;;;;;;1.0;;;10.0;;;;;;;;;;;;;;;;;;62.0
Deventer-G0150;207;548;2881.0;5516.0;1005.0;1017.0;1810.0;2679.0;673.0;54.0;2031.0;20.0;199.0;175.0;44.0;75.0;136.0;25.0;;40.0;29.0;21.0;;26.0;;28.0;;10.0;;;73.0;;;;;;;;;;;;;;;;;;;;;;;;;;1387.0
Didam-G0218;21;23;2403.0;45.0;5.0;54.0;8.0;19.0;8.0;3.0;1.0;2.0;7.0;1.0;4.0;5.0;1.0;26.0;5.0;14.0;;;;;;;;;;2.0;;;;;;;;11.0;;;;;;;;;;;;;;;;;;;91.0
Diemen-G0384;33;88;592.0;493.0;309.0;385.0;93.0;69.0;80.0;6.0;67.0;10.0;11.0;16.0;31.0;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93.0
Diepenheim-G0151;14;38;67.0;280.0;62.0;112.0;117.0;132.0;9.0;5.0;1.0;97.0;;6.0;1.0;5.0;10.0;;;1.0;;;;3.0;;2.0;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77.0
Diepenveen-G0152;36;45;918.0;615.0;217.0;389.0;160.0;381.0;15.0;11.0;28.0;424.0;9.0;11.0;2.0;20.0;5.0;1.0;;15.0;6.0;1.0;;5.0;;6.0;;;;;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;196.0
Diessen-G0763;6;0;621.0;3.0;6.0;7.0;3.0;;;14.0;;;1.0;;2.0;;;;;2.0;;;;1.0;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;23.0
Diever-G0111;21;13;30.0;408.0;290.0;36.0;179.0;97.0;3.0;;2.0;171.0;;21.0;2.0;;8.0;;2.0;20.0;;;;2.0;4.0;2.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67.0
Dinteloord en Prinsenland-G0764;12;27;627.0;197.0;249.0;346.0;43.0;16.0;8.0;166.0;2.0;14.0;1.0;2.0;5.0;4.0;;9.0;5.0;;;;;1.0;2.0;;;1.0;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;120.0
Dinther-G1044;3;1;839.0;;2.0;21.0;2.0;;;1.0;;1.0;2.0;;;1.0;;;;;;3.0;;;;;1.0;;;2.0;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;21.0
Dinxperlo-G0219;19;30;223.0;263.0;421.0;457.0;56.0;58.0;4.0;6.0;3.0;20.0;3.0;17.0;1.0;5.0;3.0;2.0;8.0;3.0;2.0;;;4.0;;;;1.0;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;95.0
Dirksland-G0504;31;42;6.0;205.0;625.0;32.0;156.0;15.0;3.0;251.0;3.0;8.0;;5.0;;1.0;3.0;2.0;4.0;6.0;2.0;1.0;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94.0
Dodewaard-G0220;14;34;12.0;302.0;269.0;130.0;65.0;11.0;3.0;119.0;;26.0;2.0;4.0;2.0;;1.0;;;2.0;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85.0
Doesburg-G0221;33;59;884.0;522.0;137.0;455.0;117.0;93.0;18.0;19.0;3.0;3.0;3.0;28.0;19.0;13.0;4.0;5.0;13.0;6.0;4.0;;;;;;;1.0;;4.0;;;;;;;;7.0;;;;;;;;;;;;;;;;;;;131.0
Doetinchem-G0222;86;215;1895.0;1602.0;359.0;1114.0;415.0;484.0;42.0;133.0;4.0;184.0;20.0;30.0;5.0;94.0;69.0;37.0;17.0;17.0;10.0;;;1.0;;;;8.0;;8.0;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;331.0
Dokkum-G0066;14;19;115.0;508.0;1027.0;249.0;250.0;242.0;43.0;30.0;3.0;1.0;4.0;66.0;2.0;1.0;4.0;2.0;5.0;19.0;;2.0;;3.0;;8.0;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;174.0
Domburg-G0660;21;14;4.0;136.0;128.0;96.0;87.0;57.0;6.0;122.0;;5.0;2.0;2.0;12.0;6.0;5.0;2.0;2.0;1.0;1.0;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43.0
Dommelen-G1045;0;0;267.0;1.0;;;;;;1.0;;;;;;;;2.0;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
