RegioNaam;@invalid;@blank;PvdA;KVP;VVD;ARP;Politieke Partij Radikalen (PPR);CHU;Communistische Partij van Nederland;D66;Democratisch Socialisten '70;SGP;Boeren Partij;Gereformeerd Politiek Verbond (GPV);Pacifistisch-Socialistische Partij (PSP);Rooms Katholieke Partij Nederland (RKPN);Democratische Middenpartij;Nederlandse Middenstands Partij;Lijst ir. W. Stam;Partij van het Recht;Anti-Woningnood Aktie;Nieuwe Roomse Partij;@abs
Aalsmeer-G0358;25;41;2365;1470.0;2346;1612;437;822.0;268.0;562;684;105.0;118;232.0;184.0;47.0;49.0;36.0;4.0;;;;1555.0
Aalten-G0197;22;22;1576;1159.0;781;3427;213;1515.0;49.0;169;190;33.0;149;173.0;63.0;21.0;39.0;17.0;;;;;1380.0
Aardenburg-G0648;8;8;373;758.0;399;83;82;24.0;19.0;29;28;9.0;91;17.0;12.0;31.0;12.0;18.0;;;;;461.0
Aarle-Rixtel-G0739;6;6;392;1092.0;239;63;83;12.0;45.0;81;47;2.0;87;6.0;27.0;34.0;4.0;18.0;;;;;499.0
Abbekerk-G0359;7;0;207;236.0;120;38;33;18.0;47.0;44;49;;17;5.0;20.0;14.0;6.0;15.0;2.0;;;;156.0
Abbenbroek-G0481;6;0;249;13.0;178;59;30;28.0;15.0;39;29;3.0;17;3.0;13.0;4.0;;4.0;;;;;103.0
Abcoude-G0305;29;5;558;621.0;944;434;197;344.0;95.0;149;281;73.0;52;58.0;47.0;22.0;27.0;29.0;;;;;426.0
Achtkarspelen-G0059;71;30;3718;51.0;643;4678;227;1419.0;361.0;155;175;266.0;168;743.0;58.0;5.0;26.0;42.0;;;;;1774.0
Adorp-G0001;0;5;220;13.0;121;364;37;16.0;14.0;24;33;1.0;31;97.0;4.0;;6.0;3.0;;;;;69.0
Aduard-G0002;6;2;459;23.0;223;456;48;63.0;30.0;38;57;3.0;28;152.0;28.0;;9.0;7.0;;;;;115.0
Akersloot-G0360;9;4;503;884.0;386;107;128;19.0;79.0;111;94;2.0;42;16.0;60.0;50.0;14.0;9.0;6.0;;;;292.0
Alblasserdam-G0482;45;38;4001;257.0;1005;895;348;1018.0;274.0;531;221;1064.0;127;255.0;97.0;7.0;21.0;31.0;;;;;1645.0
Alkemade-G0483;25;20;556;2870.0;799;363;234;141.0;84.0;153;193;11.0;132;21.0;99.0;137.0;51.0;31.0;;4.0;;;906.0
Alkmaar-G0361;170;79;9455;6274.0;4972;1736;2275;711.0;2385.0;1632;1844;49.0;349;327.0;848.0;537.0;104.0;131.0;71.0;;;;6304.0
Almelo-G0141;129;46;10913;6046.0;3686;2617;1499;1453.0;2492.0;1100;1143;213.0;748;583.0;311.0;223.0;359.0;113.0;;;;;5466.0
Almkerk-G0740;5;2;438;22.0;137;1509;32;519.0;16.0;27;25;89.0;40;188.0;5.0;2.0;1.0;6.0;;;;;368.0
Alphen aan den Rijn-G0484;56;61;4030;2414.0;3494;3233;970;2255.0;392.0;876;895;629.0;220;470.0;168.0;112.0;65.0;63.0;;5.0;;;3403.0
Alphen en Riel-G0741;12;4;300;1484.0;270;49;94;8.0;19.0;41;40;;97;4.0;11.0;26.0;14.0;18.0;;;;;405.0
Ambt Delden-G0142;4;10;235;1823.0;275;108;66;181.0;11.0;53;66;1.0;149;6.0;12.0;39.0;8.0;14.0;;;;;297.0
Ameide-G0485;10;1;416;9.0;110;388;19;112.0;6.0;32;37;128.0;32;26.0;4.0;;3.0;;;;;;117.0
Ameland-G0060;9;6;383;428.0;207;189;17;154.0;30.0;31;61;3.0;36;28.0;18.0;16.0;18.0;9.0;;;;;341.0
Amerongen-G0306;18;27;934;76.0;556;406;86;584.0;21.0;79;148;334.0;78;70.0;31.0;6.0;25.0;15.0;;;;;435.0
Amersfoort-G0307;251;130;11695;5713.0;8330;4047;2439;2461.0;1711.0;2002;2697;812.0;514;1974.0;733.0;290.0;194.0;129.0;;;;;8225.0
Ammerstol-G0486;4;0;501;9.0;87;28;18;13.0;92.0;47;25;15.0;6;1.0;18.0;;5.0;1.0;;1.0;;;89.0
Ammerzoden-G0198;8;5;345;921.0;172;136;63;142.0;21.0;34;27;49.0;32;6.0;13.0;78.0;6.0;17.0;;;;;291.0
Amstelveen-G0362;175;51;8327;4555.0;11561;3802;3776;1290.0;1220.0;2967;3442;159.0;312;476.0;1232.0;308.0;192.0;104.0;13.0;;;;5992.0
Amstenrade-G0884;18;13;436;766.0;214;65;112;9.0;47.0;107;36;3.0;17;6.0;20.0;44.0;15.0;21.0;;;;;345.0
Amsterdam-G0363;1440;832;158595;34015.0;59779;21602;28565;8002.0;82095.0;27025;26350;968.0;4829;3704.0;14687.0;3429.0;2881.0;1556.0;;;;;110032.0
Andel-G0742;2;1;64;2.0;39;680;7;121.0;4.0;12;12;115.0;7;16.0;2.0;;;3.0;;;;;102.0
Andijk-G0364;13;4;522;369.0;214;843;93;44.0;178.0;90;58;42.0;79;92.0;59.0;22.0;7.0;12.0;3.0;;;;392.0
Angerlo-G0199;8;4;543;745.0;145;109;126;201.0;40.0;72;50;3.0;75;7.0;19.0;19.0;14.0;7.0;;;;;379.0
Anloo-G0105;20;6;1741;31.0;848;141;64;36.0;113.0;123;155;4.0;122;34.0;43.0;8.0;98.0;40.0;;;;;578.0
Anna Paulowna-G0366;29;15;1120;1080.0;1029;306;107;113.0;93.0;130;132;18.0;61;60.0;44.0;42.0;15.0;31.0;10.0;;;;698.0
Apeldoorn-G0200;551;0;20028;6705.0;11896;7803;3303;7159.0;1497.0;2857;3665;1899.0;2012;1385.0;804.0;292.0;760.0;275.0;;;;;13782.0
Appeltern-G0201;14;2;284;1272.0;134;75;88;50.0;6.0;34;18;6.0;82;2.0;9.0;39.0;5.0;11.0;;;;;451.0
Appingedam-G0003;18;24;2760;107.0;720;1126;160;637.0;408.0;237;226;8.0;75;186.0;56.0;14.0;55.0;35.0;;;;;1241.0
Arcen en Velden-G0885;11;14;353;2061.0;493;53;93;3.0;37.0;83;74;1.0;104;1.0;34.0;86.0;6.0;17.0;;;;;776.0
Arkel-G0487;5;9;849;51.0;272;221;54;81.0;31.0;95;60;36.0;14;8.0;8.0;2.0;8.0;6.0;;;;;193.0
Arnemuiden-G0649;6;9;336;8.0;74;219;39;217.0;12.0;15;33;549.0;26;73.0;7.0;1.0;7.0;15.0;;;;;378.0
Arnhem-G0202;307;110;24237;11814.0;11984;4795;4673;2630.0;2434.0;3372;3874;277.0;1206;1029.0;1328.0;618.0;538.0;197.0;;;;;16835.0
Asperen-G0488;0;0;307;33.0;175;339;29;114.0;19.0;56;46;166.0;7;41.0;11.0;1.0;3.0;4.0;;;;;219.0
Assen-G0106;83;43;9350;611.0;3367;3313;972;1166.0;622.0;914;1050;63.0;262;1512.0;373.0;78.0;97.0;70.0;;;;;3853.0
Assendelft-G0367;19;15;1234;1036.0;504;173;416;46.0;706.0;223;128;35.0;40;28.0;81.0;84.0;15.0;21.0;16.0;;;;694.0
Asten-G0743;9;30;816;3702.0;574;102;206;30.0;73.0;203;106;2.0;186;5.0;79.0;80.0;13.0;25.0;;;;;1142.0
Avenhorn-G0368;7;1;344;430.0;177;44;46;12.0;52.0;53;34;;15;6.0;23.0;39.0;6.0;10.0;2.0;;;;155.0
Avereest-G0143;13;10;1482;570.0;847;1363;156;1521.0;54.0;145;128;55.0;299;202.0;28.0;16.0;31.0;22.0;;;;;1096.0
Axel-G0650;22;12;1517;1089.0;793;659;308;444.0;78.0;167;96;123.0;173;609.0;29.0;79.0;31.0;43.0;;;;;1767.0
Baarderadeel-G0061;13;3;1063;102.0;478;413;87;226.0;45.0;78;109;5.0;31;38.0;40.0;4.0;25.0;28.0;;;;;332.0
Baarle-Nassau-G0744;11;26;335;1499.0;285;62;47;8.0;10.0;57;24;1.0;114;1.0;15.0;21.0;10.0;21.0;;;;;687.0
Baarn-G0308;140;23;3117;1271.0;3283;1819;831;597.0;332.0;509;975;322.0;188;357.0;286.0;114.0;50.0;50.0;;;;;2848.0
Baexem-G0886;3;9;66;628.0;122;13;18;3.0;1.0;16;8;;23;1.0;4.0;18.0;5.0;3.0;;;;;220.0
Baflo-G0004;1;4;461;4.0;244;661;50;47.0;29.0;20;38;1.0;17;94.0;11.0;;7.0;7.0;;;;;169.0
Bakel en Milheeze-G0745;17;8;317;1988.0;228;74;54;9.0;24.0;66;25;1.0;63;2.0;48.0;50.0;9.0;23.0;;;;;704.0
Barendrecht-G0489;27;16;1691;260.0;1287;2060;267;585.0;93.0;362;312;649.0;61;254.0;85.0;13.0;48.0;42.0;;;;;1014.0
Barneveld-G0203;53;18;1949;651.0;2128;2721;395;3105.0;104.0;365;476;3611.0;844;606.0;94.0;19.0;56.0;49.0;;;;;2114.0
Barradeel-G0062;22;18;858;44.0;244;1113;58;953.0;66.0;55;121;18.0;50;158.0;40.0;3.0;18.0;13.0;;;;;573.0
Barsingerhorn-G0369;18;3;895;108.0;442;78;42;50.0;129.0;77;64;2.0;32;13.0;25.0;9.0;15.0;17.0;6.0;;;;374.0
Batenburg-G0204;3;2;47;157.0;25;20;20;17.0;2.0;9;1;;26;;1.0;11.0;;2.0;;;;;39.0
Bathmen-G0144;2;4;621;91.0;683;121;58;489.0;14.0;99;118;6.0;94;8.0;22.0;7.0;33.0;18.0;;;;;262.0
Bedum-G0005;13;3;1050;188.0;391;1782;116;115.0;54.0;73;75;31.0;48;648.0;47.0;12.0;18.0;22.0;;;;;383.0
Beegden-G0887;0;10;97;428.0;80;16;23;1.0;7.0;17;12;;23;1.0;2.0;11.0;6.0;4.0;;;;;170.0
Beek-G0888;38;42;1160;2664.0;953;166;227;27.0;123.0;449;158;2.0;156;14.0;84.0;134.0;73.0;48.0;;;;;1385.0
Beek en Donk-G0746;14;15;695;1702.0;323;122;131;7.0;110.0;153;94;2.0;109;3.0;40.0;53.0;8.0;34.0;;;;;882.0
Beemster-G0370;28;6;1154;808.0;999;216;171;86.0;163.0;203;226;8.0;67;17.0;69.0;41.0;16.0;18.0;7.0;;;;641.0
Beers-G0747;5;3;162;996.0;116;33;52;3.0;3.0;19;15;1.0;40;1.0;13.0;10.0;4.0;8.0;;;;;213.0
Beerta-G0006;11;16;640;25.0;218;37;7;33.0;992.0;27;41;4.0;11;17.0;10.0;4.0;14.0;17.0;;;;;240.0
Beesd-G0205;7;6;519;554.0;239;105;49;274.0;32.0;53;49;66.0;50;23.0;9.0;15.0;8.0;18.0;;;;;270.0
Beesel-G0889;22;48;729;2737.0;522;119;143;15.0;55.0;183;130;3.0;156;6.0;53.0;91.0;19.0;42.0;;;;;1599.0
Beilen-G0107;13;30;2620;87.0;956;1356;174;792.0;95.0;160;193;14.0;222;244.0;71.0;4.0;78.0;41.0;;;;;1030.0
Belfeld-G0890;8;18;300;1197.0;217;41;91;7.0;21.0;49;52;;74;2.0;28.0;21.0;3.0;21.0;;;;;443.0
Bellingwedde-G0007;18;25;2753;72.0;627;274;45;275.0;1054.0;113;145;15.0;76;63.0;31.0;15.0;77.0;40.0;;;;;930.0
Bemelen-G0891;0;0;29;86.0;29;1;15;;3.0;6;2;;4;;2.0;7.0;;;;;;;36.0
Bemmel-G0206;0;0;1176;3389.0;596;212;320;133.0;88.0;188;107;3.0;247;16.0;52.0;181.0;33.0;64.0;;;;;1605.0
Bennebroek-G0372;17;4;367;592.0;991;379;152;109.0;46.0;166;204;13.0;26;53.0;59.0;54.0;17.0;13.0;4.0;;;;623.0
Benschop-G0309;5;9;181;400.0;178;277;39;204.0;8.0;33;36;229.0;20;29.0;11.0;9.0;1.0;10.0;;;;;182.0
Benthuizen-G0490;8;2;236;42.0;203;156;37;97.0;9.0;61;81;343.0;9;20.0;7.0;1.0;2.0;3.0;;;;;176.0
Berg en Terblijt-G0892;6;12;343;988.0;308;53;66;4.0;23.0;66;37;;66;4.0;7.0;35.0;12.0;10.0;;;;;369.0
Bergambacht-G0491;20;25;897;39.0;490;439;59;147.0;44.0;100;144;494.0;73;31.0;21.0;4.0;13.0;9.0;;;;;355.0
Bergen-G0373;28;26;1729;1416.0;2309;442;534;131.0;212.0;374;572;2.0;98;51.0;230.0;70.0;39.0;27.0;20.0;;;;1269.0
Bergen-G0893;13;18;614;4062.0;476;87;133;13.0;32.0;147;104;2.0;155;1.0;30.0;101.0;14.0;22.0;;;;;2053.0
Bergen op Zoom-G0748;115;86;4467;6436.0;3661;914;981;289.0;498.0;1196;777;41.0;673;111.0;214.0;272.0;128.0;118.0;;;;;5855.0
Bergeyk-G0749;25;19;517;2149.0;425;144;165;51.0;58.0;125;66;4.0;174;5.0;54.0;136.0;16.0;21.0;;;;;847.0
Bergh-G0207;5;34;1596;4507.0;789;237;339;78.0;131.0;263;146;15.0;497;29.0;96.0;348.0;50.0;48.0;;;;;2403.0
Bergharen-G0208;1;3;137;734.0;108;35;55;52.0;7.0;28;11;3.0;60;8.0;6.0;13.0;3.0;14.0;;;;;181.0
Berghem-G0750;17;2;582;942.0;173;64;59;5.0;37.0;119;38;2.0;157;2.0;23.0;46.0;7.0;15.0;;;;;545.0
Bergschenhoek-G0492;17;13;541;486.0;600;400;135;464.0;38.0;166;84;118.0;55;126.0;25.0;35.0;22.0;12.0;;2.0;;;456.0
Berkel en Rodenrijs-G0493;19;7;700;1845.0;1044;636;252;585.0;50.0;212;230;50.0;71;530.0;55.0;65.0;37.0;23.0;;1.0;;;793.0
Berkel-Enschot-G0751;13;8;405;1974.0;932;87;213;19.0;36.0;123;120;4.0;100;15.0;42.0;31.0;14.0;28.0;;;;;592.0
Berkenwoude-G0494;7;0;149;10.0;206;95;23;15.0;10.0;28;41;136.0;18;5.0;5.0;;;5.0;;;;;58.0
Berkhout-G0374;4;10;512;963.0;385;77;79;8.0;67.0;105;98;;31;8.0;54.0;73.0;6.0;9.0;5.0;;;;335.0
Berlicum-G0752;0;1;571;1536.0;573;174;171;46.0;46.0;135;87;10.0;114;33.0;40.0;70.0;20.0;20.0;;;;;857.0
Best-G0753;29;18;1807;3601.0;1147;242;434;59.0;180.0;426;255;15.0;290;42.0;119.0;84.0;15.0;22.0;;;;;1826.0
Beuningen-G0209;23;11;779;1513.0;451;115;208;61.0;43.0;116;95;3.0;140;19.0;49.0;51.0;32.0;36.0;;;;;855.0
Beusichem-G0210;2;5;542;85.0;317;128;36;94.0;24.0;67;57;53.0;54;18.0;12.0;5.0;16.0;12.0;;;;;196.0
Beverwijk-G0375;0;155;6301;4625.0;2660;996;1625;453.0;1893.0;971;895;69.0;343;182.0;440.0;262.0;75.0;117.0;66.0;;;;3962.0
Bierum-G0008;17;1;475;10.0;198;681;39;455.0;52.0;40;27;3.0;46;75.0;15.0;5.0;9.0;7.0;;;;;392.0
Bingelrade-G0894;1;2;77;266.0;22;9;21;;5.0;8;6;;4;;4.0;19.0;;4.0;;;;;73.0
Bladel en Netersel-G0754;18;10;568;1905.0;345;90;132;39.0;47.0;118;66;;116;2.0;62.0;90.0;4.0;21.0;;;;;900.0
Blankenham-G0145;0;0;65;13.0;64;18;1;53.0;1.0;4;3;;8;2.0;;1.0;;;;;;;15.0
Blaricum-G0376;19;6;427;677.0;1290;143;206;67.0;77.0;181;332;10.0;95;35.0;123.0;53.0;23.0;22.0;6.0;;;;599.0
Bleiswijk-G0495;16;0;478;632.0;791;389;119;301.0;18.0;122;186;212.0;45;34.0;18.0;10.0;10.0;19.0;;;;;422.0
Bleskensgraaf en Hofwegen-G0496;18;2;190;15.0;110;316;39;58.0;15.0;35;25;289.0;14;25.0;11.0;1.0;3.0;2.0;;;;;143.0
Bloemendaal-G0377;63;31;1476;1601.0;4517;824;502;346.0;157.0;346;973;48.0;83;143.0;211.0;146.0;42.0;27.0;11.0;;;;1992.0
Blokker-G0378;20;5;289;809.0;283;44;83;17.0;23.0;61;49;2.0;33;4.0;44.0;125.0;8.0;18.0;4.0;;;;293.0
Blokzijl-G0146;1;2;300;6.0;84;162;18;116.0;8.0;13;26;3.0;17;42.0;3.0;2.0;9.0;2.0;;;;;94.0
Bocholtz-G0895;37;25;464;1147.0;208;56;89;11.0;98.0;275;44;2.0;58;2.0;30.0;38.0;5.0;19.0;;;;;652.0
Bodegraven-G0497;17;38;1194;1253.0;1404;1569;375;642.0;125.0;277;282;457.0;99;229.0;56.0;48.0;20.0;19.0;;3.0;;;1333.0
Boekel-G0755;11;20;453;2114.0;284;74;158;10.0;33.0;86;43;1.0;140;11.0;45.0;83.0;10.0;22.0;;;;;692.0
Bolsward-G0064;25;17;1344;1172.0;429;871;272;609.0;94.0;127;168;15.0;45;81.0;91.0;53.0;25.0;25.0;;;;;851.0
Borculo-G0211;11;10;1776;712.0;1115;445;98;361.0;44.0;160;163;4.0;100;25.0;28.0;8.0;121.0;13.0;;;;;578.0
Borger-G0108;30;25;3137;89.0;959;834;89;513.0;194.0;137;229;8.0;106;94.0;57.0;12.0;53.0;58.0;;;;;1053.0
Born-G0897;18;38;612;1686.0;291;78;111;11.0;48.0;87;61;;97;3.0;34.0;56.0;11.0;24.0;;;;;789.0
Borne-G0147;39;20;2127;4044.0;858;442;404;386.0;256.0;290;276;24.0;219;64.0;58.0;146.0;73.0;42.0;;;;;1106.0
Borsele-G0654;46;15;1307;2239.0;934;969;392;1236.0;68.0;173;119;1058.0;237;147.0;42.0;99.0;23.0;46.0;;;;;1539.0
Boskoop-G0499;33;25;1143;1016.0;1564;1133;192;552.0;87.0;252;300;276.0;61;114.0;114.0;84.0;49.0;30.0;;3.0;;;957.0
Bovenkarspel-G0379;12;6;769;1065.0;389;110;271;24.0;216.0;297;135;6.0;46;8.0;75.0;85.0;10.0;18.0;4.0;;;;621.0
Boxmeer-G0756;27;12;885;3154.0;609;181;278;32.0;80.0;162;111;5.0;146;16.0;65.0;74.0;8.0;40.0;;;;;1168.0
Boxtel-G0757;62;64;2142;4174.0;1136;316;638;44.0;193.0;385;230;3.0;432;24.0;123.0;255.0;33.0;52.0;;;;;2322.0
Brakel-G0212;9;8;936;20.0;106;470;35;259.0;15.0;42;37;840.0;71;28.0;14.0;6.0;8.0;23.0;;;;;604.0
Brandwijk-G0500;7;0;88;2.0;75;188;16;32.0;1.0;10;4;125.0;8;12.0;2.0;;3.0;8.0;;;;;85.0
Breda-G0758;315;247;16910;17337.0;11402;2625;4410;883.0;1704.0;3083;1959;137.0;1958;385.0;1017.0;1059.0;297.0;458.0;;;;;16626.0
Breukelen-G0311;40;12;986;636.0;1180;732;394;514.0;70.0;316;392;315.0;87;175.0;53.0;29.0;21.0;19.0;;;;;867.0
Brielle-G0501;26;19;1737;260.0;1064;500;247;272.0;115.0;351;206;30.0;38;34.0;68.0;12.0;14.0;23.0;;;;;914.0
Broek in Waterland-G0380;15;0;384;34.0;339;116;78;123.0;60.0;98;78;11.0;44;4.0;29.0;1.0;3.0;7.0;;;;;221.0
Broekhuizen-G0898;1;3;82;487.0;98;12;20;1.0;9.0;7;17;;25;1.0;13.0;33.0;2.0;7.0;;;;;124.0
Brouwershaven-G0656;10;9;800;22.0;406;237;24;106.0;24.0;41;76;71.0;26;81.0;13.0;2.0;20.0;21.0;;;;;328.0
Bruinisse-G0657;10;0;384;8.0;256;201;18;194.0;20.0;27;28;366.0;23;32.0;6.0;;10.0;11.0;;;;;257.0
Brummen-G0213;31;22;4816;620.0;1446;850;379;938.0;191.0;393;396;41.0;282;106.0;66.0;25.0;96.0;47.0;;;;;1667.0
Brunssum-G0899;70;74;4447;4215.0;981;412;775;174.0;695.0;535;234;11.0;271;85.0;129.0;309.0;208.0;60.0;;;;;3466.0
Budel-G0759;18;35;875;2375.0;427;97;140;9.0;63.0;131;64;3.0;252;9.0;51.0;84.0;18.0;37.0;;;;;1461.0
Bunde-G0900;10;8;416;919.0;441;64;122;4.0;40.0;74;88;1.0;44;3.0;29.0;45.0;17.0;20.0;;;;;623.0
Bunnik-G0312;25;15;864;1839.0;1284;535;506;243.0;90.0;283;419;151.0;66;75.0;131.0;66.0;23.0;25.0;;;;;768.0
Bunschoten-G0313;15;25;316;47.0;419;2640;64;100.0;16.0;58;86;357.0;23;2367.0;15.0;1.0;11.0;8.0;;;;;599.0
Buren-G0214;2;9;620;45.0;186;102;37;249.0;13.0;35;70;68.0;49;28.0;14.0;2.0;7.0;8.0;;;;;280.0
Bussum-G0381;100;104;4279;3135.0;6617;1877;1462;800.0;777.0;1125;2063;238.0;291;458.0;455.0;391.0;196.0;68.0;21.0;;;;4052.0
Buurmalsen-G0215;10;3;595;57.0;193;169;41;213.0;17.0;54;33;175.0;36;17.0;12.0;2.0;4.0;5.0;;;;;234.0
Cadier en Keer-G0901;13;13;245;719.0;288;43;126;3.0;28.0;57;49;2.0;33;2.0;13.0;36.0;5.0;17.0;;;;;373.0
Callantsoog-G0382;0;5;347;113.0;236;44;19;5.0;18.0;52;37;4.0;26;13.0;20.0;2.0;4.0;6.0;;;;;173.0
Capelle aan den IJssel-G0502;55;62;5319;649.0;2885;1234;748;749.0;466.0;1348;801;1449.0;173;542.0;201.0;55.0;59.0;43.0;;4.0;;;3313.0
