RegioNaam;@invalid;@blank;KVP;PvdA;VVD;D66;ARP;CHU;Combinatie van Christelijke Partijen;Progressief Akkoord;Communistische Partij van Nederland;SGP;Boeren Partij;Politieke Partij Radikalen (PPR);Pacifistisch-Socialistische Partij (PSP);PvdA/PPR;Gereformeerd Politiek Verbond (GPV);Protestants-Christelijke Groepering;Binding Rechts;FNP;Lijst Koekoek;Christen-Democraten Unie;Lijst Steur;Lijst Volleman;Lijst Leferink;Lijst Kooiker;Verenigde Protestantse Partij;@abs
Dussen-G0769;35;0;1007;0;67;101;0;0;0;0;14;80;18;0;9;133;10;448;7;0.0;15;0;0;0;0;0;0;825
Dwingeloo-G0112;18;0;6;0;494;86;288;88;0;758;12;0;37;0;0;0;6;0;10;0.0;0;0;0;0;0;0;0;294
Echt-G0902;164;0;0;326;115;310;0;0;5664;0;89;0;113;106;65;0;0;0;14;0.0;0;0;0;0;0;0;0;2249
Echteld-G0227;23;0;49;1178;167;71;151;355;0;0;11;316;131;17;9;0;9;0;23;0.0;0;0;0;0;0;0;0;680
Edam-Volendam-G0385;52;0;4344;719;590;423;166;241;0;0;117;7;116;212;92;0;10;0;0;0.0;0;5;12;0;0;0;0;2975
Ede-G0228;203;0;2002;4712;3901;1589;4407;6257;0;0;189;4359;1399;335;289;0;407;0;485;0.0;0;0;0;0;0;0;113;10745
Eelde-G0113;27;0;158;0;944;343;266;199;0;1675;102;0;96;0;0;0;32;0;43;0.0;0;0;0;0;0;0;0;1083
Eemnes-G0317;18;0;492;0;228;121;185;133;0;226;11;55;67;0;0;0;4;0;16;0.0;0;0;0;0;0;0;0;470
Eenrum-G0011;11;0;43;619;231;15;142;17;0;0;94;0;5;11;15;0;109;0;8;0.0;0;0;0;0;0;0;0;210
Eersel-G0770;32;0;2219;0;157;138;0;0;0;0;13;4;19;0;26;225;1;43;1;0.0;40;0;0;0;0;0;0;1154
Eethen-G0771;18;0;50;0;54;18;0;0;0;0;3;171;26;0;4;181;3;926;3;0.0;11;0;0;0;0;0;0;512
Egmond aan Zee-G0386;19;0;277;1035;265;185;106;68;0;0;108;0;54;27;51;0;9;0;6;0.0;0;3;7;0;0;0;0;1226
Egmond-Binnen-G0387;20;0;1066;141;139;113;34;24;0;0;39;0;81;37;25;0;0;0;5;0.0;0;2;5;0;0;0;0;706
Eibergen-G0229;73;0;3088;1704;525;221;475;794;0;0;25;4;153;114;43;0;15;0;26;0.0;0;0;0;0;0;0;0;865
Eijgelshoven-G0904;82;0;0;258;89;609;0;0;917;0;91;0;33;79;60;0;0;0;16;0.0;0;0;0;0;0;0;0;1050
Eijsden-G0905;65;0;0;142;119;159;0;0;1501;0;14;0;56;41;40;0;0;0;16;0.0;0;0;0;0;0;0;0;1361
Eindhoven-G0772;822;0;30784;0;7377;9697;0;0;0;0;1309;189;511;0;1342;13408;366;4441;231;0.0;700;0;0;0;0;0;0;42610
Elburg-G0230;20;0;53;288;193;126;302;546;0;0;14;421;50;32;11;0;37;0;32;0.0;0;0;0;0;0;0;0;1016
Elsloo-G0903;66;0;0;153;87;155;0;0;2117;0;20;0;25;92;30;0;0;0;3;0.0;0;0;0;0;0;0;0;1116
Elst-G0231;163;0;2676;924;530;273;287;508;0;0;34;35;84;86;48;0;12;0;24;0.0;0;0;0;0;0;0;0;2760
Emmen-G0114;459;0;5336;0;2704;1440;4490;3357;0;11442;2830;0;417;0;0;0;363;0;135;0.0;0;0;0;0;0;0;0;13193
Empel en Meerwijk-G0773;4;0;536;0;20;35;0;0;0;0;5;0;3;0;4;47;0;6;2;0.0;10;0;0;0;0;0;0;261
Engelen-G0774;3;0;333;0;44;50;0;0;0;0;5;0;1;0;4;80;1;21;2;0.0;8;0;0;0;0;0;0;295
Enkhuizen-G0388;47;0;588;1564;536;253;966;508;0;0;309;148;72;107;64;0;52;0;0;0.0;0;6;31;0;0;0;0;1929
Enschede-G0153;570;0;11529;0;6727;5136;3355;3870;0;19196;5370;333;1289;0;0;0;1734;0;220;0.0;0;0;0;0;0;0;0;27275
Epe-G0232;145;0;1199;4190;1867;576;1065;1978;0;0;124;522;385;77;187;0;69;0;470;0.0;0;0;0;0;0;0;0;3789
Ermelo-G0233;94;0;475;1528;1810;524;2868;4057;0;0;69;2488;438;116;100;0;374;0;568;0.0;0;0;0;0;0;0;0;5977
Erp-G0775;19;0;1664;0;34;49;0;0;0;0;8;0;8;0;4;64;3;7;6;0.0;23;0;0;0;0;0;0;544
Esch-G0776;9;0;471;0;14;20;0;0;0;0;5;0;3;0;4;37;0;6;0;0.0;2;0;0;0;0;0;0;208
Est en Opijnen-G0234;11;0;5;265;50;19;25;100;0;0;1;67;22;2;2;0;3;0;0;0.0;0;0;0;0;0;0;0;153
Etten-Leur-G0777;112;0;3856;0;396;462;0;0;0;0;72;10;117;0;44;866;16;206;26;0.0;113;0;0;0;0;0;0;4611
Everdingen-G0508;4;0;79;90;84;44;77;99;0;0;2;118;51;3;9;0;1;0;2;0.0;0;0;0;0;0;0;0;238
Ewijk-G0235;30;0;1144;98;43;37;5;47;0;0;8;4;74;35;11;0;0;0;8;0.0;0;0;0;0;0;0;0;889
Ezinge-G0012;12;0;4;334;157;26;284;53;0;0;34;0;13;5;11;0;39;0;4;0.0;0;0;0;0;0;0;0;137
Ferwerderadeel-G0068;52;0;0;0;263;55;0;0;2539;552;26;23;23;0;0;0;197;0;8;170.0;0;0;0;0;0;4;0;769
Fijnaart en Heijningen-G0778;24;0;887;0;103;38;0;0;0;0;24;36;9;0;4;274;8;792;7;0.0;13;0;0;0;0;0;0;971
Finsterwolde-G0013;36;0;3;258;105;20;27;57;0;0;1212;0;23;3;13;0;16;0;5;0.0;0;0;0;0;0;0;0;274
Franeker-G0069;62;0;0;0;396;173;0;0;1897;1372;147;73;22;0;0;0;40;0;17;202.0;0;0;0;0;0;0;0;1761
Franekeradeel-G0070;30;0;0;0;157;65;0;0;1055;719;28;12;23;0;0;0;48;0;18;165.0;0;0;0;0;0;0;0;585
Gaasterland-G0071;22;0;0;0;109;54;0;0;2034;324;17;130;95;0;0;0;20;0;45;137.0;0;0;0;0;0;0;0;811
Gasselte-G0115;22;0;12;0;296;73;181;199;0;988;187;0;17;0;0;0;8;0;8;0.0;0;0;0;0;0;0;0;517
Geertruidenberg-G0779;31;0;1041;0;123;200;0;0;0;0;19;8;20;0;16;314;6;123;10;0.0;33;0;0;0;0;0;0;1396
Geervliet-G0509;6;0;19;372;151;83;77;110;0;0;25;43;13;10;14;0;1;0;0;0.0;0;0;0;0;0;0;0;356
Geffen-G0780;15;0;867;0;28;73;0;0;0;0;15;0;26;0;6;78;0;13;1;0.0;51;0;0;0;0;0;0;829
Geldermalsen-G0236;21;0;122;1502;382;120;275;684;0;0;25;402;66;30;24;0;19;0;23;0.0;0;0;0;0;0;0;0;1195
Geldrop-G0781;143;0;4340;0;1294;1303;0;0;0;0;138;17;66;0;142;1536;39;624;33;0.0;90;0;0;0;0;0;0;5402
Geleen-G0906;362;0;0;1680;865;1051;0;0;7693;0;367;0;166;567;636;0;0;0;23;0.0;0;0;0;0;0;0;0;6938
Gemert-G0782;131;0;3701;0;248;283;0;0;0;0;91;0;56;0;81;376;6;90;31;0.0;119;0;0;0;0;0;0;2573
Gendringen-G0237;84;0;5121;559;214;251;216;428;0;0;35;9;141;308;33;0;9;0;35;0.0;0;0;0;0;0;0;0;2268
Gendt-G0238;37;0;1889;206;60;87;24;50;0;0;16;3;76;57;9;0;4;0;8;0.0;0;0;0;0;0;0;0;852
Genemuiden-G0154;15;0;6;0;66;25;488;376;0;405;16;738;21;0;0;0;35;0;16;0.0;0;0;0;0;0;0;0;883
Gennep-G0907;43;0;0;177;155;258;0;0;1562;0;16;0;46;53;23;0;0;0;11;0.0;0;0;0;0;0;0;0;1496
Geulle-G0908;16;0;0;87;79;95;0;0;646;0;11;0;24;30;11;0;0;0;11;0.0;0;0;0;0;0;0;0;618
Giessen-G0783;5;0;0;0;4;0;0;0;0;0;1;27;0;0;1;30;22;393;0;0.0;1;0;0;0;0;0;0;100
Giessenburg-G0510;30;0;11;342;198;61;471;195;0;0;5;231;58;3;6;0;28;0;5;0.0;0;0;0;0;0;0;0;454
Gieten-G0116;41;0;25;0;603;151;111;198;0;1213;65;0;60;0;0;0;10;0;16;0.0;0;0;0;0;0;0;0;587
Giethoorn-G0155;16;0;16;0;142;43;70;159;0;631;61;7;47;0;0;0;15;0;16;0.0;0;0;0;0;0;0;0;423
Gilze en Rijen-G0784;87;0;3986;0;305;359;0;0;0;0;35;7;64;0;44;572;5;82;19;0.0;106;0;0;0;0;0;0;4058
Goedereede-G0511;78;0;9;699;329;107;704;330;0;0;13;1435;115;6;5;0;22;0;0;0.0;0;0;0;0;0;0;0;1295
Goes-G0664;148;0;1134;3206;1341;513;1370;2702;0;0;66;953;129;167;0;0;109;0;0;0.0;0;74;0;0;0;0;0;4657
Goirle-G0785;75;0;2395;0;325;283;0;0;0;0;49;8;28;0;187;447;3;23;12;0.0;35;0;0;0;0;0;0;2420
Goor-G0156;61;0;1093;0;407;285;229;244;0;1885;105;9;60;0;0;0;15;0;9;0.0;0;0;0;0;4;0;0;1455
Gorinchem-G0512;93;0;768;4351;1286;752;1353;837;0;0;168;393;88;97;252;0;86;0;235;0.0;0;0;0;0;0;0;0;5302
Gorssel-G0239;59;0;440;1878;1754;437;706;1388;0;0;58;30;204;83;78;0;37;0;117;0.0;0;0;0;0;0;0;0;1949
Gouda-G0513;153;0;2874;6916;2324;1410;2000;1319;0;0;490;1039;300;630;388;0;208;0;100;0.0;0;0;0;0;0;0;0;8630
Gouderak-G0514;7;0;21;375;159;27;217;41;0;0;4;142;9;6;6;0;3;0;2;0.0;0;0;0;0;0;0;0;295
Goudriaan-G0515;7;0;0;32;43;9;116;30;0;0;0;69;19;0;2;0;6;0;1;0.0;0;0;0;0;0;0;0;74
Goudswaard-G0516;12;0;4;167;85;7;39;55;0;0;5;272;14;2;4;0;1;0;0;0.0;0;0;0;0;0;0;0;224
Graauw en Langendam-G0665;9;0;125;23;10;3;4;3;0;0;5;1;161;81;0;0;5;0;0;0.0;0;1;0;235;0;0;0;193
Graft-G0389;5;0;188;161;98;45;8;14;0;0;23;0;35;10;24;0;0;0;0;0.0;0;0;4;0;0;0;0;250
Gramsbergen-G0157;26;0;68;0;156;30;726;735;0;664;9;5;56;0;0;0;68;0;132;0.0;0;0;0;0;0;0;0;470
Grathem-G0909;11;0;0;19;31;36;0;0;826;0;3;0;22;7;4;0;0;0;3;0.0;0;0;0;0;0;0;0;296
Grave-G0786;31;0;1714;0;188;153;0;0;0;0;16;0;55;0;13;259;0;84;11;0.0;0;0;0;0;0;0;0;1813
Grevenbicht-G0910;20;0;0;90;49;41;0;0;751;0;5;0;14;17;28;0;0;0;1;0.0;0;0;0;0;0;0;0;525
Grijpskerk-G0016;19;0;7;229;199;34;1076;172;0;0;22;0;17;12;3;0;148;0;6;0.0;0;0;0;0;0;0;0;303
Groede-G0667;12;0;120;331;291;15;36;116;0;0;5;9;13;24;0;0;0;0;0;0.0;0;9;0;0;0;0;0;244
Groenlo-G0240;186;0;2141;265;161;96;31;74;0;0;12;5;43;102;25;0;5;0;35;0.0;0;0;0;0;0;0;0;1153
Groesbeek-G0241;116;0;3441;477;341;359;84;204;0;0;76;11;463;155;88;0;12;0;56;0.0;0;0;0;0;0;0;0;3922
Groningen-G0014;728;0;4063;24401;10553;5825;9166;5707;0;0;10890;0;595;1845;2114;0;4600;0;189;0.0;0;0;0;0;0;0;0;29213
Gronsveld-G0911;25;0;0;44;62;75;0;0;1218;0;8;0;42;29;12;0;0;0;11;0.0;0;0;0;0;0;0;0;449
Groot-Ammers-G0520;14;0;5;191;157;31;284;82;0;0;4;231;23;3;2;0;13;0;3;0.0;0;0;0;0;0;0;0;306
Grootebroek-G0391;15;0;1371;104;73;71;12;9;0;0;43;1;39;109;19;0;0;0;0;0.0;0;0;24;0;0;0;0;1145
Grootegast-G0015;42;0;12;568;177;51;2083;349;0;0;133;0;371;16;17;0;242;0;9;0.0;0;0;0;0;0;0;0;855
Grubbenvorst-G0912;21;0;0;93;112;112;0;0;1468;0;9;0;66;90;17;0;0;0;1;0.0;0;0;0;0;0;0;0;844
Gulpen-G0913;44;0;0;184;69;79;0;0;1188;0;15;0;22;40;20;0;0;0;184;0.0;0;0;0;0;0;0;0;772
Haaften-G0242;10;0;10;663;78;70;224;374;0;0;6;167;33;7;6;0;12;0;2;0.0;0;0;0;0;0;0;0;475
Haaksbergen-G0158;103;0;4044;0;622;448;144;168;0;1358;71;11;407;0;0;0;12;0;24;0.0;0;0;0;0;679;0;0;2380
Haaren-G0788;11;0;1225;0;60;54;0;0;0;0;4;1;8;0;8;114;8;8;3;0.0;14;0;0;0;0;0;0;604
Haarlem-G0392;772;0;14937;20289;10363;9050;5007;3365;0;0;4153;287;1191;1504;2191;0;382;0;315;0.0;0;281;88;0;0;0;0;37897
Haarlemmerliede en Spaarnwoude-G0393;22;0;721;264;275;89;133;72;0;0;75;14;40;39;23;0;9;0;6;0.0;0;5;0;0;0;0;0;684
Haarlemmermeer-G0394;238;0;4324;4570;3530;2174;3913;2716;0;0;1122;489;363;470;440;0;223;0;117;0.0;0;61;0;0;0;0;0;10130
Haastrecht-G0521;12;0;572;256;232;116;200;80;0;0;8;78;32;39;18;0;12;0;1;0.0;0;0;0;0;0;0;0;550
Haelen-G0914;42;0;0;92;142;98;0;0;1382;0;13;0;59;47;13;0;0;0;3;0.0;0;0;0;0;0;0;0;981
Hagestein-G0522;12;0;173;39;23;13;22;130;0;0;2;99;10;2;2;0;1;0;1;0.0;0;0;0;0;0;0;0;141
Halsteren-G0789;65;0;1679;0;222;251;0;0;0;0;41;13;43;0;25;315;12;257;9;0.0;138;0;0;0;0;0;0;2735
Haps-G0790;16;0;850;0;30;32;0;0;0;0;1;0;25;0;7;48;0;6;0;0.0;0;0;0;0;0;0;0;346
Hardenberg-G0160;64;0;1071;0;540;217;3164;2535;0;2107;56;43;329;0;0;0;1658;0;269;0.0;0;0;0;0;0;0;0;2228
Harderwijk-G0243;63;0;567;1361;1395;489;1826;2726;0;0;89;970;369;167;63;0;242;0;128;0.0;0;0;0;0;0;0;0;3599
Hardinxveld-G1070;92;0;44;1685;459;196;855;579;0;0;91;1369;133;20;52;0;330;0;18;0.0;0;0;0;0;0;0;0;2392
Haren-G0017;41;0;315;1785;2363;626;1362;1022;0;0;303;0;110;90;148;0;295;0;54;0.0;0;0;0;0;0;0;0;2111
Harenkarspel-G0395;25;0;1148;228;162;69;56;24;0;0;19;4;44;27;16;0;6;0;10;0.0;0;2;12;0;0;0;0;688
Harlingen-G0072;97;0;0;0;453;255;0;0;1909;2100;187;22;50;0;0;0;238;0;11;160.0;0;0;0;0;0;0;0;2153
Harmelen-G0318;13;0;648;0;268;98;281;317;0;246;5;95;71;0;0;0;7;0;15;0.0;0;0;0;0;0;0;0;977
Haskerland-G0073;53;0;0;0;366;229;0;0;2539;1711;114;84;137;0;0;0;45;0;25;275.0;0;0;0;0;0;0;0;1989
Hasselt-G0161;13;0;100;0;87;75;475;471;0;401;8;245;60;0;0;0;206;0;21;0.0;0;0;0;0;0;0;0;649
Hattem-G0244;50;0;160;1524;541;144;505;967;0;0;80;71;40;25;31;0;420;0;18;0.0;0;0;0;0;0;0;0;900
Havelte-G0117;32;0;27;0;620;94;98;151;0;1368;20;0;79;0;0;0;10;0;5;0.0;0;0;0;0;0;0;0;682
Hazerswoude-G0524;15;0;1017;259;485;242;677;495;0;0;30;224;31;61;38;0;28;0;21;0.0;0;0;0;0;0;0;0;1507
Hedel-G0245;11;0;425;121;33;39;77;208;0;0;7;163;21;8;7;0;7;0;2;0.0;0;0;0;0;0;0;0;568
Heel en Panheel-G0915;36;0;0;45;129;50;0;0;1005;0;4;0;12;27;30;0;0;0;4;0.0;0;0;0;0;0;0;0;850
Heemskerk-G0396;103;0;895;1164;375;429;324;224;0;0;161;22;28;179;95;0;40;0;0;0.0;0;7;8;0;0;0;0;10069
Heemstede-G0397;112;0;2982;1490;4011;1235;997;762;0;0;154;49;206;249;197;0;71;0;51;0.0;0;103;8;0;0;0;0;4724
Heenvliet-G0525;12;0;17;307;186;113;54;49;0;0;78;22;9;9;27;0;4;0;0;0.0;0;0;0;0;0;0;0;402
Heer-G0916;142;0;0;519;393;338;0;0;2641;0;72;0;44;215;63;0;0;0;16;0.0;0;0;0;0;0;0;0;2557
Heerde-G0246;59;0;61;2340;622;189;1070;1942;0;0;32;342;247;43;38;0;250;0;201;0.0;0;0;0;0;0;0;0;1965
Heerenveen-G0074;194;0;0;0;1765;809;0;0;3535;5557;1687;67;297;0;0;0;161;0;144;473.0;0;0;0;0;0;21;0;5191
Heerewaarden-G0247;15;0;28;342;69;21;25;33;0;0;5;9;18;2;9;0;0;0;4;0.0;0;0;0;0;0;0;0;152
Heerhugowaard-G0398;44;0;2472;843;547;681;371;135;0;0;115;11;56;133;105;0;14;0;13;0.0;0;6;31;0;0;0;0;2377
Heerjansdam-G0526;12;0;28;321;192;137;225;278;0;0;17;82;21;15;8;0;4;0;0;0.0;0;0;0;0;0;0;0;509
Heerlen-G0917;515;0;0;4129;2042;2078;0;0;14065;0;2090;0;297;1541;684;0;0;0;75;0.0;0;0;0;0;0;0;0;17710
Heesch-G0791;34;0;1894;0;109;141;0;0;0;0;14;0;15;0;21;212;1;30;6;0.0;53;0;0;0;0;0;0;1325
Heeswijk-Dinther-G0792;16;0;2157;0;45;110;0;0;0;0;10;0;17;0;5;68;3;27;3;0.0;42;0;0;0;0;0;0;957
Heeze-G0793;42;0;1799;0;272;223;0;0;0;0;18;0;21;0;33;178;3;105;10;0.0;41;0;0;0;0;0;0;1287
Hei- en Boeicop-G0527;8;0;1;40;19;7;122;89;0;0;0;118;39;0;1;0;1;0;0;0.0;0;0;0;0;0;0;0;68
Heiloo-G0399;66;0;2329;1431;1848;916;400;311;0;0;159;0;142;205;140;0;38;0;37;0.0;0;13;27;0;0;0;0;2848
Heinenoord-G0528;17;0;14;376;159;78;223;168;0;0;14;158;40;3;3;0;18;0;0;0.0;0;0;0;0;0;0;0;366
Heino-G0162;17;0;1014;0;144;89;114;549;0;326;5;11;47;0;0;0;91;0;11;0.0;0;0;0;0;0;0;0;564
Helden-G0918;77;0;0;125;131;115;0;0;4056;0;24;0;69;109;15;0;0;0;3;0.0;0;0;0;0;0;0;0;2138
Hellendoorn-G0163;61;0;3232;0;611;422;2238;3866;0;2183;78;228;496;0;0;0;276;0;60;0.0;0;0;0;0;0;0;0;3170
Hellevoetsluis-G0530;38;0;157;1880;614;471;300;212;0;0;88;64;45;44;73;0;8;0;0;0.0;0;0;0;0;0;0;0;1804
Helmond-G0794;386;0;11330;0;1237;1718;0;0;0;0;1698;0;104;0;191;3933;54;556;67;0.0;163;0;0;0;0;0;0;12268
Helvoirt-G0795;19;0;998;0;136;83;0;0;0;0;16;3;62;0;11;106;5;40;2;0.0;19;0;0;0;0;0;0;607
Hemelumer Oldeferd-G0075;13;0;0;0;119;41;0;0;1543;250;14;30;29;0;0;0;37;0;49;164.0;0;0;0;0;0;0;0;438
Hendrik-Ido-Ambacht-G0531;59;0;198;1346;776;687;910;735;0;0;51;847;40;41;53;0;51;0;0;0.0;0;0;0;0;0;0;0;2155
Hengelo-G0164;312;0;9550;0;3124;2488;1754;2066;0;10424;962;122;562;0;0;0;295;0;80;0.0;0;0;0;0;38;0;0;11094
Hengelo-G0248;34;0;1249;583;280;97;396;534;0;0;7;24;115;89;19;0;11;0;45;0.0;0;0;0;0;0;0;0;973
Hennaarderadeel-G0076;25;0;0;0;153;34;0;0;1383;311;7;22;25;0;0;0;4;0;14;297.0;0;0;0;0;0;0;0;394
Hensbroek-G0401;2;0;264;68;68;30;4;3;0;0;12;0;18;5;11;0;2;0;0;0.0;0;0;17;0;0;0;0;176
Herten-G0919;17;0;0;80;97;55;0;0;990;0;9;0;10;48;13;0;0;0;1;0.0;0;0;0;0;0;0;0;661
Herwen en Aerdt-G0249;45;0;1702;326;146;125;67;135;0;0;17;3;86;84;14;0;12;0;10;0.0;0;0;0;0;0;0;0;1594
Herwijnen-G0250;7;0;14;356;45;19;221;196;0;0;3;58;15;5;4;0;7;0;12;0.0;0;0;0;0;0;0;0;251
Het Bildt-G0063;45;0;0;0;417;119;0;0;1946;1262;130;27;38;0;0;0;37;0;14;165.0;0;0;0;0;0;0;0;967
Heteren-G0251;22;0;1284;282;82;85;228;274;0;0;24;199;47;33;14;0;16;0;8;0.0;0;0;0;0;0;0;0;1016
Heukelum-G0533;9;0;4;470;131;27;128;177;0;0;6;28;20;3;5;0;15;0;11;0.0;0;0;0;0;0;0;0;404
Heumen-G0252;27;0;1289;127;121;123;23;24;0;0;16;0;62;63;18;0;7;0;7;0.0;0;0;0;0;0;0;0;887
Heusden-G0797;26;0;668;0;110;77;0;0;0;0;13;26;12;0;14;179;2;337;2;0.0;32;0;0;0;0;0;0;1029
Heythuysen-G0920;45;0;0;44;65;34;0;0;1352;0;15;0;42;80;9;0;0;0;3;0.0;0;0;0;0;0;0;0;814
Hillegom-G0534;54;0;2860;1141;770;560;562;673;0;0;80;62;98;178;96;0;20;0;22;0.0;0;0;0;0;0;0;0;3080
Hilvarenbeek-G0798;48;0;2325;0;145;109;0;0;0;0;51;1;24;0;30;208;4;85;3;0.0;49;0;0;0;0;0;0;1071
Hilversum-G0402;453;0;6681;10576;8032;4566;4242;3214;0;0;1690;680;654;1165;1272;0;251;0;349;0.0;0;258;118;0;0;0;0;20855
Hindeloopen-G0077;7;0;0;0;10;12;0;0;170;169;20;0;2;0;0;0;3;0;0;32.0;0;0;0;0;0;0;0;105
Hoek-G0674;10;0;55;444;156;36;97;179;0;0;9;151;93;8;0;0;90;0;0;0.0;0;3;0;6;0;0;0;549
Hoenkoop-G0319;1;0;187;0;20;10;68;54;0;47;2;24;7;0;0;0;2;0;1;0.0;0;0;0;0;0;0;0;96
Hoensbroek-G0921;147;0;0;1221;411;381;0;0;2298;0;439;0;58;2026;831;0;0;0;25;0.0;0;0;0;0;0;0;0;5086
Hoevelaken-G0253;20;0;208;415;309;156;169;459;0;0;10;228;61;21;7;0;17;0;12;0.0;0;0;0;0;0;0;1;722
Hoeven-G0799;41;0;1567;0;124;92;0;0;0;0;17;0;35;0;17;185;6;29;14;0.0;82;0;0;0;0;0;0;1508
Holten-G0165;22;0;95;0;676;99;509;1034;0;826;6;33;338;0;0;0;6;0;10;0.0;0;0;0;0;0;0;0;751
Hontenisse-G0675;31;0;1156;82;73;39;11;80;0;0;7;5;106;482;0;0;8;0;0;0.0;0;1;0;377;0;0;0;804
Hoofdplaat-G0676;11;0;216;27;23;2;10;41;0;0;1;8;7;179;0;0;0;0;0;0.0;0;1;0;0;0;0;0;180
Hoogblokland-G0535;9;0;14;180;113;12;174;24;0;0;4;39;11;1;6;0;3;0;3;0.0;0;0;0;0;0;0;0;98
Hooge en Lage Mierde-G0801;6;0;986;0;26;36;0;0;0;0;1;0;25;0;10;36;2;19;1;0.0;13;0;0;0;0;0;0;374
Hooge en Lage Zwaluwe-G0802;8;0;847;0;73;45;0;0;0;0;13;20;65;0;13;281;3;547;3;0.0;18;0;0;0;0;0;0;917
Hoogeloon, Hapert en Casteren-G0800;27;0;1733;0;81;89;0;0;0;0;10;2;16;0;6;102;3;40;2;0.0;21;0;0;0;0;0;0;898
Hoogeveen-G0118;187;0;325;0;961;625;4997;2791;0;3654;631;0;578;0;0;0;691;0;87;0.0;0;0;0;0;0;0;0;5420
Hoogezand-Sappemeer-G0018;241;0;893;5281;1609;963;1052;630;0;0;2843;0;182;92;361;0;259;0;27;0.0;0;0;0;0;0;0;0;4833
Hoogkarspel-G0403;12;0;819;152;122;94;10;15;0;0;26;0;40;69;19;0;2;0;0;0.0;0;0;20;0;0;0;0;598
Hoogland-G0320;31;0;1776;0;85;101;88;216;0;232;15;46;42;0;0;0;18;0;8;0.0;0;0;0;0;0;0;0;644
Hoogwoud-G0404;7;0;656;275;202;44;13;20;0;0;22;2;25;10;31;0;0;0;0;0.0;0;1;13;0;0;0;0;324
Hoorn-G0405;68;0;1983;1979;1043;616;347;259;0;0;256;14;74;184;432;0;19;0;0;0.0;0;15;58;0;0;0;0;4013
Hoornaar-G0536;2;0;2;122;129;19;173;40;0;0;2;51;6;2;2;0;5;0;4;0.0;0;0;0;0;0;0;0;98
Horn-G0922;28;0;0;106;67;77;0;0;865;0;10;0;20;37;6;0;0;0;5;0.0;0;0;0;0;0;0;0;656
Horssen-G0254;8;0;440;26;3;6;9;31;0;0;1;3;17;11;5;0;0;0;0;0.0;0;0;0;0;0;0;0;159
Horst-G0923;95;0;0;196;203;187;0;0;4525;0;29;0;100;131;31;0;0;0;9;0.0;0;0;0;0;0;0;0;2538
Houten-G0321;33;0;1655;0;284;125;146;249;0;236;13;157;47;0;0;0;9;0;13;0.0;0;0;0;0;0;0;0;892
Huijbergen-G0803;15;0;392;0;43;28;0;0;0;0;3;0;7;0;8;35;0;10;0;0.0;7;0;0;0;0;0;0;317
Huissen-G0255;52;0;2352;398;161;156;48;106;0;0;19;11;133;77;15;0;6;0;18;0.0;0;0;0;0;0;0;0;1609
Huizen-G0406;94;0;378;1342;1524;856;1689;1964;0;0;131;741;148;110;104;0;102;0;34;0.0;0;59;7;0;0;0;0;2895
Hulsberg-G0924;35;0;0;91;94;78;0;0;798;0;18;0;28;129;28;0;0;0;12;0.0;0;0;0;0;0;0;0;695
Hulst-G0677;33;0;979;171;178;112;15;47;0;0;24;12;109;549;0;0;12;0;0;0.0;0;12;0;504;0;0;0;1330
Hummelo en Keppel-G0256;19;0;335;582;379;96;176;241;0;0;9;10;38;8;6;0;2;0;16;0.0;0;0;0;0;0;0;0;574
Hunsel-G0925;34;0;0;40;38;35;0;0;1336;0;3;0;47;15;10;0;0;0;3;0.0;0;0;0;0;0;0;0;590
Idaarderadeel-G0078;31;0;0;0;403;226;0;0;560;2287;87;7;25;0;0;0;17;0;6;316.0;0;0;0;0;0;0;0;808
IJlst-G0102;17;0;0;0;44;16;0;0;496;198;3;7;1;0;0;0;6;0;5;75.0;0;0;0;0;0;0;0;232
IJsselmuiden-G0191;21;0;446;0;150;77;727;848;0;419;22;1540;51;0;0;0;196;0;46;0.0;0;0;0;0;0;0;0;1146
IJsselstein-G0353;34;0;1499;0;250;304;256;421;0;563;39;269;43;0;0;0;16;0;20;0.0;0;0;0;0;0;0;0;1698
IJzendijke-G0730;14;0;513;160;151;21;17;28;0;0;35;5;31;132;0;0;0;0;0;0.0;0;2;0;0;0;0;0;419
Ilpendam-G0407;11;0;279;358;114;72;53;145;0;0;233;6;27;21;27;0;4;0;0;0.0;0;1;8;0;0;0;0;401
Itteren-G0926;13;0;0;20;23;25;0;0;183;0;3;0;15;20;7;0;0;0;2;0.0;0;0;0;0;0;0;0;212
Jabeek-G0927;7;0;0;16;11;11;0;0;172;0;11;0;1;63;1;0;0;0;0;0.0;0;0;0;0;0;0;0;86
Jisp-G0408;4;0;38;123;88;58;13;14;0;0;56;1;22;2;23;0;1;0;0;0.0;0;0;0;0;0;0;0;188
Jutphaas-G0322;21;0;1078;0;309;244;169;351;0;603;20;74;29;0;0;0;18;0;8;0.0;0;0;0;0;0;0;0;1088
Kamerik-G0323;13;0;382;0;60;34;172;316;0;64;2;179;39;0;0;0;15;0;2;0.0;0;0;0;0;0;0;0;278
Kampen-G0166;75;0;1000;0;704;483;2568;2353;0;3212;140;1496;165;0;0;0;751;0;91;0.0;0;0;0;0;0;0;0;4379
Kantens-G0020;13;0;9;384;141;13;178;67;0;0;45;0;10;3;7;0;121;0;5;0.0;0;0;0;0;0;0;0;158
