RegioNaam;@invalid;@blank;RKSP;SDAP;ARP;CHU;Vrijzinnig-Democratische Bond (VDB);Nationaal-Socialistische Beweging (NSB);Liberale Staatspartij (LSP);Communistische Partij van Nederland;Christelijk-Democratische Unie;SGP;Revolutionair Socialistische Arbeiderspartij;Katholiek Democratische Partij;HGSP;Actie-Bouwman;Christelijk Nationale Actie;Algemeen Belang;Zwart Front;Plattelandersbond;VNH;Nationaal Socialistische Arbeiderspartij;@abs
Heel en Panheel-G0915;4;11;1050.0;9.0;1.0;;;12.0;;1.0;;;;;;6.0;;1.0;;1.0;1.0;;20.0
Heemskerk-G0396;7;16;1514.0;145.0;53.0;97.0;88.0;60.0;1.0;53.0;14.0;3.0;;;;;;;;;;;69.0
Heemstede-G0397;130;102;3187.0;892.0;1820.0;530.0;787.0;706.0;927.0;112.0;313.0;31.0;18.0;61.0;22.0;;1.0;17.0;1.0;2.0;21.0;11.0;511.0
Heenvliet-G0525;13;18;5.0;174.0;85.0;23.0;73.0;26.0;98.0;96.0;6.0;6.0;4.0;;3.0;;1.0;1.0;;8.0;1.0;;67.0
Heer-G0916;44;149;1482.0;397.0;26.0;6.0;23.0;152.0;3.0;10.0;3.0;1.0;3.0;33.0;1.0;3.0;;6.0;11.0;6.0;;3.0;96.0
Heerde-G0246;85;109;29.0;980.0;1214.0;1260.0;195.0;65.0;344.0;7.0;87.0;18.0;;;;;;;;;;;226.0
Heerenveen-G0074;177;312;398.0;3120.0;1617.0;928.0;1576.0;175.0;288.0;1235.0;995.0;55.0;48.0;17.0;36.0;;6.0;77.0;1.0;50.0;3.0;;834.0
Heerewaarden-G0247;7;15;5.0;242.0;56.0;1.0;79.0;20.0;75.0;1.0;13.0;1.0;;1.0;;2.0;;;;10.0;;;78.0
Heerhugowaard-G0398;10;18;1434.0;208.0;156.0;35.0;314.0;39.0;15.0;37.0;8.0;2.0;2.0;3.0;3.0;;2.0;14.0;;2.0;;;102.0
Heerjansdam-G0526;8;2;;146.0;188.0;160.0;13.0;12.0;33.0;;1.0;49.0;;;4.0;;;10.0;;1.0;;;35.0
Heerlen-G0917;371;455;12336.0;2319.0;769.0;421.0;122.0;1024.0;92.0;722.0;145.0;13.0;44.0;185.0;9.0;9.0;;7.0;63.0;8.0;8.0;70.0;665.0
Heesch-G0791;9;11;1081.0;7.0;3.0;12.0;;5.0;;;;1.0;1.0;1.0;;264.0;;;;1.0;1.0;;53.0
Heeswijk-G1072;4;2;718.0;1.0;;;;1.0;;;;;;4.0;;34.0;;;2.0;;;;23.0
Heeze-G0793;7;16;1396.0;7.0;11.0;53.0;6.0;23.0;1.0;2.0;;;;1.0;1.0;30.0;;;;;2.0;;42.0
Hei- en Boeicop-G0527;0;6;;9.0;106.0;10.0;3.0;4.0;19.0;3.0;1.0;113.0;;;;;;;;;;;38.0
Heiloo-G0399;46;34;1482.0;694.0;349.0;60.0;538.0;178.0;266.0;49.0;45.0;7.0;7.0;27.0;10.0;;1.0;16.0;;1.0;4.0;;200.0
Heinenoord-G0528;5;13;9.0;162.0;307.0;154.0;29.0;45.0;70.0;2.0;6.0;155.0;3.0;1.0;9.0;;4.0;5.0;1.0;6.0;1.0;;116.0
Heinkenszand-G0672;12;6;472.0;18.0;139.0;178.0;53.0;25.0;29.0;2.0;;35.0;;;;;;4.0;1.0;;;;52.0
Heino-G0162;3;5;703.0;117.0;119.0;363.0;71.0;11.0;10.0;1.0;15.0;1.0;1.0;6.0;1.0;1.0;2.0;;;;;;53.0
Hekelingen-G1074;8;6;2.0;219.0;99.0;35.0;59.0;15.0;45.0;15.0;1.0;34.0;;;2.0;;;;;11.0;;;48.0
Hekendorp-G1075;2;4;85.0;8.0;77.0;52.0;3.0;36.0;22.0;;4.0;26.0;;;;;;;;;;;16.0
Helden-G0918;23;31;2821.0;7.0;1.0;1.0;4.0;54.0;1.0;;;;;;;5.0;;;;;;;64.0
Hellendoorn-G0163;70;71;1443.0;436.0;1622.0;1804.0;165.0;112.0;147.0;48.0;765.0;111.0;11.0;10.0;2.0;;15.0;318.0;1.0;4.0;;3.0;181.0
Hellevoetsluis-G0530;8;22;19.0;209.0;147.0;124.0;93.0;15.0;104.0;5.0;8.0;15.0;2.0;2.0;2.0;;1.0;2.0;;;;;74.0
Helmond-G0794;188;346;9380.0;1211.0;232.0;94.0;98.0;190.0;58.0;139.0;11.0;5.0;4.0;137.0;2.0;87.0;8.0;28.0;74.0;9.0;5.0;;526.0
Helvoirt-G0795;5;4;931.0;6.0;6.0;35.0;1.0;3.0;5.0;;;2.0;;10.0;;27.0;;;12.0;;;;60.0
Hemelumer Oldephaert en Noordwolde-G1260;23;26;91.0;197.0;601.0;1156.0;158.0;35.0;37.0;6.0;86.0;26.0;4.0;;129.0;;7.0;15.0;;2.0;;;178.0
Hemmen-G1076;1;3;;;28.0;36.0;1.0;17.0;2.0;;1.0;22.0;;;1.0;;1.0;;;;;;6.0
Hendrik-Ido-Ambacht-G0531;20;54;13.0;472.0;663.0;280.0;53.0;46.0;209.0;8.0;5.0;472.0;1.0;;15.0;;6.0;3.0;1.0;3.0;;;177.0
Hengelo-G0248;29;26;790.0;246.0;566.0;409.0;224.0;39.0;65.0;3.0;5.0;39.0;1.0;16.0;2.0;38.0;;3.0;1.0;7.0;1.0;;121.0
Hengelo-G0164;265;513;5877.0;5901.0;1830.0;663.0;1672.0;704.0;668.0;565.0;1004.0;27.0;145.0;414.0;7.0;8.0;11.0;74.0;6.0;23.0;10.0;4.0;599.0
Hennaarderadeel-G0076;20;5;97.0;250.0;478.0;1036.0;225.0;34.0;90.0;8.0;75.0;3.0;;;29.0;;1.0;19.0;;1.0;;;147.0
Hensbroek-G0401;1;11;219.0;33.0;5.0;5.0;126.0;10.0;7.0;16.0;2.0;2.0;2.0;;10.0;;;2.0;;1.0;;;29.0
Herkingen-G1078;5;11;;15.0;138.0;3.0;10.0;12.0;8.0;3.0;;156.0;1.0;;;;47.0;;1.0;;;;111.0
Herpen-G1079;3;6;687.0;4.0;;1.0;4.0;2.0;;;3.0;1.0;;1.0;;139.0;;;;;2.0;;27.0
Herten-G0919;2;8;606.0;4.0;4.0;2.0;4.0;10.0;;;;;;;;;;;;;1.0;;25.0
Herwen en Aerdt-G0249;49;46;1449.0;154.0;92.0;104.0;80.0;33.0;3.0;4.0;10.0;6.0;1.0;6.0;2.0;357.0;;;2.0;9.0;1.0;;251.0
Herwijnen-G0250;30;12;;173.0;262.0;144.0;5.0;24.0;2.0;2.0;6.0;49.0;;1.0;;;31.0;4.0;;161.0;;;80.0
Het Bildt-G0063;63;60;27.0;1110.0;1335.0;654.0;668.0;101.0;125.0;120.0;208.0;2.0;165.0;1.0;4.0;;1.0;17.0;2.0;15.0;;;242.0
Heteren-G0251;14;23;931.0;62.0;274.0;231.0;18.0;68.0;20.0;2.0;;189.0;2.0;2.0;5.0;45.0;46.0;;1.0;9.0;;;91.0
Heukelum-G0533;16;21;4.0;248.0;285.0;64.0;60.0;15.0;47.0;6.0;1.0;24.0;3.0;;1.0;;10.0;1.0;;21.0;;;49.0
Heumen-G0252;5;5;962.0;21.0;16.0;8.0;5.0;17.0;2.0;1.0;;;;1.0;;101.0;1.0;3.0;2.0;1.0;1.0;;328.0
Heusden-G0797;19;21;914.0;86.0;103.0;135.0;21.0;23.0;22.0;3.0;1.0;29.0;;10.0;12.0;11.0;1.0;6.0;12.0;;;;97.0
Heythuysen-G0920;13;9;1214.0;1.0;6.0;;1.0;13.0;4.0;;;;;1.0;;7.0;;;1.0;;;;29.0
Hillegersberg-G1081;164;232;1793.0;1858.0;2883.0;1104.0;761.0;959.0;1077.0;80.0;138.0;201.0;55.0;51.0;104.0;;9.0;16.0;9.0;8.0;21.0;;617.0
Hillegom-G0534;50;23;2620.0;626.0;721.0;539.0;88.0;184.0;131.0;35.0;131.0;61.0;2.0;91.0;31.0;;1.0;10.0;2.0;3.0;2.0;;279.0
Hilvarenbeek-G0798;7;15;1677.0;17.0;14.0;36.0;29.0;6.0;18.0;;;;;28.0;;7.0;;1.0;202.0;10.0;;;59.0
Hilversum-G0402;566;723;6947.0;8938.0;6778.0;2812.0;2353.0;1923.0;1900.0;1102.0;674.0;485.0;287.0;585.0;63.0;;505.0;42.0;31.0;33.0;123.0;5.0;1326.0
Hindeloopen-G0077;7;2;9.0;147.0;72.0;154.0;40.0;1.0;6.0;6.0;35.0;;;1.0;3.0;;;1.0;;2.0;;;42.0
Hoedekenskerke-G0673;9;9;387.0;9.0;72.0;138.0;17.0;5.0;10.0;;;109.0;;;;;;5.0;;;;;30.0
Hoek-G0674;31;40;28.0;215.0;283.0;172.0;108.0;25.0;200.0;17.0;78.0;241.0;2.0;4.0;40.0;;1.0;3.0;2.0;8.0;;;108.0
Hoenkoop-G0319;2;1;145.0;13.0;55.0;23.0;5.0;22.0;4.0;;;10.0;;;;;9.0;;;;;;11.0
Hoensbroek-G0921;118;139;2926.0;751.0;183.0;112.0;11.0;339.0;5.0;171.0;39.0;4.0;8.0;7.0;7.0;1.0;;2.0;133.0;7.0;1.0;40.0;99.0
Hoevelaken-G0253;18;13;46.0;81.0;106.0;244.0;17.0;16.0;11.0;3.0;;41.0;;;;;;;;;;;47.0
Hoeven-G0799;21;38;1668.0;20.0;17.0;5.0;;8.0;;6.0;;;;27.0;;1.0;;;32.0;1.0;;3.0;45.0
Holten-G0165;28;17;36.0;309.0;412.0;885.0;252.0;68.0;102.0;8.0;40.0;13.0;6.0;;1.0;1.0;2.0;16.0;;2.0;;;128.0
Hontenisse-G0675;73;68;2231.0;40.0;65.0;42.0;23.0;95.0;26.0;1.0;;7.0;;4.0;2.0;;;1.0;2.0;1.0;;;201.0
Hoofdplaat-G0676;12;10;453.0;5.0;41.0;24.0;18.0;15.0;3.0;1.0;1.0;7.0;2.0;;;;;1.0;;3.0;;;48.0
Hoogblokland-G0535;1;6;3.0;77.0;151.0;3.0;12.0;8.0;88.0;1.0;;45.0;;;4.0;;33.0;;;1.0;;;34.0
Hooge en Lage Mierde-G0801;1;0;826.0;;5.0;10.0;;2.0;;;;;;2.0;;12.0;;1.0;7.0;;;;30.0
Hooge en Lage Zwaluwe-G0802;12;19;1176.0;115.0;320.0;491.0;37.0;49.0;25.0;3.0;1.0;34.0;6.0;2.0;10.0;;;1.0;;;;1.0;225.0
Hoogeloon, Hapert en Casteren-G0800;2;2;1101.0;1.0;1.0;35.0;;1.0;2.0;1.0;;;;;1.0;2.0;;;;;;;20.0
Hoogeveen-G0118;226;224;56.0;1417.0;3163.0;1207.0;315.0;93.0;114.0;35.0;182.0;48.0;8.0;5.0;5.0;4.0;111.0;2.0;;13.0;5.0;4.0;606.0
Hoogezand-G1083;140;196;434.0;2267.0;542.0;117.0;829.0;410.0;184.0;309.0;231.0;10.0;11.0;2.0;5.0;;2.0;50.0;4.0;4.0;;;641.0
Hoogkarspel-G0403;3;4;619.0;152.0;23.0;1.0;141.0;5.0;57.0;2.0;7.0;;9.0;5.0;;;;3.0;;2.0;;;51.0
Hoogkerk-G1084;18;42;52.0;604.0;641.0;153.0;146.0;56.0;43.0;88.0;147.0;;4.0;3.0;18.0;;1.0;12.0;;1.0;1.0;;135.0
Hoogland-G0320;18;17;1252.0;80.0;153.0;150.0;27.0;20.0;7.0;5.0;3.0;39.0;1.0;11.0;3.0;;40.0;1.0;;;;;77.0
Hoogwoud-G0404;11;9;488.0;147.0;16.0;1.0;218.0;26.0;53.0;12.0;42.0;;;;;;;;;;;;60.0
Hoorn-G0405;102;135;1977.0;1869.0;485.0;195.0;829.0;351.0;378.0;114.0;112.0;10.0;93.0;61.0;5.0;;1.0;23.0;2.0;5.0;2.0;;357.0
Hoornaar-G0536;1;5;1.0;48.0;191.0;3.0;19.0;4.0;47.0;3.0;;17.0;;;;;3.0;2.0;;1.0;;;19.0
Horn-G0922;4;16;818.0;4.0;5.0;3.0;;25.0;;;;;1.0;1.0;;1.0;;;;1.0;5.0;;
Horssen-G0254;7;2;395.0;1.0;5.0;39.0;;;1.0;;2.0;;;;1.0;63.0;;;;4.0;;;17.0
Horst-G0923;21;20;3280.0;14.0;10.0;2.0;;75.0;;3.0;;2.0;;;1.0;21.0;;8.0;;;;;61.0
Houten-G0321;23;11;774.0;36.0;152.0;21.0;23.0;10.0;24.0;2.0;;118.0;1.0;;1.0;;2.0;;;1.0;;;29.0
Houthem-G1086;16;25;895.0;9.0;28.0;2.0;5.0;53.0;8.0;3.0;;1.0;1.0;1.0;;3.0;;1.0;1.0;3.0;;;27.0
Huijbergen-G0803;7;2;355.0;4.0;2.0;1.0;;2.0;;1.0;;;;3.0;;;;1.0;1.0;;;;13.0
Huissen-G0255;32;11;1483.0;46.0;22.0;51.0;5.0;10.0;8.0;1.0;;6.0;1.0;60.0;7.0;803.0;;1.0;;2.0;;;152.0
Huizen-G0406;64;54;96.0;553.0;1991.0;353.0;138.0;213.0;99.0;51.0;71.0;260.0;20.0;3.0;60.0;;679.0;1.0;2.0;4.0;15.0;;340.0
Hulsberg-G0924;15;19;910.0;24.0;8.0;;9.0;66.0;;13.0;1.0;4.0;;1.0;1.0;;;;4.0;2.0;;;22.0
Hulst-G0677;53;92;1319.0;212.0;48.0;6.0;32.0;86.0;19.0;9.0;1.0;5.0;4.0;7.0;3.0;;2.0;3.0;2.0;5.0;;;128.0
Hummelo en Keppel-G0256;27;20;238.0;276.0;304.0;162.0;310.0;124.0;140.0;6.0;6.0;23.0;1.0;;1.0;21.0;;;;25.0;;;129.0
Hunsel-G0925;2;0;690.0;;3.0;;;1.0;;;;;;;;3.0;;;;;;;1.0
Hurwenen-G1089;6;6;92.0;42.0;38.0;37.0;3.0;3.0;5.0;;1.0;2.0;;;1.0;12.0;;;;43.0;;;21.0
Idaarderadeel-G0078;47;54;215.0;1405.0;242.0;69.0;848.0;33.0;98.0;94.0;142.0;1.0;12.0;2.0;2.0;;;8.0;;3.0;;;198.0
IJlst-G0102;9;6;8.0;78.0;230.0;271.0;48.0;4.0;22.0;11.0;37.0;;;9.0;;;;;;;;;28.0
IJsselmonde-G1230;77;95;106.0;953.0;1076.0;733.0;82.0;86.0;199.0;51.0;26.0;269.0;13.0;6.0;20.0;;9.0;11.0;1.0;3.0;3.0;;252.0
IJsselmuiden-G0191;41;55;348.0;170.0;840.0;402.0;101.0;55.0;74.0;13.0;40.0;681.0;12.0;2.0;13.0;;130.0;;;9.0;;1.0;214.0
IJsselstein-G0353;23;27;1162.0;156.0;177.0;316.0;10.0;56.0;6.0;4.0;4.0;192.0;1.0;47.0;3.0;;91.0;1.0;;3.0;;;73.0
IJzendijke-G0730;24;41;712.0;126.0;119.0;35.0;101.0;23.0;71.0;24.0;5.0;4.0;1.0;5.0;1.0;;1.0;5.0;1.0;6.0;1.0;;76.0
Ilpendam-G0407;12;5;231.0;295.0;160.0;95.0;179.0;37.0;13.0;164.0;28.0;7.0;6.0;1.0;;;;8.0;;7.0;;;51.0
Itteren-G0926;2;6;231.0;5.0;;;;6.0;;;;;;2.0;;3.0;;;;2.0;;;4.0
Ittervoort-G1090;1;2;138.0;2.0;2.0;;;1.0;;;;;;;;;;;;;;;3.0
Jaarsveld-G1091;13;1;47.0;141.0;133.0;40.0;12.0;18.0;12.0;6.0;;100.0;2.0;;4.0;;132.0;;;4.0;2.0;;71.0
Jabeek-G0927;3;6;238.0;2.0;;2.0;1.0;7.0;1.0;;;;;;;;;;;;;;9.0
Jisp-G0408;3;11;22.0;125.0;33.0;5.0;124.0;15.0;9.0;13.0;5.0;2.0;;;;;;;;;;;21.0
Jutphaas-G0322;45;73;1157.0;775.0;520.0;266.0;69.0;79.0;21.0;35.0;34.0;84.0;11.0;14.0;3.0;;18.0;3.0;2.0;1.0;1.0;;52.0
Kamerik-G0323;5;2;301.0;1.0;173.0;193.0;6.0;27.0;4.0;1.0;1.0;165.0;1.0;;5.0;;23.0;2.0;;;;;67.0
Kampen-G0166;140;150;927.0;1567.0;2960.0;1566.0;343.0;282.0;284.0;33.0;545.0;647.0;14.0;12.0;13.0;1.0;399.0;4.0;2.0;1.0;13.0;3.0;803.0
Kantens-G0020;18;11;12.0;295.0;305.0;81.0;54.0;42.0;110.0;8.0;189.0;;1.0;1.0;1.0;;2.0;7.0;1.0;1.0;;;93.0
Kapelle-G0678;40;17;25.0;143.0;411.0;426.0;156.0;15.0;97.0;2.0;6.0;102.0;1.0;;1.0;;2.0;11.0;;1.0;;;115.0
Kats-G1094;4;11;3.0;69.0;71.0;65.0;30.0;1.0;29.0;;2.0;13.0;;1.0;2.0;;;;;2.0;;;52.0
Kattendijke-G0679;7;16;5.0;58.0;166.0;234.0;60.0;30.0;24.0;2.0;3.0;26.0;1.0;;3.0;;;3.0;;;;;48.0
Katwijk-G0537;76;82;431.0;498.0;1341.0;3272.0;92.0;317.0;75.0;19.0;431.0;332.0;5.0;9.0;229.0;;239.0;4.0;2.0;;;;806.0
Katwoude-G0409;0;0;8.0;4.0;29.0;32.0;25.0;2.0;4.0;;12.0;;;;;;;;;;;;5.0
Kedichem-G0538;7;16;3.0;158.0;126.0;12.0;52.0;9.0;122.0;2.0;19.0;30.0;;;;;3.0;1.0;;13.0;;;53.0
Kerkrade-G0928;430;386;9378.0;1121.0;167.0;99.0;62.0;1346.0;14.0;455.0;7.0;14.0;11.0;142.0;8.0;7.0;;5.0;16.0;5.0;1.0;27.0;308.0
Kerkwerve-G1095;12;2;;23.0;171.0;46.0;49.0;6.0;46.0;3.0;3.0;38.0;1.0;;1.0;;;1.0;;;;;40.0
Kerkwijk-G0257;7;14;6.0;80.0;336.0;30.0;20.0;6.0;3.0;;29.0;45.0;2.0;1.0;;1.0;5.0;;;15.0;;;59.0
Kessel-G0929;7;9;739.0;5.0;;;;13.0;;;;;;1.0;;;;;1.0;1.0;;;23.0
Kesteren-G0258;33;51;16.0;371.0;694.0;23.0;48.0;55.0;18.0;10.0;14.0;624.0;1.0;2.0;1.0;2.0;15.0;1.0;;9.0;1.0;;179.0
Kethel en Spaland-G1096;4;18;420.0;95.0;95.0;300.0;6.0;12.0;45.0;15.0;8.0;20.0;;4.0;4.0;;;;;4.0;;;29.0
Klaaswaal-G0539;8;16;1.0;228.0;221.0;170.0;40.0;24.0;144.0;8.0;1.0;136.0;8.0;;2.0;;1.0;2.0;;3.0;;;95.0
Klimmen-G0930;11;17;801.0;3.0;;;1.0;36.0;;;;;;11.0;;;;;2.0;;;;34.0
Kloetinge-G0680;36;14;45.0;80.0;232.0;487.0;79.0;25.0;100.0;;6.0;64.0;;2.0;4.0;;;11.0;;1.0;1.0;;81.0
Kloosterburen-G0021;5;10;446.0;193.0;219.0;3.0;57.0;16.0;60.0;2.0;78.0;;1.0;1.0;;;;15.0;;;;;51.0
Klundert-G0804;19;14;770.0;65.0;724.0;435.0;11.0;25.0;20.0;2.0;;129.0;2.0;2.0;1.0;1.0;;3.0;;1.0;;;164.0
Kockengen-G0324;5;2;111.0;5.0;121.0;24.0;11.0;7.0;;1.0;;53.0;;;5.0;;35.0;;;2.0;;;32.0
Koedijk-G0410;9;32;239.0;309.0;56.0;22.0;177.0;86.0;16.0;23.0;22.0;;15.0;7.0;;;;28.0;;2.0;;;56.0
Koewacht-G0681;58;41;670.0;73.0;28.0;2.0;70.0;61.0;13.0;4.0;;2.0;1.0;10.0;1.0;;6.0;2.0;2.0;1.0;;;111.0
Kollumerland en Nieuwkruisland-G0079;44;40;14.0;247.0;2012.0;1095.0;186.0;55.0;171.0;23.0;534.0;37.0;6.0;1.0;5.0;;2.0;21.0;;1.0;;;248.0
Koog aan de Zaan-G0411;23;72;261.0;1259.0;398.0;58.0;541.0;79.0;136.0;296.0;107.0;21.0;;;;;;;;;;;114.0
Kortenhoef-G1097;15;12;175.0;206.0;148.0;164.0;19.0;43.0;10.0;15.0;26.0;79.0;1.0;5.0;1.0;;3.0;1.0;;1.0;1.0;;48.0
Kortgene-G0682;37;16;5.0;62.0;253.0;74.0;96.0;4.0;76.0;3.0;;68.0;3.0;;1.0;;1.0;5.0;;;;;111.0
Koudekerk aan den Rijn-G0540;3;44;95.0;43.0;275.0;244.0;9.0;49.0;20.0;5.0;;21.0;;;7.0;;2.0;;;2.0;;;54.0
Koudekerke-G1098;32;23;35.0;184.0;808.0;577.0;212.0;35.0;94.0;12.0;7.0;197.0;2.0;3.0;12.0;;2.0;3.0;;5.0;6.0;;177.0
Krabbendijke-G0684;24;7;4.0;97.0;207.0;290.0;67.0;50.0;21.0;3.0;;391.0;2.0;;2.0;;1.0;2.0;;1.0;;;174.0
Krimpen aan de Lek-G0541;37;37;4.0;541.0;428.0;18.0;158.0;43.0;48.0;16.0;4.0;216.0;8.0;;1.0;;20.0;3.0;;;;;113.0
Krimpen aan den IJssel-G0542;33;101;19.0;891.0;287.0;193.0;75.0;63.0;63.0;44.0;8.0;357.0;1.0;3.0;10.0;;255.0;5.0;;4.0;1.0;;214.0
Krommenie-G0413;16;47;656.0;689.0;286.0;47.0;374.0;31.0;38.0;771.0;54.0;2.0;;;;;;;;;;;120.0
Kruiningen-G0685;46;24;267.0;385.0;344.0;330.0;231.0;72.0;57.0;3.0;6.0;179.0;6.0;3.0;5.0;;1.0;24.0;;1.0;;;300.0
Kuinre-G0167;1;4;32.0;61.0;33.0;81.0;30.0;3.0;13.0;;100.0;;;;2.0;;;3.0;1.0;;;;15.0
Kwadijk-G0414;2;9;5.0;93.0;21.0;2.0;58.0;19.0;7.0;3.0;1.0;;;;;;;;;;;;24.0
Laag-Nieuwkoop-G1100;1;0;88.0;2.0;39.0;16.0;2.0;8.0;;1.0;;32.0;1.0;;3.0;;13.0;;;;;;9.0
Landsmeer-G0415;32;26;60.0;542.0;443.0;167.0;261.0;77.0;12.0;222.0;20.0;21.0;;;;;;;;;;;115.0
Langbroek-G0325;19;8;128.0;31.0;190.0;56.0;30.0;7.0;3.0;1.0;;137.0;1.0;;;;34.0;;;;2.0;;45.0
Lange Ruige Weide-G1101;3;0;13.0;5.0;146.0;70.0;2.0;6.0;10.0;3.0;2.0;57.0;1.0;;2.0;;27.0;;;2.0;;;33.0
Langerak-G0543;7;6;2.0;37.0;168.0;7.0;31.0;6.0;14.0;2.0;;77.0;;;;;;;;;;;45.0
Laren-G0417;45;66;1795.0;342.0;519.0;118.0;341.0;243.0;245.0;130.0;82.0;13.0;37.0;142.0;1.0;;13.0;3.0;5.0;2.0;11.0;2.0;239.0
Laren (Gld.)-G0259;37;91;46.0;276.0;815.0;295.0;792.0;184.0;318.0;32.0;21.0;1.0;2.0;1.0;2.0;3.0;;;4.0;105.0;;1.0;211.0
Leek-G0022;48;44;14.0;781.0;1230.0;211.0;551.0;323.0;143.0;51.0;375.0;3.0;2.0;2.0;2.0;;9.0;33.0;;3.0;;;209.0
Leende-G0805;2;0;810.0;6.0;9.0;6.0;;3.0;1.0;;;;;;;34.0;;;1.0;;1.0;;53.0
Leens-G0023;16;33;189.0;269.0;795.0;29.0;234.0;126.0;179.0;17.0;195.0;;;2.0;1.0;;;26.0;1.0;2.0;3.0;;134.0
Leerbroek-G0544;2;4;2.0;21.0;203.0;16.0;7.0;4.0;10.0;;;96.0;;1.0;;;16.0;3.0;;1.0;;;93.0
Leerdam-G0545;66;67;193.0;1085.0;1300.0;346.0;166.0;52.0;140.0;69.0;19.0;357.0;3.0;1.0;7.0;;398.0;3.0;;10.0;6.0;;256.0
Leersum-G0326;14;32;29.0;277.0;378.0;89.0;48.0;94.0;87.0;6.0;4.0;150.0;2.0;1.0;4.0;;1.0;1.0;1.0;1.0;;;117.0
Leeuwarden-G0080;476;614;2852.0;8513.0;4954.0;1731.0;3497.0;856.0;1319.0;660.0;1375.0;55.0;473.0;105.0;258.0;;21.0;120.0;27.0;14.0;18.0;;1852.0
Leeuwarderadeel-G0081;124;147;636.0;3529.0;2093.0;779.0;1485.0;206.0;446.0;157.0;755.0;10.0;64.0;18.0;38.0;;5.0;41.0;2.0;8.0;1.0;;529.0
Leiden-G0546;489;731;7711.0;12159.0;5829.0;4632.0;1901.0;1237.0;1336.0;947.0;413.0;390.0;277.0;265.0;559.0;;40.0;24.0;16.0;14.0;124.0;;1608.0
Leiderdorp-G0547;15;23;172.0;137.0;578.0;304.0;35.0;62.0;18.0;2.0;17.0;30.0;3.0;1.0;26.0;;2.0;;;2.0;7.0;;60.0
Leimuiden-G0549;14;6;459.0;17.0;216.0;116.0;42.0;35.0;7.0;5.0;;7.0;;1.0;25.0;;;;1.0;;;;63.0
Lekkerkerk-G0550;46;38;6.0;607.0;382.0;14.0;206.0;216.0;466.0;24.0;3.0;262.0;;;;;;;;;;;121.0
Lemsterland-G0082;42;94;244.0;686.0;719.0;566.0;302.0;29.0;18.0;262.0;452.0;70.0;33.0;5.0;3.0;;1.0;14.0;2.0;12.0;2.0;;290.0
Leusden-G0327;15;10;370.0;70.0;224.0;142.0;28.0;47.0;44.0;2.0;13.0;79.0;;10.0;26.0;;37.0;1.0;1.0;;;;95.0
Lexmond-G0551;16;15;5.0;152.0;255.0;213.0;34.0;10.0;24.0;4.0;1.0;99.0;;;;;;;;;;;78.0
Lichtenvoorde-G0260;16;12;2796.0;64.0;89.0;260.0;39.0;25.0;13.0;1.0;27.0;;;6.0;3.0;6.0;;;1.0;10.0;;1.0;100.0
Liempde-G0806;3;6;858.0;3.0;;;2.0;;;;;;;;;27.0;;;1.0;;;;21.0
Lienden-G0261;63;59;10.0;659.0;534.0;98.0;105.0;96.0;168.0;3.0;68.0;297.0;3.0;1.0;4.0;1.0;3.0;;1.0;10.0;;;229.0
Lieshout-G0807;2;4;981.0;2.0;1.0;6.0;;8.0;1.0;;1.0;;;1.0;;8.0;;;1.0;;;;21.0
Limbricht-G0931;8;11;954.0;7.0;2.0;;;8.0;;;2.0;;;;;;;;;3.0;;;15.0
Limmen-G0418;2;2;877.0;70.0;24.0;3.0;31.0;18.0;15.0;58.0;6.0;1.0;;;;;;;;;;;43.0
Linden-G1103;0;1;232.0;;1.0;;;2.0;;;;;;;;14.0;;;1.0;;;;6.0
Linne-G0932;10;21;713.0;5.0;6.0;2.0;6.0;19.0;;;;;;;;3.0;;;;1.0;4.0;;32.0
Linschoten-G0328;11;13;223.0;31.0;150.0;109.0;10.0;31.0;41.0;1.0;2.0;150.0;2.0;;2.0;;26.0;;;1.0;;;62.0
Lisse-G0553;25;21;2104.0;230.0;525.0;499.0;45.0;119.0;95.0;17.0;29.0;291.0;;41.0;32.0;;3.0;4.0;;2.0;;;182.0
Lith-G0808;5;2;505.0;16.0;1.0;1.0;1.0;1.0;3.0;1.0;;;1.0;2.0;;70.0;;3.0;;;1.0;;116.0
Lithoijen-G1104;1;1;240.0;1.0;7.0;11.0;1.0;;;;;;;1.0;;31.0;;;;;1.0;;26.0
Lochem-G0262;52;85;120.0;996.0;441.0;172.0;604.0;288.0;185.0;186.0;36.0;3.0;3.0;1.0;3.0;2.0;;13.0;;15.0;7.0;1.0;122.0
Loenen-G0329;2;7;118.0;66.0;211.0;161.0;30.0;35.0;44.0;8.0;6.0;52.0;;;9.0;;4.0;2.0;;;2.0;;47.0
Loenersloot-G1105;1;1;81.0;13.0;52.0;31.0;4.0;18.0;4.0;3.0;;20.0;;;19.0;;7.0;;;1.0;;;22.0
Loon op Zand-G0809;46;48;4404.0;93.0;61.0;48.0;3.0;32.0;2.0;9.0;;98.0;3.0;26.0;1.0;6.0;59.0;5.0;13.0;2.0;1.0;;122.0
Loosdrecht-G0330;24;27;104.0;257.0;528.0;419.0;60.0;64.0;49.0;36.0;11.0;117.0;5.0;4.0;38.0;;6.0;3.0;;3.0;3.0;;177.0
Lopik-G0331;11;4;266.0;48.0;155.0;43.0;9.0;37.0;15.0;4.0;1.0;51.0;1.0;;2.0;;120.0;;;1.0;;;54.0
