RegioNaam;@invalid;@blank;PvdA;KVP;ARP;CHU;VVD;Communistische Partij van Nederland;Katholieke Nationale Partij;SGP;Gereformeerd Politiek Verbond (GPV);Middenstands Partij;Partij voor Recht, Vrijheid en Welvaart;Socialistische Unie;Jong Conservatief Verbond;@abs
Velsen-G0453;0;;9387.0;5588.0;3066.0;1977.0;2294.0;3281.0;473.0;179.0;138.0;67.0;86.0;141.0;89.0;2313.0
Venhuizen-G0454;0;;493.0;930.0;33.0;22.0;272.0;34.0;4.0;4.0;;3.0;2.0;;;59.0
Venlo-G0983;0;;2922.0;16872.0;220.0;172.0;229.0;372.0;1911.0;10.0;17.0;;70.0;11.0;;1803.0
Venray-G0984;0;;235.0;6687.0;6.0;12.0;10.0;56.0;268.0;1.0;7.0;;7.0;3.0;;376.0
Vessem, Wintelre en Knegsel-G0862;0;;8.0;895.0;3.0;2.0;;;6.0;;;;;;;37.0
Vianen-G0620;0;;688.0;501.0;280.0;339.0;175.0;14.0;41.0;150.0;8.0;7.0;2.0;8.0;;118.0
Vierlingsbeek-G0863;0;;53.0;2566.0;;24.0;4.0;3.0;40.0;1.0;2.0;;1.0;2.0;;57.0
Vierpolders-G0621;0;;242.0;2.0;43.0;48.0;165.0;30.0;;4.0;;2.0;;;;42.0
Vinkeveen en Waverveen-G0346;0;;131.0;1399.0;350.0;345.0;56.0;14.0;67.0;219.0;1.0;4.0;2.0;2.0;7.0;142.0
Vlaardingen-G0622;0;;10440.0;2569.0;4135.0;5143.0;1952.0;891.0;224.0;1094.0;207.0;20.0;40.0;62.0;;2054.0
Vlagtwedde-G0048;0;;2799.0;1312.0;935.0;1540.0;754.0;667.0;26.0;7.0;27.0;75.0;38.0;16.0;7.0;809.0
Vledder-G0132;0;;688.0;92.0;146.0;116.0;253.0;89.0;6.0;1.0;;1.0;1.0;3.0;;136.0
Vleuten-G1211;0;;210.0;1056.0;199.0;439.0;83.0;11.0;85.0;43.0;20.0;4.0;3.0;6.0;2.0;97.0
Vlieland-G0096;0;;423.0;31.0;109.0;56.0;182.0;4.0;14.0;1.0;7.0;5.0;4.0;4.0;;
Vlijmen-G0864;0;;261.0;3321.0;16.0;30.0;22.0;13.0;111.0;5.0;2.0;8.0;12.0;1.0;;401.0
Vlissingen-G0718;0;;6392.0;1430.0;1571.0;1609.0;972.0;483.0;131.0;287.0;20.0;729.0;81.0;30.0;;993.0
Vlist-G0623;0;;37.0;46.0;68.0;16.0;49.0;;;38.0;;;;;;22.0
Vlodrop-G0985;0;;26.0;707.0;5.0;3.0;2.0;2.0;9.0;;2.0;;;3.0;;70.0
Voerendaal-G0986;0;;175.0;1997.0;12.0;4.0;8.0;14.0;129.0;3.0;6.0;;6.0;4.0;;186.0
Vogelwaarde-G0719;0;;111.0;1811.0;20.0;44.0;10.0;2.0;15.0;3.0;4.0;4.0;;;;148.0
Vollenhove-G0185;0;;510.0;170.0;655.0;750.0;120.0;22.0;2.0;44.0;247.0;;1.0;;1.0;177.0
Voorburg-G0624;0;;4410.0;4771.0;3007.0;1564.0;3925.0;341.0;1390.0;109.0;94.0;131.0;129.0;87.0;143.0;1988.0
Voorhout-G0625;0;;73.0;1459.0;71.0;145.0;41.0;5.0;106.0;6.0;;5.0;2.0;;4.0;97.0
Voorschoten-G0626;0;;996.0;1485.0;881.0;771.0;498.0;43.0;155.0;91.0;23.0;4.0;20.0;15.0;11.0;405.0
Voorst-G0285;0;;2678.0;2479.0;455.0;1473.0;1478.0;511.0;50.0;124.0;11.0;4.0;15.0;15.0;12.0;577.0
Vorden-G0286;0;;875.0;447.0;492.0;668.0;474.0;15.0;38.0;8.0;4.0;2.0;9.0;;4.0;171.0
Vreeland-G1213;0;;133.0;55.0;114.0;118.0;67.0;17.0;13.0;45.0;;;2.0;1.0;1.0;56.0
Vreeswijk-G0348;0;;384.0;605.0;225.0;297.0;53.0;7.0;14.0;85.0;;3.0;;2.0;1.0;150.0
Vries-G0133;0;;1678.0;29.0;232.0;127.0;790.0;170.0;10.0;4.0;61.0;117.0;16.0;6.0;5.0;348.0
Vriezenveen-G0186;0;;1176.0;335.0;620.0;2377.0;217.0;117.0;13.0;532.0;37.0;8.0;9.0;8.0;3.0;645.0
Vrouwenpolder-G1214;0;;36.0;9.0;295.0;122.0;18.0;3.0;1.0;42.0;55.0;3.0;2.0;;;0.0
Vught-G0865;0;;1277.0;5553.0;209.0;103.0;330.0;51.0;885.0;11.0;14.0;8.0;63.0;2.0;;1522.0
Vuren-G0287;0;;419.0;4.0;241.0;240.0;99.0;3.0;1.0;27.0;2.0;;;;;82.0
Waalre-G0866;0;;356.0;2340.0;36.0;37.0;132.0;22.0;120.0;3.0;3.0;2.0;8.0;11.0;;345.0
Waalwijk-G0867;0;;1034.0;4828.0;256.0;464.0;126.0;46.0;282.0;55.0;3.0;18.0;13.0;7.0;;214.0
Waarde-G0721;0;;58.0;1.0;38.0;171.0;32.0;3.0;1.0;225.0;1.0;25.0;;;;55.0
Waardenburg-G0288;0;;298.0;8.0;46.0;188.0;66.0;3.0;4.0;260.0;;4.0;2.0;1.0;;92.0
Waarder-G1217;0;;35.0;21.0;192.0;105.0;12.0;6.0;;112.0;1.0;;1.0;;;55.0
Waddinxveen-G0627;0;;1167.0;587.0;848.0;690.0;380.0;50.0;57.0;788.0;14.0;2.0;2.0;3.0;;
Wadenoijen-G1218;0;;497.0;149.0;106.0;191.0;233.0;7.0;25.0;85.0;;;3.0;;;92.0
Wageningen-G0289;0;;3433.0;1585.0;1303.0;1612.0;1146.0;430.0;213.0;412.0;10.0;32.0;32.0;25.0;14.0;872.0
Wamel-G0290;0;;313.0;2992.0;29.0;126.0;19.0;16.0;93.0;9.0;;4.0;;;;210.0
Wanneperveen-G0187;0;;262.0;6.0;121.0;397.0;71.0;3.0;;19.0;17.0;3.0;2.0;;;74.0
Wanroij-G0868;0;;5.0;1487.0;;;2.0;1.0;9.0;;;1.0;;1.0;;36.0
Wanssum-G0987;0;;6.0;551.0;;;1.0;;4.0;;;;;;;16.0
Warder-G0455;0;;132.0;16.0;6.0;3.0;135.0;13.0;;1.0;;5.0;2.0;;;15.0
Warffum-G0049;0;;675.0;6.0;387.0;60.0;207.0;15.0;;1.0;23.0;28.0;6.0;3.0;2.0;68.0
Warmenhuizen-G0456;0;;159.0;854.0;91.0;6.0;115.0;49.0;21.0;;3.0;5.0;3.0;4.0;;32.0
Warmond-G0628;0;;267.0;1141.0;81.0;167.0;119.0;8.0;105.0;22.0;;;3.0;1.0;8.0;65.0
Warnsveld-G0291;0;;839.0;295.0;389.0;575.0;415.0;39.0;23.0;4.0;4.0;1.0;3.0;2.0;5.0;666.0
Waspik-G0869;0;;48.0;1331.0;81.0;141.0;1.0;4.0;24.0;34.0;2.0;1.0;;1.0;;187.0
Wassenaar-G0629;0;;1965.0;3574.0;1886.0;1260.0;2910.0;128.0;973.0;101.0;24.0;45.0;92.0;14.0;54.0;1165.0
Wateringen-G0630;0;;188.0;2129.0;204.0;364.0;65.0;6.0;157.0;16.0;;4.0;6.0;5.0;;85.0
Waterlandkerkje-G0722;0;;56.0;113.0;21.0;29.0;30.0;;4.0;18.0;;3.0;2.0;;;31.0
Wedde-G1220;0;;1097.0;17.0;123.0;218.0;312.0;376.0;1.0;3.0;1.0;30.0;6.0;4.0;7.0;213.0
Weerselo-G0188;0;;84.0;3838.0;6.0;86.0;25.0;10.0;19.0;2.0;3.0;;;;1.0;104.0
Weert-G0988;0;;1173.0;8083.0;64.0;53.0;78.0;28.0;395.0;5.0;19.0;;34.0;5.0;;738.0
Weesp-G0457;0;;1775.0;931.0;616.0;803.0;295.0;271.0;92.0;61.0;7.0;17.0;17.0;11.0;13.0;120.0
Weesperkarspel-G1221;0;;395.0;573.0;327.0;439.0;67.0;69.0;48.0;57.0;10.0;2.0;4.0;;3.0;154.0
Wehl-G0292;0;;116.0;1598.0;16.0;58.0;16.0;5.0;42.0;1.0;2.0;7.0;3.0;2.0;;138.0
Wemeldinge-G0723;0;;328.0;15.0;280.0;427.0;137.0;6.0;4.0;111.0;3.0;91.0;;;;153.0
Werkendam-G0870;0;;1114.0;24.0;1471.0;741.0;130.0;21.0;3.0;479.0;18.0;2.0;3.0;5.0;;626.0
Werkhoven-G1223;0;;41.0;419.0;44.0;42.0;4.0;;7.0;33.0;;1.0;;;;34.0
Wervershoof-G0459;0;;77.0;1874.0;17.0;;15.0;3.0;16.0;9.0;;;;;1.0;52.0
Wessem-G0989;0;;24.0;657.0;4.0;1.0;1.0;1.0;29.0;1.0;;;;;;63.0
Westbroek-G1224;0;;112.0;75.0;193.0;198.0;17.0;15.0;7.0;61.0;;;;;;41.0
Westdongeradeel-G0097;0;;1006.0;24.0;1454.0;1118.0;296.0;103.0;2.0;54.0;54.0;15.0;5.0;7.0;;233.0
Westdorpe-G0724;0;;247.0;761.0;11.0;22.0;43.0;8.0;37.0;3.0;3.0;11.0;1.0;2.0;;124.0
Westerbork-G0134;0;;1577.0;27.0;548.0;298.0;455.0;41.0;1.0;21.0;9.0;22.0;9.0;;11.0;212.0
Westerhoven-G0871;0;;6.0;427.0;;;;;8.0;;;;1.0;;;24.0
Westervoort-G0293;0;;204.0;862.0;79.0;136.0;27.0;7.0;20.0;6.0;2.0;1.0;;;;79.0
Westkapelle-G0726;0;;497.0;27.0;145.0;317.0;78.0;12.0;2.0;210.0;2.0;65.0;3.0;;;82.0
Westmaas-G0631;0;;107.0;2.0;169.0;146.0;77.0;3.0;;38.0;;3.0;1.0;;;48.0
Weststellingwerf-G0098;0;;5591.0;1155.0;785.0;1276.0;1357.0;795.0;24.0;11.0;11.0;28.0;16.0;75.0;21.0;917.0
Westwoud-G0460;0;;134.0;501.0;10.0;16.0;83.0;7.0;4.0;1.0;;;1.0;;;21.0
Westzaan-G0461;0;;628.0;57.0;272.0;91.0;200.0;551.0;3.0;66.0;6.0;16.0;3.0;4.0;3.0;168.0
Wierden-G0189;0;;1013.0;2146.0;1643.0;2156.0;300.0;55.0;36.0;542.0;6.0;1.0;5.0;1.0;;410.0
Wieringen-G0462;0;;1527.0;294.0;237.0;149.0;728.0;497.0;11.0;17.0;3.0;19.0;18.0;23.0;;397.0
Wieringermeer-G0463;0;;865.0;791.0;749.0;431.0;372.0;92.0;12.0;21.0;27.0;9.0;4.0;5.0;4.0;43.0
Wieringerwaard-G0464;0;;365.0;24.0;32.0;17.0;215.0;56.0;3.0;2.0;1.0;1.0;3.0;;2.0;78.0
Wijchen-G0296;0;;456.0;3854.0;32.0;31.0;14.0;5.0;83.0;;1.0;3.0;7.0;;;198.0
Wijdenes-G0469;0;;346.0;20.0;16.0;9.0;184.0;24.0;;;;;1.0;2.0;1.0;39.0
Wijdewormer-G0470;0;;100.0;179.0;25.0;35.0;73.0;28.0;6.0;;2.0;2.0;;3.0;;20.0
Wijhe-G0190;0;;922.0;852.0;267.0;706.0;344.0;14.0;35.0;29.0;12.0;3.0;4.0;2.0;;184.0
Wijk bij Duurstede-G0352;0;;359.0;1036.0;112.0;288.0;93.0;11.0;83.0;27.0;1.0;2.0;1.0;;;117.0
Wijk en Aalburg-G0876;0;;264.0;11.0;303.0;90.0;51.0;2.0;;675.0;;;1.0;;;208.0
Wijlre-G0991;0;;69.0;1172.0;7.0;4.0;8.0;7.0;37.0;;;;1.0;1.0;;37.0
Wijnandsrade-G0992;0;;27.0;367.0;;1.0;;2.0;9.0;;1.0;;;;;21.0
Wijngaarden-G0634;0;;17.0;;105.0;7.0;9.0;1.0;;99.0;;;;;;18.0
Wildervank-G1225;0;;2558.0;178.0;924.0;517.0;791.0;347.0;40.0;10.0;73.0;55.0;21.0;10.0;8.0;528.0
Willemstad-G0872;0;;213.0;102.0;283.0;414.0;36.0;;4.0;28.0;;5.0;;;;88.0
Willeskop-G0349;0;;57.0;277.0;35.0;73.0;8.0;4.0;8.0;24.0;1.0;;;;;20.0
Wilnis-G0350;0;;38.0;525.0;377.0;257.0;12.0;5.0;19.0;123.0;6.0;1.0;4.0;;;45.0
Winkel-G0465;0;;603.0;44.0;42.0;19.0;218.0;209.0;1.0;2.0;1.0;17.0;2.0;14.0;;104.0
Winschoten-G0052;0;;3857.0;307.0;1102.0;653.0;1298.0;1174.0;48.0;14.0;63.0;87.0;38.0;7.0;15.0;760.0
Winsum-G0053;0;;598.0;3.0;754.0;116.0;216.0;10.0;1.0;;46.0;23.0;;;8.0;75.0
Winterswijk-G0294;0;;5993.0;1552.0;1071.0;753.0;2370.0;188.0;86.0;6.0;18.0;18.0;40.0;6.0;;776.0
Wisch-G0295;0;;1678.0;2038.0;799.0;1129.0;905.0;49.0;140.0;6.0;1.0;6.0;14.0;4.0;;560.0
Wissenkerke-G0727;0;;314.0;12.0;629.0;629.0;106.0;5.0;2.0;183.0;;75.0;7.0;2.0;;173.0
Wittem-G0990;0;;112.0;2388.0;22.0;14.0;35.0;17.0;98.0;;4.0;;8.0;;;122.0
Woensdrecht-G0873;0;;369.0;1744.0;58.0;42.0;71.0;12.0;87.0;2.0;;2.0;11.0;4.0;;206.0
Woerden-G0632;0;;1070.0;1351.0;951.0;1151.0;365.0;60.0;310.0;366.0;5.0;7.0;17.0;1.0;4.0;389.0
Wognum-G0466;0;;151.0;924.0;12.0;7.0;90.0;23.0;14.0;;;;1.0;2.0;;23.0
Wolphaartsdijk-G0728;0;;174.0;55.0;276.0;538.0;96.0;3.0;2.0;258.0;15.0;31.0;1.0;1.0;;104.0
Wonseradeel-G0099;0;;1672.0;622.0;1839.0;1951.0;509.0;190.0;18.0;65.0;38.0;9.0;5.0;21.0;7.0;417.0
Workum-G0100;0;;481.0;494.0;406.0;683.0;84.0;15.0;8.0;3.0;2.0;2.0;1.0;10.0;1.0;73.0
Wormer-G0467;0;;952.0;925.0;297.0;77.0;229.0;566.0;10.0;18.0;73.0;8.0;6.0;20.0;1.0;158.0
Wormerveer-G0468;0;;2188.0;938.0;617.0;115.0;587.0;1756.0;39.0;18.0;34.0;18.0;30.0;30.0;9.0;491.0
Woubrugge-G0633;0;;114.0;581.0;243.0;278.0;77.0;7.0;7.0;83.0;;2.0;1.0;5.0;1.0;31.0
Woudenberg-G0351;0;;607.0;27.0;395.0;644.0;199.0;16.0;12.0;321.0;1.0;9.0;16.0;1.0;3.0;40.0
Woudrichem-G0874;0;;520.0;5.0;230.0;242.0;78.0;8.0;1.0;67.0;2.0;;;4.0;;95.0
Wouw-G0875;0;;232.0;2335.0;13.0;25.0;19.0;8.0;208.0;2.0;5.0;32.0;7.0;;;251.0
Wymbritseradeel-G0101;0;;818.0;802.0;1584.0;2719.0;206.0;18.0;10.0;16.0;13.0;1.0;10.0;3.0;1.0;293.0
Yerseke-G0729;0;;608.0;108.0;475.0;474.0;153.0;27.0;6.0;608.0;1.0;227.0;11.0;1.0;;240.0
Zaamslag-G0731;0;;392.0;29.0;595.0;568.0;98.0;4.0;9.0;136.0;180.0;18.0;;1.0;;137.0
Zaandam-G0471;0;;9289.0;3194.0;3165.0;1014.0;1995.0;5264.0;198.0;230.0;109.0;200.0;45.0;134.0;33.0;1726.0
Zaandijk-G0472;0;;1007.0;176.0;285.0;71.0;334.0;613.0;8.0;10.0;10.0;15.0;4.0;11.0;2.0;242.0
Zaltbommel-G0297;0;;1362.0;394.0;226.0;312.0;324.0;16.0;105.0;87.0;25.0;7.0;1.0;7.0;;236.0
Zandvoort-G0473;0;;2485.0;904.0;484.0;627.0;1025.0;361.0;298.0;11.0;10.0;30.0;75.0;23.0;192.0;
Zeeland-G0877;0;;7.0;1608.0;;3.0;4.0;1.0;6.0;;;3.0;;;;104.0
Zegveld-G0354;0;;14.0;117.0;234.0;193.0;7.0;3.0;2.0;103.0;;;;;;28.0
Zeist-G0355;0;;6443.0;2961.0;4756.0;3638.0;3529.0;470.0;542.0;760.0;77.0;80.0;209.0;103.0;224.0;2502.0
Zelhem-G0298;0;;1086.0;397.0;999.0;749.0;400.0;21.0;4.0;107.0;2.0;5.0;10.0;3.0;;400.0
Zevenaar-G0299;0;;606.0;3155.0;56.0;123.0;95.0;14.0;126.0;5.0;;9.0;8.0;4.0;;314.0
Zevenbergen-G0878;0;;310.0;3086.0;160.0;550.0;72.0;24.0;307.0;4.0;45.0;8.0;3.0;;;332.0
Zevenhoven-G0635;0;;49.0;307.0;78.0;84.0;15.0;3.0;15.0;15.0;;;;;;24.0
Zevenhuizen-G0636;0;;635.0;22.0;190.0;416.0;272.0;15.0;5.0;180.0;;1.0;2.0;;;125.0
Zierikzee-G0732;0;;1383.0;416.0;842.0;419.0;499.0;7.0;23.0;149.0;3.0;136.0;7.0;3.0;;293.0
Zijpe-G0476;0;;1326.0;963.0;90.0;48.0;685.0;190.0;20.0;6.0;;16.0;1.0;3.0;9.0;144.0
Zoelen-G0300;0;;868.0;14.0;96.0;234.0;208.0;6.0;2.0;33.0;;9.0;1.0;;;104.0
Zoetermeer-G0637;0;;608.0;929.0;397.0;461.0;192.0;18.0;82.0;407.0;10.0;12.0;;2.0;5.0;233.0
Zoeterwoude-G0638;0;;145.0;1833.0;156.0;256.0;77.0;18.0;56.0;35.0;2.0;9.0;6.0;4.0;;124.0
Zonnemaire-G1236;0;;230.0;2.0;94.0;50.0;91.0;1.0;;6.0;4.0;11.0;;;;29.0
Zoutelande-G1237;0;;78.0;39.0;145.0;190.0;71.0;1.0;16.0;108.0;14.0;14.0;;;;73.0
Zuid- en Noord-Schermer-G0474;0;;270.0;57.0;29.0;17.0;77.0;40.0;2.0;17.0;;2.0;4.0;2.0;1.0;49.0
Zuid-Beijerland-G0639;0;;341.0;7.0;342.0;290.0;171.0;7.0;3.0;222.0;;1.0;;;;118.0
Zuidbroek-G1240;0;;731.0;23.0;147.0;49.0;212.0;247.0;13.0;5.0;56.0;33.0;12.0;4.0;3.0;183.0
Zuiddorpe-G0734;0;;67.0;356.0;3.0;5.0;6.0;3.0;10.0;1.0;1.0;1.0;;;;44.0
Zuidhorn-G0056;0;;687.0;37.0;403.0;179.0;392.0;43.0;6.0;1.0;347.0;26.0;;;14.0;104.0
Zuidland-G0640;0;;175.0;3.0;647.0;130.0;151.0;4.0;2.0;40.0;;3.0;;1.0;;54.0
Zuidlaren-G0136;0;;1202.0;41.0;605.0;140.0;656.0;71.0;7.0;6.0;116.0;75.0;10.0;2.0;5.0;169.0
Zuidwolde-G0137;0;;1166.0;54.0;815.0;678.0;570.0;30.0;1.0;9.0;66.0;6.0;5.0;1.0;;262.0
Zuidzande-G0735;0;;208.0;15.0;38.0;46.0;179.0;4.0;;8.0;;19.0;;1.0;;43.0
Zuilen-G1242;0;;5521.0;3037.0;1308.0;1090.0;422.0;972.0;132.0;182.0;60.0;62.0;18.0;28.0;3.0;848.0
Zuilichem-G1243;0;;184.0;4.0;128.0;29.0;10.0;;3.0;229.0;;1.0;;1.0;;75.0
Zundert-G0879;0;;236.0;3384.0;55.0;65.0;42.0;21.0;267.0;6.0;10.0;13.0;22.0;1.0;;586.0
Zutphen-G0301;0;;5953.0;1501.0;1051.0;1366.0;1676.0;1142.0;115.0;32.0;34.0;48.0;19.0;38.0;16.0;992.0
Zwaag-G0475;0;;217.0;792.0;7.0;6.0;113.0;5.0;4.0;1.0;1.0;2.0;;3.0;;19.0
Zwammerdam-G1244;0;;224.0;362.0;283.0;268.0;103.0;8.0;17.0;106.0;1.0;2.0;;4.0;1.0;100.0
Zwartewaal-G0641;0;;154.0;1.0;95.0;7.0;79.0;1.0;1.0;10.0;;;;1.0;;
Zwartsluis-G0192;0;;300.0;10.0;853.0;453.0;79.0;25.0;2.0;57.0;54.0;2.0;6.0;;1.0;156.0
Zweeloo-G0138;0;;528.0;14.0;295.0;81.0;323.0;17.0;2.0;;3.0;19.0;2.0;1.0;;45.0
Zwijndrecht-G0642;0;;2510.0;336.0;2171.0;1620.0;492.0;252.0;16.0;586.0;178.0;17.0;2.0;8.0;;633.0
Zwolle-G0193;0;;10300.0;4249.0;3571.0;2979.0;2687.0;1345.0;937.0;386.0;481.0;107.0;51.0;304.0;66.0;2182.0
Zwollerkerspel-G1245;0;;1032.0;758.0;971.0;1436.0;424.0;68.0;62.0;271.0;287.0;8.0;4.0;20.0;3.0;364.0
